loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,p_port_3.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,p_port_7.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
48,0,48,0,,,,,,,,,,,,,,,,,,,701.9337679003365,0.0004043998196721077,0.0979496999643743,707.9504790003411,6.014652099926025,,708.0837996001355,0.04966459982097149,0.14795309957116842,714.0839716000482,6.014636699575931,714.1505534001626,0.017262499779462814,0.11473899940028787,0.0,1.064924799837172,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
49,0,49,0,,,,,,,,,,,,,,,,,,,715.2508795000613,0.00031749997287988663,0.09933579992502928,721.2670859000646,6.015720999799669,,721.4003643002361,0.047564500011503696,0.14904129970818758,727.4003922003321,6.01569759985432,727.4669938003644,0.01693969964981079,0.11576259974390268,0.0,1.1664497000165284,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
50,0,50,0,,,,,,,,,,,,,,,,,,,728.667024299968,0.00031949998810887337,0.09829539991915226,734.6669765003026,6.031512700021267,,734.9339204002172,0.11945999972522259,0.26504179975017905,,6.031499799806625,740.9002221003175,0.03435989981517196,0.13139369990676641,0.0,1.2980971997603774,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
51,0,51,0,,,,,,,,,,,,,,,,,,,742.2340172999538,0.0006376001983880997,0.09647390013560653,748.2503015999682,6.013150800019503,,748.3669190001674,0.03278920007869601,0.12988190026953816,754.3669275003485,6.029837899841368,754.4670609999448,0.030773399863392115,0.1296759000979364,0.0,0.9998598000966012,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
52,0,52,0,,,,,,,,,,,,,,,,,,,755.5003108000383,0.0006452002562582493,0.09672080026939511,761.5002407003194,6.030037200078368,,761.6502582002431,0.04480220004916191,0.14665440004318953,767.6502081002109,6.013331199996173,767.7167700999416,0.01629179995507002,0.11331269983202219,2.0,1.364694899879396,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
53,0,53,0,,,,,,,,,,,,,,,,,,,769.1171623002738,0.0004775999113917351,0.096815699711442,775.1169241000898,6.0302458996884525,,775.2501189000905,0.028691299725323915,0.13029220001772046,781.2501926003024,6.03010439965874,781.3506306000054,0.031824699603021145,0.13040339993312955,0.0,1.4993793000467122,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
54,0,54,0,,,,,,,,,,,,,,,,,,,782.8835543999448,0.0006579998880624771,0.09735989989712834,788.8667014003731,6.013919299934059,6.097576099913567,789.0003609000705,0.0122465998865664,0.11424729973077774,795.0001569003798,6.013967799954116,795.1000512000173,0.016668799798935652,0.1138917999342084,3.0,0.9315416002646089,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
55,0,55,0,,,,,,,,,,,,,,,,,,,796.067013700027,0.0004805000498890877,0.09700899990275502,802.066767600365,6.030341200064868,,802.2169280000962,0.04630349995568395,0.14697439968585968,808.2168159000576,6.013618799857795,808.283303800039,0.016698199789971113,0.11347589967772365,4.0,1.09794420003891,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
56,0,56,0,,,,,,,,,,,,,,,,,,,809.4169902000576,0.0006228000856935978,0.09717110032215714,815.4334019999951,6.0137714999727905,,815.5666605001315,0.04279330000281334,0.14744319999590516,821.5667481003329,6.013785399962217,821.6334606003948,0.015603700187057257,0.11395800020545721,2.0,1.4658234999515116,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
57,0,57,0,,,,,,,,,,,,,,,,,,,823.1336012003012,0.000623099971562624,0.09705570014193654,829.1164843002334,6.01342870015651,6.096968200057745,829.249898200389,0.011090199928730726,0.113538000266999,835.2500182003714,6.0135849001817405,835.3499730001204,0.016111199744045734,0.11372230015695095,1.0,1.131773500237614,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
58,0,58,0,,,,,,,,,,,,,,,,,,,836.5170195000246,0.00015350012108683586,0.09956960007548332,842.5166364000179,5.999511800240725,6.099338800180703,842.633215200156,0.013727500103414059,0.11617989977821708,848.6164457001723,6.0160687998868525,848.7332000001334,0.019667299930006266,0.11599460011348128,3.0,1.5307164997793734,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
59,0,59,0,,,,,,,,,,,,,,,,,,,850.300228800159,0.0006212997250258923,0.09722599992528558,856.3165942002088,6.013737499713898,,856.4332672003657,0.03194939950481057,0.13038939982652664,862.4331926000305,6.030283999629319,862.5331413000822,0.03282109973952174,0.13029239978641272,0.0,1.2650280999951065,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
60,0,60,0,,,,,,,,,,,,,,,,,,,863.8334989999421,0.0006271000020205975,0.09714039973914623,869.8501101001166,6.014052900020033,,869.9665939002298,0.0319242998957634,0.13064469955861568,875.9664972000755,6.030440699774772,876.0496837003157,0.016035499516874552,0.11373289953917265,0.0,1.2655464000999928,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
61,0,61,0,,,,,,,,,,,,,,,,,,,877.3499854002148,0.0005924999713897705,0.09723079996183515,883.3664804999717,6.013989700004458,,883.4998654001392,0.04270479967817664,0.14767339965328574,889.4997849999927,6.013959199655801,889.5663310000673,0.016196399927139282,0.11381939984858036,3.0,1.4651366998441517,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
62,0,62,0,,,,,,,,,,,,,,,,,,,891.0666718999855,0.0005504000000655651,0.09692069981247187,897.0831037000753,6.013452299870551,,897.6666204002686,0.33418439980596304,0.596809399779886,,6.013396099675447,903.2795227002352,0.012443899642676115,0.10961149958893657,0.0,1.2187588000670075,,674,Visual,2024-04-03_11h32.27.711,Visual_Condition_v2,2022.2.5,29.954612732059108,
