Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Roll_liquid_taste.stopped,spit_sound.stopped,p_port_18.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_14.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1692.5804580000695,0.016403099987655878,0.11554149980656803,1698.5971432998776,5.999062999850139,1698.6638142000884,1698.6638142000884,-0.00037550018168985844,0.09892949974164367,space,0.7216552002355456,1699.4471273999661,1699.4471273999661,4.5999884605407715e-05,0.09804890002124012,num_9,1.3299263000953943,1700.8135882200208,0.0007686999160796404,0.09935769997537136,1701.1304448998999,1701.5803589200136,1701.8803504998796,1702.3970182199032,1702.6969675999135,1702.7804449000396,1710.7803847000469,1710.7804149199278,-0.0005968001205474138,0.09905289998278022,1712.7803712999448,1712.9972011998761,1713.5136835998856,9.99928109999746,1720.9135241999757,0.00295259989798069,1720.9135241999757,0.0994423998054117,2.0,2.096861500060186,1723.0472798000555,0.0015779000241309404,0.09927830006927252,1729.0469668000005,1729.2135741199368,6.199106700019911,6.282554300036281,1730.230935700005,1749.2301456200425,1749.230215099873,26.215926500037313,26.315803700126708,1750.230147199938,1752.230238799937,1752.230238799937,0.015918000135570765,0.11574020003899932,1782.2300621999893,30.015711200190708,1710.7803847000469,1711.7803678000346,10.099255099892616,6.098814399912953,,,,,,30.09904190013185,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1782.3466195999645,0.0006256001070141792,0.09901589993387461,1788.346643799916,5.999017799971625,1788.446764699882,1788.446764699882,-0.00026560015976428986,0.09895289991982281,space,0.7861491001676768,1789.2802792000584,1789.2802792000584,4.630000330507755e-05,0.09764000005088747,num_9,1.4246396000962704,1790.7467140200083,0.002636200049892068,0.09805670008063316,,1791.5300282198937,1791.829943299992,1792.3466956199613,1792.6465161999222,1792.7299639000557,1800.7301143000368,1800.7300477198792,0.014698700048029423,0.11452609999105334,1802.729996799957,1802.9466520999558,1803.4467738000676,10.014532100176439,1810.879991899943,0.017358599929139018,1810.879991899943,0.13103329995647073,6.0,2.281427799956873,1813.1801803000271,0.0029371001292020082,0.09803370013833046,1819.1799403999466,1819.3799297200517,6.231208200100809,6.331379000097513,,1839.3631788199768,1839.3632976999506,26.214613700052723,26.314449300058186,1840.3798418000806,1842.3632091998588,1842.3632091998588,0.01454790006391704,0.11441230005584657,1872.3630625000224,30.014364100061357,1800.7301143000368,1801.7465504999273,,6.098918699892238,,,,,,,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1872.4963650000282,0.015226799994707108,0.11440060008317232,1878.4966088999063,6.014503000071272,1878.596512899967,1878.596512899967,0.014510399894788861,0.11430969997309148,space,0.6602420001290739,1879.2963419000152,1879.2963419000152,3.5499921068549156e-05,0.0981572000309825,num_9,1.080647800117731,1880.4130121200346,0.0021242001093924046,0.09769439999945462,1880.729658599943,1881.1963705200237,1881.496259599924,1881.9962382198778,1882.29628530005,1882.4129210000392,1890.412885800004,1890.4129999199417,0.0009088001679629087,0.09759890008717775,1892.412927400088,1892.5963665000163,1893.0962866998743,10.014226500177756,1900.5129175998736,0.0002911998890340328,1900.5129175998736,0.09762430004775524,2.0,1.4649090999737382,1902.013263599947,0.0015825999435037374,0.09963079984299839,1908.0130370999686,1908.1795888199472,6.1993018998764455,6.299207199830562,1909.179681000067,1928.1961280199234,1928.1961936999578,26.215857699979097,26.315844099968672,,1931.1962422998622,1931.1962422998622,0.015940200071781874,0.13262539985589683,1961.2126895999536,29.999030800070614,1890.412885800004,1891.429697100073,10.097555899992585,,,,,,,30.09895829996094,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961.312654600013,-1.1300202459096909e-05,0.09925769991241395,1991.312687800033,30.03236689977348,,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,1991.4461487999652,0.03335989988408983,0.1322571998462081,1997.4458767999895,6.0321732996962965,1997.529208400054,1997.529208400054,0.015446899691596627,0.11546669970266521,space,3.432311300188303,2000.9958879998885,2000.9958879998885,3.590015694499016e-05,0.09750699996948242,num_9,1.2689875999931246,2002.3292105198839,0.00233820010907948,0.09788940008729696,2002.6290768000763,2003.1123394198717,2003.4293462000787,2003.929153619893,2004.2291739999782,2004.3291843000334,2012.3291428000666,2012.329136920022,0.0011454001069068909,0.09788449993357062,2014.329123399919,2014.5122412999626,2015.0124788999092,10.014485199935734,2022.445828899974,0.017248899908736348,2022.445828899974,0.11455409997142851,2.0,2.664744099834934,2025.1460909000598,0.0015700999647378922,0.09944560006260872,2031.146012299927,2031.312450520089,6.199065600056201,6.282427300000563,2032.328997900011,2051.3456076200587,2051.345662500011,26.199042899999768,26.29907860001549,2052.362315400038,,2054.3623023000546,0.017644499894231558,0.11573510011658072,2084.3788781000767,30.03228410007432,2012.3291428000666,,,,,,,,,,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2084.478880800074,0.03313999995589256,0.13233920000493526,2090.4788164999336,6.0322298000101,2090.5789002999663,2090.5789002999663,0.03235089988447726,0.13228649972006679,space,1.3187143001705408,2091.945482400013,2091.945482400013,4.029995761811733e-05,0.09798429999500513,num_9,1.200302000157535,2093.1788232199383,0.002309100003913045,0.09762860019691288,2093.478743399959,2093.962036019983,2094.2621297999285,2094.7787862199825,2095.0787201998755,2095.1621244999114,2103.1621218000073,2103.162062219903,0.014289200073108077,0.1142170000821352,2105.178730699932,2105.378795299912,2105.8786100000143,10.014197800075635,2113.2952763000503,0.017278699902817607,2113.2952763000503,0.11403169995173812,5.0,2.49790220009163,2115.8289246999193,0.0016082001384347677,0.09935130015946925,2121.8119238000363,2122.0119910199196,6.215579900192097,6.315672800177708,2123.0121289999224,2142.012037719926,2142.012069700053,26.215803200146183,26.31573490006849,2143.0119042999577,2145.011952199973,2145.011952199973,0.015689900144934654,0.11561500024981797,2175.0284569999203,30.03220640006475,2103.1621218000073,2104.1620501000434,,,,,,,,,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2175.1618393999524,0.032994700130075216,0.13215580000542104,2181.178453099914,6.015497900079936,2181.245124399895,2181.245124399895,0.015617100056260824,0.11545179993845522,space,1.060242700157687,2182.3450928998645,2182.3450928998645,3.8999831303954124e-05,0.09818809991702437,num_9,1.2003377000801265,2183.595127920015,0.0022348000202327967,0.09797580004669726,2183.911838500062,2184.395067520067,2184.711772999959,2185.195112919994,2185.511766700074,2185.5784708999563,2193.5784726000857,2193.5782974200324,0.014699700055643916,0.11455369996838272,2195.5784076999407,2195.7950533998664,2196.2950782000553,10.014487999957055,2203.694863300072,0.0013268999755382538,2203.694863300072,0.09776729997247458,5.0,1.7975042001344264,2205.5284249999095,0.00267699989490211,0.11468350002542138,2211.528356899973,2211.711580020003,6.214598800055683,6.314435200067237,2212.71147869993,2231.711574219959,2231.7115664999,26.21436220011674,26.314451300073415,2232.7118090000004,2234.7117113000713,2234.7117113000713,0.014559600036591291,0.11432299995794892,2264.7281700000167,30.030985200079158,2193.5784726000857,2194.578337899875,10.097912800032645,,,,,,,,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2264.8614447000436,0.031551299849525094,0.13089879998005927,2270.878121699905,6.014337699860334,2270.944830100052,2270.944830100052,0.014373199781402946,0.11420059995725751,space,0.7919209999963641,2271.7780826999806,2271.7780826999806,3.5899924114346504e-05,0.09783799992874265,num_9,1.0631683003157377,2272.8780651200564,0.002064300002530217,0.09780510002747178,,2273.678060920071,2273.978033100022,2274.4614046200645,2274.7612256000284,2274.8444751000497,2282.878030200023,2282.8780322199223,0.031360300024971366,0.1313283999916166,2284.878147199983,2285.0780106999446,2285.5780102999415,10.014456500066444,2292.977913300041,0.0012472998350858688,2292.977913300041,0.09777689981274307,4.0,1.9310589998494834,2294.9447214999236,0.003067500190809369,0.09776850021444261,2300.9612708999775,2301.1278834199534,6.2144818000961095,6.3144887001253664,,2321.1278370200657,2321.1278440000024,26.214352500159293,26.31433180021122,,2324.1279138999525,2324.1279138999525,0.014438200043514371,0.11430530017241836,2354.1277485999744,30.014249300118536,2282.8447173999157,2283.8779931999743,10.098015299998224,,,,,,,,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2354.2610629999544,0.014740300131961703,0.11416120012290776,2360.2610118000302,6.014186799991876,2360.361078500049,2360.361078500049,0.014129400020465255,0.11436269991099834,space,0.8400840002577752,2361.261061300058,2361.261061300058,4.560011439025402e-05,0.09802250005304813,num_9,1.1002853002864867,2362.411237819912,0.0026711998507380486,0.09765489981509745,2362.710978300078,2363.1941838200205,2363.511042200029,2364.0110062198714,2364.311475900002,2364.411034599878,2372.427732999902,2372.42766332007,0.0171357998624444,0.11433569993823767,2374.444256299874,2374.6111387999263,2375.1109899999574,10.030955899972469,2382.54436589987,0.03369399975053966,2382.54436589987,0.1307303998619318,2.0,1.664787100162357,2384.244682499906,0.0016197999939322472,0.09921829984523356,2390.26095720008,2390.4278001199477,6.216000400017947,6.315752399852499,2391.4275708999485,2410.42747852006,2410.427617700072,26.215836999937892,26.315496399998665,2411.427386699943,2413.4441778999753,2413.4441778999753,0.001437600003555417,0.0990118000190705,2443.460828799987,30.015567699912935,,2373.42757109995,,,,,,,,,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443.5606809998862,0.01594670000486076,0.11552220000885427,2473.5772706000134,30.032072799978778,,,7152,Gustatory,2024-08-16_13h40.22.623,Gustatory_Condition_v2,2022.2.5,30.000543017455886,
