Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_1.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,p_port_14.stopped,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1754.1230151001364,0.0005648997612297535,0.09912570007145405,1760.1397636998445,6.016024199780077,1760.2396614002064,1760.2396614002064,0.016004299744963646,0.11577249970287085,space,0.35273930011317134,1760.6397727001458,1760.6397727001458,5.830032750964165e-05,0.09818380000069737,num_9,4.19263709988445,1764.889732960146,0.002104999963194132,0.09721649996936321,1765.6896501597948,1765.9895214000717,1766.4729762598872,1766.7896476997994,1766.889759299811,1774.8897146000527,1774.8897146000527,1774.8897409602068,0.0006536999717354774,0.09713729983195662,,1776.8896564999595,1777.0729865999892,1777.58962289989,10.013487000018358,1784.9895178000443,0.030394199769943953,1784.9895178000443,0.13025559997186065,5.0,2.865925000049174,1787.8895951001905,0.0020433999598026276,0.09888399997726083,1793.9061726001091,1794.0729802600108,6.2156039997935295,6.315316299907863,1795.0896658999845,1814.0728420601226,1814.0727603998967,26.21544129960239,26.3154902998358,1815.089634399861,1817.0727440002374,1817.0727440002374,0.015539399813860655,0.11540739936754107,1847.0725325001404,30.01517659937963,1765.1895677000284,10.096866099629551,,,,,,30.098497599363327,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1847.1893011000939,-0.00020770030096173286,0.0986957997083664,1853.189260700252,6.031937899533659,1853.322666299995,1853.322666299995,0.032139699440449476,0.13209009962156415,space,4.213706799782813,1857.572618899867,1857.572618899867,5.060015246272087e-05,0.0977683998644352,num_9,2.2357164002023637,1859.8558763600886,0.0016835997812449932,0.09830660000443459,1860.6392581597902,,1861.4389932597987,,1861.822403700091,1869.82264639996,1869.8558443002403,1869.8559799599461,0.031614699866622686,0.13163459999486804,1870.8556931000203,1871.8726920001209,1872.0391889000311,1872.5559296999127,10.031502800062299,1879.9723706999794,0.01708139991387725,1879.9723706999794,0.11471899971365929,2.0,2.632026099599898,1882.639141799882,0.003706099931150675,0.09734530001878738,1888.6223618998192,1888.8223949600942,6.213980999775231,6.313929500058293,1889.8391245999373,1908.822179660201,1908.8055350999348,26.23050729976967,26.33058420009911,1909.8389682001434,1911.8223403999582,1911.8223403999582,0.01398109970614314,0.11383869964629412,1941.8389037000015,30.030467099510133,1860.1558007001877,,,,,,,,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1941.972276700195,0.03133829962462187,0.13050049962475896,1947.9888682998717,6.013687299564481,1948.0555334999226,1948.0555334999226,0.013790699653327465,0.11368249962106347,space,4.216746999882162,1952.322173600085,1952.322173600085,7.790001109242439e-05,0.09812330035492778,num_9,1.5987604996189475,1953.9555166601203,0.001991500146687031,0.09804149996489286,1954.755498659797,1955.0721483002417,1955.5387394600548,,1955.938831599895,1963.938799700234,1963.938799700234,1963.9388066600077,0.01473390031605959,0.11467480007559061,1964.938746499829,1965.9388262000866,1966.1553890998475,1966.6723528001457,10.014581200201064,1974.0553071000613,0.00042450008913874626,1974.0553071000613,0.09784159995615482,6.0,2.3651932002976537,1976.4556320998818,0.002669000066816807,0.09772359998896718,1982.4720391002484,1982.6553818602115,6.23111360007897,6.330761699937284,1983.6719949999824,2002.6385363601148,2002.638617800083,26.214275400154293,26.3143469998613,2003.6387498001568,2005.6386140999384,2005.6386140999384,0.014288399834185839,0.114238899666816,2035.6551474998705,30.030802799854428,1954.2721489001997,10.09782430017367,,,,,,,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035.7884558998048,0.031012199819087982,0.13085259962826967,30.0140228997916,2065.804981799796,,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2065.871712699998,0.016065999399870634,0.11393279954791069,2071.8883199002594,6.030587799381465,2071.9885553000495,2071.9885553000495,0.03061989927664399,0.1307393992319703,space,1.2438866002485156,2073.288328200113,2073.288328200113,4.589976742863655e-05,0.11439409991726279,num_9,1.9121138998307288,2075.255002660211,0.001967600081115961,0.09791820030659437,2076.038240959868,2076.33816919988,2076.8383119599894,2077.138404800091,2077.2383071999066,2085.2382835000753,2085.2382835000753,2085.2382254600525,0.014604500029236078,0.1145180999301374,,2087.2382470001467,2087.42144000018,2087.9382666000165,10.031101200263947,2095.3715003002435,0.017289299983531237,2095.3715003002435,0.11433489993214607,2.0,1.7980711003765464,2097.2048629000783,0.0029337997548282146,0.09796499973163009,2103.204806699883,2103.3881083601154,6.214427699800581,6.314448199700564,,2123.3879771600477,2123.388095700182,26.214380300138146,26.314377599861473,2124.3880119002424,2126.40472589992,2126.40472589992,7.379986345767975e-05,0.09763059951364994,2156.404633199796,30.030918799806386,2075.571659100242,,,,,,,,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2156.521286400035,0.014748899731785059,0.1141709997318685,2162.521441299934,6.014163799583912,2162.6212197002023,2162.6212197002023,0.014349599368870258,0.11412989953532815,space,2.994966599624604,2165.654539700132,2165.654539700132,2.550007775425911e-05,0.09855820005759597,num_9,1.5143911996856332,2167.2045953599736,0.002561400178819895,0.09815960004925728,2167.9878246597946,2168.287843400147,2168.7878228598274,,2169.187895100098,2177.204504699912,2177.204504699912,2177.2044743602164,0.0006478000432252884,0.09810269996523857,2178.221119500231,2179.204444500152,2179.371035600081,2179.8712725001387,10.031499800272286,2187.3378022001125,0.03374540014192462,2187.3378022001125,0.1315383999608457,6.0,1.3987367004156113,2188.771237799898,0.0023024999536573887,0.09809890016913414,2194.787807099987,2194.95432806015,6.2145894998684525,6.314597100019455,2195.9710907000117,2214.954350859858,2214.9543180000037,26.214526200201362,26.31454659998417,2215.9710253998637,2217.9710110998712,2217.9710110998712,0.00040719984099268913,0.09782300004735589,2247.987531499937,30.01433639973402,2167.5211966000497,,,,,,,,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2248.087623400148,0.015014499891549349,0.11438069958239794,2254.0873373001814,6.030863999854773,2254.187487500254,2254.187487500254,0.014390099793672562,0.11431449977681041,space,2.4374434002675116,2256.6707728998736,2256.6707728998736,4.639988765120506e-05,0.09808859974145889,num_9,1.698399499990046,2258.4041300602257,0.0007918002083897591,0.09923270018771291,2259.170658160001,2259.4708337001503,2259.987821460236,2260.2873939001,2260.3707789001055,2268.370793099981,2268.370793099981,2268.370753460098,-0.000680800061672926,0.09920440008863807,2269.370736000128,2270.3707956001163,2270.570762100164,2271.0873974999413,10.015867600217462,2278.5206232001074,0.01800089981406927,2278.5206232001074,0.11624660016968846,4.0,1.3321238001808524,2279.887684899848,0.0023566000163555145,0.09915209980681539,2285.8872756999917,2286.070692160167,6.215844699647278,6.315842899959534,2287.070601900108,2306.070501760114,2306.0705992998555,26.215772399678826,26.315727999899536,2307.0871790000238,2309.070447499864,2309.070447499864,0.015586099587380886,0.11573469964787364,2339.0871168002486,30.032285899389535,2258.720832900144,,,,,,,,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2339.2037928001955,0.015867699403315783,0.11551119945943356,2345.220439199824,6.0322399996221066,2345.320254500024,2345.320254500024,0.03242679964751005,0.13210639962926507,space,1.128624599892646,2346.4870821000077,2346.4870821000077,3.609992563724518e-05,0.0981836998835206,num_9,1.7209376995451748,2348.2704250598326,0.002160700038075447,0.09830150008201599,2349.0704134600237,2349.3870132998563,2349.853607059922,2350.187060699798,2350.25371870026,2358.270395200234,2358.270395200234,2358.2703773598187,0.0013812999241054058,0.09808530006557703,2359.27043480007,2360.27036840003,2360.4369271998294,2360.9370237998664,10.01452110009268,2368.386982699856,0.017433300148695707,2368.386982699856,0.1148600997403264,4.0,1.4316694997251034,2369.8538517002016,0.0015275999903678894,0.0989909996278584,2375.8703315001912,2376.03695175983,6.21562029980123,6.315674399957061,2377.036829300225,2396.036861259956,2396.036865599919,26.215617300011218,26.31554890004918,2397.0367407999,2399.036857599858,2399.036857599858,0.015614599455147982,0.11570189986377954,2429.0366821000353,30.015429699793458,2348.5704264999367,,,,,,,,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2429.1700555002317,0.016051499638706446,0.11533729964867234,2435.1866834000684,6.032094599679112,2435.286671000067,2435.286671000067,0.0323076993227005,0.13204929931089282,space,2.2502485997974873,2437.5866713002324,2437.5866713002324,3.8699712604284286e-05,0.09799959976226091,num_9,1.517746000085026,2439.1533822598867,0.002590700052678585,0.09828909998759627,2439.9365756600164,2440.23655520007,2440.7533524599858,2441.0701608001254,2441.1369336000644,2449.1532955998555,2449.1532955998555,2449.1533389599063,0.001493500079959631,0.09807770000770688,2450.1699223001488,2451.153316000011,2451.3367555998266,2451.836591700092,10.014690000098199,2459.2698336001486,0.017570599913597107,2459.2698336001486,0.1145664001815021,6.0,1.3649165001697838,2460.6699140998535,0.0036222003400325775,0.09745620004832745,2466.6698604002595,2466.8531225598417,6.2140493001788855,6.314034100156277,2467.8700505997986,2486.8698342600837,2486.869933600072,26.23078679991886,26.330582099966705,2487.869788600132,,2489.8865482001565,0.015770299825817347,0.11398949986323714,2519.8862732998095,30.01381850009784,2439.4701223000884,,,,,,,,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519.9863602998666,0.014114799909293652,0.11377499997615814,30.030421399977058,2550.0028110002168,,,9560,Gustatory,2025-02-10_13h26.08.277,Gustatory_Condition_v2,2022.2.5,29.9791734387599,
