loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,21.758650100172964,0.0005339999916031957,0.10249239997938275,22.174915099982172,22.458241299970542,22.87480210000649,22.87480210000649,0.019259599968791008,0.11964190006256104,37.8748810000252,15.019379700068384,37.99153270001989,37.99153270001989,0.002697200048714876,0.10266159998718649,space,5.619173499988392,,,,,,,,,,,,,,,,,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
0,0,0,0,,,,,,,,,,,,,,,,,,43.65831780002918,0.001807799912057817,0.09851639997214079,49.65822700003628,6.031741099897772,49.791661600000225,0.030277599929831922,0.13194480002857745,55.79150809999555,6.031747099943459,55.89153200003784,0.03444540000054985,0.13164190005045384,3.0,11.664878600044176,,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
1,0,1,0,,,,,,,,,,,,,,,,,,67.59147410001606,0.0006279000081121922,0.09719020000193268,73.5914626000449,6.0305540999397635,73.7581830000272,0.06158550002146512,0.16381059994455427,79.75814699998591,6.030482499976642,79.82477259996813,0.0336403000401333,0.13025150005705655,4.0,3.964600499952212,,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
2,0,2,0,,,,,,,,,,,,,,,,,,83.8251062000636,0.00024610001128166914,0.09913360001519322,89.84142720000818,6.015815400052816,89.97468250000384,0.05991080007515848,0.1493223001016304,95.97472779999953,6.015767100034282,96.04134220001288,0.018503700150176883,0.11623760010115802,1.0,6.064881599973887,,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
3,0,3,0,,,,,,,,,,,,,,,,,,102.14182390004862,0.000645600026473403,0.09689980000257492,108.14121270005126,6.013664499972947,108.25785870000254,0.020254499977454543,0.11351079994346946,114.25804720004089,6.013494899962097,114.35790930001531,0.016136000049300492,0.11336229997687042,1.0,4.865381199982949,6.0967674999265,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
4,0,4,0,,,,,,,,,,,,,,,,,,119.25802519998979,0.00022579997312277555,0.09903409995604306,125.27469930006191,6.015656999894418,125.40785970003344,0.051250900025479496,0.14899929997045547,131.40801760007162,6.015639299992472,131.47475180006586,0.0185910000000149,0.11576229997444898,0.0,2.7314878000179306,,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
5,0,5,0,,,,,,,,,,,,,,,,,,134.24157890002243,0.0003424000460654497,0.09920549998059869,140.24130400002468,5.999070800025947,140.35791200003587,0.01409480010624975,0.11576840002089739,146.3579651999753,6.015781100024469,146.45785360003356,0.018043900025077164,0.11562330008018762,0.0,3.498589799972251,6.098998700035736,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
6,0,6,0,,,,,,,,,,,,,,,,,,149.99129190004896,0.000605100067332387,0.0970904000569135,155.99122820002958,6.030421899980865,156.14128260000143,0.042600100045092404,0.14736850000917912,162.14124420005828,6.013714400003664,162.2244675999973,0.03341130004264414,0.13037650007754564,3.0,2.864554399973713,,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
7,0,7,0,,,,,,,,,,,,,,,,,,165.124612399959,0.0005115000531077385,0.0973195000551641,171.12454109999817,6.030648500076495,171.3077422999777,0.08612720004748553,0.18056730006355792,177.30785290000495,6.013919600052759,177.34111879998818,0.01691580004990101,0.1139007001183927,2.0,3.4313277999171987,,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
8,0,8,0,,,,,,,,,,,,,,,,,,180.80826900003012,0.00022219994571059942,0.09948470001108944,186.8078127000481,5.999113199999556,186.92463530006353,0.016685400041751564,0.11591809999663383,192.9246338000521,6.0157755999825895,193.02440510003362,0.018738700076937675,0.11568560008890927,0.0,3.1651251000585034,6.099191999994218,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
9,0,9,0,,,,,,,,,,,,,,,,,,196.22475829999894,0.0005062000127509236,0.09763550001662225,202.22444859996904,6.030898500001058,202.37425190000795,0.055053999996744096,0.14752930006943643,208.37442969996482,6.0141934000421315,208.44105250004213,0.01696130004711449,0.11408990004565567,0.0,3.8647483999375254,,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
10,0,10,0,,,,,,,,,,,,,,,,,,212.34109620004892,0.000696800067089498,0.09697060007601976,218.35788050002884,6.013568900059909,218.49096570000984,0.05690900003537536,0.14695310010574758,224.49105189996772,6.013573700096458,224.55764799995814,0.016356500098481774,0.11353200010489672,4.0,2.531588799902238,,,5657,Visual,2025-03-04_14h00.42.370,Visual_Condition_v2,2022.2.5,30.030589163801842,
