loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,p_port_7.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,22.71415104967309,0.0006464000325649977,0.09858760004863143,23.143812499940395,23.410491610027385,23.843770700041205,0.016934200073592365,0.11548550007864833,38.84356980002485,15.031930700060911,38.94360230001621,38.94360230001621,0.015202200040221214,0.11522260005585849,space,26.954505900037475,,,,,,,,,,,,,,,,,666,Visual,2024-10-29_10h35.59.000,Visual_Condition_v2,2022.2.5,29.950772904408222,
0,0,0,0,,,,,,,,,,,,,,,,,65.9436005000025,0.005331899970769882,0.11582669999916106,71.94383609993383,5.9992705000331625,6.099208700004965,72.0940063999733,0.013860200066119432,0.14924950001295656,6.015948300017044,78.0937729999423,78.16027049999684,0.018725900095887482,0.11599410010967404,1.0,2.798154899966903,666,Visual,2024-10-29_10h35.59.000,Visual_Condition_v2,2022.2.5,29.950772904408222,
,,,,,,,,,,,,,,,,,,,,80.99394409998786,0.0002308000111952424,0.09925870003644377,87.01037539995741,6.015881099971011,,87.1436978999991,0.051119200070388615,0.14947040006518364,6.015904900035821,93.14377429999877,93.21032549999654,0.018754600081592798,0.1158046000637114,,,,,,,,,
