loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.396695368969812,0.001042699906975031,0.11533339973539114,13.711262899916619,13.977913970174267,14.294573400169611,14.561432269914075,15.177972069988027,15.494602600112557,15.494602600112557,0.0006732996553182602,0.09895379981026053,30.494677300099283,15.032447099685669,30.611253600101918,0.015708299819380045,0.11567149963229895,31.077885299921036,space,1.3992141000926495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.3941529998556,294.3941529998556,0.008794199675321579,0.11419299989938736,5.0,1.2728623999282718,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.6941039999947,295.6941039999947,0.0006777998059988022,0.09915819996967912,4.0,2.099379800260067,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,297.8275732002221,0.00018989993259310722,0.09921659994870424,303.8440841999836,6.015887800138444,304.0109844999388,304.0109844999388,0.07171209994703531,0.18277959991246462,6.015949000138789,310.1108571998775,310.1108571998775,310.1108571998775,0.06894390005618334,0.18257749965414405,315.81082320027053,316.0108206998557,6.0159478997811675,6.1158290999010205,322.01074289996177,12.015869699884206,322.1107445000671,322.1107445000671,322.14411889994517,322.14411889994517,0.01601689960807562,0.1325449999421835,up,0.6686837999150157,322.86084470013157,4.4899992644786835e-05,0.09764249995350838,,328.89473940012977,328.89473940012977,0.025436399970203638,0.13081989996135235,3.0,1.3398071001283824,,,,,,,,310.0107618998736,310.0107618998736,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.26062159985304,330.26062159985304,0.007902500219643116,0.09863990033045411,2.0,1.958656500093639,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.26056279987097,332.26056279987097,0.0065484000369906425,0.09913069987669587,2.0,2.460554300341755,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.760664800182,334.760664800182,0.007239900063723326,0.097913000266999,5.0,1.3584532998502254,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.1607007998973,336.1607007998973,0.006391699891537428,0.09909070003777742,3.0,1.5602287999354303,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.7773470999673,337.7773470999673,0.008622599765658379,0.11424289969727397,3.0,1.3733286000788212,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.1940311002545,339.1940311002545,0.008158300071954727,0.11436269991099834,3.0,1.1074665002524853,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.32744569983333,340.32744569983333,0.0011891000904142857,0.09810979990288615,4.0,0.9314978001639247,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,341.2940404000692,0.0001504998654127121,0.09925480000674725,347.29400220001116,5.9990639998577535,347.47726360009983,347.47726360009983,0.07300679991021752,0.1824360997416079,6.01576909981668,353.57750910008326,353.57750910008326,353.57750910008326,0.07719949958845973,0.1826111995615065,359.2773283999413,359.4773396998644,6.015788699500263,6.115942199714482,365.47732880013064,12.015780399553478,365.57727649994195,365.57727649994195,365.6106324000284,365.6106324000284,0.015892199706286192,0.11573419952765107,up,2.114092499949038,367.7606135001406,4.009995609521866e-05,0.09792590001598,,373.77723250025883,373.77723250025883,0.024819000158458948,0.11436120001599193,3.0,2.790665099862963,,,,,,,,353.477480399888,353.477480399888,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.6273074001074,376.6273074001074,0.009437100030481815,0.11528859985992312,5.0,1.5401484002359211,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.1938896998763,378.1938896998763,0.007589499931782484,0.09778640000149608,2.0,4.157934899907559,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.39409240009263,382.39409240009263,0.008749499917030334,0.0979348998516798,2.0,0.9568270999006927,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.39387369994074,383.39387369994074,0.008329600095748901,0.09784410009160638,2.0,1.4238467998802662,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.860774199944,384.860774199944,0.006965999957174063,0.09841490024700761,2.0,0.9590684999711812,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.8774978001602,385.8774978001602,0.008049699943512678,0.11461979988962412,2.0,1.040798899717629,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.9440158000216,386.9440158000216,0.0007587000727653503,0.09926269995048642,4.0,1.5997617999091744,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,388.5774503001012,0.00013579986989498138,0.09935329994186759,394.5938893998973,6.015756200067699,394.7604809999466,394.7604809999466,0.06891340017318726,0.18241820018738508,6.015752899926156,400.86061879992485,400.86061879992485,400.86061879992485,0.07189839985221624,0.18251049984246492,406.56044130027294,406.7604069998488,6.015542400069535,6.115671900101006,412.760615600273,12.015877699945122,412.86054380005226,412.86054380005226,412.89385350001976,412.89385350001976,0.015976199880242348,0.1158615997992456,up,0.911115899682045,413.86051859986037,3.800028935074806e-05,0.09822570020332932,,419.89415680011734,419.89415680011734,0.026206900365650654,0.13149570021778345,2.0,2.339622000232339,,,,,,,,400.76054070005193,400.76054070005193,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.2604495002888,422.2604495002888,0.006619799882173538,0.09929989976808429,5.0,2.627250900026411,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.9270947999321,424.9270947999321,0.006509499624371529,0.09898189967498183,2.0,1.726857100147754,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.71048020012677,426.71048020012677,0.008562499657273293,0.1143698999658227,5.0,2.040312699973583,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.7772794002667,428.7772794002667,0.006269000004976988,0.09923870023339987,2.0,3.094159099739045,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.9103677002713,431.9103677002713,0.007174000144004822,0.09806900005787611,5.0,1.192007000092417,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.1435789000243,433.1435789000243,0.007760500069707632,0.0974981002509594,4.0,1.2577111003920436,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.4436273998581,434.4436273998581,0.0017087999731302261,0.09744760021567345,4.0,0.8635668996721506,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,435.3437586002983,0.00027250032871961594,0.09909010026603937,441.34377010026947,5.999306400306523,441.51044639991596,441.51044639991596,0.06028870027512312,0.16590150026604533,5.999093800317496,447.610432300251,447.610432300251,447.610432300251,0.057619300205260515,0.16595289995893836,453.3105521998368,453.54376110015437,5.99906580010429,6.099025399889797,459.5437185000628,11.999142299871892,459.5935912001878,459.5935912001878,459.6268736999482,459.6268736999482,-0.0006154999136924744,0.09906250005587935,up,0.6574249998666346,460.3436448001303,4.220008850097656e-05,0.09761309996247292,466.3442194000818,466.3442194000818,466.3442194000818,0.005735000129789114,0.09766319999471307,5.0,4.692835700232536,,,,,,,6.0992232002317905,447.51044060010463,447.51044060010463,6.099170400295407,12.09897160017863,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.07699680002406,471.07699680002406,0.006937699858099222,0.09933370025828481,3.0,2.1267403000965714,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.2605377002619,473.2605377002619,0.008241499774158001,0.11455309996381402,5.0,1.4740436002612114,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.7602842999622,474.7602842999622,0.006515100132673979,0.0992463999427855,3.0,1.6607348998077214,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.46022249991074,476.46022249991074,0.006592299789190292,0.09859649976715446,3.0,1.1262624999508262,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.62696720007807,477.62696720007807,0.0075870999135077,0.0979633997194469,3.0,1.0911527997814119,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.76064520003274,478.76064520003274,0.008352499920874834,0.09769030008465052,3.0,1.0566734001040459,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.8604232999496,479.8604232999496,0.0006999997422099113,0.09899439988657832,4.0,1.0327034001238644,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,480.9272918999195,0.0002933996729552746,0.09789859969168901,486.9436013000086,6.014467399567366,487.1269951001741,487.1269951001741,0.09355839947238564,0.19811979960650206,6.031011999584734,493.2270088000223,493.2270088000223,493.2270088000223,0.09041429962962866,0.1977436994202435,498.9269560999237,499.1268989001401,6.0310275997035205,6.131013299804181,505.1268861000426,12.03114299941808,505.2268774998374,505.2268774998374,505.26026869984344,505.26026869984344,0.03114939946681261,0.130986999720335,up,0.6718228003010154,505.9935571998358,4.37004491686821e-05,0.09796370007097721,,512.0107173002325,512.0107173002325,0.024940000381320715,0.11462470004335046,3.0,3.457147799897939,,,,,,,,493.1270945002325,493.1270945002325,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.5100810001604,515.5100810001604,0.007361200172454119,0.0993770002387464,4.0,1.892682199832052,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.4433821002021,517.4433821002021,0.006233599968254566,0.09876269986853004,3.0,1.7934687999077141,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.2769352002069,519.2769352002069,0.0063808998093008995,0.09912570007145405,3.0,2.9604304996319115,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.2767447000369,522.2767447000369,0.006681699771434069,0.09909659996628761,3.0,1.2268097000196576,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.5436193998903,523.5436193998903,0.006455699913203716,0.09935549972578883,3.0,1.1936749001033604,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.7766901999712,524.7766901999712,0.006658900063484907,0.09831249993294477,5.0,1.4592821998521686,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.2768186000176,526.2768186000176,0.0017983000725507736,0.09727239981293678,4.0,1.0632952000014484,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,527.3769740001298,0.0001360001042485237,0.09889840008690953,533.3768144999631,6.032301799859852,533.6265894998796,533.6265894998796,0.1398192998021841,0.2487594997510314,6.0155659997835755,539.6599524002522,539.6599524002522,539.6599524002522,0.06830829987302423,0.18222849955782294,545.3600476998836,545.5601276000962,6.015625899657607,6.115506399888545,551.5600828998722,12.015597999561578,551.6600572001189,551.6600572001189,551.6934051001444,551.6934051001444,0.01571179972961545,0.11570479953661561,up,0.9271450997330248,552.6768443002366,4.5800115913152695e-05,0.09804859990254045,,558.7101862002164,558.7101862002164,0.02586330007761717,0.13135110028088093,3.0,1.7730747000314295,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.5100171999075,560.5100171999075,0.007540900260210037,0.09772980026900768,3.0,1.4580899002030492,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0269436002709,562.0269436002709,0.009709099773317575,0.1144790998660028,3.0,1.1054898002184927,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.1600405001082,563.1600405001082,0.008401299826800823,0.09802119992673397,3.0,0.8906366997398436,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.0933361998759,564.0933361998759,0.007521900348365307,0.09756560018286109,5.0,1.4577060001902282,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.6101591000333,565.6101591000333,0.007893300149589777,0.11412980034947395,4.0,1.4406742001883686,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.0766559001058,567.0766559001058,0.008454399649053812,0.09896169975399971,3.0,0.9917234000749886,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.1101214000955,568.1101214000955,0.0013446998782455921,0.09798109997063875,4.0,1.564665799960494,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,569.7099899998866,0.0004226001910865307,0.09733489993959665,575.726685100235,6.013938299845904,575.8934392998926,575.8934392998926,0.07853090018033981,0.1807170999236405,6.01401469996199,581.9932094002143,581.9932094002143,581.9932094002143,0.06883679982274771,0.18080059997737408,587.6933868001215,587.893334900029,6.014097899664193,6.1140009998343885,593.8933002999984,12.014039899688214,593.9934041001834,593.9934041001834,594.0266042998992,594.0266042998992,0.01429059961810708,0.11393509991466999,up,0.6415626998059452,594.6930468999781,1.3300217688083649e-05,0.08299320004880428,600.709959700238,600.709959700238,600.709959700238,0.010875599924474955,0.09970650030300021,3.0,1.823139499872923,,,,,,,,581.8765786001459,581.8765786001459,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.5767403002828,602.5767403002828,0.00830989982932806,0.09725059987977147,3.0,1.023466699756682,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.6598809999414,603.6598809999414,0.009285099804401398,0.11470009991899133,3.0,1.106308899819851,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.7933176001534,604.7933176001534,0.007759499829262495,0.0971357999369502,3.0,0.8238101997412741,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.6599502000026,605.6599502000026,0.00899800006300211,0.09903640020638704,5.0,1.1244319998659194,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.8264891002327,606.8264891002327,0.007631000131368637,0.0990026998333633,4.0,1.1928061000071466,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0602930001915,608.0602930001915,0.009246799629181623,0.09896489977836609,3.0,1.024281000252813,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.1267058001831,609.1267058001831,0.0011072000488638878,0.09835200011730194,4.0,1.3984392997808754,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,610.5600649998523,0.00028560031205415726,0.09765660017728806,616.5598313999362,6.014248299878091,616.7265359000303,616.7265359000303,0.0627565998584032,0.16457240004092455,6.030992500018328,622.8596280999482,622.8596280999482,622.8596280999482,0.09287479985505342,0.1976215997710824,628.559820999857,628.7598847001791,6.0310672000050545,6.13098210003227,634.7598656001501,12.031068400014192,634.8600518000312,634.8600518000312,634.8932713000104,634.8932713000104,0.03146149963140488,0.1309128999710083,down,1.183328399900347,636.1265575001016,4.169996827840805e-05,0.09817739995196462,642.1263514002785,642.1263514002785,642.1263514002785,0.011064100079238415,0.09782039979472756,3.0,5.588083100039512,,,,,,,6.097663800232112,622.7265165001154,622.7265165001154,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.7594864000566,647.7594864000566,0.006711899768561125,0.09775820001959801,4.0,1.3587622996419668,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.1764221000485,649.1764221000485,0.00865270011126995,0.11411460023373365,3.0,1.1396666998043656,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.3431131001562,650.3431131001562,0.0076719000935554504,0.09766010008752346,3.0,1.4910659999586642,,,,,,,,,,,,3266,Moral,2025-02-24_10h27.55.533,MoralCondition_v2,2022.2.5,30.001965126215786,
