loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,p_port_9.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,,,,,,,,,,,,,,,,322.80184169858694,0.0008412003517150879,0.09670040011405945,328.81838939897716,6.013417700305581,328.93493909947574,0.02845350094139576,0.1300347000360489,6.029976200312376,334.93507199920714,,335.03503209911287,0.03252610191702843,0.12981090135872364,1.0,4.298286899924278,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
20,0,20,0,,,,,,,,,,,,,,,,339.3687252998352,0.0007693003863096237,0.0972473006695509,345.3850225992501,6.0139470007270575,345.5017701983452,0.03426169976592064,0.13093160092830658,6.030527399852872,351.50177489966154,,351.6016375999898,0.033379800617694855,0.13054260052740574,0.0,1.5315458998084068,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
21,0,21,0,,,,,,,,,,,,,,,,353.16833099909127,0.0005757994949817657,0.09704370051622391,359.15138239972293,6.013383900746703,359.301552798599,0.030421700328588486,0.13054750114679337,6.030462201684713,365.28485109843314,,365.38471379876137,0.016043001785874367,0.11358490027487278,3.0,2.8651959989219904,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
22,0,22,0,,,,,,,,,,,,,,,,368.28491289913654,0.0006172992289066315,0.09595939889550209,374.30154789984226,6.012701198458672,374.41819889843464,0.030743399634957314,0.12926959991455078,6.029229300096631,380.41817629896104,,380.5181260984391,0.03291410021483898,0.12920619919896126,0.0,1.4307351000607014,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
23,0,23,0,,,,,,,,,,,,,,,,381.9849520996213,0.00022980011999607086,0.09896459989249706,388.0015140995383,6.0157564003020525,388.1180846989155,0.036253901198506355,0.1321904007345438,6.032116601243615,394.1013456992805,,394.20147189870477,0.018453801050782204,0.11552350223064423,0.0,1.764708498492837,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
24,0,24,0,,,,,,,,,,,,,,,,396.001949198544,0.0006658006459474564,0.09695270098745823,402.0014683995396,6.030313100665808,402.15150039829314,0.04970700107514858,0.14714630134403706,6.01345750130713,408.15144379995763,,408.2180360984057,0.016375500708818436,0.11352220177650452,2.0,2.264809301123023,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
25,0,25,0,,,,,,,,,,,,,,,,410.51826799847186,0.0006286017596721649,0.09729230031371117,416.5180554986,6.030736301094294,416.6680240985006,0.04431290179491043,0.14728300087153912,6.013984801247716,422.66804929822683,,422.73474839888513,0.016810601577162743,0.11389140225946903,0.0,1.3647862002253532,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
26,0,26,0,,,,,,,,,,,,,,,,424.13500589877367,0.00022930093109607697,0.0990104004740715,430.1178971994668,6.015522999688983,430.25129449926317,0.01603500172495842,0.11559490114450455,6.015836300328374,436.251944899559,,436.35134519822896,0.018525801599025726,0.11551490053534508,1.0,1.2313804998993874,6.098826000466943,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
27,0,27,0,,,,,,,,,,,,,,,,437.618205498904,0.0002472996711730957,0.09914099983870983,443.6346502993256,6.015636900439858,443.76795619912446,0.04028020054101944,0.14899210073053837,6.015698101371527,449.7680190987885,,449.8346132989973,0.018675200641155243,0.11590050160884857,4.0,1.4646749012172222,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
28,0,28,0,,,,,,,,,,,,,,,,451.3348167985678,0.00023199990391731262,0.09902490116655827,457.35123969987035,6.01564110070467,457.467925099656,0.037573400884866714,0.13239680044353008,6.0323237013071775,463.4678896982223,,463.56777759827673,0.03501190058887005,0.13219250179827213,0.0,1.5985361989587545,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
29,0,29,0,,,,,,,,,,,,,,,,465.2015869989991,0.0002887994050979614,0.0992112997919321,471.20126019977033,5.999196100980043,471.3343867994845,0.03988150134682655,0.13244060054421425,5.999047201126814,477.33448689989746,6.099012101069093,477.40107919834554,0.0023891013115644455,0.0990201011300087,0.0,1.3976939003914595,6.099082799628377,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
30,0,30,0,,,,,,,,,,,,,,,,478.8348085992038,0.0005504991859197617,0.09733759984374046,484.851258398965,6.013836400583386,485.0512396991253,0.07622119970619678,0.2138564996421337,6.013836000114679,,,491.05111209861934,0.01661060005426407,0.11369170062243938,1.0,3.998362699523568,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
31,0,31,0,,,,,,,,,,,,,,,,495.0844890996814,0.00023170001804828644,0.09900620020925999,501.0843697991222,6.032272599637508,501.26774069853127,0.07633920013904572,0.18241429887712002,6.015514999628067,507.2676925994456,,507.30095239914954,0.018253400921821594,0.11548059992492199,4.0,1.5983406994491816,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
32,0,32,0,,,,,,,,,,,,,,,,508.93447499908507,0.0006223991513252258,0.0967279002070427,514.9343649987131,6.030113600194454,515.0842976998538,0.04757650010287762,0.1467078998684883,6.013350300490856,521.0843440983444,,521.1509280987084,0.016172800213098526,0.11331820115447044,0.0,1.2981866989284754,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
33,0,33,0,,,,,,,,,,,,,,,,522.4845376983285,0.00065620057284832,0.09713529981672764,528.5009624995291,6.01369640044868,528.6341575998813,0.04688210040330887,0.14707889966666698,6.013694800436497,534.6342533994466,,534.7009315993637,0.01637360081076622,0.11368870176374912,4.0,1.5983073990792036,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
34,0,34,0,,,,,,,,,,,,,,,,536.334519200027,0.0002487003803253174,0.09901629947125912,542.3509011995047,6.015727600082755,542.4675060994923,0.030116500332951546,0.13225379958748817,6.032301500439644,548.4675240982324,,548.5675203986466,0.03494210168719292,0.1321686003357172,3.0,1.3982373010367155,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
35,0,35,0,,,,,,,,,,,,,,,,550.0011675991118,0.0005347002297639847,0.09735289961099625,556.0008164998144,6.030673500150442,556.1509127989411,0.04747630096971989,0.14719909988343716,6.014048101380467,562.1508058998734,,562.2173708993942,0.01667040027678013,0.11393620073795319,3.0,1.2648885007947683,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
36,0,36,0,,,,,,,,,,,,,,,,563.5174771994352,0.0006792005151510239,0.0968226995319128,569.5174743998796,6.030171800404787,569.6507606990635,0.024434000253677368,0.13033699989318848,6.030315799638629,575.6508078984916,,575.750664498657,0.032947100698947906,0.13007290102541447,1.0,2.9648134000599384,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
37,0,37,0,,,,,,,,,,,,,,,,578.7508004996926,0.0004943013191223145,0.09721540100872517,584.7506625987589,6.030496099963784,584.9174744989723,0.057533400133252144,0.16407030075788498,6.030361101031303,590.9173909984529,,590.9840147998184,0.033334800973534584,0.13041630201041698,0.0,1.5647069998085499,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
38,0,38,0,,,,,,,,,,,,,,,,592.584228599444,0.00023449957370758057,0.09923559986054897,598.5841148998588,5.999149400740862,598.7340526990592,0.0452250000089407,0.14941800013184547,6.015779200941324,604.7171316985041,,604.800511199981,0.018112201243638992,0.11577030085027218,0.0,1.5319263003766537,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
39,0,39,0,,,,,,,,,,,,,,,,606.3677010983229,0.00043129920959472656,0.09749309904873371,612.3673059996217,6.030812099575996,612.5172170996666,0.04673120006918907,0.14741279929876328,6.014104299247265,618.5172624997795,,618.5838647987694,0.0162540003657341,0.11402679979801178,0.0,2.332457600161433,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
40,0,40,0,,,,,,,,,,,,,,,,620.9504927992821,0.00042220018804073334,0.11418380029499531,626.9673030991107,6.014096900820732,627.0841176994145,0.030725499615073204,0.13124950043857098,6.03077720105648,633.0838878992945,,633.183899698779,0.03351900167763233,0.13070600107312202,1.0,6.164878100156784,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
41,0,41,0,,,,,,,,,,,,,,,,639.3841678984463,0.00023969821631908417,0.09914669953286648,645.3838009983301,5.9990799985826015,645.5006131995469,0.01601789891719818,0.11605750024318695,6.015822799876332,651.5004669986665,,651.6003144998103,0.018100298941135406,0.11574089899659157,2.0,3.2987807989120483,6.099099099636078,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
42,0,42,0,,,,,,,,,,,,,,,,654.934172200039,0.00024720095098018646,0.09939320012927055,660.9503986984491,6.015698499977589,661.0672330986708,0.02990030124783516,0.13251350075006485,5.999309601262212,667.0671763997525,6.099026000127196,667.1337410993874,0.0023614000529050827,0.09895220026373863,2.0,2.864257000386715,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
43,0,43,0,,,,,,,,,,,,,,,,670.034029699862,0.00046820007264614105,0.09742530062794685,676.0504030995071,6.014061000198126,676.1668810993433,0.03434840030968189,0.13070190139114857,6.030781200155616,682.1670123990625,,682.2668679989874,0.033057400956749916,0.13063940033316612,0.0,1.4986019991338253,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
44,0,44,0,,,,,,,,,,,,,,,,683.801055399701,0.0006252005696296692,0.09725690074265003,689.8004282992333,6.030819799751043,689.9337133988738,0.026715800166130066,0.13085440173745155,6.030553601682186,695.9336227998137,,696.0168009996414,0.01645910181105137,0.11386260204017162,3.0,4.131668601185083,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
45,0,45,0,,,,,,,,,,,,,,,,700.1838720999658,0.0006738007068634033,0.09737920016050339,706.20024949871,6.014118200168014,706.3168654982001,0.02553980052471161,0.13064040057361126,6.030605601146817,712.3168877996504,,712.4170046988875,0.033096401020884514,0.13055300153791904,0.0,1.431708998978138,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
46,0,46,0,,,,,,,,,,,,,,,,713.8838834986091,0.0005419999361038208,0.0969926007091999,719.8835267983377,6.030380899086595,720.0335218999535,0.05758470110595226,0.14703059941530228,6.0136326011270285,726.0334791988134,,726.100160099566,0.016381800174713135,0.11362240090966225,3.0,3.1318404991179705,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
47,0,47,0,,,,,,,,,,,,,,,,729.2670949995518,0.000228099524974823,0.0991290993988514,735.2667929995805,5.99914319999516,735.383366998285,0.01434369944036007,0.11571639962494373,6.0156127996742725,741.3666023984551,6.098956700414419,741.4666919987649,0.001540500670671463,0.09894010052084923,2.0,2.6983832009136677,6.09899440035224,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
48,0,48,0,,,,,,,,,,,,,,,,744.2003342993557,0.0005444996058940887,0.09732870012521744,750.200051298365,6.030649600550532,750.3333957996219,0.03748830035328865,0.13070660084486008,6.030637800693512,756.3333831988275,,756.4334824997932,0.03360230103135109,0.13065689988434315,1.0,1.1646375004202127,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
49,0,49,0,,,,,,,,,,,,,,,,757.6336028985679,0.00044339895248413086,0.0980547983199358,763.6500408984721,6.0146538987755775,763.766648998484,0.03249390050768852,0.13141249865293503,6.031278099864721,769.7666479982436,,769.8665535990149,0.03417219966650009,0.1312899999320507,2.0,1.5983298011124134,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
50,0,50,0,,,,,,,,,,,,,,,,771.500128198415,0.00024880096316337585,0.09892650134861469,777.5166540984064,6.015645200386643,777.6332257986069,0.03223850019276142,0.1321888007223606,6.032159201800823,783.6333465985954,,783.7331364993006,0.03516610153019428,0.13204230181872845,2.0,1.8648258987814188,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
51,0,51,0,,,,,,,,,,,,,,,,785.6332880984992,0.00022909976541996002,0.09876650013029575,791.6499193999916,6.015658900141716,791.7664761990309,0.030920399352908134,0.1324247010052204,6.032262800261378,797.7665295992047,,797.8665235992521,0.035096701234579086,0.1322169005870819,3.0,1.6316311992704868,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
52,0,52,0,,,,,,,,,,,,,,,,799.5335727985948,0.0005189999938011169,0.09721329994499683,805.549866899848,6.013741100206971,805.6664645988494,0.02954070083796978,0.13046790100634098,6.030537001788616,811.6665877997875,,811.7663952987641,0.03345340117812157,0.13043560087680817,2.0,1.2977609001100063,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
53,0,53,0,,,,,,,,,,,,,,,,813.1001960989088,0.0007768012583255768,0.09699789993464947,819.1164540983737,6.013538300991058,819.249731099233,0.054138101637363434,0.14700480177998543,6.013647500425577,825.2497484982014,,825.3163281995803,0.016324101015925407,0.11333260126411915,3.0,0.8316523004323244,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
54,0,54,0,,,,,,,,,,,,,,,,826.183347299695,0.000581100583076477,0.09713719971477985,832.1997628994286,6.0137363988906145,832.3330483995378,0.051203200593590736,0.14701309986412525,6.013689000159502,838.3330505993217,,838.3996432982385,0.016402000561356544,0.11362770013511181,3.0,0.9649181999266148,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
55,0,55,0,,,,,,,,,,,,,,,,839.4000826999545,0.000697799026966095,0.09696809947490692,845.4163094982505,6.013628600165248,846.0664349999279,0.4066273011267185,0.6638549007475376,6.0302595011889935,,,851.6291523985565,0.03304870054125786,0.12630370073020458,2.0,1.314886499196291,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
56,0,56,0,,,,,,,,,,,,,,,,852.9832049999386,0.0005176998674869537,0.09722100012004375,858.9831468984485,6.030749000608921,859.1495617982,0.05832109972834587,0.16408490017056465,6.030496500432491,865.1495951991528,,865.2161716986448,0.032849401235580444,0.13056890107691288,4.0,1.7989453002810478,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
57,0,57,0,,,,,,,,,,,,,,,,867.0499875992537,0.0002334006130695343,0.0992600005120039,873.049531199038,5.99921409972012,873.5996817983687,0.3063663002103567,0.5493158008903265,6.011992700397968,,,879.2661393992603,0.018400000408291817,0.11573330126702785,0.0,2.831622699275613,6.099086599424481,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
58,0,58,0,,,,,,,,,,,,,,,,882.1331246998161,0.00023379921913146973,0.09919059835374355,888.1496154982597,6.015739299356937,888.266084998846,0.03846829943358898,0.1324326992034912,5.999081499874592,894.2661692984402,6.099108699709177,894.332749998197,0.002376500517129898,0.0989231001585722,1.0,1.1976123005151749,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
59,0,59,0,,,,,,,,,,,,,,,,895.566368099302,0.000414898619055748,0.09784849919378757,901.5826937984675,6.014391399919987,901.7831679992378,0.08508339896798134,0.21482999995350838,6.0143803004175425,,,907.7826830986887,0.016975099220871925,0.11449659988284111,2.0,1.0317211989313364,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
60,0,60,0,,,,,,,,,,,,,,,,908.8497777990997,0.0004879012703895569,0.09840230084955692,914.8493983000517,6.031088599935174,915.0160797983408,0.061302801594138145,0.16439790092408657,6.030987100675702,921.0161379985511,,921.0827571991831,0.033980900421738625,0.13103110156953335,3.0,1.198200499638915,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
61,0,61,0,,,,,,,,,,,,,,,,922.3163139987737,0.0005283989012241364,0.09720549918711185,928.3160202987492,6.030510399490595,928.482505498454,0.06628309935331345,0.1637053992599249,6.030415799468756,934.4826139993966,,934.5491804983467,0.03349130041897297,0.1305100005120039,3.0,1.9978484008461237,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
62,0,62,0,,,,,,,,,,,,,,,,936.5829406995326,0.0006544999778270721,0.09731769934296608,942.5993007998914,6.0138463992625475,942.7160884998739,0.028547700494527817,0.13084639981389046,6.030652599409223,948.7159262988716,,948.799150198698,0.016249999403953552,0.11376810073852539,2.0,3.565104700624943,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
63,0,63,0,,,,,,,,,,,,,,,,952.3994477987289,0.0004462003707885742,0.0975039005279541,958.3992512989789,6.030870899558067,958.5325137991458,0.02708359993994236,0.1309400014579296,6.031030900776386,964.5327057987452,,964.6323978994042,0.03246380016207695,0.13082560151815414,2.0,4.066933499649167,,6466,Visual,2024-07-03_10h39.41.700,Visual_Condition_v2,2022.2.5,30.00558400136076,
