loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.708173091197388,0.0006305000279098749,0.11341760004870594,14.108822100097314,14.408909670030699,14.842169400071725,0.016255900030955672,0.11331319995224476,29.842266299994662,15.013485200004652,29.94212400005199,29.94212400005199,0.013622199883684516,0.11346079991199076,space,3.114979499951005,,,,666,Visual,2025-02-04_12h23.43.632,Visual_Condition_v2,2022.2.5,29.939330951809072,
,,,,,,,,,,,,,,,,,,,,33.10883440007456,0.025827799923717976,0.11511499993503094,,,,,,,
