loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,p_port_6.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,p_port_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,21.176402419991792,0.0007939999923110008,0.11941789998672903,21.50703199999407,21.756775390030818,22.05674139992334,22.356826989818366,22.673394500045106,22.956759289978073,23.273414899827912,23.273414899827912,0.01932159997522831,0.11934270011261106,43.27364389994182,20.019564300077036,43.40681069996208,0.019459599861875176,0.13582149986177683,43.87346939998679,space,3.6561503000557423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.57331050001085,139.57331050001085,0.007806600071489811,0.1139208001550287,3.0,2.073805399937555,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.67338169994764,141.67338169994764,0.0011887000873684883,0.09802920022048056,7.0,2.1980757999699563,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,143.9067875999026,0.0003597000613808632,0.09751360001973808,149.92321070004255,6.0141750001348555,,150.08982809982263,150.08982809982263,0.06864189985208213,0.1808420999441296,6.01411970006302,156.17319639981724,156.17319639981724,156.17319639981724,0.06959309987723827,0.16436739987693727,161.87329789996147,162.1067047000397,6.03099639993161,6.130935499910265,168.10640509985387,12.030655299779028,168.17323990003206,168.17323990003206,,168.24005979998037,168.24005979998037,0.031038499670103192,0.13092319970019162,down,0.5457486000377685,168.83969329996035,4.730001091957092e-05,0.09812569990754128,174.8731656000018,174.8731656000018,0.0260109999217093,0.1313968999311328,5.0,2.172984699951485,,,,,,,156.08988599991426,156.08988599991426,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.07313419994898,177.07313419994898,0.006878799991682172,0.09949550009332597,1.0,1.559924499830231,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.67341109993868,178.67341109993868,0.00776329985819757,0.09826879994943738,6.0,2.058459300082177,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.79014779999852,180.79014779999852,0.007824599975720048,0.11409950000233948,5.0,1.307180699892342,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.14019589987583,182.14019589987583,0.010105299996212125,0.11424460005946457,5.0,2.1052383000496775,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.27325269998983,184.27325269998983,0.0070349001325666904,0.09800270013511181,5.0,1.2254214999265969,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.53956019994803,185.53956019994803,0.007691400125622749,0.09782709996215999,7.0,1.358126699924469,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.93981649982743,186.93981649982743,0.0007134999614208937,0.09906829986721277,2.0,2.43288809992373,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,189.40675850003026,0.00021210010163486004,0.09922180022113025,195.42315389984287,6.015783300157636,,195.62296529999003,195.62296529999003,0.10935760010033846,0.21565990010276437,6.0159229000564665,201.6897050999105,201.6897050999105,201.6897050999105,0.07740750000812113,0.1826953999698162,207.3897983999923,207.58980019995943,6.015855599893257,6.115699999965727,213.58972659986466,12.015762399882078,213.68972379993647,213.68972379993647,,213.70624400000088,213.70624400000088,0.01593719981610775,0.09901799983344972,up,1.2471499999519438,214.98975940002128,5.079992115497589e-05,0.09767439984716475,221.02334319986403,221.02334319986403,0.025964299915358424,0.13076129998080432,2.0,1.9058529001194984,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.9564767999109,222.9564767999109,0.007093300111591816,0.09798160009086132,1.0,1.2254512999206781,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.22280730004422,224.22280730004422,0.007699500070884824,0.09761149995028973,6.0,1.7574928998947144,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.02323369984515,226.02323369984515,0.007856499869376421,0.09761910000815988,2.0,1.4910093999933451,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.55687249987386,227.55687249987386,0.009204499889165163,0.09780019987374544,2.0,1.4227432999759912,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.02305239997804,229.02305239997804,0.007224200060591102,0.09798020008020103,2.0,0.8919979999773204,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.95636429986916,229.95636429986916,0.00746170012280345,0.09782429994083941,2.0,0.8916290001943707,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.88990039983764,230.88990039983764,0.0007424000650644302,0.09927859995514154,7.0,3.0003605999518186,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,233.92328149988316,0.0001575998030602932,0.09906909987330437,239.9230319999624,5.99902469990775,6.098970499821007,240.08961429982446,240.08961429982446,0.05807949975132942,0.16567039978690445,5.999031499726698,246.1895767999813,246.1895767999813,246.1895767999813,0.056129499804228544,0.1658544996753335,251.8897209998686,252.12300059990957,6.032337499782443,6.132298999698833,258.123222499853,11.999207299668342,258.1896126999054,258.1896126999054,12.098958499729633,258.22279889998026,258.22279889998026,-0.0001771003007888794,0.09894689964130521,up,0.5305429000873119,258.78963309992105,4.959991201758385e-05,0.09801690001040697,264.8230701999273,264.8230701999273,0.027177299838513136,0.13143119984306395,2.0,2.171805700054392,,,,,,,246.08962269988842,246.08962269988842,,6.098994399886578,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0230209999718,267.0230209999718,0.00797239993698895,0.09753539995290339,1.0,1.1238739001564682,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.1895901998505,268.1895901998505,0.007002400001510978,0.09940979979000986,1.0,0.6599669000133872,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.9065576000139,268.9065576000139,0.00873570004478097,0.11382069997489452,2.0,1.0063453000038862,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.9398372999858,269.9398372999858,0.00943330000154674,0.09753599995747209,6.0,1.7890128998551518,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.78971019992605,271.78971019992605,0.010161200072616339,0.1142835000064224,2.0,1.1386285999324173,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.95615969994105,272.95615969994105,0.007128099910914898,0.09910809993743896,2.0,1.2932159998454154,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.28957359981723,274.28957359981723,0.00110809993930161,0.09809280000627041,7.0,1.6982449998613447,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,276.0231822000351,0.00024509988725185394,0.0987479998730123,282.03955939994194,6.0152501000557095,,282.2228226000443,282.2228226000443,0.0883473998401314,0.19844709988683462,6.031963099958375,288.3229726999998,288.3229726999998,288.3229726999998,0.08464929973706603,0.19883809983730316,294.02284360001795,294.22292179986835,6.03177379979752,6.131780799711123,300.2228572999593,12.031785099767148,300.3228515998926,300.3228515998926,,300.356259400025,300.356259400025,0.03194729960523546,0.131700299680233,up,0.34118520002812147,300.7561870999634,4.20999713242054e-05,0.09785680007189512,306.7898861998692,306.7898861998692,0.025841900147497654,0.13125990005210042,2.0,2.1729524000547826,,,,,,,288.22291149990633,288.22291149990633,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.9895675999578,308.9895675999578,0.006570700090378523,0.09901889995671809,2.0,0.7937089998740703,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.8228203000035,309.8228203000035,0.007039299933239818,0.09909059992060065,1.0,0.95968719990924,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.8230822000187,310.8230822000187,0.0075888000428676605,0.09803600003942847,2.0,0.7582439000252634,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.63949680002406,311.63949680002406,0.007745299953967333,0.11406959989108145,2.0,1.3408139999955893,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0061448998749,313.0061448998749,0.0067927001509815454,0.0991843999363482,6.0,2.9936432999093086,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.03934699995443,316.03934699995443,0.009454400045797229,0.09916389989666641,1.0,1.2906797998584807,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.37294369982556,317.37294369982556,0.0006903000175952911,0.09911229996941984,7.0,1.2994876001030207,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,318.7061842000112,0.00015869992785155773,0.09919360000640154,324.7227231999859,6.016041999915615,,324.9060708999168,324.9060708999168,0.09465119987726212,0.19940719986334443,5.999295499874279,330.97277819993906,330.97277819993906,330.97277819993906,0.06092269974760711,0.16607259982265532,336.6727644999046,336.87271779985167,5.999054399784654,6.099145699758083,342.8725601998158,12.032440199749544,342.955834900029,342.955834900029,,343.02260449994355,343.02260449994355,0.015800999710336328,0.1155251997988671,down,0.9794059998821467,344.0227458998561,1.0600080713629723e-05,0.08304270007647574,350.03961269999854,350.03961269999854,0.011232900200411677,0.0999226002022624,6.0,1.889770200010389,,,,,,,330.97277819993906,330.97277819993906,350.03961269999854,6.099301599897444,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.98939849995077,351.98939849995077,0.009167300071567297,0.11481559998355806,7.0,1.306654900079593,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3226089000236,353.3226089000236,0.006412100046873093,0.09919360000640154,1.0,2.427115600090474,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.7894764000084,355.7894764000084,0.006958800135180354,0.09838850004598498,6.0,1.55915980017744,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.40629830001853,357.40629830001853,0.007249800022691488,0.11414219997823238,5.0,1.6410778001882136,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0726268000435,359.0726268000435,0.007510400144383311,0.09776280005462468,6.0,1.491431999951601,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.60619720001705,360.60619720001705,0.007711599813774228,0.09788999985903502,7.0,1.2583237001672387,,,,,,,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.90596350003034,361.90596350003034,0.0011701001785695553,0.09807480010204017,2.0,2.264818500028923,,,,,669,Moral,2024-02-20_12h32.56.620,MoralCondition_v2,2022.2.5,30.036091362465715,
