Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.021533340029418,0.0006861998699605465,0.11009269999340177,14.28850069991313,14.53828547000885,15.021734469942748,15.305161099880934,15.305161099880934,0.010220099939033389,0.14332689996808767,30.321631899802014,15.026684300042689,30.421634399797767,0.02957379980944097,0.14318279991857708,6.010069699725136,36.43834499991499,36.5051392999012,36.5051392999012,0.010274699656292796,0.12659469968639314,space,1.689311500173062,38.25498109986074,38.25498109986074,5.220016464591026e-05,0.1310139000415802,num_9,3.0274704000912607,41.30522496988997,0.0017464000266045332,0.13095279992558062,41.621849599992856,42.10492586987093,42.42162389983423,42.90481346999295,43.33834779984318,51.33831399981864,51.321672869985925,0.017383099999278784,0.14759239996783435,52.33820579992607,53.33817019988783,53.52166749979369,54.05496099987067,10.014174100011587,61.43820709991269,0.016489599831402302,61.43820709991269,0.14748199982568622,4.0,10.865491700125858,72.33853489998728,0.0025641999673098326,0.13102380000054836,78.35508379992098,78.52159726982936,6.214161599986255,6.347594699822366,,,,,,,
