Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_5.stopped,p_port_14.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1695.8797341999598,0.03170739999040961,0.13083759997971356,1701.8963677999564,6.014152499847114,1701.963024900062,1701.963024900062,0.01434329990297556,0.11417159996926785,space,2.7595995999872684,1704.77985920012,1704.77985920012,6.079999729990959e-05,0.0977356000803411,num_9,0.8712025999557227,1705.713058620086,0.002332499949261546,0.09752719989046454,1706.0129321999848,1706.4962595201564,1706.813025200041,1707.2962628201117,1707.5963502000086,1707.6963722000364,1715.7130305001047,1715.7130305001047,1715.7129793200643,0.0010933999437838793,0.09757909993641078,,1717.7129592001438,1717.89643600001,1718.3794979001395,10.01408619992435,1725.8295797000173,0.016927699791267514,1725.8295797000173,0.11407329980283976,1.0,2.764834800036624,1728.6296039000154,0.0028402998577803373,0.09742939984425902,1734.6295535999816,1734.812827220047,6.214140599826351,6.314015500014648,,1754.8127722200938,1754.8128058000002,26.214011899894103,26.313964299857616,1755.8127574999817,1757.8294641000684,1757.8294641000684,-0.0003711001481860876,0.09728770004585385,1787.8459733999334,30.01381230005063,,,,,,,,,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1787.9459408000112,0.014606099808588624,0.11388809978961945,1793.9459182999562,6.01375349983573,1794.0459718999919,1794.0459718999919,0.01394119975157082,0.11379729979671538,space,2.8368561998941004,1796.9290960000362,1796.9290960000362,1.819990575313568e-05,0.09931869991123676,num_9,0.6731269999872893,1797.6625944199973,0.002211000071838498,0.09810080006718636,1797.9626911000814,1798.462573119998,1798.7625263000373,1799.2458005201538,1799.562524100067,1799.6459022001363,1807.6625352001283,1807.6625352001283,1807.6624973200728,0.0013789001386612654,0.09803720004856586,1808.662444600137,1809.6792175001465,1809.845872099977,1810.3458843999542,10.014528500149027,1817.7624256000854,0.0008022000547498465,1817.7624256000854,0.09792599990032613,4.0,5.99809359991923,1823.7959410001058,0.0015234998427331448,0.09911379986442626,1829.8124673001003,1829.9790514200927,6.215802599908784,6.3158366999123245,1830.9957560000475,1849.978842420131,1849.9791260000784,26.215899599948898,26.315733599942178,1850.9956942000426,1852.995699299965,1852.995699299965,0.001694000093266368,0.09928419999778271,1883.012207499938,30.015577499987558,,,10.097838900052011,,,,,,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1883.112200600095,0.01627389993518591,0.11558159999549389,1889.112164299935,6.01559460000135,1889.2121632001363,1889.2121632001363,0.01569119980558753,0.11551669985055923,space,2.8220955000724643,1892.078790700063,1892.078790700063,4.2499974370002747e-05,0.09813369996845722,num_9,0.8200976999942213,1892.9454685201404,0.0023635998368263245,0.09785079979337752,1893.2454355999362,1893.7286703201012,1894.0454392000102,1894.5287209200674,1894.8454349001404,1894.9456601000857,,1902.9621407000814,1902.9622513201089,0.0171550998929888,0.11456309980712831,1903.9620354999788,1904.9787248999346,1905.1287475000136,1905.628753399942,10.014414599863812,1913.061967600137,0.01759649976156652,1913.061967600137,0.11453059990890324,2.0,2.8308550999499857,1915.928981800098,0.002174999797716737,0.09883159981109202,1921.912035800051,1922.1119366200642,6.215473899850622,6.3154426999390125,1923.111940599978,1942.1117188200355,1942.111871900037,26.21540639991872,26.315385699970648,1943.1118012000807,1945.1285860999487,1945.1285860999487,0.0010623999405652285,0.09871379984542727,1975.1284592000302,30.03196890000254,,,,,,,,,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.261752899969,0.03227379987947643,0.13180319988168776,2005.2782773000654,30.015212799888104,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2005.3449417001102,0.017038399819284678,0.11518169986084104,2011.3448948001023,6.015044999774545,2011.445091099944,2011.445091099944,0.01552469958551228,0.1150363995693624,space,2.7819018000736833,2014.2783292999957,2014.2783292999957,5.010003224015236e-05,0.09745410014875233,num_9,0.74809670005925,2015.0782023201232,0.002250300021842122,0.09790579997934401,2015.3948754000012,2015.87818182013,2016.194849099964,2016.66150271995,,2017.0616278001107,2025.0614625001326,2025.0614625001326,2025.061439120071,0.014528400031849742,0.11449400009587407,,2027.078138699988,2027.2446721000597,2027.761583799962,10.01434940006584,2035.1780465000775,0.00037509994581341743,2035.1780465000775,0.09772169985808432,5.0,2.8984157000668347,2038.1116440000478,0.001643399940803647,0.09921959997154772,2044.1280493999366,2044.277969320165,6.199240399990231,6.299132300075144,2045.294707900146,2064.294493820146,2064.294636900071,26.215845400001854,26.315904200077057,2065.311261499999,2067.29454110004,2067.29454110004,0.015730000101029873,0.11575370002537966,2097.294457799988,30.0156765000429,,,10.097706000087783,,,,,,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2097.4280255001504,0.016557799885049462,0.11565569997765124,2103.444635800086,5.9991790999192744,2103.511177000124,2103.511177000124,-8.480018004775047e-05,0.09891860000789165,space,2.7317032001446933,2106.2777231000364,2106.2777231000364,4.119984805583954e-05,0.09781139995902777,num_9,0.9730622000060976,2107.3111690199935,0.0006870001088827848,0.0991559000685811,2107.6109844001476,2108.094245620165,2108.3942653001286,2108.8943437201438,2109.19438780006,2109.29425060004,2117.311062700115,2117.311062700115,2117.3110174200033,0.002337499987334013,0.09909010003320873,2118.310889000073,2119.310837400146,2119.4774611000903,2119.9607991001103,10.015449600061402,2127.411043799948,0.002641199855133891,2127.411043799948,0.09870749991387129,4.0,2.0971405999734998,2129.544533000095,0.0020216000266373158,0.09849130013026297,2135.5275133000687,2135.727540819999,6.215133800171316,6.315372100099921,2136.744283700129,2155.7273216199596,2155.7275311001576,26.21510830009356,26.31502590002492,2156.7441877000965,2158.744154599961,2158.744154599961,0.0009258000645786524,0.09841850004158914,2188.760668300092,30.014887700090185,6.0991551000624895,,10.09899939992465,,,,,,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2188.860672000097,0.015496799955144525,0.1148477999959141,2194.843771700049,6.014981500105932,2194.9606453999877,2194.9606453999877,0.015027299989014864,0.11485999985598028,space,2.5784835000522435,2197.5941797001287,2197.5941797001287,5.1999930292367935e-05,0.09778390009887516,num_9,1.4647727999836206,2199.110617120145,0.001964299939572811,0.0974634001031518,2199.410505700158,2199.893735120166,2200.193947300082,2200.7105954199565,2201.010520500131,2201.093989599962,2209.1105860001408,2209.1105860001408,2209.1105790199713,0.0005137000698596239,0.0974006000906229,2210.110388400033,2211.1105661001056,2211.2940102999564,2211.793916299939,10.013929900014773,2219.2103929999284,0.030581299914047122,2219.2103929999284,0.13066029991023242,1.0,3.73307770001702,2222.977510900004,0.001621800009161234,0.09944039979018271,2228.977173899999,2229.1604072201067,6.215862500015646,6.315796799957752,2230.1603643000126,2249.1603151199874,2249.160412600031,26.21581339999102,26.31570709985681,,2252.160420499975,2252.160420499975,0.01585279987193644,0.11588559998199344,2282.1602219000924,30.015598699916154,,,10.097296500112861,,,,,,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2282.293670800049,0.016245299950242043,0.11558719980530441,2288.2936720999423,6.015588499838486,2288.3935195000377,2288.3935195000377,0.015590599738061428,0.11555789969861507,space,2.6812253000680357,2291.1268714999314,2291.1268714999314,4.1899969801306725e-05,0.09805160015821457,num_9,1.0196592998690903,2292.1934846200515,0.002639999845996499,0.09782929997891188,2292.493469499983,2292.9935737199617,2293.2936080000363,2293.793429320073,2294.0936245999765,2294.176797399996,2302.1767550001387,2302.1767550001387,2302.176736620115,0.014409299939870834,0.11443029996007681,2303.1934267999604,2304.160094999941,2304.3598269999493,2304.843275600113,10.014224800048396,2312.2935816999525,0.0007481998763978481,2312.2935816999525,0.09757619979791343,6.0,2.7646039000246674,2315.093629100127,0.0030000999104231596,0.0978401000611484,2321.0933948000893,2321.2766663200223,6.21435989998281,6.314532600110397,2322.293234599987,2341.2765221200884,2341.276609499939,26.21445109997876,26.31437120004557,2342.293207900133,2344.293239200022,2344.293239200022,0.0001042000949382782,0.0976978000253439,2374.2931028001476,30.030960800126195,,,10.097618300002068,,,,,,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2374.40978430002,0.014843099983409047,0.11411840002983809,2380.4263579000253,6.030957199865952,2380.509751900099,2380.509751900099,0.014162099920213223,0.11423949990421534,space,2.8210141002200544,2383.3764953000937,2383.3764953000937,3.560003824532032e-05,0.0984446001239121,num_9,0.8177093998529017,2384.2430870200974,0.0020603002049028873,0.09812840004451573,,2385.026492219977,2385.326358200051,2385.8262031200343,2386.143130300101,2386.2430449000094,,2394.2596738000866,2394.259654320171,0.017364400206133723,0.11460640002042055,2395.2763128001243,2396.276320999954,2396.426311600022,2396.926310900133,10.014707100111991,2404.3760655000806,0.0340247000567615,2404.3760655000806,0.13125470001250505,3.0,3.698135099839419,2408.1099674999714,0.0015604000072926283,0.09965979983098805,2414.1096099000424,2414.2761293201243,6.199336600024253,6.299339700024575,2415.2929000000004,2434.2927658200265,2434.2928162000608,26.215978199848905,26.315927400020882,,2437.2927580999676,2437.2927580999676,0.01597419986501336,0.11590539989992976,2467.292673600139,30.01589549984783,,,,,,,,,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2467.425952000078,0.015985399950295687,0.11587839992716908,2497.4258308000863,30.015589899849147,,1550,Gustatory,2025-03-11_13h17.00.022,Gustatory_Condition_v2,2022.2.5,30.00172208401925,
