loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.34710290003568,199.34710290003568,0.006248900201171637,0.09933080011978745,2.0,1.7940732999704778,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.18077969970182,201.18077969970182,0.007617199793457985,0.09794839983806014,3.0,2.5581048000603914,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.79756289999932,203.79756289999932,0.008083400316536427,0.11465700017288327,4.0,1.540820199996233,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.38093779981136,205.38093779981136,0.009045499842613935,0.11435920000076294,2.0,2.1397047000937164,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.54741539992392,207.54741539992392,0.0017221001908183098,0.09800210036337376,5.0,3.296774399932474,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,210.88094539986923,0.00027690036222338676,0.09777240036055446,216.88063509995118,6.031088400166482,217.09717709990218,217.09717709990218,0.10765520017594099,0.21463390020653605,6.014391100034118,223.1636993996799,223.1636993996799,223.1636993996799,0.07942119985818863,0.1810669000260532,228.86396139999852,229.06435249978676,6.014810499735177,6.1148123000748456,235.0640103998594,12.014469100162387,235.16386199975386,235.16386199975386,235.19726259959862,235.19726259959862,0.014456700067967176,0.11439060000702739,up,1.2702619000338018,236.53064929973334,4.2499974370002747e-05,0.09807459963485599,242.54747510002926,242.54747510002926,0.008215299807488918,0.11481279972940683,3.0,4.540961700025946,,,,,,,,,242.54747510002926,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.11398429982364,247.11398429982364,0.008850899990648031,0.09908529976382852,2.0,2.1245260001160204,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.28068259963766,249.28068259963766,0.007402900140732527,0.09792099986225367,2.0,1.058549600187689,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.39742049993947,250.39742049993947,0.010877600405365229,0.11439900007098913,2.0,1.2711436999961734,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.6971283997409,251.6971283997409,0.006608299911022186,0.09889109991490841,3.0,2.493318900000304,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.2305627996102,254.2305627996102,0.006873699836432934,0.09916030010208488,4.0,1.7265773001126945,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.99731809971854,255.99731809971854,0.007486000191420317,0.09829739993438125,4.0,1.1936042997986078,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.23057789960876,257.23057789960876,0.0009682001546025276,0.09862470021471381,5.0,3.3654326000250876,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,260.63082839967683,0.00039219995960593224,0.09719339990988374,266.6306113996543,6.030514100100845,266.8308297996409,266.8308297996409,0.08138869982212782,0.197163799777627,6.030381899792701,272.9308138997294,272.9308138997294,272.9308138997294,0.0843728999607265,0.19722239999100566,278.63091279985383,278.83071210002527,6.0305809997953475,6.130393899977207,284.83062919974327,12.030475999694318,284.93059569969773,284.93059569969773,284.96392360003665,284.96392360003665,0.03059599967673421,0.130405199714005,up,1.054947099648416,286.06397519959137,4.83999028801918e-05,0.09812509967014194,292.0808510999195,292.0808510999195,0.00886439997702837,0.11475759977474809,2.0,4.8068678001873195,,,,,,,272.83073679963127,272.83073679963127,292.0808510999195,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.9306046999991,296.9306046999991,0.009425399824976921,0.11599919991567731,2.0,3.4740180000662804,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.44758159993216,300.44758159993216,0.008508999831974506,0.11402780003845692,4.0,1.6063359999097884,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.08050409983844,302.08050409983844,0.007704600226134062,0.09780720015987754,4.0,1.3578662001527846,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.48069209977984,303.48069209977984,0.006682100240141153,0.09906060015782714,2.0,3.3601871002465487,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.8975947997533,306.8975947997533,0.00815129978582263,0.1144864996895194,3.0,3.708948700223118,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.63059609988704,310.63059609988704,0.007431200239807367,0.09855919983237982,3.0,2.192126899957657,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.8642539996654,312.8642539996654,0.001348700374364853,0.0976303000934422,6.0,2.2307795002125204,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,315.13079189974815,0.00010999990627169609,0.09916990017518401,321.1305972998962,5.999231200199574,321.2972873998806,321.2972873998806,0.05660009989514947,0.16592400008812547,5.999145700130612,327.39744199998677,327.39744199998677,327.39744199998677,0.051804499700665474,0.16592950001358986,333.09734850004315,333.3305460996926,5.999190399888903,6.099045899696648,339.3305836999789,11.999206199776381,339.397176399827,339.397176399827,339.43067689985037,339.43067689985037,-0.00013280007988214493,0.09917869977653027,up,1.1011406001634896,340.597331199795,4.930002614855766e-05,0.11459050001576543,346.63063919963315,346.63063919963315,0.02804010035470128,0.13132920023053885,2.0,7.471216300036758,,,,,,,327.29735079966486,327.29735079966486,,6.099038300104439,6.099233199842274,12.099038499873132,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.13044779980555,354.13044779980555,0.007551899645477533,0.09795559989288449,5.0,4.457740200217813,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.6304599000141,358.6304599000141,0.007052999921143055,0.09848809987306595,4.0,1.2257901998236775,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.89709079964086,359.89709079964086,0.006733600050210953,0.09919600002467632,4.0,1.9269089000299573,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.8639340996742,361.8639340996742,0.007114199921488762,0.09941079979762435,2.0,1.726352000143379,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.63053969992325,363.63053969992325,0.007531899958848953,0.09791320003569126,2.0,0.9581645997241139,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.6305972998962,364.6305972998962,0.007134599611163139,0.09845759999006987,3.0,1.8255634000524879,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.4973517996259,366.4973517996259,0.001542000100016594,0.09746570000424981,6.0,1.6641028998419642,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,368.1971395998262,0.00032510003075003624,0.0978136002086103,374.19717910001054,6.031176200136542,374.39716429961845,374.39716429961845,0.08383949985727668,0.1977276001125574,6.031270199920982,380.4636370996013,380.4636370996013,380.4636370996013,0.06428069993853569,0.16437319992110133,386.16400899970904,386.3972298000008,6.031223999802023,6.13103809999302,392.39716419996694,12.031188999768347,392.4638596996665,392.4638596996665,392.5304908999242,392.5304908999242,0.031410399824380875,0.13102999981492758,up,1.4087232002057135,393.99715119972825,6.370013579726219e-05,0.09782990021631122,400.0138518996537,400.0138518996537,0.009468200150877237,0.11466520000249147,4.0,2.739416299853474,,,,,,,380.38043529959396,380.38043529959396,400.0138518996537,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.79715859983116,402.79715859983116,0.009062299970537424,0.11498870002105832,4.0,2.773258699569851,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.5969666996971,405.5969666996971,0.006602500099688768,0.09898209990933537,4.0,1.3267880999483168,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.96380269993097,406.96380269993097,0.008656799793243408,0.09731750003993511,2.0,2.62410969985649,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.6305029997602,409.6305029997602,0.007319099735468626,0.09858349990099669,2.0,0.8254959001205862,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.5138228996657,410.5138228996657,0.007528599817305803,0.11396879982203245,2.0,0.9742728997953236,,,,,,,,,,,,,7451,Moral,2025-02-10_09h30.23.177,MoralCondition_v2,2022.2.5,29.95830101974062,
