loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.7959440997802,430.7959440997802,0.009336099959909916,0.11598060000687838,4.0,2.840921899769455,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.66282939957455,433.66282939957455,0.007484799716621637,0.09836489986628294,3.0,1.8915697997435927,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.5957506997511,435.5957506997511,0.007789799943566322,0.0984890996478498,1.0,1.6918195998296142,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.32920359959826,437.32920359959826,0.0071690999902784824,0.09784860024228692,3.0,2.825244799721986,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.19580689957365,440.19580689957365,0.006901499815285206,0.0994608998298645,3.0,3.460010999813676,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.69600399956107,443.69600399956107,0.0006947997026145458,0.09928729990497231,3.0,3.032889800146222,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,446.7625874998048,0.00013399962335824966,0.09938859986141324,452.7791986996308,6.015887499786913,452.9960227999836,452.9960227999836,0.12068729987367988,0.23265309957787395,5.999214999843389,459.0625859997235,459.0625859997235,459.0625859997235,0.09180229948833585,0.1994591997936368,464.7624753997661,464.92916979966685,5.999241099692881,6.099150399677455,470.92914519971237,11.999207099433988,471.062471000012,471.062471000012,9.54996794462204e-05,0.09919039951637387,up,2.000283300410956,473.112457299605,4.669977352023125e-05,0.09782689996063709,479.1123957997188,479.1123957997188,0.010555699933320284,0.09792979992926121,3.0,2.2219312000088394,,,,,,,,,471.062471000012,471.062471000012,479.1123957997188,6.099192099645734,12.099170999601483,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.3789550997317,481.3789550997317,0.007187299896031618,0.09840930020436645,4.0,2.592171400319785,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.012472699862,484.012472699862,0.006618899758905172,0.09922980004921556,3.0,4.027005800046027,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.09646559972316,488.09646559972316,0.009229199960827827,0.11602810025215149,3.0,2.107603400014341,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.2290643998422,490.2290643998422,0.007684499956667423,0.09772809967398643,4.0,1.4577370001934469,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.72897279961035,491.72897279961035,0.009029299952089787,0.09780329978093505,2.0,1.5230119000189006,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.29557879967615,493.29557879967615,0.007729300297796726,0.09932149993255734,5.0,1.8258036002516747,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.16266689961776,495.16266689961776,0.002159399911761284,0.09719179989770055,3.0,1.9963438999839127,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,497.1957603995688,0.00040160026401281357,0.09744240017607808,503.1957216998562,6.030672200024128,503.39566349983215,503.39566349983215,0.08503339998424053,0.19737560022622347,6.030688399914652,509.47922249976546,509.47922249976546,509.47922249976546,0.0873313001357019,0.1807689000852406,515.1790430997498,515.3790217996575,6.013999899849296,6.113928600214422,521.3790503996424,12.014006699901074,521.5123981996439,521.5123981996439,0.014124299865216017,0.11389419995248318,up,1.790130200330168,523.3456631000154,3.8499943912029266e-05,0.09807070018723607,529.3625265997835,529.3625265997835,0.009280300233513117,0.11478880001232028,2.0,5.2729666996747255,,,,,,,509.3957132999785,509.3957132999785,521.4790008999407,521.4790008999407,529.3625265997835,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.6624020999297,534.6624020999297,0.007072700187563896,0.0985721000470221,4.0,5.392324999906123,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0955405998975,540.0955405998975,0.006432000081986189,0.09844980016350746,2.0,2.2262740000151098,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.3621799997054,542.3621799997054,0.008161199744790792,0.09764979965984821,1.0,1.4904133998788893,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.8956998996437,543.8956998996437,0.0075379000045359135,0.09786680014804006,3.0,1.9582116999663413,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.8956525996327,545.8956525996327,0.005435099825263023,0.09902209974825382,3.0,1.8946219999343157,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.8289106995799,547.8289106995799,0.006949500180780888,0.09922830015420914,4.0,1.7934044003486633,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.6623265999369,549.6623265999369,0.0014805002138018608,0.09750659996643662,4.0,1.6637035999447107,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,551.3624451998621,0.00028270017355680466,0.09799590008333325,557.3790279999375,6.014578599948436,557.5454760999419,557.5454760999419,0.07305390015244484,0.1813706001266837,6.014611499849707,563.6455541998148,563.6455541998148,563.6455541998148,0.07147709978744388,0.18137709982693195,569.3454969995655,569.5455376999453,6.0146461999975145,6.114569500088692,575.545461599715,12.014545499812812,575.6787756998092,575.6787756998092,0.015020099934190512,0.11453109979629517,up,1.2073994004167616,576.9288508999161,4.650000482797623e-05,0.09787380043417215,582.9289532997645,582.9289532997645,0.00896220002323389,0.09766740025952458,1.0,2.556851699948311,,,,,,,563.5455546998419,563.5455546998419,575.6455217995681,575.6455217995681,582.9289532997645,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.5455280998722,585.5455280998722,0.008662600070238113,0.11396190011873841,1.0,1.606035599950701,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.1789094996639,587.1789094996639,0.007686300203204155,0.09807870024815202,5.0,2.091218600049615,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.3120803995989,589.3120803995989,0.007485399954020977,0.0978689999319613,5.0,1.391406700015068,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.7454726998694,590.7454726998694,0.007705199997872114,0.09781659999862313,2.0,1.3911314997822046,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.1786249997094,592.1786249997094,0.007581699639558792,0.09794369991868734,2.0,2.15777949988842,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.3786859996617,594.3786859996617,0.007955300156027079,0.097879100125283,2.0,1.5246390998363495,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.9455698998645,595.9455698998645,0.0009898999705910683,0.09849209990352392,4.0,2.3321262998506427,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,598.3123049996793,0.0002297000028192997,0.09810349997133017,604.3120516999625,6.03137749992311,604.495342799928,604.495342799928,0.0834591998718679,0.18147619999945164,6.014743700157851,610.5956306997687,610.5956306997687,610.5956306997687,0.07277269987389445,0.18160789972171187,616.2953434996307,616.4954256997444,6.014760199934244,6.114614899735898,622.4953651996329,12.014721699990332,622.6286630998366,622.6286630998366,0.014828599989414215,0.11469909967854619,up,0.850131600163877,623.5286979000084,6.409967318177223e-05,0.09782689996063709,629.5622090999968,629.5622090999968,0.025732599664479494,0.13125169975683093,3.0,2.8065097997896373,,,,,,,610.4953386997804,610.4953386997804,622.5953370998614,622.5953370998614,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.412265099585,632.412265099585,0.008712900336831808,0.11449320008978248,3.0,1.1067397999577224,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.5451774997637,633.5451774997637,0.006645700428634882,0.09953580005094409,3.0,4.36004149960354,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.9452352998778,637.9452352998778,0.007347899954766035,0.09750769985839725,4.0,1.5246242000721395,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.5117798997089,639.5117798997089,0.00663729989901185,0.09927899995818734,2.0,1.7270146999508142,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.2787110996433,641.2787110996433,0.006674500182271004,0.09923120029270649,1.0,1.526957499794662,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.8454038999043,642.8454038999043,0.0065192002803087234,0.09923910023644567,3.0,2.093746399972588,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.9784598997794,644.9784598997794,0.0014941003173589706,0.09767700033262372,4.0,2.131562300026417,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,647.1452721999958,0.0002549001947045326,0.09878379991278052,653.1619348996319,6.015394899994135,653.3287953999825,653.3287953999825,0.06916960002854466,0.1823569000698626,6.015400900039822,659.4285836997442,659.4285836997442,659.4285836997442,0.0693164998665452,0.18203879985958338,665.1285229995847,665.3285213997588,6.015392899978906,6.115389899816364,671.3287736997008,12.015643999911845,671.4618802997284,671.4618802997284,0.015505299903452396,0.1154356999322772,up,1.5525575005449355,673.0618107998744,4.100007936358452e-05,0.09837649995461106,679.0782721997239,679.0782721997239,0.02643250022083521,0.11435559997335076,3.0,2.7555686999112368,,,,,,,659.3285555997863,659.3285555997863,671.4284881995991,671.4284881995991,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.8784496998414,681.8784496998414,0.009960499592125416,0.09936729958280921,3.0,1.4902164000086486,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.4286073995754,683.4286073995754,0.007903899997472763,0.11441020015627146,4.0,2.274380899965763,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.7284915996715,685.7284915996715,0.00755289988592267,0.09817230002954602,4.0,1.4584070998243988,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.2285102996975,687.2285102996975,0.00718480022624135,0.09835170023143291,3.0,2.6916912999004126,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.9616808998398,689.9616808998398,0.007413799874484539,0.09806540003046393,2.0,2.458231399767101,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.461585899815,692.461585899815,0.006367799825966358,0.09911669977009296,3.0,1.9939329996705055,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.4952331995592,694.4952331995592,0.0014188000932335854,0.09764609998092055,3.0,3.497401900123805,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,698.0286969998851,0.0002720002084970474,0.09798389999195933,704.0450369999744,6.014643200207502,704.2285327999853,704.2285327999853,0.08786949981004,0.19810600019991398,6.031139799859375,710.3283789996058,710.3283789996058,710.3283789996058,0.0856216000393033,0.19784089969471097,716.0284812999889,716.2287103999406,6.031567600090057,6.131107999943197,722.2283385000192,12.031221499666572,722.361800799612,722.361800799612,0.03143400000408292,0.1310981996357441,up,1.4532522005029023,723.8615603996441,4.439987242221832e-05,0.09798219986259937,729.8614903995767,729.8614903995767,0.006022599991410971,0.09803649969398975,2.0,3.1262294999323785,,,,,,,710.2283603996038,710.2283603996038,722.3283329997212,722.3283329997212,729.8614903995767,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.0281099998392,733.0281099998392,0.007812000345438719,0.09777730004861951,1.0,1.8908295002765954,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.9615496997721,734.9615496997721,0.0069114998914301395,0.09834859985858202,3.0,1.8923129998147488,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.8948578997515,736.8948578997515,0.005777900107204914,0.09846649970859289,3.0,1.5604457003064454,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.5118282996118,738.5118282996118,0.008218699600547552,0.11416819971054792,4.0,4.640240900218487,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.1949395998381,743.1949395998381,0.00895779998973012,0.11421030014753342,3.0,2.1061312002129853,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.3282277998514,745.3282277998514,0.0075310999527573586,0.09770480031147599,5.0,3.457806299906224,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.8284139996395,748.8284139996395,0.0007384000346064568,0.0993587002158165,4.0,2.7663471000269055,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,751.6283942000009,0.00040740007534623146,0.09706969978287816,757.6449895999394,6.013908499851823,757.811405999586,757.811405999586,0.0697957999072969,0.18057140009477735,6.013910499867052,763.911483799573,763.911483799573,763.911483799573,0.07132349954918027,0.1806331998668611,769.6115027000196,769.8115871995687,6.01401019981131,6.113988199736923,775.8114559999667,12.013831699732691,775.9448357997462,775.9448357997462,0.014024699572473764,0.11386069981381297,up,0.5417267000302672,776.5447510997765,4.7999899834394455e-05,0.09789759991690516,782.5453967996873,782.5453967996873,0.008984900079667568,0.09783500013872981,5.0,1.7233527000062168,,,,,,,763.811491499655,763.811491499655,775.9114663996734,775.9114663996734,782.5453967996873,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.3113829996437,784.3113829996437,0.0069518000818789005,0.09773290017619729,5.0,1.558375600259751,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.928043899592,785.928043899592,0.010134499985724688,0.1143070999532938,3.0,1.3383546001277864,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.2946902997792,787.2946902997792,0.00792980007827282,0.09805230004712939,3.0,4.790994799695909,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.1279553999193,792.1279553999193,0.00662099989131093,0.0992748998105526,2.0,1.5934184002690017,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.7782192998566,793.7782192998566,0.00819920003414154,0.11428230023011565,1.0,1.707143799867481,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.5281258998439,795.5281258998439,0.009939100127667189,0.11420579999685287,1.0,0.7717679999768734,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.3281512996182,796.3281512996182,0.0007109995931386948,0.09920659987255931,4.0,2.099398999940604,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,798.461509199813,0.0001997002400457859,0.09852700028568506,804.461362299975,6.031862400006503,804.6449274998158,804.6449274998158,0.06728250021114945,0.18208560021594167,6.015083299949765,810.7445366997272,810.7445366997272,810.7445366997272,0.07105149980634451,0.18185649998486042,816.4447142998688,816.6446372997016,6.01514479983598,6.11510939989239,822.6444416996092,12.014849599916488,822.7778198998421,822.7778198998421,0.015068999957293272,0.1149673000909388,up,1.0844247001223266,823.9112803000025,5.62998466193676e-05,0.09762550005689263,829.9278044998646,829.9278044998646,0.025319700129330158,0.11418029991909862,3.0,3.3232513000257313,,,,,,,810.6446468997747,810.6446468997747,822.7277027997188,822.7277027997188,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.2946416996419,833.2946416996419,0.007566799875348806,0.09778079995885491,4.0,1.6243016999214888,,,,,,,,,,,,,,7329,Moral,2024-10-01_17h36.00.821,MoralCondition_v2,2022.2.5,29.99985900308149,
