loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
38,0,38,0,,,,,,,,,,,,,,,,,,578.5924955997616,0.00022619962692260742,0.09888699976727366,584.6088720997795,6.015754899941385,584.7256386997178,0.029878899920731783,0.1323394998908043,590.7255333997309,6.0322433998808265,590.8253531996161,0.03503819974139333,0.1321686995215714,2.0,4.198188399896026,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
39,0,39,0,,,,,,,,,,,,,,,,,,595.0589545997791,0.0002276003360748291,0.09924860019236803,601.0587575999089,5.999219899997115,601.1755487998016,0.012897400185465813,0.11583989998325706,607.1754012997262,6.015871400013566,607.2754330998287,0.01844129990786314,0.11582679999992251,3.0,1.998264899943024,6.099268299993128,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
40,0,40,0,,,,,,,,,,,,,,,,,,609.3091603997163,0.0006300001405179501,0.09728450002148747,615.3253782996908,6.013656600378454,615.4253341997974,0.02498249989002943,0.11388970026746392,621.425400799606,6.013620300218463,621.5252723000012,0.016347100026905537,0.11369309993460774,3.0,1.631515999790281,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
41,0,41,0,,,,,,,,,,,,,,,,,,623.1922098998912,0.0004409998655319214,0.0975730000063777,629.208636299707,6.0142378997989,629.3255473999307,0.027525499928742647,0.13095519971102476,635.325261999853,6.030815199948847,635.4085247996263,0.015597299672663212,0.11416189977899194,2.0,1.8329261997714639,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
42,0,42,0,,,,,,,,,,,,,,,,,,637.2753689996898,0.0005026999861001968,0.09748179977759719,643.2919170996174,6.014017599634826,643.4086241996847,0.02689229976385832,0.1306667998433113,649.4086312996224,6.030678699724376,649.5085029997863,0.033377299550920725,0.13061589980497956,0.0,1.0984140001237392,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
43,0,43,0,,,,,,,,,,,,,,,,,,650.641908199992,0.00040629971772432327,0.09775230009108782,656.6418377999216,6.0311062997207046,656.7918491996825,0.05235969973728061,0.14790919981896877,662.791844799649,6.014314699918032,662.8584292996675,0.017006699927151203,0.11434599990025163,0.0,1.2982326997444034,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
44,0,44,0,,,,,,,,,,,,,,,,,,664.1918707997538,0.000704900361597538,0.09698230028152466,670.191830100026,6.030323500279337,670.3418305995874,0.04091660026460886,0.1470897002145648,676.3417618996464,6.013601200189441,676.4083234998398,0.016202399972826242,0.11334369983524084,2.0,1.631750900298357,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
45,0,45,0,,,,,,,,,,,,,,,,,,678.0751163996756,0.0005330001004040241,0.09710690006613731,684.0749263996258,6.0134703000076115,684.1916906000115,0.007498199585825205,0.11391979968175292,690.1749797998928,6.01356210000813,690.2749309996143,0.030262299813330173,0.13022959977388382,3.0,1.5332074002362788,6.096878899727017,6.096795399673283,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
46,0,46,0,,,,,,,,,,,,,,,,,,691.8417269997299,0.0005164002068340778,0.09677419997751713,697.8416533996351,6.030076500028372,697.9916272996925,0.04201290011405945,0.1468127998523414,703.991662599612,6.013387400191277,704.0582150998525,0.016062899958342314,0.1141113000921905,0.0,1.7648931997828186,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
47,0,47,0,,,,,,,,,,,,,,,,,,705.8585007996298,0.00021999981254339218,0.09921929985284805,711.8749400000088,6.0157821998000145,711.991536999587,0.032089199870824814,0.13245749985799193,717.991716099903,5.999095299746841,718.0581402997486,0.0021798997186124325,0.09904629969969392,1.0,1.0314068999141455,,6.099197200033814,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
48,0,48,0,,,,,,,,,,,,,,,,,,719.125062899664,0.00022060004994273186,0.09933859994634986,725.1249168999493,5.999375099781901,725.24157369975,0.013602899853140116,0.1161906998604536,731.2415291997604,6.015898499637842,731.3581646997482,0.03590499982237816,0.13251799950376153,2.0,2.931063899770379,6.099250799976289,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
49,0,49,0,,,,,,,,,,,,,,,,,,734.3250055997632,0.0004648999311029911,0.097012999933213,740.3248713999055,6.030383199919015,740.4749898998998,0.045068999752402306,0.14695919957011938,746.4749825997278,6.013713599648327,746.5414800997823,0.016432199627161026,0.11379339965060353,1.0,1.4983088998124003,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
50,0,50,0,,,,,,,,,,,,,,,,,,748.0749502996914,0.000465999823063612,0.09744219994172454,754.0914439000189,6.01400119997561,754.2079979996197,0.02946879994124174,0.1306706997565925,760.2080850000493,6.030660899821669,760.2913395999931,0.016200099606066942,0.11380659975111485,2.0,1.732152100186795,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
51,0,51,0,,,,,,,,,,,,,,,,,,762.058285899926,0.00022529996931552887,0.09926960011944175,768.0747236995958,6.015800000168383,768.1917429999448,0.030880399979650974,0.1323492000810802,774.1913611995988,5.999073499813676,774.2580065997317,0.0025009000673890114,0.09898969996720552,3.0,1.2309904997237027,,6.099083099979907,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
52,0,52,0,,,,,,,,,,,,,,,,,,775.5246592997573,0.0004775002598762512,0.09757190011441708,781.5078622000292,6.014106399845332,781.6412877999246,0.014020599890500307,0.11418050015345216,787.6412601997145,6.0141476998105645,787.7412558998913,0.015926099848002195,0.1139993998222053,0.0,1.2657991000451148,6.0976925999857485,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
53,0,53,0,,,,,,,,,,,,,,,,,,789.0413937997073,0.00033110007643699646,0.09824049985036254,795.0579315000214,6.014964399859309,795.1745161996223,0.02858790010213852,0.13153389981016517,801.1745337997563,6.031520599965006,801.2578653995879,0.016904099844396114,0.11517079966142774,3.0,1.5655416999943554,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
54,0,54,0,,,,,,,,,,,,,,,,,,802.8580244998448,0.0004426003433763981,0.09774490026757121,808.841000400018,6.014008300378919,808.9743742998689,0.010407700203359127,0.11427839985117316,814.9746117996983,6.014240300282836,815.0744648999535,0.016787199769169092,0.1141015999019146,3.0,1.1984768002294004,6.097413199953735,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
55,0,55,0,,,,,,,,,,,,,,,,,,816.3077829997055,0.00046689994633197784,0.09773280005902052,822.3244566000067,6.014386099763215,822.4244530997239,0.02587309991940856,0.11457709968090057,828.4244543998502,6.014352399855852,828.5243794997223,0.017133199609816074,0.11429809965193272,0.0,1.8315638001076877,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
56,0,56,0,,,,,,,,,,,,,,,,,,830.3912430997007,0.0005220002494752407,0.09777630027383566,836.4077291996218,6.014438100159168,836.5243544997647,0.028843199834227562,0.1312592001631856,842.5076079997234,6.030930500011891,842.6076087998226,0.016828099731355906,0.11439629970118403,0.0,1.598521000239998,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
57,0,57,0,,,,,,,,,,,,,,,,,,844.2412610999309,0.00044899992644786835,0.09805510006844997,850.241011200007,6.031343100126833,850.3911133999936,0.04383220011368394,0.1483352999202907,856.374233099632,6.014743499923497,856.4576379996724,0.016824299935251474,0.11459050001576543,0.0,1.4986811997368932,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
58,0,58,0,,,,,,,,,,,,,,,,,,857.9910436999053,0.00023250002413988113,0.09903939999639988,864.0076548997313,6.0156461000442505,864.1078361999243,0.023371299728751183,0.1158572998829186,870.1075919996947,6.015640699770302,870.2076338999905,0.01890499982982874,0.11579049983993173,2.0,1.5977157996967435,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
59,0,59,0,,,,,,,,,,,,,,,,,,871.841023999732,0.0005656997673213482,0.09762080013751984,877.8408955000341,6.030986099969596,877.990910699591,0.04380059987306595,0.14762760000303388,883.9908783999272,6.014227699954063,884.0741729997098,0.03381699975579977,0.1308543998748064,1.0,1.5652479003183544,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
60,0,60,0,,,,,,,,,,,,,,,,,,885.6742247999646,0.00023790029808878899,0.09942040033638477,891.674164599739,5.999279600102454,891.7908201999962,0.012996400240808725,0.11615250026807189,897.7907910998911,6.0159672000445426,897.8906580000184,0.018254700116813183,0.11583920009434223,0.0,1.1654703002423048,6.0992421000264585,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
61,0,61,0,,,,,,,,,,,,,,,,,,899.0911890999414,0.00021919980645179749,0.09886239981278777,905.0907919998281,5.99901709984988,905.2077349997126,0.014104099944233894,0.11568740010261536,911.207426500041,6.015686200000346,911.3072620998137,0.01812959974631667,0.11563689960166812,4.0,1.331843700259924,6.099005300085992,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
62,0,62,0,,,,,,,,,,,,,,,,,,912.674289799761,0.0004488998092710972,0.09706720011308789,918.690711400006,6.013649899978191,918.8075051000342,0.026848499663174152,0.13043029978871346,924.8073946996592,6.030296999961138,924.9073846000247,0.0329947997815907,0.13014509994536638,0.0,1.3315161997452378,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
63,0,63,0,,,,,,,,,,,,,,,,,,926.2741741999052,0.00043529970571398735,0.09758309973403811,932.2740905997343,6.031020399648696,932.4073590999469,0.02696189982816577,0.13107889983803034,938.4074617000297,6.031008999794722,938.5071867997758,0.033278499729931355,0.13071449985727668,2.0,0.8652420002035797,,,9560,Visual,2025-02-10_14h12.01.365,Visual_Condition_v2,2022.2.5,29.99811312876224,
