Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,1137.876880900003,0.031259499955922365,0.13051219983026385,6.013818399980664,1143.8936401000246,1143.9603701997548,1143.9603701997548,0.013977499678730965,0.11378199979662895,space,1.3966729999519885,1145.4101883000694,1145.4101883000694,4.0899962186813354e-05,0.09774200012907386,num_9,1.8504786002449691,1147.3101814797615,0.002167500089854002,0.09831679984927177,1147.6100893998519,1148.093594679935,1148.3934749998152,1148.8935116798152,1149.1935052000917,1149.2934766998515,1157.3099662996829,1157.3099662996829,1157.3101165796165,0.001180300023406744,0.11465709982439876,,1159.3268120996654,1159.4934642999433,1159.993577899877,10.014495400246233,10.09787409985438,1167.410093799699,0.0009254999458789825,1167.410093799699,0.09800220001488924,4.0,2.931953700259328,1170.3766879998147,0.0018088002689182758,0.09880310017615557,1176.3934593996964,1176.5600362800528,6.215606700163335,6.3154390999116,1177.5767244999297,1196.560012579756,1196.5600676997565,26.2155142002739,26.3153456998989,1197.5769674996845,1199.5767945996486,1199.5767945996486,0.0013143997639417648,0.09865779988467693,1229.5764961000532,30.03191899973899,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,1229.6931491000578,0.015789099968969822,0.11521089961752295,6.031955699902028,1235.7098371996544,1235.8099650996737,1235.8099650996737,0.03199779987335205,0.1319896997883916,space,1.4192102001979947,1237.2765079000965,1237.2765079000965,4.4899992644786835e-05,0.09786869958043098,num_9,2.3371496004983783,1239.6764525797685,0.002382699865847826,0.098299500066787,1239.993096999824,1240.460309679946,1240.7595951999538,1241.259625779791,,1241.676478699781,1249.676416900009,1249.676416900009,1249.676401579613,0.0012888000346720219,0.09809210011735559,1250.6930424999446,1251.6764108999632,1251.8597397999838,1252.3429131000303,10.014711800031364,,1259.7930358997546,0.01692730002105236,1259.7930358997546,0.11461759964004159,5.0,4.765554400160909,1264.5932677998208,0.001527000218629837,0.09921219991520047,1270.6097101997584,1270.759752879711,6.19913910003379,6.3157860999926925,,1290.7596626797226,1290.7595985997468,26.19912760006264,26.29927679989487,1291.7762241996825,1293.7761995000765,1293.7761995000765,0.01576019963249564,0.1157410996966064,1323.7761134998873,30.01569369994104,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,1323.9094368000515,0.016625599935650826,0.11561869969591498,6.032237499486655,1329.9260682999156,1330.0094964997843,1330.0094964997843,0.015793599653989077,0.11555409943684936,space,1.2997014001011848,1331.3594113998115,1331.3594113998115,1.6999896615743637e-05,0.09927479969337583,num_9,2.0617355005815625,1333.4592270798516,0.0011391001753509045,0.09932549996301532,1333.7593203000724,1334.2260069799145,1334.542719299905,1335.02601998006,1335.342717200052,1335.442750599701,1343.4427466997877,1343.4427466997877,1343.4427409799305,0.0161425000987947,0.11581390025094151,,1345.4593350999057,1345.6426885998808,1346.142670799978,9.999152600299567,10.08246640022844,1353.5425962000154,0.016048400197178125,1353.5425962000154,0.1157710999250412,3.0,3.764508900232613,1357.342841600068,0.0027694995515048504,0.09859179984778166,1363.3593353996985,1363.5258132799995,6.21451749978587,6.314654599875212,1364.5425685998052,1383.5424793798943,1383.5424981997348,26.231113099958748,26.331082099583,1384.5424683000892,1386.5424644998275,1386.5424644998275,0.00017879949882626534,0.09774769935756922,1416.5590280997567,30.014402599539608,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,1416.6590420999564,0.015097599476575851,0.11412989953532815,6.014147199690342,1422.642171499785,1422.742355699651,1422.742355699651,0.03165749926120043,0.1309089995920658,space,1.702414400409907,1424.4924828000367,1424.4924828000367,3.5400036722421646e-05,0.09826879994943738,num_9,1.5844810004346073,1426.125675979862,0.002449400257319212,0.0975605002604425,1426.4255574001,1426.9256739796606,1427.2423171000555,1427.709137479635,1428.0256447996944,1428.10896389978,1436.1089335996658,1436.1089335996658,1436.1089456797113,0.014256400056183338,0.11402660002931952,1437.1255935998634,1438.125611399766,1438.3089292999357,1438.8089322997257,10.014123400207609,,1446.242108500097,0.016684699803590775,1446.242108500097,0.11405410012230277,5.0,3.765047200024128,1450.042289099656,0.0020784996449947357,0.09825779963284731,1456.0422334996983,1456.242161079636,6.2314879996702075,6.3315049996599555,1457.2421059999615,1476.2255179796834,1476.2254607998766,26.21483359998092,26.31476159999147,1477.2259164000861,1479.2254328997806,1479.2254328997806,0.014807899482548237,0.11476579960435629,1509.2419487996958,30.031326099764556,,,,,,,6.097527399659157,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509.3752921000123,0.031646599527448416,0.13125719968229532,1539.3751241997816,30.031127599533647,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,1539.458507400006,0.016329999547451735,0.11453209957107902,6.031114999670535,1545.4751212000847,1545.5416534999385,1545.5416534999385,0.014269199222326279,0.09800099954009056,space,1.703183900564909,1547.2918197996914,1547.2918197996914,4.1600316762924194e-05,0.09785730019211769,num_9,2.4971187002956867,1549.8418054798153,0.002102500293403864,0.09801200032234192,1550.1417430997826,1550.6250017796178,1550.941771300044,1551.4417924800423,,1551.8417851999402,,1559.8584060999565,1559.8583842798603,0.017229600343853235,0.1145200002938509,1560.8751027998514,1561.8583807996474,1562.025087899994,1562.5250589996576,10.014471000060439,,1569.9582483000122,0.017133499961346388,1569.9582483000122,0.11437020031735301,2.0,3.198368899989873,1573.1916743000038,0.003111999947577715,0.09728100011125207,1579.1917777997442,1579.3747096800712,6.213724000379443,6.313800500240177,1580.3750104997307,1599.3748012798374,1599.3749313997105,26.213811000343412,26.313998400233686,1600.3749011000618,1602.3915479998104,1602.3915479998104,-0.0007323999889194965,0.09719640016555786,1632.391476499848,30.030376700218767,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,1632.508101500105,0.014239799696952105,0.11362669989466667,6.013644199818373,1638.5080586997792,1638.607930299826,1638.607930299826,0.013574099633842707,0.11355059966444969,space,1.4046317003667355,1640.0580670000054,1640.0580670000054,3.369990736246109e-05,0.09801669977605343,num_9,1.842946800403297,1641.9415000796785,0.0024570999667048454,0.09797609969973564,1642.241334399674,1642.7247742799577,1643.0247657001019,1643.524501979677,1643.8246152000502,1643.9246898000129,1651.9413387998939,1651.9413387998939,1651.9414707798046,0.0010836999863386154,0.09792790003120899,,1653.924511199817,1654.124655999709,1654.6078904997557,10.014498400036246,10.097707899753004,1662.0411160998046,-0.0002816002815961838,1662.0411160998046,0.097775399684906,4.0,3.632676299661398,1665.7079667998478,0.002373200375586748,0.0982153001241386,1671.7080043996684,1671.8911126799417,6.231477900408208,6.331332700327039,,1691.8910274797586,1691.8911941996776,26.21474360022694,26.314662500284612,,1694.891134900041,1694.891134900041,0.014705500099807978,0.1146884998306632,1724.9076654999517,30.03123679989949,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1725.0245358999819,0.015318700112402439,0.11475430009886622,6.0144810997880995,1731.0243330998346,1731.1244278000668,1731.1244278000668,0.014591299928724766,0.11448089964687824,space,2.169073100667447,1733.3576902998611,1733.3576902998611,4.260009154677391e-05,0.09805230004712939,num_9,3.3267950005829334,1736.7244578798768,0.002061100210994482,0.09785749996080995,1737.0242608999833,1737.524266179977,1737.8244300996885,1738.3074820799288,1738.6244024001062,1738.7076471997425,1746.7077222997323,1746.7077222997323,1746.7075666797814,0.014685600064694881,0.11464620009064674,1747.7243468998931,1748.724243399687,1748.9242312996648,1749.4242396000773,10.014298799913377,10.097690000198781,1756.8241491997615,0.0007810997776687145,1756.8241491997615,0.0976201999001205,5.0,3.7980662998743355,1760.657709399704,0.0020050001330673695,0.09877520008012652,1766.6573652997613,1766.8407787800302,6.215323099866509,6.315191300120205,,1786.8405104799663,1786.8238588999957,26.214938200078905,26.315145299769938,1787.8405809998512,1789.8240529997274,1789.8574012001045,0.03180879959836602,0.13179089967161417,1819.8739637997933,30.014988399576396,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1819.9739081999287,0.01569649949669838,0.1316870995797217,6.0149120995774865,1825.9739031000063,1826.0739027000964,1826.0739027000964,0.015084099490195513,0.11491049965843558,space,1.7785554002039135,1827.9072444997728,1827.9072444997728,3.7400051951408386e-05,0.09771230025216937,num_9,2.2975900005549192,1830.2405355799478,0.0019958000630140305,0.0980752999894321,,1831.0405348798727,1831.340455699712,1831.8239496800584,1832.140503499657,1832.2405467997305,1840.2405289998278,1840.2405289998278,1840.2404988797848,0.0010400000028312206,0.09804539987817407,1841.2403226997703,1842.2571697998792,1842.4238008996472,1842.9238404999487,10.01487939991057,,1850.3570966999978,0.01673229970037937,1850.3570966999978,0.11461589997634292,4.0,3.165742099750787,1853.5574050997384,0.0015255999751389027,0.09945790003985167,1859.5737549997866,1859.7404089796823,6.215983000118285,6.315963000059128,1860.740320299752,1879.7404739799445,1879.7404028996825,26.215998500119895,26.31596860010177,1880.7402269998565,1882.7404168997891,1882.7404168997891,0.016047699842602015,0.1159886997193098,1912.7568163997494,29.99906300008297,30.099106799811125,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1912.856942600105,0.0004598996601998806,0.09924519993364811,6.015720999799669,1918.8734893999062,1918.9734922000207,1918.9734922000207,0.015771399717777967,0.11570929968729615,space,1.4715076005086303,1920.5067950999364,1920.5067950999364,5.319993942975998e-05,0.09792500035837293,num_9,2.049945100210607,1922.6068179796916,0.002343599684536457,0.09799190005287528,1922.9235497997142,1923.3900325799827,1923.6900510000996,1924.1900306798984,1924.4901002999395,1924.5901234000921,1932.6067448998801,1932.6067448998801,1932.60673307986,0.0015718000940978527,0.09797099977731705,1933.6234512999654,1934.6234128000215,1934.7733392999507,1935.2735021999106,10.014515299815685,,1942.7232984998263,0.01738179987296462,1942.7232984998263,0.11442299978807569,5.0,4.2646992998197675,1947.023420699872,0.0024328995496034622,0.09804329974576831,1953.039981199894,1953.223325079633,6.231383199803531,6.331377899739891,1954.2233241996728,1973.2028190799524,1973.1862985999323,26.210809299722314,26.294182499870658,1974.22317929985,1976.1899039996788,1976.2232297998853,0.031279599759727716,0.13124499982222915,2006.2231076997705,30.031227399595082,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.339717200026,0.014713599346578121,0.11443589953705668,2036.3562704999931,30.031530199572444,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2036.4562705997378,0.033031299244612455,0.13094289926812053,6.014261499512941,2042.472935399972,2042.5395833998919,2042.5395833998919,0.014501599129289389,0.1143285995349288,space,1.441129100508988,2044.0396090997383,2044.0396090997383,4.1800085455179214e-05,0.09784420020878315,num_9,2.180654300376773,2046.2729064797518,0.002043700311332941,0.09799050027504563,,2047.0561219797005,2047.3729992997833,2047.8562564797235,2048.1729155997746,2048.2729325997643,2056.2729016998783,2056.2729016998783,2056.2730521800463,0.0014512999914586544,0.09782920032739639,2057.272771900054,2058.2728162999265,2058.4563265996985,2058.9730273000896,10.010691800154746,10.09400900034234,2066.372801099904,0.03115489985793829,2066.372801099904,0.13114950014278293,5.0,2.9355096998624504,2069.3394574997947,0.001584900077432394,0.09913659980520606,2075.339811499696,2075.522713980032,6.215828999876976,6.315876899752766,2076.5228948998265,2095.522683279915,2095.522783699911,26.215828999876976,26.315708599984646,2096.5227338997647,2098.539383699652,2098.539383699652,0.0015066997148096561,0.0990252997726202,2128.5559147000313,30.015576199628413,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2128.672534499783,0.03296629944816232,0.1322294995188713,6.032258799765259,2134.672521499917,2134.7725160000846,2134.7725160000846,0.03240269934758544,0.1321998992934823,space,1.7201665001921356,2136.5390695999376,2136.5390695999376,4.040030762553215e-05,0.09809930017217994,num_9,1.6814266005530953,2138.2725987796207,0.002329400274902582,0.09786800015717745,2138.5724649000913,2139.055786779942,2139.372470600065,2139.8559148799163,2140.1724664000794,2140.2558565996587,2148.2557806000113,2148.2557806000113,2148.255798479868,0.014590700156986713,0.11449680011719465,2149.2725162999704,2150.255804799963,2150.4725648998283,2150.9891303996556,10.014679700136185,,2158.3889361997135,0.0173463998362422,2158.3889361997135,0.11432099994271994,2.0,4.331554400268942,2162.755953199696,0.0024213003925979137,0.09793550008907914,2168.7723503001034,2168.93900037962,6.21460930025205,6.314755300059915,2169.95549249975,2188.938823279785,2188.939091499895,26.214888100046664,26.314525600057095,2189.955527700018,2191.9555003000423,2191.9555003000423,0.0002112998627126217,0.09782860008999705,2221.9554658997804,30.031072800047696,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2222.0721011999995,0.01496569998562336,0.1142481998540461,6.030985800083727,2228.088776399847,2228.171915499959,2228.171915499959,0.030876599717885256,0.11436539981514215,space,1.5369498003274202,2229.7720773997717,2229.7720773997717,5.9800222516059875e-05,0.09804349998012185,num_9,1.760181900113821,2231.572184279887,0.0016507003456354141,0.09808639995753765,2231.872271799948,2232.372018379951,2232.6726023000665,2233.1552403800656,2233.455415399745,2233.5720885996707,,2241.5887027997524,2241.588679779647,0.0173292001709342,0.11470289994031191,2242.6054251999594,2243.605335999746,2243.772051699925,2244.272032399662,10.031278300099075,,2251.70536240004,0.0338702998124063,2251.70536240004,0.13148520002141595,5.0,2.9317676997743547,2254.672278400045,0.0028085000813007355,0.09778650011867285,2260.671967299655,2260.8551644797903,6.214388000313193,6.314379800111055,2261.8551763999276,2280.855062180059,2280.8552941996604,26.21444270014763,26.314298199955374,2281.855098699685,2283.87183790002,2283.87183790002,0.00010949978604912758,0.09776100004091859,2313.8717338000424,30.030895699746907,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2314.005076099653,0.031619600020349026,0.13065110007300973,6.014099999796599,2320.021711099893,2320.0883276998065,2320.0883276998065,0.014206799678504467,0.11408460000529885,space,1.732755200471729,2321.8550076000392,2321.8550076000392,3.389967605471611e-05,0.09700269997119904,num_9,2.1419850001111627,2324.0550106799697,0.0021725003607571125,0.11478330008685589,2324.3715711999685,2324.8549519799185,2325.171556700021,2325.6382667798084,2325.9549624999054,2326.0549888000824,,2334.0716523998417,2334.071562480042,0.015942600090056658,0.1147017003968358,2335.0718054999597,2336.0547592998482,2336.238265799824,2336.7382773999125,10.031372600235045,,2344.1882674000226,0.03403200022876263,2344.1882674000226,0.1315025999210775,4.0,3.065038099884987,2347.288262499962,0.0016176998615264893,0.09945800015702844,2353.2882416998036,2353.4713852799964,6.199097800068557,6.299189299810678,,2373.47140187989,2373.471433599945,26.215788300149143,26.315749499946833,2374.471385799814,2376.471411800012,2376.471411800012,0.01578019978478551,0.11592060001567006,2406.4712515999563,30.015596099663526,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2406.6046241000295,0.01634619990363717,0.11557319993153214,6.032248799689114,2412.6213678000495,2412.704657400027,2412.704657400027,0.015709799714386463,0.11570649966597557,space,1.4995233002118766,2414.2379391998984,2414.2379391998984,4.2199622839689255e-05,0.09783019963651896,num_9,2.7830691006965935,2417.05471497993,0.002432200126349926,0.09761539986357093,2417.37122109998,2417.8378578800243,2418.1544935996644,2418.6377911799123,2418.954426900018,2419.0379286999814,2427.0545306997374,2427.0545306997374,2427.0545285799076,0.0011493000201880932,0.09771189978346229,2428.0877910996787,2429.054495499935,2429.2378446999937,2429.737878799904,10.014524899888784,,2437.1710608000867,0.017001499887555838,2437.1710608000867,0.11419699992984533,3.0,7.831678299698979,2445.0378851997666,0.003925799857825041,0.09757929993793368,2451.0544249997474,2451.2210318798666,6.214316600002348,6.31425020005554,2452.2209828998893,2471.2209322800395,2471.2209721999243,26.214237300213426,26.314221600070596,2472.2208683998324,2474.237638699822,2474.237638699822,4.3999869376420975e-05,0.097509799990803,2504.2374624996446,30.030698199756444,,,,,,,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504.354277299717,0.014267499558627605,0.11411029985174537,2534.370702699758,30.03056039987132,,3684,Gustatory,2025-02-18_13h59.53.985,Gustatory_Condition_v2,2022.2.5,29.97289253289894,
