loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,16.74635209608823,0.0005633998662233353,0.10193230025470257,17.14630929939449,17.429699299670755,17.846343599259853,17.846343599259853,0.018310099840164185,0.11825190111994743,32.863094199448824,15.001698300242424,32.96308589912951,32.96308589912951,0.0019170008599758148,0.10171460174024105,space,3.128088502213359,,,,,,,,,,,,,,,,,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
0,0,0,0,,,,,,,,,,,,,,,,,,36.146354699507356,0.001381799578666687,0.0984610989689827,42.1632489990443,6.015296898782253,42.279696598649025,0.03221390023827553,0.13185730017721653,48.27970769815147,6.0318831987679005,48.396360298618674,0.035056499764323235,0.1488391999155283,1.0,3.814299998804927,,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
1,0,1,0,,,,,,,,,,,,,,,,,,52.22973379865289,0.00039739906787872314,0.09766929969191551,58.246244098991156,6.014278499409556,58.36293499916792,0.030557900667190552,0.13115330040454865,64.34614179842174,6.030835900455713,64.4464210998267,0.014978600665926933,0.11438190005719662,0.0,1.5331071000546217,,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
2,0,2,0,,,,,,,,,,,,,,,,,,66.01286469958723,0.0002897009253501892,0.09868520125746727,72.02970279939473,6.015861101448536,72.14610159955919,0.03321310132741928,0.132404500618577,78.14629669860005,5.999172501266003,78.21286349929869,0.0022697020322084427,0.0988313015550375,1.0,4.364262901246548,6.098971201106906,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
3,0,3,0,,,,,,,,,,,,,,,,,,82.61319769918919,0.0003917999565601349,0.0978728998452425,88.61303199827671,6.031159199774265,88.76286739856005,0.055910300463438034,0.1478973999619484,94.76291219890118,6.01424459926784,94.82952069863677,0.016978800296783447,0.11428939923644066,0.0,1.1649487987160683,,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
4,0,4,0,,,,,,,,,,,,,,,,,,96.02976979874074,0.0004006996750831604,0.09760699979960918,102.0462758988142,6.014192899689078,102.16292629949749,0.028987500816583633,0.13086079992353916,108.1628435999155,6.030842998996377,108.26276889815927,0.03373490087687969,0.13100500032305717,0.0,1.3313416000455618,,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
5,0,5,0,,,,,,,,,,,,,,,,,,109.62967859953642,0.0005569998174905777,0.09670550003647804,115.62963059917092,6.030449399724603,115.79624119959772,0.06439620070159435,0.1637848000973463,121.79632169939578,6.0301576014608145,121.86276809871197,0.032878901809453964,0.13037700206041336,0.0,1.2649517990648746,,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
6,0,6,0,,,,,,,,,,,,,,,,,,123.16299969889224,0.0002417992800474167,0.09919619932770729,129.16281329840422,5.999222099781036,129.295959899202,0.043077100068330765,0.13251709938049316,135.29616479948163,5.999172100797296,135.36280679889023,0.002570800483226776,0.09937580116093159,0.0,2.331282800063491,6.099116800352931,6.099173199385405,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
7,0,7,0,,,,,,,,,,,,,,,,,,137.729552898556,0.0006891004741191864,0.09700320102274418,143.72944239899516,6.030345501378179,143.87938069924712,0.04706690087914467,0.14713980071246624,149.87951499968767,6.013619700446725,149.9461030997336,0.016419801861047745,0.11353760212659836,2.0,10.131553400307894,,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
8,0,8,0,,,,,,,,,,,,,,,,,,160.1127121988684,0.0005417000502347946,0.09692179970443249,166.1128040999174,6.030385399237275,166.26283469982445,0.04688489995896816,0.14705510064959526,172.26270969957113,6.013602700084448,172.32931099832058,0.01612750068306923,0.11336740106344223,2.0,1.1654075011610985,,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
9,0,9,0,,,,,,,,,,,,,,,,,,173.52953169867396,0.000238100066781044,0.0990201011300087,179.52949979901314,5.999198701232672,179.64588629826903,0.014744201675057411,0.11587120033800602,185.64600569941103,6.0157054010778666,185.746092999354,0.018901601433753967,0.11590470187366009,2.0,2.331175599247217,,6.098936701193452,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
10,0,10,0,,,,,,,,,,,,,,,,,,188.11298009939492,0.00023560039699077606,0.09921870008111,194.12947779893875,6.015826201066375,194.26284029893577,0.03743220120668411,0.14920479990541935,200.262637199834,6.0156281013041735,200.32919999957085,0.01855880208313465,0.11560580134391785,1.0,1.0648061987012625,,,9978,Visual,2024-07-01_18h38.57.171,Visual_Condition_v2,2022.2.5,29.9722905145926,
