loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,20.927847961895168,0.0008530998602509499,0.10506050009280443,21.257295600138605,21.524100810056552,22.1071761099156,22.423960799816996,22.707243510289118,23.040474799927324,23.040474799927324,0.004858799744397402,0.10508489981293678,38.05732210027054,15.021767599973828,38.14060499984771,0.005096099805086851,0.10503899957984686,38.60729780001566,space,1.564391900319606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.34067279985175,148.34067279985175,0.031870400067418814,0.13234189990907907,4.0,2.868706800043583,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.25737689994276,151.25737689994276,0.01457139989361167,0.1158892996609211,5.0,3.2354931998997927,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.54071260010824,154.54071260010824,0.01683599967509508,0.11563050001859665,5.0,2.033111599739641,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.60731439990923,156.60731439990923,0.00878889998421073,0.09909450029954314,2.0,2.924818600062281,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.59080770006403,159.59080770006403,0.010105699766427279,0.11555769992992282,6.0,2.639608500059694,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.25724649988115,162.25724649988115,0.008420600090175867,0.09929809998720884,5.0,4.1918028998188674,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.49063430028036,166.49063430028036,0.0016038999892771244,0.09748819982632995,3.0,4.630571200046688,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,171.15741749992594,0.0003559999167919159,0.09882850013673306,177.14044689992443,6.0151301003061235,177.39102640002966,177.39102640002966,0.10655169980600476,0.23225879995152354,6.032084799837321,183.45743170008063,183.45743170008063,183.45743170008063,0.10023809969425201,0.19874010002240539,189.15759690012783,189.35747609985992,6.03222779976204,6.132098599802703,195.35735550010577,12.032109399791807,195.45730700017884,195.45730700017884,0.015366300009191036,0.09873349964618683,up,1.7515114997513592,197.2740083001554,5.050003528594971e-05,0.09775839978829026,203.29069310007617,203.29069310007617,0.00894089974462986,0.11450750008225441,6.0,2.8732978999614716,,,,,,,195.44052960025147,195.44052960025147,6.09850460011512,203.29069310007617,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.19074300024658,206.19074300024658,0.007543900050222874,0.09930989984422922,5.0,3.1926381001248956,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.4241483998485,209.4241483998485,0.006598900072276592,0.09940529987215996,3.0,2.4936224003322423,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.97405970003456,211.97405970003456,0.007996200118213892,0.11437880015000701,5.0,3.5741894003003836,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.59071350004524,215.59071350004524,0.007544999942183495,0.11393760005012155,4.0,2.707375700119883,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.32394789997488,218.32394789997488,0.007178999949246645,0.09795159986242652,4.0,3.225227499846369,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.6077312999405,221.6077312999405,0.008468599990010262,0.11422420013695955,4.0,2.773602500092238,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.40747909992933,224.40747909992933,0.0012443996965885162,0.09797229990363121,2.0,4.997882599942386,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,229.4409587001428,0.0001560002565383911,0.09905710024759173,235.42394090024754,6.015733799897134,235.60715450020507,235.60715450020507,0.053567999973893166,0.1656118999235332,5.999042099807411,241.70757080009207,241.70757080009207,241.70757080009207,0.05438699992373586,0.16598099982365966,247.40736419986933,247.6074196002446,5.999161900021136,6.099068799987435,253.60751010011882,11.999240899924189,253.74072400014848,253.74072400014848,1.9976869225502014e-07,0.09905559988692403,down,0.9398968000896275,254.72403849987313,4.659965634346008e-05,0.09816959965974092,260.7407002002001,260.7407002002001,0.01146129984408617,0.11482299957424402,7.0,2.704328400082886,,,,,,,253.70736230025068,253.70736230025068,6.098848400171846,260.7407002002001,241.60740699991584,241.60740699991584,6.099137399811298,12.09908840013668,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4910098002292,263.4910098002292,0.008531400002539158,0.11398130003362894,2.0,2.9731355998665094,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.4907221002504,266.4907221002504,0.007886200211942196,0.09915140038356185,3.0,2.7589906002394855,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.3075850000605,269.3075850000605,0.00848579965531826,0.11422789981588721,5.0,2.1401356998831034,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.49107880005613,271.49107880005613,0.008475999813526869,0.11438800022006035,6.0,2.5400793999433517,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0572267998941,274.0572267998941,0.0075957998633384705,0.09762579994276166,4.0,1.8914406998082995,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.99063629982993,275.99063629982993,0.006725500337779522,0.0991473002359271,6.0,2.4934530998580158,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.5242583998479,278.5242583998479,0.0013197995722293854,0.09786849981173873,3.0,3.631075999699533,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,282.19095310010016,0.0002752002328634262,0.09821600001305342,288.1907251002267,6.031476099975407,288.407769900281,288.407769900281,0.10107599990442395,0.21471979981288314,6.015015000011772,294.47410449991,294.47410449991,294.47410449991,0.06862609973177314,0.1817071996629238,300.17411829996854,300.37405889993533,6.014815100003034,6.114833899773657,306.3740421002731,12.014796399977058,306.5073631000705,306.5073631000705,0.014902299735695124,0.11473659984767437,up,0.6052597998641431,307.17408030014485,5.179969593882561e-05,0.0979122999124229,313.1911952001974,313.1911952001974,0.025257499888539314,0.11440709978342056,3.0,2.990573300048709,,,,,,,306.45720480009913,306.45720480009913,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.2240172000602,316.2240172000602,0.007182899862527847,0.09825430018827319,4.0,1.8254211000166833,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.0906894998625,318.0906894998625,0.007456599734723568,0.09910900006070733,3.0,3.059334599878639,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.20766759989783,321.20766759989783,0.008432199712842703,0.11421129992231727,3.0,2.639939900022,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.8739944999106,323.8739944999106,0.007141199894249439,0.0985947996377945,4.0,2.6925073000602424,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.60728899994865,326.60728899994865,0.0065366001799702644,0.09931119997054338,5.0,2.1273027998395264,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.7741351998411,328.7741351998411,0.007458900101482868,0.0980659001506865,5.0,1.9914957000873983,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.8075212002732,330.8075212002732,0.0007599997334182262,0.09875879995524883,4.0,4.299525099806488,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,335.1410206002183,0.00013740034773945808,0.09936080034822226,341.1407763999887,5.999276400078088,341.3242746000178,341.3242746000178,0.06836039992049336,0.1829142002388835,6.015949400141835,347.4244114998728,347.4244114998728,347.4244114998728,0.07380759995430708,0.18276420002803206,353.12415659986436,353.32425650022924,6.016161299776286,6.1159648001194,359.3240694999695,12.015978999901563,359.4573897002265,359.4573897002265,0.016126299742609262,0.11593599990010262,down,0.05528229987248778,359.5573928998783,3.6700163036584854e-05,0.0980561999604106,365.5572834000923,365.5572834000923,0.007862700149416924,0.09815159998834133,5.0,4.92483130004257,,,,,,,359.42405210016295,359.42405210016295,6.0994180999696255,365.5572834000923,347.3240359001793,347.3240359001793,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.5240567000583,370.5240567000583,0.007544300053268671,0.09800279978662729,6.0,1.791476100217551,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.3575400998816,372.3575400998816,0.006845499854534864,0.09916350012645125,1.0,2.7267959001474082,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.1238811002113,375.1238811002113,0.006907099857926369,0.09729519998654723,6.0,1.8581892997026443,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0407899999991,377.0407899999991,0.008005099836736917,0.11450179992243648,7.0,4.507556799799204,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.5907515999861,381.5907515999861,0.0079411999322474,0.11369200004264712,5.0,1.7402184000238776,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.3573753000237,383.3573753000237,0.006805500015616417,0.0994168003089726,3.0,2.860335399862379,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.2573104002513,386.2573104002513,0.0018293997272849083,0.09739340003579855,3.0,6.430072799790651,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,392.72400269983336,0.00023589981719851494,0.09822200005874038,398.7240443001501,6.031676199752837,398.90740319993347,398.90740319993347,0.07042869972065091,0.18183019990101457,6.015127399936318,405.0074646002613,405.0074646002613,405.0074646002613,0.0716317999176681,0.18184769991785288,410.70740209985524,410.9075750000775,6.015194799751043,6.115076499991119,416.90736109996215,12.014973899815232,417.040665499866,417.040665499866,0.01511929975822568,0.11492789955809712,up,0.376284200232476,417.47420349996537,6.100023165345192e-05,0.09788969997316599,423.50777020026,423.50777020026,0.026009100023657084,0.13118380028754473,3.0,7.806596599984914,,,,,,,417.00733759999275,417.00733759999275,,,404.90733650000766,404.90733650000766,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.34055279986933,431.34055279986933,0.009155400097370148,0.09926299983635545,6.0,2.2247635000385344,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.60711600026116,433.60711600026116,0.006993700284510851,0.09822050016373396,4.0,1.8589310999959707,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.5073283999227,435.5073283999227,0.006415899842977524,0.09914950001984835,3.0,2.9274359000846744,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.47388850012794,438.47388850012794,0.0065124002285301685,0.09935439983382821,2.0,2.326845900155604,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.84041329985484,440.84041329985484,0.0065553998574614525,0.0991559000685811,7.0,2.0270386999472976,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.9071559999138,442.9071559999138,0.008009399753063917,0.09772309986874461,3.0,1.9908452997915447,,,,,,,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.94053289992735,444.94053289992735,0.0015973998233675957,0.09745200024917722,2.0,3.5970727000385523,,,,,,,,,7394,Moral,2025-02-20_11h45.22.099,MoralCondition_v2,2022.2.5,29.944252802788412,
