loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,0,19,0,,,,,,,,,,,,,,,,,316.28706520050764,0.0006256997585296631,0.09705920144915581,322.2868256997317,6.013508399948478,322.43670880049467,0.0576322004199028,0.146806500852108,6.013718601316214,328.43692230060697,328.50364520028234,0.016353100538253784,0.11359620094299316,0.0,1.7315580993890762,6.097103200852871,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
20,0,20,0,,,,,,,,,,,,,,,,,330.2704646997154,0.0004567001014947891,0.09769460000097752,336.2869051992893,6.01433390006423,336.38672119937837,0.020131999626755714,0.11419160105288029,6.0140915010124445,342.37001379951835,342.48698559962213,0.016833700239658356,0.11440260149538517,0.0,3.731827300041914,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
21,0,21,0,,,,,,,,,,,,,,,,,346.253822600469,0.0005930997431278229,0.0969155989587307,352.2532940004021,6.013389298692346,352.38672399893403,0.02162249945104122,0.13020199909806252,6.030156699940562,358.3867322001606,358.48675750009716,0.03269040025770664,0.13033390045166016,3.0,2.0663606002926826,6.096795599907637,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
22,0,22,0,,,,,,,,,,,,,,,,,360.58671629987657,0.0007434990257024765,0.09692149981856346,366.5866695996374,6.030261900275946,366.736738499254,0.0466569010168314,0.146629199385643,6.013545099645853,372.73669949918985,372.80336869880557,0.016491100192070007,0.1137205995619297,0.0,2.198318200185895,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
23,0,23,0,,,,,,,,,,,,,,,,,375.03670760057867,0.0002474002540111542,0.0991009995341301,381.0532785989344,6.015876999124885,381.27030999958515,0.11420740000903606,0.23258070088922977,5.999160800129175,,387.26999239996076,0.0347886998206377,0.13237350061535835,1.0,1.7318134009838104,,6.099281199276447,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
24,0,24,0,,,,,,,,,,,,,,,,,389.03695870004594,0.00040240027010440826,0.09744130074977875,395.0366952996701,6.0138112008571625,395.15326870046556,0.009954500943422318,0.11418470181524754,6.014079300686717,401.13635629974306,401.23650000058115,0.0004450008273124695,0.09723750129342079,0.0,1.397920100018382,6.097196901217103,6.097363401204348,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
25,0,25,0,,,,,,,,,,,,,,,,,402.6699879001826,0.00021869875490665436,0.09906630031764507,408.6864435002208,6.015602899715304,408.81967340037227,0.051256800070405006,0.14892680011689663,6.015747100114822,414.8198339994997,414.88645149953663,0.018459200859069824,0.11566410027444363,0.0,3.3313301000744104,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
26,0,26,0,,,,,,,,,,,,,,,,,418.25341139920056,0.0005837008357048035,0.09699870087206364,424.26982600055635,6.013847699388862,424.3868578989059,0.029520200565457344,0.1307693999260664,6.030627401545644,430.3863580003381,430.46962640061975,0.015606900677084923,0.11385010182857513,0.0,0.9659451991319656,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
27,0,27,0,,,,,,,,,,,,,,,,,431.4702761992812,0.0001860000193119049,0.09925430081784725,437.4699431993067,5.999320199713111,437.60313590057194,0.03378110006451607,0.13248290121555328,5.999087600037456,443.5861699990928,443.66953979991376,0.0011442005634307861,0.09902080148458481,0.0,3.1989606991410255,6.099195400252938,6.098948299884796,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
28,0,28,0,,,,,,,,,,,,,,,,,446.90322659909725,0.0004711989313364029,0.09748850017786026,452.9195955004543,6.014355398714542,453.0364634990692,0.027573399245738983,0.13107569888234138,6.030801799148321,459.0362724997103,459.13616699911654,0.03150160051882267,0.13082950003445148,0.0,5.266932899132371,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
29,0,29,0,,,,,,,,,,,,,,,,,464.4365289993584,0.0006288010627031326,0.09719440154731274,470.43616040050983,6.030533701181412,470.5695060994476,0.02668890170753002,0.13067330047488213,6.030507002025843,476.56949819996953,476.6527260001749,0.016626302152872086,0.11379850097000599,0.0,1.0648482013493776,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
30,0,30,0,,,,,,,,,,,,,,,,,477.75318440049887,0.0002351999282836914,0.09951210021972656,483.7694895993918,6.015725599601865,483.88614079914987,0.03549710102379322,0.13262579962611198,5.999114699661732,489.886169699952,489.95277519896626,0.0023418013006448746,0.09930420108139515,0.0,1.698139499872923,,6.099167700856924,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
31,0,31,0,,,,,,,,,,,,,,,,,491.68640379980206,0.00041010044515132904,0.09775380045175552,497.70276129990816,6.0143302995711565,497.81929229944944,0.04148159921169281,0.1309565994888544,6.030936300754547,503.81940099969506,503.9193402994424,0.03362920135259628,0.13092080131173134,0.0,4.231580398976803,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
32,0,32,0,,,,,,,,,,,,,,,,,508.18627459928393,0.00041679851710796356,0.09783509932458401,514.1860178001225,6.030840499326587,514.3526671994478,0.05598499998450279,0.16406510025262833,6.0307617001235485,520.3526184000075,520.4192474000156,0.03410179913043976,0.13076799921691418,0.0,1.1643788013607264,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
33,0,33,0,,,,,,,,,,,,,,,,,521.619139900431,0.00015749968588352203,0.09905089996755123,527.6192990988493,5.999249700456858,527.7358617000282,0.018513699993491173,0.11591090075671673,6.015872299671173,533.7358960006386,533.8359228000045,0.018264099955558777,0.11608210019767284,0.0,1.1652041003108025,6.099244300276041,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
34,0,34,0,,,,,,,,,,,,,,,,,535.0362937990576,0.00046849995851516724,0.09729900024831295,541.0524789988995,6.013976000249386,541.1691175997257,0.027079500257968903,0.1306242998689413,6.030595099553466,547.1524985991418,547.2691796999425,0.03300090134143829,0.13072139956057072,0.0,1.2650847993791103,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
35,0,35,0,,,,,,,,,,,,,,,,,548.5694948006421,0.0004705004394054413,0.09750569984316826,554.5525136999786,6.014109501615167,554.8025467004627,0.08841780200600624,0.2307921014726162,6.03067160025239,,560.8024340998381,0.03342580236494541,0.13050640188157558,0.0,0.5983032006770372,6.097246801480651,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
36,0,36,0,,,,,,,,,,,,,,,,,561.4360116999596,0.0003285016864538193,0.09817010164260864,567.4358160998672,6.03147610090673,567.5858367998153,0.0499155018478632,0.14806190133094788,6.014722300693393,573.5857106000185,573.6521755997092,0.017349902540445328,0.11470170132815838,0.0,2.131605600938201,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
37,0,37,0,,,,,,,,,,,,,,,,,575.8193622995168,0.00044270046055316925,0.09726330079138279,581.8357491996139,6.013942800462246,581.9526904989034,0.03045250102877617,0.13085659965872765,6.030551901087165,587.952333400026,588.0522843003273,0.03316500037908554,0.1307252012193203,0.0,3.1648580003529787,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
38,0,38,0,,,,,,,,,,,,,,,,,591.2525749988854,0.00047190114855766296,0.09876180067658424,597.2690197005868,6.015158699825406,597.3855424989015,0.03034050017595291,0.13182620145380497,6.031985301524401,603.3688414990902,603.468903100118,0.017955001443624496,0.1151840016245842,2.0,3.0981338005512953,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
39,0,39,0,,,,,,,,,,,,,,,,,606.6026505995542,0.0006994996219873428,0.09680069983005524,612.6188935004175,6.01341350004077,612.7354620005935,0.03479360044002533,0.13017389923334122,6.030069299042225,618.7355252988636,618.8354334998876,0.0327576007694006,0.13005710020661354,1.0,3.2315269000828266,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
40,0,40,0,,,,,,,,,,,,,,,,,622.1024546995759,0.0005306005477905273,0.09707649983465672,628.1023703999817,6.030576400458813,628.6855906993151,0.3411728013306856,0.5805977005511522,6.013560000807047,,634.3186843004078,0.016222702339291573,0.11378500238060951,0.0,1.3316955007612705,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
41,0,41,0,,,,,,,,,,,,,,,,,635.6856651995331,0.00042689964175224304,0.09776359982788563,641.7021759990603,6.01418349891901,642.3357264995575,0.3828995991498232,0.6475355997681618,6.030806599184871,,647.881612399593,0.01099259965121746,0.09358209930360317,0.0,4.620738001540303,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
42,0,42,0,,,,,,,,,,,,,,,,,652.5519340001047,0.0007047001272439957,0.09684900008141994,658.5520242005587,6.0302772000432014,658.7689648997039,0.08062790147960186,0.21377569995820522,6.01353570073843,,664.768524300307,0.015051500871777534,0.1135668009519577,0.0,3.2328348997980356,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
43,0,43,0,,,,,,,,,,,,,,,,,668.0353383999318,0.00044059939682483673,0.09745979867875576,674.0352621003985,6.030917698517442,674.1689295992255,0.025498999282717705,0.13109619915485382,6.0308465994894505,680.1686153989285,680.2518850993365,0.015145199373364449,0.11406569927930832,1.0,1.8666169997304678,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
44,0,44,0,,,,,,,,,,,,,,,,,682.1519729997963,0.00045789964497089386,0.09743360057473183,688.1685802992433,6.014012899249792,688.2852232996374,0.03404819965362549,0.13080359995365143,6.030796300619841,694.285167299211,694.3684499002993,0.016552500426769257,0.11419779993593693,1.0,2.5649560000747442,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
45,0,45,0,,,,,,,,,,,,,,,,,696.968773599714,0.00023590028285980225,0.09914140030741692,702.9851909000427,6.015575099736452,703.1184084005654,0.046343399211764336,0.14888609945774078,6.0157992001622915,709.1187378000468,709.1849718987942,0.017662299796938896,0.11576840095221996,0.0,1.6654170993715525,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
46,0,46,0,,,,,,,,,,,,,,,,,710.8853200003505,0.00043560005724430084,0.09738959930837154,716.9017342999578,6.014019399881363,717.0350372996181,0.04372650012373924,0.14704860001802444,6.013959599658847,723.0350758992136,723.1016211993992,0.017067300155758858,0.11389370076358318,2.0,2.4646940995007753,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
47,0,47,0,,,,,,,,,,,,,,,,,725.602083299309,0.0005707982927560806,0.09709259867668152,731.6015591993928,6.030216498300433,731.8187816999853,0.1115226000547409,0.21379709988832474,6.0136050991714,,737.8182014003396,0.016363099217414856,0.11358080059289932,0.0,2.398309299722314,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
48,0,48,0,,,,,,,,,,,,,,,,,740.251872299239,0.0005650017410516739,0.0970850009471178,746.2516479995102,6.030660500749946,746.4014865998179,0.055426500737667084,0.1470619011670351,6.0137357003986835,752.4016088992357,752.4681979995221,0.016498401761054993,0.11374270170927048,3.0,2.865099899470806,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
49,0,49,0,,,,,,,,,,,,,,,,,755.3684622999281,0.00041689909994602203,0.09720969945192337,761.3848723005503,6.014066599309444,761.5014091003686,0.03869150020182133,0.13075710088014603,6.030769599601626,767.5015213005245,767.5847219005227,0.016266100108623505,0.1140988003462553,1.0,5.615160200744867,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
50,0,50,0,,,,,,,,,,,,,,,,,773.234771899879,0.0002143997699022293,0.1154859010130167,779.2514549996704,6.015552900731564,779.3679792992771,0.029454899951815605,0.13222100026905537,6.032172800973058,785.3681310005486,785.4515102989972,0.017478300258517265,0.11563920043408871,0.0,1.6989839989691973,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
51,0,51,0,,,,,,,,,,,,,,,,,787.1850719992071,0.0010029003024101257,0.09718630090355873,793.1847109999508,6.030709700658917,793.3347682002932,0.045866699889302254,0.14713980071246624,6.0138036999851465,799.3346996996552,799.4013085998595,0.016257600858807564,0.11374960094690323,0.0,1.9317599013447762,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
52,0,52,0,,,,,,,,,,,,,,,,,801.368340600282,0.0006288997828960419,0.09734290093183517,807.3847008999437,6.013871701434255,807.5012609995902,0.03025060147047043,0.13075240142643452,6.0304554011672735,813.5013113003224,813.6014422997832,0.032915301620960236,0.13040490075945854,0.0,1.2318982016295195,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
53,0,53,0,,,,,,,,,,,,,,,,,814.8682901002467,0.000248100608587265,0.09910590015351772,820.8846108987927,6.015589600428939,821.0345884989947,0.07058450020849705,0.1658610012382269,6.032226299867034,827.0177285000682,827.0847203992307,0.017698802053928375,0.11553440056741238,1.0,15.332206599414349,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
54,0,54,0,,,,,,,,,,,,,,,,,842.4514894001186,0.000489700585603714,0.0971927996724844,848.4678355995566,6.013645600527525,848.5677271001041,0.022779101505875587,0.11386450007557869,6.013640400022268,854.5677786991,854.6843304987997,0.03303280100226402,0.1301399003714323,0.0,2.86500590108335,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
55,0,55,0,,,,,,,,,,,,,,,,,857.5846257992089,0.00022090040147304535,0.09903870150446892,863.6011015996337,6.015706200152636,863.7177440002561,0.033740900456905365,0.13254900090396404,6.032353900372982,869.7008969988674,869.8009398989379,0.01721860095858574,0.11555600166320801,2.0,2.0326815992593765,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
56,0,56,0,,,,,,,,,,,,,,,,,871.8679969999939,0.00023460015654563904,0.09925310127437115,877.8511635996401,6.015871301293373,877.9843665994704,0.013616900891065598,0.11594350077211857,6.015657400712371,883.9843338988721,884.0843090005219,0.018460901454091072,0.11566200107336044,1.0,4.998129699379206,6.098914699628949,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
57,0,57,0,,,,,,,,,,,,,,,,,889.1180060002953,0.0002206992357969284,0.09907419979572296,895.1176101993769,5.999026400968432,895.2507752999663,0.03226970136165619,0.13240070082247257,5.999130800366402,901.2509096004069,901.317490098998,0.002323700115084648,0.09899620153009892,0.0,1.3310592006891966,6.098992500454187,6.098981101065874,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
58,0,58,0,,,,,,,,,,,,,,,,,902.6842467989773,0.0006405003368854523,0.09706629998981953,908.6841771993786,6.0137086994946,908.8006886988878,0.02099420130252838,0.11368800140917301,6.013512101024389,914.7840883992612,914.884405400604,-0.0008127987384796143,0.0971727017313242,2.0,6.398618198931217,6.096825299784541,6.096815699711442,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
59,0,59,0,,,,,,,,,,,,,,,,,921.317790498957,0.0005657002329826355,0.09775490127503872,927.317469900474,6.0310162007808685,927.4506058990955,0.027707500383257866,0.1310408003628254,6.030951401218772,933.4508039001375,933.5506887994707,0.03358520194888115,0.13081840239465237,2.0,6.298268200829625,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
60,0,60,0,,,,,,,,,,,,,,,,,939.8844924997538,0.0004987996071577072,0.09748129919171333,945.8840116988868,6.030777199193835,946.0173397995532,0.035016199573874474,0.13083980046212673,6.030738200992346,952.0173876006156,952.1172835994512,0.03337960131466389,0.13064350001513958,0.0,2.5649941992014647,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
61,0,61,0,,,,,,,,,,,,,,,,,954.7177125997841,0.0005261003971099854,0.0972473006695509,960.7172897998244,6.0305829010903835,960.867468399927,0.0475063007324934,0.14741700142621994,6.013971900567412,966.8672704994678,966.9338249992579,0.016540901735424995,0.11386110074818134,2.0,3.298234099522233,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
62,0,62,0,,,,,,,,,,,,,,,,,970.2672364991158,0.000574599951505661,0.09666270017623901,976.2839084994048,6.013262201100588,976.4508921988308,0.07607320137321949,0.17991030029952526,6.013258101418614,982.450754199177,982.483856799081,0.01619880087673664,0.11317430064082146,0.0,1.2646997012197971,,,6664,Visual,2024-07-08_10h35.09.430,Visual_Condition_v2,2022.2.5,29.942352076933915,
