loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,p_port_7.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,p_port_9.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,participant,session,date,expName,psychopyVersion,frameRate,
38,0,38,0,,,,,,,,,,,,,,,,,,624.1010190001689,0.0005206000059843063,0.09716539969667792,630.1007268000394,6.0137104000896215,6.097128400113434,630.2172872000374,0.019382099620997906,0.11373129999265075,636.2174142999575,6.013716199900955,,636.3173501999117,0.016403899528086185,0.11362889967858791,2.0,1.9315756997093558,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
39,0,39,0,,,,,,,,,,,,,,,,,,638.284454099834,0.00021670013666152954,0.09920360008254647,644.3007494001649,6.015648700296879,,644.4341730000451,0.05019730003550649,0.1492369999177754,650.4340651999228,6.015643599908799,,650.5006043999456,0.01839730003848672,0.11567110009491444,0.0,1.3982556001283228,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
40,0,40,0,,,,,,,,,,,,,,,,,,651.9340689000674,0.0002189003862440586,0.0989340003579855,657.917131499853,6.015254000201821,6.098574100062251,658.0338691999204,0.00899860030040145,0.09870180021971464,664.0340368999168,6.032322600018233,,664.1673413999379,0.034961999859660864,0.13213369995355606,0.0,2.6981464996933937,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
41,0,41,0,,,,,,,,,,,,,,,,,,666.9010605998337,0.0004360000602900982,0.0974665000103414,672.9173693000339,6.0139454999007285,,673.0340216001496,0.031229800079017878,0.13088370021432638,679.0340070999227,6.030770500190556,,679.1339139002375,0.03358059981837869,0.13055499969050288,2.0,2.5647346996702254,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
42,0,42,0,,,,,,,,,,,,,,,,,,681.7341570998542,0.0006472999230027199,0.09719310002401471,687.7506844000891,6.013803299982101,,687.883842700161,0.053984600119292736,0.14711749972775578,693.8839680999517,6.0138137000612915,,693.9505547001027,0.01660689990967512,0.11371809989213943,1.0,4.998323400039226,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
43,0,43,0,,,,,,,,,,,,,,,,,,698.9842087002471,0.0005937996320426464,0.09719639969989657,704.9839556999505,6.030592599883676,,705.13381330017,0.053511399775743484,0.14736009947955608,711.1339492998086,6.013847899623215,,711.2004676000215,0.01666279975324869,0.11376789957284927,0.0,0.9315304001793265,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
44,0,44,0,,,,,,,,,,,,,,,,,,712.1672984999605,0.00021990016102790833,0.09921630006283522,718.1839811000973,6.015725600067526,,718.3840276999399,0.08969329996034503,0.21570280008018017,,6.015681599732488,,724.3838551002555,0.018505000043660402,0.1156981997191906,0.0,0.8647734001278877,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
45,0,45,0,,,,,,,,,,,,,,,,,,725.2841512002051,0.00021479977294802666,0.09906459972262383,731.2839104998857,5.999007599893957,6.0990025997161865,731.5004859999754,0.06605869950726628,0.2158956998027861,,6.015661199577153,,737.5004413002171,0.018565899692475796,0.11569379968568683,0.0,0.7982401000335813,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
46,0,46,0,,,,,,,,,,,,,,,,,,738.3341824002564,0.00022910023108124733,0.09941340005025268,744.3505905000493,6.015961099881679,,744.4672781000845,0.03238449990749359,0.13281570002436638,750.4672706001438,5.999278599862009,6.0992871997877955,750.5337429000065,0.0026014000177383423,0.09938689973205328,2.0,2.5977452998049557,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
47,0,47,0,,,,,,,,,,,,,,,,,,753.167360200081,0.00021559977903962135,0.09907959960401058,759.1838207999244,6.015679799951613,,759.3004419999197,0.029994599521160126,0.13231209991499782,765.3004912999459,6.032311299815774,,765.4004311999306,0.034827299416065216,0.13229319965466857,0.0,1.0650518001057208,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
48,0,48,0,,,,,,,,,,,,,,,,,,766.5005564000458,0.00023559993132948875,0.0991270998492837,772.5004969001748,5.999046300072223,6.0990384998731315,772.6175357000902,0.02285319985821843,0.11595679959282279,778.6171176000498,6.015702900011092,,778.7170371999964,0.018346799537539482,0.11563009954988956,3.0,5.331650199834257,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
49,0,49,0,,,,,,,,,,,,,,,,,,784.0840094001032,0.00023279991000890732,0.0991410999558866,790.1004886999726,6.0158588998019695,,790.2171469000168,0.031396799720823765,0.13241529976949096,796.2171082999557,5.999074399936944,6.098963099997491,796.2836354998872,0.0015429998748004436,0.09908639965578914,0.0,1.0318990000523627,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
50,0,50,0,,,,,,,,,,,,,,,,,,797.3505349000916,0.0006706998683512211,0.09716069977730513,803.3671250999905,6.01366789964959,,803.4837605999783,0.03819079976528883,0.13045459985733032,809.483768899925,6.030322799924761,,809.5669635999948,0.016061699483543634,0.11357639962807298,1.0,1.131940500345081,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
51,0,51,0,,,,,,,,,,,,,,,,,,810.7339500999078,0.0004330999217927456,0.09765679994598031,816.733718500007,6.030870500020683,,816.8838304001838,0.048653800040483475,0.1478470996953547,822.8837089999579,6.014202599879354,,822.9506414998323,0.016968099866062403,0.11440799990668893,0.0,1.4982701996341348,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
52,0,52,0,,,,,,,,,,,,,,,,,,824.4841042999178,0.0005645002238452435,0.0973811000585556,830.500383600127,6.0138582000508904,,830.6503031002358,0.06370669975876808,0.16391099989414215,836.65036949981,6.030468499753624,,836.7169397999533,0.03327819984406233,0.13037479994818568,0.0,7.364807399921119,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
53,0,53,0,,,,,,,,,,,,,,,,,,844.1171622998081,0.00023140013217926025,0.09917040029540658,850.1336834998801,6.015788200311363,,850.2503757998347,0.028740699868649244,0.13261000020429492,856.2503700000234,5.999068600125611,6.099132900126278,856.3169644000009,0.0022788001224398613,0.09918389981612563,0.0,0.9977398999035358,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
54,0,54,0,,,,,,,,,,,,,,,,,,857.350588100031,0.0005139997228980064,0.0973670999519527,863.3669888000004,6.013887699693441,,863.5002772002481,0.05587449995800853,0.1472605997696519,869.5002958998084,6.013904599938542,,869.5668263998814,0.016445799730718136,0.11377319972962141,0.0,0.965108800213784,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
55,0,55,0,,,,,,,,,,,,,,,,,,870.5671486998908,0.00021960027515888214,0.0995022002607584,876.5669423001818,5.999078900087625,6.098920300137252,876.7002277998254,0.037341800052672625,0.1322949999012053,882.683350100182,5.999049299862236,6.098876200150698,882.766831099987,0.0013846997171640396,0.09899909980595112,3.0,2.36523550003767,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
56,0,56,0,,,,,,,,,,,,,,,,,,885.1673264000565,0.0004189000464975834,0.09800600027665496,891.1669628000818,6.031275700312108,,891.3168166000396,0.04565710015594959,0.14784300001338124,897.3168883998878,6.014485999941826,,897.383448400069,0.0164080997928977,0.11444579996168613,3.0,0.9656344996765256,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
57,0,57,0,,,,,,,,,,,,,,,,,,898.3838344998658,0.00023480039089918137,0.09912270028144121,904.3835821999237,5.999142600223422,6.099163600243628,904.5001591001637,0.011522999964654446,0.11581950029358268,910.5002011000179,6.015716900117695,,910.6001050998457,0.018329500220716,0.11565549997612834,0.0,0.9984913999214768,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
58,0,58,0,,,,,,,,,,,,,,,,,,911.6337418002076,0.0002489001490175724,0.09915040014311671,917.6335008000024,5.999047900084406,6.098943499848247,917.7833941001445,0.05184890003874898,0.14901769999414682,923.7834926000796,6.015749599784613,,923.8502270998433,0.018686899915337563,0.11563089955598116,0.0,0.8646510997787118,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
59,0,59,0,,,,,,,,,,,,,,,,,,924.7505350001156,0.00021860003471374512,0.0990548999980092,930.7668000999838,6.0156478001736104,,930.9333398998715,0.07826570002362132,0.182235199958086,936.9336200002581,6.01592669961974,,936.9667695998214,0.018383899703621864,0.11567119974642992,0.0,0.9982674000784755,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
60,0,60,0,,,,,,,,,,,,,,,,,,938.0003149001859,0.0005107000470161438,0.09701210027560592,944.0000498001464,6.030151099897921,,944.133341900073,0.02695759991183877,0.1302073998376727,950.1334365000948,6.030242200009525,,950.2333317999728,0.03290589991956949,0.13041209988296032,2.0,6.86548769986257,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
61,0,61,0,,,,,,,,,,,,,,,,,,957.1334887002595,0.0007535000331699848,0.09677369985729456,963.1335399998352,6.0302631999365985,,963.2666572998278,0.034180200193077326,0.13011700008064508,969.2497848998755,6.029823100194335,,969.3498741001822,0.013945299666374922,0.11316150007769465,1.0,1.800424300134182,6833,Visual,2025-02-11_11h13.54.851,Visual_Condition_v2,2022.2.5,30.001524103000058,
