loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,p_port_7.started,cross.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
23,0,23,0,,,,,,,,,,,,,,,,,377.1012907999102,0.0002255002036690712,0.13277610018849373,5.999260200187564,383.1343006999232,383.2344196999911,0.025681900093331933,0.1660454000812024,5.999241899931803,389.2508429000154,389.31763900001533,0.01836310001090169,0.14924669987522066,0.0,1.3321106999646872,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
24,0,24,0,,,,,,,,,,,,,,,,,390.68456669989973,0.0006468999199569225,0.130372199928388,6.030311799841002,396.7177391999867,396.817584999837,0.03666039975360036,0.16362779983319342,6.0303446997422725,402.85100859985687,402.9175719998311,0.03308919980190694,0.16381589975208044,3.0,5.264983499888331,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
25,0,25,0,,,,,,,,,,,,,,,,,408.2178543000482,0.00023999996483325958,0.13251819997094572,5.999134300043806,414.25094419997185,414.3675611000508,0.04551019985228777,0.18262009997852147,6.015740500064567,420.40101789985783,420.43415139988065,0.018558399751782417,0.14906009985134006,3.0,3.098213299876079,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
26,0,26,0,,,,,,,,,,,,,,,,,423.5679458999075,0.0002359000500291586,0.13240020000375807,5.9990050999913365,429.6009592998307,429.7174759998452,0.05087769986130297,0.18249939987435937,6.0156886000186205,435.7509582999628,435.7842820000369,0.018286299891769886,0.14908829983323812,0.0,1.4649374999571592,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
27,0,27,0,,,,,,,,,,,,,,,,,437.2843046998605,0.00022120005451142788,0.13250380009412766,5.9991318001411855,443.3176213998813,443.43412610003725,0.053079099860042334,0.18250699993222952,6.015852199867368,449.46762649994344,449.50080579984933,0.01852999976836145,0.1491097998805344,0.0,1.2980839000083506,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
28,0,28,0,,,,,,,,,,,,,,,,,450.834360799985,0.0004517999477684498,0.1308134999126196,6.030733400024474,456.86760719981976,457.00073569989763,0.07622089982032776,0.19732179981656373,6.030647199833766,463.03426659991965,463.0675321999006,0.03345999983139336,0.16389139974489808,0.0,2.464824700029567,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
29,0,29,0,,,,,,,,,,,,,,,,,465.56762909982353,0.0005419000517576933,0.1300947000272572,6.029999500140548,471.6009410000406,471.7675125999376,0.09820510004647076,0.23000349989160895,6.029975400073454,,477.80080259987153,0.03251709998585284,0.1632768998388201,0.0,3.4317975000012666,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
30,0,30,0,,,,,,,,,,,,,,,,,481.26784550002776,0.00021870015189051628,0.1323067001067102,6.015741100069135,487.28420059988275,487.40073049999774,0.0401484000030905,0.16589529998600483,5.999087899923325,493.417515499983,493.50088409986347,0.03512889984995127,0.16570129990577698,0.0,1.798253000015393,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
31,0,31,0,,,,,,,,,,,,,,,,,495.3343690999318,0.00024099997244775295,0.11559259984642267,6.015869499882683,501.35087860003114,501.46746920002624,0.028087199898436666,0.16595919989049435,5.999131399905309,507.5008596999105,507.56753719993867,0.03509579971432686,0.16569649963639677,0.0,3.5648683002218604,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
32,0,32,0,,,,,,,,,,,,,,,,,511.1677077000495,0.0004384999629110098,0.1306246998719871,6.030624399892986,517.2008434999734,517.3174403000157,0.05078059993684292,0.18058899999596179,6.013901199912652,523.3508285998832,523.3841641999315,0.016631299862638116,0.14721349976025522,0.0,1.831605999963358,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
33,0,33,0,,,,,,,,,,,,,,,,,525.2511221999303,0.0006339999381452799,0.1305228997953236,6.030354099813849,531.2842371000443,531.4507540999912,0.102738699875772,0.23033689986914396,6.0305264997296035,,537.4840777998324,0.03325989958830178,0.16363289975561202,2.0,3.231393000110984,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
34,0,34,0,,,,,,,,,,,,,,,,,540.7510936998297,0.00021600001491606236,0.11562509997747838,5.999175800010562,546.7841260998975,547.2175149999093,0.22239659982733428,0.4993698999751359,6.01215529977344,,552.9468699998688,0.013287499779835343,0.11570519977249205,0.0,2.03685829997994,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
35,0,35,0,,,,,,,,,,,,,,,,,555.0342288999818,0.0005449999589473009,0.1300794999115169,6.029977199854329,561.0675019999035,561.1841047999915,0.05193019984290004,0.1799871998373419,6.013293599942699,567.2174354000017,567.2506713999901,0.016131799668073654,0.14658499974757433,3.0,2.864944100147113,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
36,0,36,0,,,,,,,,,,,,,,,,,570.1508781998418,0.0006275000050663948,0.13150970009155571,6.031442899955437,576.1840878999792,576.3006533000153,0.0579925999045372,0.18145719985477626,6.014798899879679,582.3340994999744,582.3672362999059,0.017467999830842018,0.14794469974003732,2.0,2.1649189998861402,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
37,0,37,0,,,,,,,,,,,,,,,,,584.5676555000246,0.0004618000239133835,0.13073910004459321,6.01415599999018,590.5840330999345,590.7006045999005,0.03642329992726445,0.1640053999144584,6.030666199978441,596.734053999884,596.8005760000087,0.03350469982251525,0.1639868998900056,2.0,4.831534500000998,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
38,0,38,0,,,,,,,,,,,,,,,,,601.6673057000153,0.00033599999733269215,0.13181960000656545,6.031830199994147,607.7007102998905,607.9005334998947,0.1320416999515146,0.26515999995172024,6.031715199816972,,613.9005292998627,0.03440309967845678,0.1650758998002857,0.0,1.6314038999844342,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
39,0,39,0,,,,,,,,,,,,,,,,,615.5672879999038,0.0004553000908344984,0.130765900015831,6.014046200085431,621.5839531000238,621.700592600042,0.030177899869158864,0.1640482998918742,6.030728799989447,627.7339198999107,627.8004517999943,0.03330459981225431,0.16399549995549023,4.0,2.431695699924603,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
40,0,40,0,,,,,,,,,,,,,,,,,630.2672888999805,0.00041550002060830593,0.13088149996474385,6.030820999993011,636.3007636000402,636.400571799837,0.034681599820032716,0.16414899984374642,6.030789599753916,642.4339099000208,642.5005695000291,0.033158299745991826,0.16413339972496033,0.0,2.9985267999581993,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
41,0,41,0,,,,,,,,,,,,,,,,,645.5339545998722,0.0004501000512391329,0.13073149998672307,6.03085820004344,651.5672283000313,651.6672312000301,0.03403949993662536,0.1642613997682929,6.030846499837935,657.700491799973,657.7504783999175,0.01516199973411858,0.1474683997221291,0.0,4.099995900178328,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
42,0,42,0,,,,,,,,,,,,,,,,,661.8840733999386,0.0006254999898374081,0.1305941001046449,6.0138562000356615,667.900482899975,668.0170815999154,0.029265800025314093,0.16387269995175302,6.030599199933931,674.0504757999443,674.1004258999601,0.016592599917203188,0.14718179986812174,3.0,3.898376500001177,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
43,0,43,0,,,,,,,,,,,,,,,,,678.0340912998654,0.0002649999223649502,0.1326019000262022,5.999124699970707,684.0337039998267,684.1503073000349,0.020696999970823526,0.14934589993208647,6.015892299823463,690.183776000049,690.2503533000126,0.018622899893671274,0.14910299982875586,2.0,4.431429400108755,6.099305199924856,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
44,0,44,0,,,,,,,,,,,,,,,,,694.7173962998204,0.0005278000608086586,0.13039429998025298,6.01367330015637,700.733781900024,700.8504649999086,0.029260100098326802,0.16363910003565252,6.030373899964616,706.8837238999549,706.9504027999938,0.033031499944627285,0.16357809980399907,0.0,3.098117999965325,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
45,0,45,0,,,,,,,,,,,,,,,,,710.0839948998764,0.00022169994190335274,0.1323736000340432,6.015699099982157,716.1003823999781,716.3504842999391,0.12077449983917177,0.2992640999145806,6.032178999856114,,722.3170477999374,0.035231499932706356,0.1657826998271048,0.0,12.79793840018101,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
46,0,46,0,,,,,,,,,,,,,,,,,735.1506537999958,0.0006138000171631575,0.13079519988968968,6.030886499909684,741.1836925998796,741.6671670000069,0.25315339979715645,0.5474737999029458,6.030864699976519,,747.3632230998483,0.029740499798208475,0.12691909982822835,1.0,3.4019319999497384,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
47,0,47,0,,,,,,,,,,,,,,,,,750.8172416999005,0.0006278001237660646,0.13047880004160106,6.013705300167203,756.83362449985,756.9502607998438,0.0268588000908494,0.16370770009234548,6.030389700084925,762.9837416999508,763.0502873999067,0.03304369980469346,0.16365899983793497,0.0,22.098287499975413,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
48,0,48,0,,,,,,,,,,,,,,,,,785.1838928998914,0.0004968000575900078,0.13068930013105273,6.013954000081867,791.2002170998603,791.3168094998691,0.03413909999653697,0.16396389994770288,6.030616599833593,797.3501917000394,797.4168149998877,0.03341869986616075,0.1638390999287367,1.0,4.998022200074047,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
49,0,49,0,,,,,,,,,,,,,,,,,802.4501836998388,0.000633500050753355,0.13069220003671944,6.013867900008336,808.4668604999315,808.6000754998531,0.056824199855327606,0.18051109975203872,6.013749199919403,814.6335237999447,814.6667263999116,0.016687499824911356,0.1471577996853739,0.0,1.3979352999012917,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
50,0,50,0,,,,,,,,,,,,,,,,,816.100154899992,0.0003499998711049557,0.1314802998676896,6.01480340003036,822.1169720999897,822.233324599918,0.03849759977310896,0.16478679981082678,6.031456599710509,828.266806300031,828.3333986999933,0.03418499976396561,0.16480529983527958,0.0,1.4315836001187563,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
51,0,51,0,,,,,,,,,,,,,,,,,829.8004601998255,0.0004279001150280237,0.131135200150311,6.014398100087419,835.8167732998263,835.9333955999464,0.03191859996877611,0.16429269989021122,6.031057799933478,841.9667886998504,842.0333130999934,0.034057899843901396,0.16441639978438616,1.0,1.497921200003475,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
52,0,52,0,,,,,,,,,,,,,,,,,843.566979700001,0.0006285998970270157,0.1305575999431312,6.030440700007603,849.5832872998435,849.6999629000202,0.0313548999838531,0.16392909991554916,6.030633699847385,855.7333867999259,855.8001593998633,0.0330801997333765,0.16381389973685145,1.0,2.8650911999866366,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
53,0,53,0,,,,,,,,,,,,,,,,,858.7002357000019,0.00021919980645179749,0.1324573999736458,5.99906129995361,864.7334435998928,864.8499335998204,0.05412679980508983,0.18250149977393448,6.0157580997329205,870.8834356998559,870.9165978999808,0.018678799737244844,0.14901279960758984,3.0,3.09793210006319,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
54,0,54,0,,,,,,,,,,,,,,,,,874.0502575999126,0.0006254999898374081,0.11406669998541474,6.014101799810305,880.0666581999976,880.1831875999924,0.03835379984229803,0.16411229968070984,6.030681899748743,886.2166601000354,886.283417099854,0.03330879961140454,0.1639887997880578,0.0,1.5984298000112176,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
55,0,55,0,,,,,,,,,,,,,,,,,887.916702499846,0.0006881998851895332,0.13085839990526438,6.014108000090346,893.933313400019,894.0498686998617,0.029242599848657846,0.1639193999581039,6.030765799805522,900.0835297999438,900.1499787999783,0.03321899985894561,0.16429779981262982,1.0,3.2320383999031037,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
56,0,56,0,,,,,,,,,,,,,,,,,903.416870099958,0.00023610005155205727,0.13268700009211898,5.999092800077051,909.4499279998709,909.549838299863,0.03522649989463389,0.1657749000005424,5.999096299987286,915.5832561999559,915.649853099836,0.035181099781766534,0.1656120999250561,4.0,1.8981721999589354,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
57,0,57,0,,,,,,,,,,,,,,,,,917.5832276998553,0.00041060009971261024,0.13130470016039908,6.014547800179571,923.5998996000271,923.8165976998862,0.11285079992376268,0.2645409000106156,6.031191299902275,,929.8164804000407,0.03241929993964732,0.16450929990969598,4.0,4.033245400059968,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
58,0,58,0,,,,,,,,,,,,,,,,,933.8834861000068,0.00021840003319084644,0.13252610014751554,5.999005299992859,939.8830401999876,940.049802799942,0.06536590005271137,0.19901370001025498,6.0323906999547035,946.0831652998459,946.1165293999948,0.03544829995371401,0.16570439981296659,1.0,2.564516699872911,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
59,0,59,0,,,,,,,,,,,,,,,,,948.7167577999644,0.00048779998905956745,0.13076870003715158,6.0139351999387145,954.7331099999137,954.8497496000491,0.0423443999607116,0.16394330002367496,6.030698899878189,960.8830957999453,960.9497209999245,0.03319469979032874,0.16383059974759817,2.0,2.898407300002873,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
60,0,60,0,,,,,,,,,,,,,,,,,963.883098699851,0.000580300111323595,0.13026740006171167,6.013696500100195,969.8997416999191,970.0497148998547,0.059296200051903725,0.19686560006812215,6.030194699997082,976.0831456000451,976.1162914000452,0.03195779980160296,0.16362039977684617,0.0,3.5990265000145882,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
61,0,61,0,,,,,,,,,,,,,,,,,979.7496902998537,0.000636399956420064,0.130515499971807,6.013841200154275,985.7663876998704,985.8829538999125,0.03692149999551475,0.1638344000093639,6.03046579984948,991.9163332998287,991.9829881999176,0.03302119974978268,0.1640944997780025,4.0,2.231534800026566,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
62,0,62,0,,,,,,,,,,,,,,,,,994.2499893999193,0.0003301999531686306,0.1310346000827849,6.03094909992069,1000.2829165000003,1000.3996061000507,0.04766129981726408,0.18107699998654425,6.014083699788898,1006.4330032998696,1006.466374799842,0.017015199875459075,0.14761499990709126,0.0,2.89823090005666,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
63,0,63,0,,,,,,,,,,,,,,,,,1009.3997149998322,0.0004592000041157007,0.130632100161165,6.01399840018712,1015.4163235998712,1015.5162512999959,0.02337850001640618,0.1472708999644965,6.013814900070429,1021.5495786999818,1021.616411899915,0.01648089988157153,0.14707349985837936,3.0,2.465018799994141,,666,Visual,2024-09-19_16h08.45.938,Visual_Condition_v2,2022.2.5,59.921000082102864,
