Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_3.stopped,Roll_liquid_taste.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_14.stopped,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1732.6087023001164,0.031468299916014075,0.13054689997807145,1738.6086732000113,6.030799799831584,1738.6919712000526,1738.6919712000526,0.01393439993262291,0.11388119985349476,space,4.034043399849907,1742.775285199983,1742.775285199983,5.689985118806362e-05,0.09823789983056486,num_9,1.158617699984461,1743.975316170021,0.0020981000270694494,0.09808159992098808,1744.2919218000025,1744.7753202699823,1745.0919749999885,1745.5586004700745,1745.9586069001816,1753.9586175000295,1753.9585934701608,0.014918100088834763,0.11481750011444092,1754.9584825001657,1755.9586369001772,1756.1586619999725,1756.658597000176,10.014647600008175,1764.0750933000818,-5.8999983593821526e-05,1764.0750933000818,0.09808089979924262,4.0,1.1658131000585854,1765.2751593999565,0.0033004998695105314,0.09735399996861815,1771.2583360001445,1771.4752065701177,6.2307924998458475,6.330794800072908,1772.4920554000419,1791.4751190700335,1791.4750894999597,26.23074709996581,26.330695200012997,1792.4917614001315,1794.4750810000114,1794.4750810000114,-0.00025729998014867306,0.0973431000020355,1824.4749438001309,30.03057499998249,1745.8585855001584,1753.9586175000295,10.09790650010109,,,,,,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1824.6083817000035,0.03128499980084598,0.1305412999354303,1830.6080965001602,6.013820899883285,1830.6915875000414,1830.6915875000414,0.013888699933886528,0.11385829979553819,space,1.8984567997977138,1832.6249055999797,1832.6249055999797,3.3400021493434906e-05,0.09803440002724528,num_9,1.8363947998732328,1834.5083281701664,0.002071700058877468,0.09791700006462634,1834.8082495999988,1835.2914693701314,1835.6081489000935,1836.1082777701085,1836.4915724000894,1844.5081951001193,1844.5082773700124,0.0012441999278962612,0.0979124999139458,,1846.5082253001165,1846.708207000047,1847.2081562001258,10.031176100019366,1854.6247642000671,0.016772300004959106,1854.6247642000671,0.11469700001180172,2.0,1.6319687000941485,1856.2915723000187,0.0026555999647825956,0.09763099998235703,1862.2914496001322,1862.474732670118,6.214259000029415,6.314256299985573,1863.4913834000472,1882.4746928700479,1882.4746901001781,26.214199099922553,26.314230900024995,1883.4913522000425,1885.4914657000918,1885.4914657000918,7.6299998909235e-05,0.09751070011407137,1915.5078686999623,30.01410529995337,1836.4082402000204,1844.5081951001193,,,,,,,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1915.6081056999974,0.014716099947690964,0.11402509990148246,1921.6077642000746,6.014130299910903,1921.7079064999707,1921.7079064999707,0.013905599946156144,0.11402019974775612,space,3.034250799799338,1924.7912161999848,1924.7912161999848,4.5999884605407715e-05,0.09773019980639219,num_9,1.7748368999455124,1926.6245234700618,0.002171100117266178,0.0980130999814719,1926.9411210999824,1927.407761370181,1927.7077117001172,1928.20776647015,1928.607864000136,1936.607773900032,1936.6077959701652,0.01482370006851852,0.11495320009998977,,1938.6078554000705,1938.8244555001147,1939.3076494000852,10.014671599958092,1946.724423600128,0.0011107998434454203,1946.724423600128,0.09823759994469583,6.0,0.9980422998778522,1947.7578804001678,0.0017818000633269548,0.0989705000538379,1953.7409984001424,1953.941043370054,6.215844499878585,6.3158243000507355,1954.9577028001659,1973.9410045699915,1973.940967200091,26.215730600059032,26.315717699937522,1974.9574985001236,1976.9409974999726,1976.9409974999726,0.015803599962964654,0.11570319999009371,2006.957523799967,29.999160700012,1928.507725900039,1936.607773900032,10.09795490000397,,,,,,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0741644999944,0.015865299850702286,0.11567789991386235,2037.074212500127,30.01568860001862,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2037.174073500093,0.016747599933296442,0.11543089989572763,2043.1906558000483,6.032084899721667,2043.2906802000944,2043.2906802000944,0.03223269968293607,0.13206549966707826,space,2.7554820999503136,2046.0906708000693,2046.0906708000693,3.600004129111767e-05,0.09796989988535643,num_9,1.931356200017035,2048.074123669998,0.002334199845790863,0.09787699999287724,2048.390689500142,2048.8571551701752,2049.157191300066,2049.6740337699885,2050.07399840001,2058.0739562001545,2058.073962270166,0.0008673998527228832,0.09782040002755821,2059.090643200092,2060.0906301001087,2060.257307900116,2060.7739358001854,10.030961999902502,2068.1904445001855,0.01598009979352355,2068.1904445001855,0.11422359989956021,5.0,2.199638399994001,2070.4242943001445,0.0016501001082360744,0.0991323001217097,2076.4238873999566,2076.607232170063,6.215681900037453,6.315701700048521,,2096.6073268699693,2096.607157200109,26.21563160000369,26.31562660005875,,2099.6237815001514,2099.6237815001514,0.001389400102198124,0.09892769996076822,2129.6403799001127,30.015414700144902,2049.990641700104,2058.0739562001545,,,,,,,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2129.7404575999826,0.016089400043711066,0.11561209987848997,2135.756939700106,6.03203390003182,2135.8569702999666,2135.8569702999666,0.03218289976939559,0.13208209979347885,space,2.5089196998160332,2138.4237555,2138.4237555,6.079999729990959e-05,0.09812380000948906,num_9,1.550208699889481,2140.023777870112,0.0023745999205857515,0.09784980001859367,2140.340283600148,2140.8068305699853,,2141.6068146700272,2142.006996500073,2150.007029999979,2150.006952470052,0.014575599925592542,0.11435749987140298,2151.023806600133,2152.006869700039,2152.190065300092,2152.690319900168,10.031094499863684,2160.156799199991,0.03392209974117577,2160.156799199991,0.1309218998067081,3.0,1.631396499928087,2161.823800200131,0.002624700078740716,0.09791809995658696,2167.8234020001255,2168.006586370175,6.214182500028983,6.314284699968994,2169.006641900167,2188.023688170011,2188.0236206001136,26.23134379996918,26.331249800045043,2189.0234412001446,2191.0233756001107,2191.0233756001107,0.00045030005276203156,0.09780400013551116,2221.0399647001177,30.01434690016322,,2150.007029999979,,,,,,,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2221.1399737000465,0.014815700007602572,0.11430029990151525,2227.13992350013,6.014340500114486,2227.239919600077,2227.239919600077,0.014383699977770448,0.11427100002765656,space,3.2296348998788744,2230.506686500041,2230.506686500041,1.9300030544400215e-05,0.09896779991686344,num_9,1.6832162998616695,2232.2400527700083,0.001347899902611971,0.09864520002156496,2232.5399547000416,2233.0398564700736,2233.3397965000477,2233.8231628701324,2234.223207900068,2242.239837600151,2242.239859170164,0.0019108999986201525,0.09868569998070598,2243.2397614000365,2244.239813900087,2244.439836600097,2244.939835899975,10.031822300050408,2252.3563501001336,0.01736459997482598,2252.3563501001336,0.11505389981903136,4.0,2.532044699881226,2254.92337510013,0.0026718999724835157,0.09772910014726222,2260.923122700071,2261.1062559700804,6.231008300092071,6.330947800073773,2262.123079900164,2281.1066522701876,2281.106566600036,26.214512299979106,26.314257000107318,2282.1232785000466,2284.106293400051,2284.106293400051,0.014280500123277307,0.11422740016132593,2314.1062052999623,30.014120400184765,2234.139844200108,2242.239837600151,,,,,,,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2314.2395687000826,0.014710000017657876,0.11411980004049838,2320.2562214999925,6.03072590008378,2320.3395144001115,2320.3395144001115,0.014062199974432588,0.11406209995038807,space,3.0100121998693794,2323.3895703000017,2323.3895703000017,5.140015855431557e-05,0.09803740005008876,num_9,1.895702200010419,2325.3227747700876,0.0014437998179346323,0.09847199986688793,2325.6229471999686,2326.106091270107,2326.4228538000025,2326.90615677007,2327.322837300133,2335.32281589997,2335.3227846700465,0.00209319987334311,0.09847399988211691,2336.322783499956,2337.3227870999835,2337.522809599992,2338.0227652001195,10.014939999906346,2345.439390500076,0.01792259979993105,2345.439390500076,0.114965999731794,6.0,1.4980174999218434,2346.9727513000835,0.002481600036844611,0.09816470020450652,2352.955997799989,2353.1559679700295,6.231560000218451,6.331473800120875,2354.172700900119,2373.1726131701143,2373.172620699974,26.231421600095928,26.331447900040075,2374.1725171001162,2376.172544900095,2376.172544900095,0.0006843002047389746,0.09803650015965104,2406.172527000075,30.03132090019062,2327.222829000093,2335.32281589997,,,,,,,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2406.3058468000963,0.03198770014569163,0.1312857000157237,2412.3224455001764,6.0143467001616955,2412.3891599001363,2412.3891599001363,0.01449429988861084,0.11459419992752373,space,3.6083157998509705,2416.039098400157,2416.039098400157,3.66999302059412e-05,0.09803620004095137,num_9,1.4622706999070942,2417.539142170106,0.002042599953711033,0.09806489991024137,2417.839101300109,2418.3223880700534,2418.622401200002,2419.1224534701323,2419.5224155001342,2427.5390871001873,2427.539075370063,0.0012866000179201365,0.09796349983662367,2428.538970900001,2429.5557149001397,2429.7223799000494,2430.2223871999886,10.014466099906713,2437.6388431000523,0.0006442999001592398,2437.6388431000523,0.09781599976122379,2.0,1.6981180999428034,2439.3724466999993,0.0023348000831902027,0.09799059992656112,2445.372316500172,2445.572168870014,6.214449499966577,6.297881300095469,2446.5722776001785,2465.555592269986,2465.5557206000667,26.214757400099188,26.314518500119448,2466.572183200158,2468.5723055000417,2468.5723055000417,0.0007082000374794006,0.09806920005939901,2498.572088900022,30.031071700155735,2419.4227899999823,2427.5390871001873,10.097825799835846,,,,,,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2498.7054858000483,0.03161039995029569,0.13123759999871254,2528.7219702999573,30.01428860006854,,,6569,Gustatory,2024-08-10_09h20.25.688,Gustatory_Condition_v2,2022.2.5,29.971158768075846,
