loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.2883358001709,283.2883358001709,0.007309200242161751,0.09777520038187504,2.0,1.924685999751091,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.254850698635,285.254850698635,0.006840400397777557,0.09912220016121864,5.0,3.859943300485611,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.1551839001477,289.1551839001477,0.00703280046582222,0.09869029931724072,2.0,3.09286480024457,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.3050180990249,292.3050180990249,0.011275500059127808,0.11486909911036491,5.0,4.60451359860599,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.95503029972315,296.95503029972315,0.008014300838112831,0.11426660045981407,2.0,3.4755288008600473,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.47176989912987,300.47176989912987,0.010579898953437805,0.11410969868302345,2.0,2.8710914999246597,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.3714113999158,303.3714113999158,0.0015149004757404327,0.09751800075173378,4.0,6.0977274011820555,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,309.5049555990845,0.000408099964261055,0.11395210027694702,315.50485009886324,6.03068189881742,315.7049986999482,315.7049986999482,0.0835547000169754,0.19720610044896603,6.030460899695754,321.8049582988024,321.8049582988024,321.8049582988024,0.09399810060858727,0.19764629937708378,327.5048497989774,327.70487440004945,6.030707500874996,6.130665000528097,333.7048002984375,12.030645800754428,333.8047313988209,333.8047313988209,0.013966299593448639,0.09729159995913506,up,1.1978518012911081,335.03830449841917,3.7299469113349915e-05,0.09776389971375465,,341.0548597984016,341.0548597984016,0.024323899298906326,0.1145102009177208,6.0,3.2915375996381044,,,,,,,333.78805739991367,333.78805739991367,321.7048671990633,321.7048671990633,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.38818020001054,344.38818020001054,0.006209800019860268,0.09884880110621452,2.0,2.727292399853468,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.1548097990453,347.1548097990453,0.007148599252104759,0.09941549971699715,2.0,2.0930659007281065,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.28816219978034,349.28816219978034,0.0073306988924741745,0.09837699867784977,2.0,1.7254817988723516,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.05482769943774,351.05482769943774,0.006536500528454781,0.09900069981813431,3.0,5.693597199395299,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.7880856990814,356.7880856990814,0.006858699023723602,0.09906020015478134,2.0,2.3598398994654417,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.2050824984908,359.2050824984908,0.007732599973678589,0.11430259980261326,2.0,1.9742461014539003,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.2049850989133,361.2049850989133,0.001225098967552185,0.09785260073840618,6.0,11.965132700279355,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,373.204743899405,0.00024930015206336975,0.09867670014500618,379.20480299927294,6.032055001705885,379.4048763997853,379.4048763997853,0.09524910151958466,0.19883610121905804,6.032047402113676,385.5049058999866,385.5049058999866,385.5049058999866,0.09197690151631832,0.1989505011588335,391.2048182990402,391.37147389911115,6.032071702182293,6.132007300853729,397.3715945985168,12.03213670104742,397.538176799193,397.538176799193,0.032300302758812904,0.1319751013070345,down,2.9048261009156704,400.4883841983974,4.879944026470184e-05,0.09878679923713207,406.5049308985472,406.5049308985472,406.5049308985472,0.009136300534009933,0.11486710049211979,5.0,4.7732801996171474,,,,,,,397.5048952996731,397.5048952996731,385.4048466999084,385.4048466999084,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.3048301991075,411.3048301991075,0.007639700546860695,0.0978998001664877,2.0,2.3912477996200323,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.7384814992547,413.7384814992547,0.006914198398590088,0.09841709956526756,5.0,4.459139600396156,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.2379345986992,418.2379345986992,0.00720059871673584,0.09815899841487408,5.0,3.6919614002108574,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.9714430999011,421.9714430999011,0.0065427012741565704,0.09924090094864368,4.0,3.7603907007724047,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.77132879942656,425.77132879942656,0.007598999887704849,0.09824950061738491,5.0,6.291428999975324,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.12167959846556,432.12167959846556,0.00826209969818592,0.11482639983296394,5.0,3.3739742003381252,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.52165469899774,435.52165469899774,0.0017261002212762833,0.0974786002188921,4.0,9.563758300617337,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,445.12160589918494,0.0001379009336233139,0.09924800135195255,451.1045418996364,6.015588501468301,451.32153719849885,451.32153719849885,0.08804670162498951,0.19909430108964443,5.999088600277901,457.3882369995117,457.3882369995117,457.3882369995117,0.05457230098545551,0.16601570136845112,463.08800449967384,463.2880697995424,5.999187801033258,6.099135400727391,469.28824219852686,11.999359801411629,469.42136889882386,469.42136889882386,0.00014310143887996674,0.09904800169169903,up,1.1569701004773378,470.62144039943814,4.909932613372803e-05,0.09825580008327961,,476.63821749947965,476.63821749947965,0.024940699338912964,0.11439070105552673,2.0,2.59059919975698,,,,,,,469.38813979923725,469.38813979923725,457.3882369995117,457.3882369995117,6.099178800359368,12.099296901375055,6.098959401249886,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.27117409929633,479.27117409929633,0.007128799334168434,0.09919049963355064,2.0,1.7266683001071215,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.03793579898775,481.03793579898775,0.009108999744057655,0.09751079976558685,2.0,1.2224372997879982,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.32178539969027,482.32178539969027,0.007652999833226204,0.11389390006661415,4.0,2.807397900149226,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.15447339974344,485.15447339974344,0.006535399705171585,0.09891629964113235,2.0,2.993419699370861,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.1882101986557,488.1882101986557,0.007665999233722687,0.09934449940919876,2.0,1.859375299885869,,,,,,,,,,,,,,6466,Moral,2024-07-03_09h26.51.931,MoralCondition_v2,2022.2.5,30.0036034217876,
