loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,player_image_intro.stopped,player_name_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.3376658000052,147.3376658000052,0.009002899983897805,0.11421789997257292,5.0,3.272800700040534,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.63770870002918,150.63770870002918,0.007343599805608392,0.098035299917683,2.0,1.8585437999572605,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5377493998967,152.5377493998967,0.006643099943175912,0.09920339984819293,2.0,1.0604203001130372,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.65475620003417,153.65475620003417,0.008279900066554546,0.11439920007251203,2.0,0.940647599985823,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.62090929993428,154.62090929993428,0.008013100130483508,0.09804429998621345,6.0,2.2908652001060545,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.95423029991798,156.95423029991798,0.00753689999692142,0.09806820005178452,2.0,3.9247119000647217,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.92091259988956,160.92091259988956,0.0015342999249696732,0.09748920006677508,6.0,3.064089700113982,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,164.0213973999489,0.0001426998060196638,0.09928079997189343,170.03770280000754,6.015772899845615,170.2543593000155,170.2543593000155,0.1147703998722136,0.23246889980509877,5.9991592997685075,176.32097060000524,176.32097060000524,176.32097060000524,0.09457829967141151,0.1993329997640103,182.0209867998492,182.18783519999124,5.999340399634093,6.098914299625903,188.18793549994007,11.999431099742651,188.3209993999917,188.3209993999917,188.3209993999917,188.3209993999917,7.629953324794769e-05,0.09907929971814156,down,0.8610203000716865,189.2006381000392,2.0300038158893585e-05,0.10120690008625388,195.20416239998303,195.20416239998303,195.20416239998303,0.017691100016236305,0.11791939986869693,4.0,2.1227031000889838,,,,,,,,6.099179099779576,12.099144499748945,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.38780190004036,197.38780190004036,0.00872349995188415,0.11442869994789362,2.0,2.506705400068313,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.93787699984387,199.93787699984387,0.00858439994044602,0.11404730007052422,2.0,1.406523099867627,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.37097459984943,201.37097459984943,0.006889899959787726,0.09917549998499453,3.0,2.359905500197783,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.7877568998374,203.7877568998374,0.00810580002143979,0.11429860000498593,5.0,2.4739659999031574,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.30447370000184,206.30447370000184,0.008526699850335717,0.1146469998639077,5.0,1.0068848000373691,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.33745029987767,207.33745029987767,0.006841599941253662,0.09918450005352497,4.0,3.859942200127989,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.23784489999525,211.23784489999525,0.0014275000430643559,0.0972579000517726,3.0,2.19723580009304,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,213.47096039983444,0.00045849988237023354,0.09722770005464554,219.47092140000314,6.030437999870628,219.67084489995614,219.67084489995614,0.09627350000664592,0.19731269986368716,6.0304150998126715,225.754109099973,225.754109099973,225.754109099973,0.08166829985566437,0.1804575996939093,231.45422479999252,231.6542261999566,6.013748799683526,6.113792599877343,237.65421649999917,12.013753899838775,237.75421090004966,237.75421090004966,237.78755969996564,237.78755969996564,0.013929099775850773,0.11383819975890219,down,0.3315258000511676,238.15436419984326,3.400002606213093e-05,0.11480709980241954,244.15396609995514,244.15396609995514,244.15396609995514,0.00812199991196394,0.0980354999192059,5.0,1.490981100127101,,,,,,,,,,225.67095089983195,225.67095089983195,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.70434729987755,245.70434729987755,0.007714400067925453,0.11468320013955235,5.0,0.8076899000443518,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.5375294999685,246.5375294999685,0.0068657000083476305,0.09936400013975799,2.0,1.993771699955687,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.57079539983533,248.57079539983533,0.006381199928000569,0.09929109993390739,2.0,0.9938753000460565,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.60426269983873,249.60426269983873,0.007340400014072657,0.09791170014068484,2.0,0.9249612998683006,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.58787699998356,250.58787699998356,0.008574399864301085,0.11481739999726415,2.0,0.707258699927479,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.3209030998405,251.3209030998405,0.006632599979639053,0.0992266999091953,2.0,1.793626599945128,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.15438489988446,253.15438489988446,0.0007217000238597393,0.09909459995105863,3.0,2.4661004000809044,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,255.65438219998032,0.00023829983547329903,0.09873780002817512,261.6542028998956,6.031856299843639,261.85430929996073,261.85430929996073,0.08810479985550046,0.19854089990258217,6.0316394998226315,267.95406070002355,267.95406070002355,267.95406070002355,0.08713059965521097,0.1983330997172743,273.65411819983274,273.85420129983686,6.031761599704623,6.13171359966509,279.85415739985183,12.031649199780077,279.9373526999261,279.9373526999261,279.97082019993104,279.97082019993104,0.015110399574041367,0.11498349974863231,up,0.7160094000864774,280.720832800027,4.659988917410374e-05,0.0977870998904109,286.73782569984905,286.73782569984905,286.73782569984905,0.010522600030526519,0.11442620004527271,5.0,1.571504699997604,,,,,,,,,,267.85417769989,267.85417769989,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.3543179000262,288.3543179000262,0.00799610000103712,0.11427409993484616,2.0,1.7740937999915332,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.15424469998106,290.15424469998106,0.006587200099602342,0.099214400164783,2.0,0.8604063000530005,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0541584000457,291.0541584000457,0.006673899944871664,0.09912319993600249,2.0,1.2935528000816703,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.3876028000377,292.3876028000377,0.007660700008273125,0.09742109989747405,2.0,2.9574657999910414,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.3872868998442,295.3872868998442,0.00793659989722073,0.09765559993684292,6.0,1.691288699861616,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.1207653998863,297.1207653998863,0.007369200000539422,0.09797700005583465,2.0,1.9581710998900235,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.1208589999005,299.1208589999005,0.0006889000069350004,0.0994764999486506,6.0,1.9996876998338848,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,301.15433549997397,0.0002478999085724354,0.09792719990946352,307.1540659000166,6.03122999984771,307.40403209999204,307.40403209999204,0.1335715998429805,0.24786899983882904,6.014469899935648,313.42066399985924,313.42066399985924,313.42066399985924,0.0629716997500509,0.164592299843207,319.1207850999199,319.354045700049,6.031212199712172,6.131380099803209,325.35402279999107,12.031181899830699,325.42069739988074,325.42069739988074,325.48737740004435,325.48737740004435,0.031172599643468857,0.13112189969979227,down,0.7030396000482142,326.237333699828,4.2899977415800095e-05,0.0979317999444902,,332.25018869992346,332.25018869992346,0.016708699986338615,0.14765429985709488,4.0,2.0654751998372376,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.3540006999392,334.3540006999392,0.006488699931651354,0.09824860002845526,2.0,1.5929662000853568,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.98749720002525,335.98749720002525,0.006502500036731362,0.09908810001797974,2.0,2.2271491999272257,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.25383890001103,338.25383890001103,0.007671700092032552,0.09803650015965104,2.0,0.7914515999145806,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.087196999928,339.087196999928,0.006919999839738011,0.09907449991442263,5.0,3.0598983999807388,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.187326699961,342.187326699961,0.00783449993468821,0.09781889989972115,3.0,1.6244457999709994,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.85416490002535,343.85416490002535,0.007213100092485547,0.09773409995250404,2.0,1.6580999998841435,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.5539859000128,345.5539859000128,0.002582699991762638,0.09732870012521744,3.0,1.7296126999426633,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,347.32102150004357,0.0002529001794755459,0.09797680005431175,353.33730060001835,6.014572900021449,353.5037811000366,353.5037811000366,0.06974270008504391,0.18133580009453,6.014381600078195,359.6206525999587,359.6206525999587,359.6206525999587,0.08816999988630414,0.19788769981823862,365.32063920004293,365.5206330998335,6.031303499825299,6.131208899896592,371.52062159986235,12.031302399933338,371.62056449986994,371.62056449986994,371.65409209998325,371.65409209998325,0.03141149994917214,0.13122419989667833,down,0.5125781001988798,372.22058660001494,3.8899946957826614e-05,0.09801520011387765,378.2210617000237,378.2210617000237,378.2210617000237,0.00915960012935102,0.09802310005761683,3.0,3.69020720012486,,,,,,,,,,359.4872041998897,359.4872041998897,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.95384979993105,381.95384979993105,0.0065836000721901655,0.0993047000374645,3.0,2.126890900079161,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.13727379986085,384.13727379986085,0.008604499977082014,0.11442160001024604,4.0,1.7734272999223322,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.9372222998645,385.9372222998645,0.006045799935236573,0.09913829993456602,5.0,2.160886200144887,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.13707849988714,388.13707849988714,0.0071429000236094,0.09937389986589551,5.0,1.1265497000422329,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.3037034999579,389.3037034999579,0.008027800126001239,0.0981958000920713,2.0,2.0577490001451224,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.4038370999042,391.4038370999042,0.006612800061702728,0.09898440004326403,2.0,1.5605355000589043,,,,,,,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0037817999255,393.0037817999255,0.0020638001151382923,0.09738330007530749,2.0,3.0631419999990612,,,,,,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,396.1040300000459,0.0001368001103401184,0.09986890014261007,402.10385229997337,5.999151600059122,402.27059970004484,402.27059970004484,0.06267190002836287,0.16599959996528924,5.999109799973667,408.3705875999294,408.3705875999294,408.3705875999294,0.06503599998541176,0.1660556998103857,414.0704870999325,414.27047959994525,5.999150399817154,6.0991309999953955,420.2703829999082,12.032458300003782,420.3704740998801,420.3704740998801,420.43713299999945,420.43713299999945,0.03298079990781844,0.13238909980282187,down,0.7210731999948621,421.20381750003435,4.0999846532940865e-05,0.09794009989127517,427.2208918000106,427.2208918000106,427.2208918000106,0.009358099894598126,0.11471359990537167,4.0,2.1062545001041144,,,,,,,6.099129400216043,6.0991734999697655,,408.2704624000471,408.2704624000471,6569,Moral,2024-08-10_10h06.00.863,MoralCondition_v2,2022.2.5,30.018527443419686,
