loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,p_port_6.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,p_port_10.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,19.491736079007385,0.0008120997808873653,0.10970330005511642,20.09067146978341,20.390732700005174,20.70750426999293,21.29065326959826,21.60733149992302,21.60733149992302,0.02656749961897731,0.12634539976716042,41.60732849966735,20.026559599675238,41.74066059989855,0.026840599719434977,0.12653409969061613,42.20733989961445,space,1.6876517999917269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,336.8071636999957,0.00035530002787709236,0.09690140001475811,342.823524300009,6.013510800432414,,343.02364399982616,343.02364399982616,0.1113050002604723,0.21374309994280338,6.01373070012778,349.0901764999144,349.0901764999144,349.0901764999144,0.0797137999907136,0.18043929990381002,354.79032719973475,354.99004079960287,6.013359600212425,6.113545599859208,360.99017719971016,12.013534899801016,,361.1234883000143,361.1234883000143,0.013479100074619055,0.11345979990437627,down,0.7059657000936568,361.8733369000256,3.7800054997205734e-05,0.09808839997276664,367.8906551999971,367.8906551999971,0.009430800098925829,0.11485369969159365,6.0,2.9064476997591555,,,,,,,361.09002099977806,361.09002099977806,367.8906551999971,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.82343819970265,370.82343819970265,0.007007000036537647,0.098042500205338,5.0,1.3255777996964753,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.190231599845,372.190231599845,0.006342199631035328,0.09850829979404807,5.0,1.426580199971795,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.65664279973134,373.65664279973134,0.008619400206953287,0.0976225002668798,1.0,1.6233196002431214,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.32344029983506,375.32344029983506,0.006321900058537722,0.09913090011104941,5.0,1.5272872000932693,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.8900563996285,376.8900563996285,0.006390400230884552,0.09912170004099607,5.0,1.2605309002101421,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.19015749963,378.19015749963,0.007209199946373701,0.09743679966777563,1.0,1.4247996001504362,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.65668189991266,379.65668189991266,0.0007293997332453728,0.09897230006754398,2.0,2.1664423998445272,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,381.85703999968246,0.00023119989782571793,0.09787829965353012,387.8567296997644,6.031157799996436,,388.056754199788,388.056754199788,0.09868839988484979,0.1980525995604694,6.031088799703866,394.1567629999481,394.1567629999481,394.1567629999481,0.08639509975910187,0.19785229954868555,399.85680039972067,400.0566821997054,6.031070699449629,6.131121199578047,406.0566953998059,12.031133299693465,,406.19004129990935,406.19004129990935,0.03129539964720607,0.13107379944995046,up,0.8394581996835768,407.09023839980364,4.850002005696297e-05,0.09762169979512691,413.10692229960114,413.10692229960114,0.008763100020587444,0.11435809964314103,5.0,2.206461500376463,,,,,,,406.15669969981536,406.15669969981536,413.10692229960114,394.056753099896,394.056753099896,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.3400790998712,415.3400790998712,0.0068373000249266624,0.0981521001085639,5.0,0.992578299716115,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.3734364998527,416.3734364998527,0.006471300031989813,0.09913689969107509,1.0,1.4607178997248411,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.87330199964345,417.87330199964345,0.006363800261169672,0.09908160008490086,1.0,0.8941017999313772,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.80645779985934,418.80645779985934,0.007269099820405245,0.0990884997881949,1.0,0.5595143996179104,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.4234319999814,419.4234319999814,0.009710700251162052,0.11347490036860108,1.0,0.8382938001304865,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.2899537999183,420.2899537999183,0.007194099947810173,0.09789739968255162,7.0,1.7249779999256134,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0571490996517,422.0571490996517,0.00191799970343709,0.09709729999303818,6.0,1.9299289002083242,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,424.02351139998063,0.00024670036509633064,0.09794550016522408,430.023489699699,6.031456200405955,,430.22335249977186,430.22335249977186,0.09466330008581281,0.19805649993941188,6.031375499907881,436.32311919983476,436.32311919983476,436.32311919983476,0.08339329995214939,0.19788220012560487,442.02321789972484,442.2233455996029,6.031368900090456,6.131195600144565,448.22346019977704,12.03145350003615,,448.3565597999841,448.3565597999841,0.031459399964660406,0.1312830001115799,up,1.2973270998336375,449.68986919987947,4.71002422273159e-05,0.09753989987075329,455.7232319000177,455.7232319000177,0.024753100238740444,0.13078089989721775,5.0,5.340713699813932,,,,,,,448.3232548995875,448.3232548995875,,436.22323629958555,436.22323629958555,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0900058997795,461.0900058997795,0.008873300161212683,0.09825160028412938,4.0,1.4898362001404166,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.6231582998298,462.6231582998298,0.006683900021016598,0.09908889979124069,4.0,2.0602639000862837,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.72330799978226,464.72330799978226,0.0066944002173841,0.0984044000506401,1.0,1.4594037998467684,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.2233669999987,466.2233669999987,0.007138099987059832,0.0978872999548912,1.0,0.8251724001020193,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.08992839977145,467.08992839977145,0.007781200110912323,0.09764719987288117,1.0,1.2576303002424538,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.38980999961495,468.38980999961495,0.007204699795693159,0.09773720009252429,6.0,2.6583086997270584,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.08995589986444,471.08995589986444,0.0007046000100672245,0.09908969979733229,6.0,4.066049600020051,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,475.1899410998449,0.00026800017803907394,0.0984056000597775,481.1897787996568,6.0317257000133395,,481.37319519976154,481.37319519976154,0.07638939982280135,0.1817950000986457,6.015065600164235,487.4729422000237,487.4729422000237,487.4729422000237,0.07076729973778129,0.18171279970556498,493.17309589963406,493.3730843998492,6.0150286997668445,6.115018799901009,499.37308829976246,12.015041899867356,,499.50639380002394,499.50639380002394,0.01514699961990118,0.11501779966056347,down,1.1560665997676551,500.70626479992643,4.54997643828392e-05,0.11461659986525774,506.7065365999006,506.7065365999006,0.008965699933469296,0.09783919993788004,1.0,2.523729700129479,,,,,,,499.47303659981117,499.47303659981117,506.7065365999006,487.37312009977177,487.37312009977177,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.27300289971754,509.27300289971754,0.00665519991889596,0.09901509992778301,5.0,1.293388199992478,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6062543997541,510.6062543997541,0.0072165001183748245,0.09934940002858639,1.0,1.1928345998749137,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.83977339975536,511.83977339975536,0.008044399786740541,0.09789289999753237,1.0,1.1907957000657916,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0730635998771,513.0730635998771,0.007295900024473667,0.09743760013952851,5.0,1.1247781999409199,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.2397403996438,514.2397403996438,0.007121100090444088,0.09772330010309815,5.0,0.9586519999429584,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.2564270999283,515.2564270999283,0.007571500260382891,0.11449189996346831,5.0,0.841157500166446,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.1230508997105,516.1230508997105,0.000729699619114399,0.09902209974825382,2.0,2.0329801999032497,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,518.1900420999154,0.00015430012717843056,0.0992183000780642,524.189663299825,5.9990194998681545,6.099134299904108,524.3563924999908,524.3563924999908,0.060808099806308746,0.1659976001828909,5.999226199928671,530.456233299803,530.456233299803,530.456233299803,0.055733599700033665,0.16586959967389703,536.1562521997839,536.3895880999044,6.032314899843186,6.132316799834371,542.3896567998454,12.032342199701816,,542.5061148996465,542.5061148996465,0.03231319971382618,0.11559799965471029,down,0.8834951999597251,543.4397288998589,4.879990592598915e-05,0.09797419980168343,549.473089999985,549.473089999985,0.0252832998521626,0.1313348999246955,7.0,3.2739722998812795,,,,,,,542.4562908997759,542.4562908997759,,530.3566609998234,530.3566609998234,6.09942530002445,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.77302339999,552.77302339999,0.006855200044810772,0.09923420008271933,7.0,1.0264687002636492,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.8396300999448,553.8396300999448,0.007119799964129925,0.09801420010626316,1.0,1.3919632001779974,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.2728462996893,555.2728462996893,0.006737200077623129,0.09897900000214577,6.0,1.5600693998858333,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.8729602997191,556.8729602997191,0.007574600167572498,0.09781600022688508,7.0,1.157862599939108,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.0728548998013,558.0728548998013,0.007521300110965967,0.09766450012102723,1.0,1.5579630001448095,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.6730414996855,559.6730414996855,0.006818199995905161,0.09904260002076626,7.0,1.2600161000154912,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.9728786000051,560.9728786000051,0.0007221000269055367,0.09927960019558668,1.0,1.9998412998393178,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,563.0064224000089,0.0002752002328634262,0.09736140025779605,569.0227983999066,6.01399220013991,,569.1894751996733,569.1894751996733,0.07556000025942922,0.1807514000684023,6.014242900069803,575.2895909999497,575.2895909999497,575.2895909999497,0.0701923999004066,0.18086729990318418,580.9893664997071,581.1894724997692,6.014060799963772,6.114181399811059,587.1894673998468,12.014044600073248,,587.3227697997354,587.3227697997354,0.014224600046873093,0.113928799983114,down,2.7227452998049557,590.1060885996558,4.6900007873773575e-05,0.09806420002132654,596.1228573997505,596.1228573997505,0.010805400088429451,0.11463890038430691,5.0,4.238598600029945,,,,,,,587.2894415999763,587.2894415999763,596.1228573997505,575.1894537997432,575.1894537997432,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.389433299657,600.389433299657,0.0060096001252532005,0.09917289996519685,1.0,1.3608488999307156,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.7894747997634,601.7894747997634,0.006315199658274651,0.09895999962463975,5.0,1.1271993997506797,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.9559387997724,602.9559387997724,0.007466800045222044,0.09748500026762486,5.0,0.8913591997697949,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.8892220999114,603.8892220999114,0.007246699649840593,0.09800579957664013,5.0,1.4586522998288274,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.3893494997174,605.3893494997174,0.007256099954247475,0.09776670020073652,1.0,1.4915773002430797,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.9228044999763,606.9228044999763,0.007074899971485138,0.09808749984949827,5.0,1.2588010001927614,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.2228730996139,608.2228730996139,0.0013286997564136982,0.09752359986305237,2.0,2.797376099973917,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,611.0564142996445,0.00020330026745796204,0.0989426001906395,617.0726293995976,6.0155294998548925,,617.2392861996777,617.2392861996777,0.08243220020085573,0.18227169988676906,6.01545810000971,623.373012600001,623.373012600001,623.373012600001,0.10792319988831878,0.21555159986019135,629.0726072997786,629.2391109997407,6.015122000128031,6.1153380000032485,635.2392346998677,12.015404199715704,,635.372582399752,635.372582399752,0.015491699799895287,0.1153054996393621,down,1.2099791998043656,636.6226357999258,4.20999713242054e-05,0.09789309976622462,642.6394555997103,642.6394555997103,0.025358099956065416,0.11446749977767467,5.0,2.05692039988935,,,,,,,,,,623.2393065998331,623.2393065998331,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.7393720997497,644.7393720997497,0.007656299974769354,0.09807520033791661,1.0,1.558241699822247,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.3392542996444,646.3392542996444,0.007616300135850906,0.09783629979938269,5.0,2.0246260999701917,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.4060430997051,648.4060430997051,0.008250000420957804,0.09798780037090182,5.0,0.8241202998906374,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.2896995996125,649.2896995996125,0.007703999988734722,0.1143398997373879,5.0,0.9744616998359561,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.2892609997652,650.2892609997652,0.00739490007981658,0.09837769996374846,5.0,0.7260365001857281,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.0557029996999,651.0557029996999,0.006524800322949886,0.09923880035057664,1.0,1.3603491000831127,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.4559064996429,652.4559064996429,0.0011732997372746468,0.09766489965841174,2.0,2.0311285997740924,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,654.5226483996958,0.0004374999552965164,0.09791139978915453,660.5225288998336,6.031147100031376,,660.7225289996713,660.7225289996713,0.0867201997898519,0.19793519983068109,6.031130000017583,666.805896199774,666.805896199774,666.805896199774,0.08176800003275275,0.1812111996114254,672.5057174996473,672.7058104998432,6.014413899742067,6.114420699886978,678.7057677996345,12.014451999682933,,678.8391363997944,678.8391363997944,0.01452199975028634,0.11430849973112345,down,0.19843450002372265,679.0725095998496,5.2199698984622955e-05,0.09788349969312549,685.0892145996913,685.0892145996913,0.02030509989708662,0.11459109978750348,5.0,1.19518500007689,,,,,,,678.8057680996135,678.8057680996135,,666.7224873998202,666.7224873998202,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.3225521999411,686.3225521999411,0.007138400338590145,0.09748840006068349,1.0,1.424831499811262,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.7889560996555,687.7889560996555,0.007100100163370371,0.09918319992721081,5.0,1.0599736999720335,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.8892422998324,688.8892422998324,0.006483200006186962,0.09905539965257049,5.0,0.42701860005035996,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.355633799918,689.355633799918,0.007463700138032436,0.09799800021573901,5.0,0.5579106002114713,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.9556372999214,689.9556372999214,0.007170399650931358,0.09777509979903698,5.0,0.6249847002327442,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.6392596997321,690.6392596997321,0.008242799900472164,0.11459019966423512,1.0,1.1737233996391296,,,,,,,,,,,,,673,Moral,2024-03-22_14h20.17.563,MoralCondition_v2,2022.2.5,29.994567987769116,
