loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,Instructions_Affinity_Score.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,47.894833102822304,0.0008266009390354156,0.11492210067808628,48.21081620082259,48.51128132026643,48.827467599883676,49.11119322050363,49.4108736012131,49.694252021051945,50.01083640009165,50.01083640009165,0.0038057006895542145,0.09867370128631592,65.02753799967468,15.015065900981426,65.12758480012417,0.015122901648283005,0.11496840044856071,65.611034700647,space,10.59302149899304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,76.26093420013785,0.0058963000774383545,0.09853360056877136,82.27759510092437,6.015142600983381,82.49431180022657,82.49431180022657,0.08885890059173107,0.2319984007626772,6.031905701383948,88.57751260139048,88.57751260139048,88.57751260139048,0.09130160138010979,0.21564780175685883,94.27756300009787,94.44423410110176,6.015251701697707,6.115284601226449,100.4442352000624,12.01525380089879,100.57753540016711,100.57753540016711,0.015457501634955406,0.1151181012392044,up,2.137880200520158,102.76076750084758,4.719942808151245e-05,0.0977340005338192,108.79460310004652,108.79460310004652,0.027438700199127197,0.13116800040006638,1.0,2.454611200839281,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.29430850036442,111.29430850036442,0.009880999103188515,0.11418959870934486,1.0,6.271998900920153,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.61108640022576,117.61108640022576,0.019562600180506706,0.11436030082404613,2.0,2.19580639898777,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.84423470124602,119.84423470124602,0.00929349847137928,0.09791000001132488,1.0,1.8895856998860836,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.7775924000889,121.7775924000889,0.008706700056791306,0.09912320040166378,1.0,1.4914348013699055,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.327488001436,123.327488001436,0.011913899332284927,0.1141280997544527,2.0,2.536540100350976,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.89420900121331,125.89420900121331,0.009364599362015724,0.09938709996640682,1.0,1.2574623003602028,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.19445330090821,127.19445330090821,0.0007686000317335129,0.09889459982514381,4.0,10.199145099148154,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,137.42784940078855,0.0003302004188299179,0.09787270054221153,143.44416359998286,6.0143459010869265,143.6441425997764,143.6441425997764,0.10328130051493645,0.21455260179936886,6.0145070012658834,149.7107322998345,149.7107322998345,149.7107322998345,0.0705140009522438,0.18117370083928108,155.4109627008438,155.61082260124385,6.014459701254964,6.114421300590038,161.61084940098226,12.014423402026296,161.7442943006754,161.7442943006754,0.014730101451277733,0.11434430256485939,down,27.987539298832417,189.7775254007429,4.8298388719558716e-05,0.09787659905850887,195.79432339966297,195.79432339966297,0.009608598425984383,0.11466419883072376,2.0,3.63936959952116,,,,,,,161.7109701000154,161.7109701000154,195.79432339966297,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.46093770116568,199.46093770116568,0.007171100005507469,0.09921849891543388,1.0,1.5597095005214214,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0607294999063,201.0607294999063,0.009114401414990425,0.09791270084679127,3.0,2.189867999404669,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.29420960135758,203.29420960135758,0.007582899183034897,0.09775929898023605,1.0,1.8910444006323814,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.24447490088642,205.24447490088642,0.007788600400090218,0.11479740031063557,2.0,2.774439899250865,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0442554000765,208.0442554000765,0.007224900647997856,0.09814880043268204,5.0,2.1252267006784678,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.2108330000192,210.2108330000192,0.007031898945569992,0.098234498873353,2.0,2.1922155003994703,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.44412510097027,212.44412510097027,0.0007259007543325424,0.09921060130000114,4.0,7.999746900051832,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,220.47785730101168,0.00029319897294044495,0.09751639887690544,226.47765799984336,6.031088300049305,226.7108919005841,226.7108919005841,0.11964519880712032,0.23089860007166862,6.030887899920344,232.77750070020556,232.77750070020556,232.77750070020556,0.093308100476861,0.19779809936881065,238.47750489972532,238.67749140039086,6.030938699841499,6.130847100168467,244.67749230004847,12.030899399891496,244.81079120002687,244.81079120002687,0.031133700162172318,0.13084919936954975,up,0.4888074994087219,245.34429180063307,5.27016818523407e-05,0.09758719988167286,251.36070240102708,251.36070240102708,0.024325501173734665,0.1148822009563446,5.0,7.924326600506902,,,,,,,244.7775028012693,244.7775028012693,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.32729900069535,259.32729900069535,0.007021600380539894,0.09822870045900345,2.0,2.392254000529647,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.76067490130663,261.76067490130663,0.007686600089073181,0.09764200076460838,2.0,1.7245242986828089,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.5275138001889,263.5275138001889,0.008268699049949646,0.09839059971272945,1.0,1.7577416989952326,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.34445960074663,265.34445960074663,0.007593201473355293,0.11403490044176579,1.0,2.008015500381589,,,,,,,,,,,,,,,2951,Moral,2024-07-10_11h31.41.380,MoralCondition_v2,2022.2.5,30.01106797049546,
