Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,23.06102039627731,0.0004976000636816025,0.08395490050315857,23.340138299390674,23.57343939896673,23.840045899152756,24.05690099876374,24.323397198691964,24.323397198691964,0.017542799934744835,0.11745990067720413,39.34001060016453,15.000830000266433,39.45678879879415,0.019978201016783714,0.11747810058295727,45.45701899938285,6.017479101195931,45.55675069987774,45.55675069987774,0.01761610060930252,0.11745310015976429,space,1.7241105008870363,47.32347559928894,47.32347559928894,3.849901258945465e-05,0.0976490993052721,num_9,2.8859653994441032,50.256893599592146,0.0020534005016088486,0.09774520061910152,50.573455799371004,51.04006889853626,51.356698298826814,51.840185599587855,52.14002329856157,52.240100000053644,60.25676449947059,60.25676449947059,60.25688899885863,0.0014150012284517288,0.09781640022993088,61.256780399009585,62.25680949911475,62.4568031989038,62.94008469954133,10.014363599941134,70.37336410023272,0.017369501292705536,70.37336410023272,0.11439310014247894,,,,,,,
