loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,connecting_message.started,connecting_message.stopped,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
33,0,33,0,,,,,,,,,,,,,,,,,,,,501.1230807999964,0.0005177999846637249,0.097391199960839,507.1228019000264,6.030815799953416,507.27266560000135,0.04892380000092089,0.14739150000968948,513.2558695999905,6.013879999984056,513.3395656999783,0.014712900039739907,0.11382140003843233,2.0,0.8671934999874793,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
34,0,34,0,,,,,,,,,,,,,,,,,,,,514.2392688000109,0.00017819995991885662,0.09903089998988435,520.2354701000149,6.01186799997231,520.3356760999886,0.006945400033146143,0.115760600019712,526.3561963000102,6.015838599996641,526.4559440999874,0.018593400018289685,0.11575390002690256,2.0,0.6981806000112556,,6.095185499987565,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
35,0,35,0,,,,,,,,,,,,,,,,,,,,527.1896186000085,0.0002533999504521489,0.09878879995085299,533.1726440000348,6.015103199984878,533.3058674000204,0.015152200008742511,0.11501499998848885,539.3227152000181,6.031876699998975,539.4059623000212,0.01752620004117489,0.11507380002876744,3.0,2.5320651000365615,,6.098295899981167,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
36,0,36,0,,,,,,,,,,,,,,,,,,,,541.9728971000295,0.000525799987372011,0.09739539999281988,547.97270079999,6.030705299985129,548.1058165000286,0.029629700002260506,0.13092730002244934,554.1059876999934,6.03062899998622,554.1892630999791,0.016639600042253733,0.1138873000163585,2.0,1.6982163999928162,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
37,0,37,0,,,,,,,,,,,,,,,,,,,,555.9227216999861,0.0004562000394798815,0.09751070005586371,561.9395831000293,6.014217600051779,562.0559158999822,0.031091200071386993,0.1307712000561878,568.0392104000202,6.030677700066008,568.1392765000346,0.016678000101819634,0.11387510009808466,2.0,0.9983693000394851,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
38,0,38,0,,,,,,,,,,,,,,,,,,,,569.1731497999863,0.000631399976555258,0.09717649995582178,575.1726267000195,6.030397599970456,575.3225436999928,0.04615070001455024,0.14711869996972382,581.3226892999955,6.013676100003067,581.389140299987,0.015163100033532828,0.11365499999374151,2.0,0.6994190000114031,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
39,0,39,0,,,,,,,,,,,,,,,,,,,,582.122915600019,0.00041779997991397977,0.09792500000912696,588.1227011000155,6.031256299989764,588.272492100019,0.04445960000157356,0.147798000019975,594.2726088999771,6.0144845000468194,594.3391727000126,0.01715140003943816,0.11433660006150603,1.0,1.398528600053396,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
40,0,40,0,,,,,,,,,,,,,,,,,,,,595.7726034999941,0.00033030001213774085,0.09852489997865632,601.7726160000311,6.031860599992797,601.9224913999788,0.05028270004549995,0.1486594000016339,607.9225531999837,6.015125300036743,607.9890999000054,0.017782000068109483,0.11510190006811172,1.0,0.8649029000080191,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
41,0,41,0,,,,,,,,,,,,,,,,,,,,608.8895115000196,0.0005428000004030764,0.09719900001073256,614.9060622000252,6.013849000039045,615.0224015000276,0.02853440004400909,0.13048120005987585,621.0225783999776,6.030601700011175,621.105913300009,0.016157800040673465,0.1139999000588432,1.0,0.665339800005313,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
42,0,42,0,,,,,,,,,,,,,,,,,,,,621.8062294999836,0.00022149999858811498,0.09913019998930395,627.8058969000122,5.999235900002532,627.9225799000124,0.015325399988796562,0.11597720003919676,633.9226187000168,6.0157133000320755,634.0225240000291,0.016501500038430095,0.11586040002293885,1.0,0.7999629999976605,,6.099096599966288,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
43,0,43,0,,,,,,,,,,,,,,,,,,,,634.8559866999858,0.0007128000142984092,0.09694860002491623,640.8724762999918,6.013626599975396,640.9891307000071,0.028968700033146888,0.1303635000367649,646.9891628000187,6.030267200025264,647.0724709000206,0.015351600071880966,0.11375850002514198,1.0,4.032549900002778,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
44,0,44,0,,,,,,,,,,,,,,,,,,,,651.1393598000286,0.0004605000140145421,0.09715839999262244,657.1390396999777,6.013612299982924,657.3061963000218,0.04315470001893118,0.16388730000471696,663.3059211000218,6.030456300009973,663.3724418000202,0.032975300040561706,0.13060110004153103,2.0,2.431777699966915,,6.097148999979254,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
45,0,45,0,,,,,,,,,,,,,,,,,,,,665.8393051000312,0.00022369995713233948,0.09933639998780563,671.839084599982,5.999050399987027,671.9727165999939,0.02135120000457391,0.1324645999702625,677.9725652000052,5.999050899990834,678.0390625,0.002319200022611767,0.09903300000587478,2.0,1.364533499989193,6.099024199997075,6.099124799948186,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
46,0,46,0,,,,,,,,,,,,,,,,,,,,679.439388800005,0.00023329997202381492,0.0990550999995321,685.4390487999772,6.032303599989973,685.5890250999946,0.0468696000170894,0.14887590002035722,691.5890620999853,6.0157170000020415,691.6555698000011,0.018559200048912317,0.11563810001825914,2.0,1.364871600002516,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
47,0,47,0,,,,,,,,,,,,,,,,,,,,693.0560566000058,0.0005569999921135604,0.09700780001003295,699.0723824999877,6.013576700002886,699.1890282999957,0.03229610004927963,0.13045200001215562,705.1890468000202,6.030216100043617,705.2888918999815,0.03302820003591478,0.1301698000752367,1.0,3.131479300034698,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
48,0,48,0,,,,,,,,,,,,,,,,,,,,708.4557052000309,0.0004765000194311142,0.09757500002160668,714.4557340000174,6.0310737999971025,714.6056401000242,0.053578200051561,0.1478165000444278,720.6056291999994,6.014342500013299,720.6722898000153,0.017337000055704266,0.11418180004693568,2.0,1.064912399975583,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
49,0,49,0,,,,,,,,,,,,,,,,,,,,721.7726801999961,0.000404000049456954,0.09801390004577115,727.7723055999959,6.031491000030655,727.905724900018,0.03081130003556609,0.1316420000512153,733.9056955000269,6.0314994000364095,734.0056455000304,0.03415910009061918,0.13145600009011105,2.0,2.3649204000248574,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
50,0,50,0,,,,,,,,,,,,,,,,,,,,736.4060129999998,0.0003722999827004969,0.09912589995656163,742.4223045000108,6.015763200004585,742.5388319999911,0.0354945000144653,0.13264409999828786,748.5389493000112,5.999046700017061,748.6055011000135,0.0023019000072963536,0.09895610006060451,1.0,3.2642200999544,6.098967000027187,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
51,0,51,0,,,,,,,,,,,,,,,,,,,,751.90588570002,0.00048149999929592013,0.0972679000115022,757.9222632999881,6.0139679000130855,758.0389534999849,0.0330499000265263,0.13087170000653714,764.038922799984,6.030708400008734,764.1388266999857,0.03328130004229024,0.13069410005118698,1.0,3.9315217999974266,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
52,0,52,0,,,,,,,,,,,,,,,,,,,,768.1059561999864,0.0006701000384055078,0.09727309999288991,774.1222002999857,6.014346199983265,774.2387304999866,0.03259080002317205,0.13085330004105344,780.2390204999829,6.030565800028853,780.3387608000194,0.03332290006801486,0.1305547000374645,2.0,2.5648471000022255,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
53,0,53,0,,,,,,,,,,,,,,,,,,,,782.9390161000192,0.00023470004089176655,0.1161841000430286,788.9555175999994,6.015969200001564,789.0720929999952,0.03255680005531758,0.13276130001759157,795.0721236999962,5.999210100038908,795.1387692000135,0.002525400079321116,0.0991310000536032,2.0,0.9310387999867089,6.0991693000542,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
54,0,54,0,,,,,,,,,,,,,,,,,,,,796.1057642999804,0.0002253999700769782,0.09918640000978485,802.0886554000317,6.015519500011578,802.2220308000105,0.010796200018376112,0.11541900003794581,808.2221095000277,6.015789000026416,808.3220041000168,0.018170000053942204,0.11571410007309169,2.0,4.198625999968499,,6.098821500025224,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
55,0,55,0,,,,,,,,,,,,,,,,,,,,812.5554348999867,0.0006713999900966883,0.09709290001774207,818.5554518999998,6.03061479999451,818.7053970000125,0.04599830001825467,0.14730010001221672,824.7054249999928,6.013995000044815,824.7719836999895,0.0165629000402987,0.11378330003935844,2.0,2.3982178999576718,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
56,0,56,0,,,,,,,,,,,,,,,,,,,,827.2057272000238,0.00048320001224055886,0.0972876000450924,833.1886279000319,6.013806200004183,833.3386773000238,0.029642900044564158,0.13082080002641305,839.321916099987,6.030427800025791,839.4386290999828,0.03312480007298291,0.130410700046923,2.0,0.8984849999542348,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
57,0,57,0,,,,,,,,,,,,,,,,,,,,840.3723560000071,0.0002305000089108944,0.09920150000834838,846.3720241999836,6.032356899988372,846.538945999986,0.053227500000502914,0.1659360000048764,852.5387204000144,6.032273199991323,852.6051999999909,0.035334300016984344,0.13220520003233105,2.0,1.9648856000276282,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
58,0,58,0,,,,,,,,,,,,,,,,,,,,854.6058143000118,0.00023020000662654638,0.0990235999925062,860.6053354000323,6.032273499993607,860.7552918000147,0.052560900046955794,0.14911130000837147,866.7553505999967,6.015583800035529,866.8219090999919,0.018195900018326938,0.11544810002669692,2.0,0.7649546000175178,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
59,0,59,0,,,,,,,,,,,,,,,,,,,,867.622371400008,0.000525799987372011,0.09744230000069365,873.6386154000065,6.0139972000033595,873.8556294000009,0.08507180004380643,0.23082680004881695,,6.030588300025556,879.8552383999922,0.03319490002468228,0.1307098000543192,2.0,0.6649391999817453,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
60,0,60,0,,,,,,,,,,,,,,,,,,,,880.5556952999905,0.000499200017657131,0.09714210004312918,886.5552593999892,6.030527400027495,886.7052457000245,0.047406300029251724,0.14715070003876463,892.7053337999969,6.01389810006367,892.7718311999924,0.016508700093254447,0.11365610006032512,2.0,0.8316087000421248,,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
61,0,61,0,,,,,,,,,,,,,,,,,,,,893.6386280999868,0.00023020000662654638,0.09919699997408316,899.6552272000117,6.015787999960594,899.7720394000062,0.03315929998643696,0.1326783000258729,905.771852099977,5.999082800000906,905.8385003000149,0.0023341000196523964,0.09903010004200041,2.0,0.7312432000180706,6.099075699981768,,667,Visual,2024-02-12_11h01.05.862,Visual_Condition_v2,2022.2.5,29.995548656366207,
