loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,p_port_7.started,cross.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
33,0,33,0,,,,,,,,,,,,,,,,,,523.2532216,0.00019290000000182772,0.11575019999963843,6.012079199999789,529.2661044999995,529.3696748999992,0.028029199999764387,0.14910059999965597,6.0157319999998435,535.3864586999998,535.4696105999992,0.016305299998748524,0.14908959999957005,3.0,5.000498499999594,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
34,0,34,0,,,,,,,,,,,,,,,,,,540.5029674999996,0.0001630000006116461,0.11546830000042974,6.0119453000006615,546.5158808999995,546.6159916999995,0.022476000000096974,0.13219130000015866,6.032212799999797,552.6194624999998,552.7195714,0.016182499999558786,0.14883060000011028,0.0,3.800364699999591,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
35,0,35,0,,,,,,,,,,,,,,,,,,556.5528362999994,0.00017070000012608944,0.11580360000061773,6.012033300000439,562.5658876999996,562.6695138999994,0.02597570000034466,0.14904899999964982,6.01572380000016,568.6861002999995,568.7694443999999,0.016538199999558856,0.14907279999988532,3.0,1.7000842999996166,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
36,0,36,0,,,,,,,,,,,,,,,,,,570.5027484999991,0.00015979999989212956,0.11547020000034536,6.015422200000103,576.5026588999999,576.6193078999995,0.027169099999809987,0.14884729999994306,6.0155179000003045,582.6359825,582.7194340999995,0.01647519999914948,0.1488233999998556,3.0,1.466859099999965,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
37,0,37,0,,,,,,,,,,,,,,,,,,584.2195164999994,0.0002890999994633603,0.11552839999967546,6.011797000000115,590.2323458999999,590.3359246999999,0.026718799999798648,0.148922099999254,6.015494499999477,596.3526118,596.4359410999996,0.016066999998656684,0.14886979999937466,0.0,0.9670673000000534,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
38,0,38,0,,,,,,,,,,,,,,,,,,597.4359294999995,0.0002832000000125845,0.11544289999983448,6.015441999999894,603.4358469999997,603.5489533999998,0.02380619999985356,0.12848699999995006,6.0154248999997435,609.5691405999996,609.6525935999998,0.016128099999150436,0.14875709999978426,2.0,872.1621937000009,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
39,0,39,0,,,,,,,,,,,,,,,,,,1481.8477076999989,0.00016119999963848386,0.11562520000006771,6.011931900000491,1487.8607966,1487.9809917000002,0.030505299999276758,0.16565350000018952,6.032307800000126,1493.9975677000002,1494.0644152000004,0.016287099999317434,0.14890620000005583,1.0,1.8671908999986044,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
40,0,40,0,,,,,,,,,,,,,,,,,,1495.964366099999,0.00029399999948509503,0.11536609999893699,6.015491699999984,1501.9641828000003,1502.0808837000004,0.027529899998626206,0.14880509999966307,6.015383399999337,1508.0975134,1508.1808615999998,0.016504299997905036,0.1487409999990632,3.0,1.399946200001068,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
41,0,41,0,,,,,,,,,,,,,,,,,,1509.6142701999997,0.0002494000000297092,0.11551959999997052,6.015499600000112,1515.6141420000004,1515.7308236999997,0.026968500000293716,0.14516069999990577,6.01548990000083,1521.747502799999,1521.8307956999997,0.016303599999446305,0.14880379999885918,2.0,1.3000324999993609,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
42,0,42,0,,,,,,,,,,,,,,,,,,1523.1642589999992,0.0002996000002895016,0.11533910000071046,6.01538249999976,1529.1641340999995,1529.4641548,0.15163229999961914,0.3320724999994127,6.0320159000002604,,1535.3974743999988,0.032688400000552065,0.16536099999939324,1.0,1.000695299999279,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
43,0,43,0,,,,,,,,,,,,,,,,,,1536.4307774999997,0.0002764000000752276,0.11531079999986105,6.015324500000133,1542.4307154999988,1542.580704,0.042620099999112426,0.18199619999904826,6.0152658999995765,1548.5973548999991,1548.6473255,0.01598559999911231,0.14866669999901205,3.0,5.10005959999944,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
44,0,44,0,,,,,,,,,,,,,,,,,,1553.780632599999,0.0002894000008382136,0.11536160000105156,6.0116923000005045,1559.7936247999987,1559.8936376000001,0.02741750000132015,0.1489056000009441,6.015412800001286,1565.9138537,1565.9973837999987,0.01637789999949746,0.14866059999985737,0.0,1.299873000001753,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
45,0,45,0,,,,,,,,,,,,,,,,,,1567.3305868999996,0.00017809999917517416,0.11552040000060515,6.0154736999993474,1573.330455199999,1573.460154299999,0.037692199999582954,0.14902059999985795,6.015630800000508,1579.4637762999992,1579.5471657999988,0.016630599999189144,0.14885959999992338,3.0,2.7998096000010264,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
46,0,46,0,,,,,,,,,,,,,,,,,,1582.3805680999994,0.00017320000006293412,0.11522779999904742,6.011619999999311,1588.3934418999997,1588.4935343999987,0.022824099998615566,0.1487258999986807,6.015254699999787,1594.5137113,1594.597078499999,0.01589879999846744,0.14853649999895424,0.0,1.2337981999990006,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
47,0,47,0,,,,,,,,,,,,,,,,,,1595.8637739999995,0.00015619999976479448,0.11559879999913392,6.011987699999736,1601.8767318999999,1602.0136974999987,0.04754779999893799,0.1823893999990105,6.015664599999582,1608.0302383999988,1608.080330499999,0.01650049999989278,0.14897339999879478,4.0,1.233502999999473,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
48,0,48,0,,,,,,,,,,,,,,,,,,1609.3469585000003,0.00017920000027515925,0.11559829999896465,6.012001600000076,1615.3599061999994,1615.9470241,0.34744859999955224,0.6324145999988104,6.032197899998209,,1621.5766796999997,0.033104699998148135,0.14526679999835324,1.0,1.166789200000494,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
49,0,49,0,,,,,,,,,,,,,,,,,,1622.7802864999994,0.00033149999944726005,0.11538759999893955,6.011735199999748,1628.7932168999996,1628.9136925000003,0.029431299999487237,0.1654209999996965,6.032090599999719,1634.9301587999998,1634.996862099999,0.016067199998360593,0.148684099998718,0.0,0.6674934000002395,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
50,0,50,0,,,,,,,,,,,,,,,,,,1635.6968187999992,0.0001596000001882203,0.11570749999918917,6.011917800000447,1641.7097703,1641.7931986000003,0.017048800000338815,0.11563500000011118,6.015615700000126,1647.7967288,1647.9134190000004,0.016334599999026977,0.14897709999968356,2.0,1.4002321999996639,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
51,0,51,0,,,,,,,,,,,,,,,,,,1649.3468357000002,0.0002823999984684633,0.11552619999929448,6.011861400000271,1655.3597382999997,1655.4801310999992,0.026496799999222276,0.16552929999852495,6.032216499999777,1661.496642099999,1661.5633304000003,0.01616989999820362,0.14891919999899983,0.0,1.8335775999985344,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
52,0,52,0,,,,,,,,,,,,,,,,,,1663.4300516000003,0.00017720000141707715,0.11578890000055253,6.012103099999877,1669.446674499999,1669.5633863000003,0.0256920000010723,0.1658447999998316,5.99905790000048,1675.5798811000004,1675.6465716000002,0.016472400000566267,0.14902280000023893,1.0,1.0338486000000557,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
53,0,53,0,,,,,,,,,,,,,,,,,,1676.7133572000002,0.00030049999986658804,0.11537909999969997,6.015406299999086,1682.713255999999,1682.846533599999,0.03354629999921599,0.16175379999913275,6.015425599998707,1688.8464929000002,1688.9298412999997,0.016333399998984532,0.14873919999990903,3.0,1.933674300000348,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
54,0,54,0,,,,,,,,,,,,,,,,,,1690.8966308,0.0001644000003580004,0.11573070000122243,6.012130500001149,1696.9094704999989,1697.0131024000002,0.026668200000131037,0.1491442000005918,6.015771700000187,1703.0297833000004,1703.1131867000004,0.01676910000060161,0.14899639999930514,1.0,0.766505400000824,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
55,0,55,0,,,,,,,,,,,,,,,,,,1703.9132235999987,0.00015720000010333024,0.11542080000072019,6.011799500000052,1709.9296937,1710.0464118,0.03086009999969974,0.1653865999996924,6.032104399999298,1716.0629745999995,1716.1297383,0.016032099998483318,0.1487280000001192,0.0,1.300347000000329,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
56,0,56,0,,,,,,,,,,,,,,,,,,1717.4630254000003,0.00017010000010486692,0.11508820000017295,6.011445399999502,1723.4759928000003,1723.5963708999989,0.03502420000040729,0.16506280000066909,6.031768799999554,1729.6129318999992,1729.6796362000005,0.015820099999473314,0.14842589999898337,0.0,0.9667966999986675,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
57,0,57,0,,,,,,,,,,,,,,,,,,1730.6796421,0.00016339999820047524,0.11568259999876318,6.015609799998856,1736.6795272,1736.8462720999996,0.04546389999813982,0.1988945999983116,6.032280999997965,1742.8628337999999,1742.8962076999996,0.016366599998946185,0.14884309999797551,1.0,1.133476700000756,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
58,0,58,0,,,,,,,,,,,,,,,,,,1744.0628601999997,0.00027550000049814116,0.1155361000000994,6.0153339999997115,1750.0627791999996,1750.1759294999993,0.023760699999911594,0.12844939999922644,6.01550750000024,1756.1961241999998,1756.279509,0.016244999998889398,0.14871099999982107,0.0,1.6335547999988194,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
59,0,59,0,,,,,,,,,,,,,,,,,,1757.9461422999993,0.0002570000015111873,0.11561360000087006,6.0118664000001445,1763.9628137,1764.0794391,0.029521399999794085,0.16554159999941476,6.032180500000322,1770.0960355999996,1770.1627841999998,0.016511100000570877,0.14887520000047516,2.0,1.3666730000004463,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
60,0,60,0,,,,,,,,,,,,,,,,,,1771.5627045,0.00017189999925903976,0.11563629999909608,6.015533300000243,1777.5626305999995,1777.7756670999988,0.11346839999896474,0.2490247999994608,6.015639699999156,,1783.7793315,0.01629309999952966,0.14901739999913843,1.0,0.8337572000000364,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
61,0,61,0,,,,,,,,,,,,,,,,,,1784.6459988999995,0.000155399999130168,0.1156528999999864,6.012031299998853,1790.6625542000002,1790.779262,0.026431599999341415,0.16571229999863135,6.032324099998732,1796.7958363999987,1796.8625764999997,0.016278899998724228,0.14900569999917934,1.0,0.7671472000001813,,1902,Visual,2024-07-18_11h50.45.433,Visual_Condition_v2,2022.2.5,60.007512940631216,
