Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_5.stopped,spit_sound.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_14.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1704.2700031000422,0.014348800061270595,0.11424000014085323,6.0140782000962645,1710.269651700044,1710.3700841000536,1710.3700841000536,0.03189750015735626,0.13090730016119778,space,2.1129862000234425,1712.5366083000554,1712.5366083000554,4.830001853406429e-05,0.09777600003872067,num_9,2.6256089999806136,1715.2032163600438,0.0022509999107569456,0.09778740000911057,1715.5366668000352,1715.9863267600072,1716.2865153000457,1716.7865065600258,1717.0864914000267,1717.186530600069,1725.1866177000338,1725.1866177000338,1725.1864914600505,0.01482189993839711,0.11463819991331547,1727.2031158000464,1727.3864027999807,1727.8865664000623,10.031240199925378,,1735.336397200008,0.03397310001309961,1735.336397200008,0.131143799982965,5.0,2.098270699963905,1737.4698438000632,0.002382200094871223,0.09814810007810593,1743.4864125000313,1743.6530176599977,6.231643600040115,6.331408300087787,1744.6697356000077,1763.6529390599812,1763.6529599999776,26.21475210005883,26.31463680008892,1764.6697605000809,1766.6697468999773,1766.6697468999773,0.0005485001020133495,0.09776290005538613,1796.686404200038,30.01461230008863,6.097584100090899,1726.1864660000429,,,,,,,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1796.7861810000613,0.015187700162641704,0.1311661001527682,6.0144731000764295,1802.786104900064,1802.8861614000052,1802.8861614000052,0.014584200107492507,0.11437100009061396,space,1.796616799896583,1804.7194913000567,1804.7194913000567,3.1400006264448166e-05,0.09812910004984587,num_9,3.4994621999794617,1808.2694448600291,0.0019531999714672565,0.11525189992971718,1808.5860105000902,1809.0526666600258,1809.3694653999992,1809.869570860034,1810.1860257000662,1810.2527815999929,1818.269512000028,1818.269512000028,1818.2693952600007,0.0016147999558597803,0.09829719993285835,1820.2861118,1820.4526960999938,1820.9693526000483,10.0316134999739,,1828.402595099993,0.034329800051636994,1828.402595099993,0.1314989000093192,3.0,2.1983056000899523,1830.636194300023,0.0015628000255674124,0.09908940002787858,1836.6191279999912,1836.8027444600361,6.199130099965259,6.299095000023954,1837.8193588000722,1856.819316160027,1856.8192616000306,26.21576059993822,26.33238519995939,1857.8358030000236,1859.819231600035,1859.819231600035,0.01578500005416572,0.11583860008977354,1889.8191140000708,30.01562910003122,,1819.2693136000307,,,,,,,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1889.9355783000356,0.015725100063718855,0.09897910000290722,6.015552000026219,1895.9524626000784,1896.052369400044,1896.052369400044,0.01546210004016757,0.13216780009679496,space,1.6304925000295043,1897.7355438000523,1897.7355438000523,4.009995609521866e-05,0.09769960003904998,num_9,3.458741399925202,1901.2524143600372,0.001991399913094938,0.09799939999356866,1901.5857254000148,1902.0355170600583,,1902.8357868600638,1903.1356321000494,1903.2356937000295,1911.2358825000701,1911.2358825000701,1911.235744459997,0.014881599927321076,0.11459969996940345,1913.2357009000843,1913.435712800012,1913.9188621999929,10.014465999905951,10.097865799907595,1921.3522339999909,0.0013133999891579151,1921.3522339999909,0.09768639993853867,4.0,1.764263299992308,1923.1525485999882,0.0023894000332802534,0.098449100041762,1929.168909800006,1929.335623359983,6.231623200001195,6.3316710999934,,1949.335347259976,1949.3187019000761,26.214674500050023,26.29820059996564,,1952.3187991000013,1952.352174300002,0.03158750000875443,0.13152700010687113,1982.3352199000074,30.014598700101487,,1912.2355594000546,,,,,,30.09793560008984,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.451902700006,0.03124440007377416,0.13139670004602522,2012.4686607000185,30.014661300112493,,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2012.5686376000522,0.0170804001390934,0.11430910008493811,6.014698700164445,2018.568508299999,2018.68534299999,2018.68534299999,0.03144890011753887,0.13132870011031628,space,1.4128434000303969,2020.1517934000585,2020.1517934000585,3.670004662126303e-05,0.09783630003221333,num_9,3.0587349999696016,2023.2685201600893,0.0025538000045344234,0.09780949994456023,2023.5684990000445,2024.0517208600418,2024.368503100006,2024.8517157600495,2025.168570799986,2025.2349812000757,2033.2518043000018,2033.2518043000018,2033.251829560008,0.014466899912804365,0.11440979992039502,2035.2517932000337,2035.4518121000146,2035.951817800058,10.014342799899168,10.0976701999316,2043.3682996000862,0.0010643999557942152,2043.3682996000862,0.09770589997060597,3.0,1.8309457000577822,2045.23538930004,0.0030364999547600746,0.0982535999501124,2051.2350547000533,2051.4351800600766,6.231428999919444,6.331459200009704,,2071.418310660031,2071.4183046000544,26.214734399924055,26.31478569994215,2072.418291600072,2074.434933600016,2074.434933600016,0.00035990006290376186,0.09804389998316765,2104.4516115000006,30.014650500030257,,2034.2684697000077,,,,,,,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2104.5514855000656,0.015300100087188184,0.11455480009317398,6.031197700067423,2110.5681408999953,2110.6681342000375,2110.6681342000375,0.031345600029453635,0.13120140007231385,space,1.36603770009242,2112.0847614000086,2112.0847614000086,4.0199956856667995e-05,0.09807339997496456,num_9,3.1178814999293536,2115.251471560076,0.002166299964301288,0.09817489993292838,2115.5680684000254,2116.051430560043,2116.368113600067,2116.834628260089,,2117.2348037000047,2125.251443300047,2125.251443300047,2125.25138776002,0.0013612000038847327,0.09805779997259378,2127.2514345999807,2127.451411499991,2127.951394599979,10.031330900033936,,2135.3845381999854,0.03410189994610846,2135.3845381999854,0.1313044000416994,4.0,1.7648659999249503,2137.1847020999994,0.0023213999811559916,0.09845369996037334,2143.184665900073,2143.3679283599836,6.214944900013506,6.314980100025423,2144.384592800052,2163.367789160088,2163.3679246000247,26.214975400012918,26.314894799957983,2164.3678365000524,2166.3679181000916,2166.3679181000916,0.014976600068621337,0.11488040001131594,2196.3678219000576,30.014864100026898,,2126.2680372000905,,,,,,,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2196.501092300052,0.015428600017912686,0.1148250000551343,6.014740700018592,2202.5010593000334,2202.601076300023,2202.601076300023,0.014922600123099983,0.11469410010613501,space,1.7371537000872195,2204.4010444000596,2204.4010444000596,4.379998426884413e-05,0.09800500003620982,num_9,2.5778486999915913,2207.0178502599942,0.0018050000071525574,0.09802230005152524,2207.317758499994,2207.8009380600183,2208.117825000081,2208.6009332600283,2208.917724000057,2209.0010501000797,2217.0011397000635,2217.0011397000635,2217.0007936600364,0.014709800016134977,0.11431870004162192,2219.001041200012,2219.200991000049,2219.7010217000498,10.01455950003583,,2227.134102500044,0.014970400021411479,2227.134102500044,0.11432809999678284,5.0,2.2005162000423297,2229.3679604000645,0.0015326000284403563,0.09968730004038662,2235.3842664000113,2235.550961560081,6.21603240002878,6.316027399967425,2236.567580700037,2255.5342329600594,2255.534191700048,26.199395600007847,26.299251099932007,2256.5341114000184,2258.5509113000007,2258.5509113000007,0.016113399993628263,0.11587820004206151,2288.567347300006,29.9991245000856,,2218.0176787000382,,,,,,30.099230600055307,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2288.667483400088,0.0005987000185996294,0.0991130000911653,5.999136800062843,2294.667447200045,2294.7673629000783,2294.7673629000783,-0.00013019994366914034,0.09912750008516014,space,1.3627257000189275,2296.167348099989,2296.167348099989,3.650004509836435e-05,0.09790769999381155,num_9,3.891463000094518,2300.1007743599826,0.002214799984358251,0.09779789997264743,2300.4174543999834,2300.8839282600443,2301.20059890009,2301.6839270600817,2301.9841514000436,2302.0839494999964,2310.1005874000257,2310.1005874000257,2310.100773759978,0.0012753999326378107,0.09790119994431734,2312.0837733000517,2312.283927900018,2312.8005841000704,10.014360400033183,,2320.217111899983,0.016772900009527802,2320.217111899983,0.1142448999453336,3.0,2.065571999992244,2322.3171925999923,0.003310999949462712,0.09791889996267855,2328.317250500084,2328.5004794600886,6.214635299984366,6.314424099982716,2329.517423500074,2348.5002405600158,2348.483684499981,26.231219099950977,26.331122600007802,2349.51707609999,2351.4837482000003,2351.5172036000295,0.031155799981206656,0.13114690000656992,2381.533738300088,30.014177900040522,6.099131800001487,2311.1174050000263,,,,,,,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2381.6167525000637,0.014258000068366528,0.11422910005785525,6.03072660008911,2387.616846900084,2387.7335526000243,2387.7335526000243,0.014119400060735643,0.11418460006825626,space,1.5812105999793857,2389.366927199997,2389.366927199997,3.929995000362396e-05,0.09809839993249625,num_9,3.075293399975635,2392.483569360082,0.0019548999844118953,0.09793839999474585,2392.8002259000205,2393.2835755600595,2393.600223800051,2394.08364596006,2394.4003116000677,2394.466904300032,2402.4835297000827,2402.4835297000827,2402.4835313600256,0.0013895999873057008,0.0978992999298498,2404.483491700026,2404.683503200067,2405.183471400058,10.014483199920505,,2412.600057600066,0.017565299989655614,2412.600057600066,0.11428229999728501,4.0,2.0979296000441536,2414.7337860000553,0.001528099994175136,0.09926699998322874,2420.7334178000456,2420.900157559989,6.199187900056131,6.299151899991557,2421.900047400035,2440.9165810600157,2440.9167026000796,26.215809000073932,26.3157447000267,,2443.9166563000763,2443.9166563000763,0.01578340004198253,0.11575020011514425,2473.9333057000767,29.99913870007731,,2403.5168658000184,,,,,,30.098941400065087,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474.033206699998,1.9600149244070053e-05,0.09892410004977137,2504.0497177999932,30.015472300117835,,,2993,Gustatory,2024-07-25_10h31.42.757,Gustatory_Condition_v2,2022.2.5,29.94311407097426,
