Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_1.stopped,Finish_rinse.stopped,p_port_14.stopped,Roll_liquid_taste.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1757.0213012997992,0.016275299713015556,0.11547409975901246,6.0320015996694565,1763.0211207000539,1763.1213015997782,1763.1213015997782,0.015458299312740564,0.11544689955189824,space,2.5196627001278102,1765.6879217000678,1765.6879217000678,4.4300220906734467e-05,0.09818980004638433,num_9,1.1853978005237877,1766.9213023998775,0.002087899949401617,0.09805449983105063,1767.7045796995983,1768.021151999943,1768.504554999806,1768.8212934997864,1768.904574799817,1776.921232599765,1776.921220899839,0.001131899654865265,0.09790730010718107,1777.93785690004,1778.937909399625,1779.1045411997475,1779.5877784998156,10.014633699785918,,1787.0377308996394,0.01727149961516261,1787.0377308996394,0.1143741998821497,5.0,2.7315193000249565,1789.8047181000002,0.0025193998590111732,0.09774699993431568,1795.8044417998753,1796.0044787999243,6.231074899900705,6.331282299943268,1797.0211110999808,1815.987672400009,1815.987721099984,26.21434610011056,26.314306600019336,1819.0043901000172,1819.0043901000172,4.849955439567566e-05,0.09765869984403253,1849.0209292997606,30.014168299734592,1767.221236600075,1816.987637899816,,1776.921232599765,,,,,,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1849.1377281998284,0.03165429970249534,0.13084149966016412,6.03073149966076,1855.1208257996477,1855.220940399915,1855.220940399915,0.014249099418520927,0.11410999950021505,space,1.5881882002577186,1856.8542500999756,1856.8542500999756,4.939967766404152e-05,0.098012899979949,num_9,1.7306779003702104,1858.6376264996827,0.002625300083309412,0.09788600029423833,1859.4208957998082,1859.7208193000406,1860.2375856999308,1860.5374197000638,1860.620879800059,1868.6209696996957,1868.6209906999022,0.014703700318932533,0.11447820020839572,1869.6374582997523,1870.6207450996153,1870.8208043999039,1871.3208693997003,10.01438229996711,,1878.7540728999302,0.01715969992801547,1878.7540728999302,0.11438960023224354,3.0,3.2648261999711394,1882.0544310999103,0.0024526999332010746,0.09782039979472756,1888.0541341998614,1888.2372655000538,6.214203299954534,6.298006400000304,1889.2373684998602,1908.2338294999674,1908.2171380999498,26.210693100001663,26.294017700012773,1911.2038594000041,1911.237395199947,0.014399699866771698,0.11473149992525578,1941.253890299704,30.030889899935573,1858.937503699679,1909.2335632997565,,1868.6209696996957,,,,,,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1941.370582100004,0.014874499756842852,0.11421019956469536,6.014170699752867,1947.3705265996978,1947.4705188996159,1947.4705188996159,0.014351699501276016,0.11408929945901036,space,1.7704388001002371,1949.3038746998645,1949.3038746998645,4.0699727833271027e-05,0.09806929994374514,num_9,1.5371634005568922,1950.9039044997655,0.0028473995625972748,0.09809579979628325,1951.703861999605,1952.0205174996518,1952.4872055000626,1952.7871436998248,1952.887214299757,1960.8871526997536,1960.8872038999573,0.014776699710637331,0.11463179998099804,1961.8871540999971,1962.903947299812,1963.1038655997254,1963.6036763996817,10.014527999795973,10.097844899632037,1971.0037412997335,0.0005585998296737671,1971.0037412997335,0.09781849989667535,4.0,2.9650895996019244,1974.0038542998955,0.0016789999790489674,0.09922510012984276,1980.00377319986,1980.1872373999097,6.199261200148612,6.299210200086236,,2000.1869096996263,2000.1702418997884,26.215564500074834,26.31574029987678,2003.1534976996481,2003.1700772000477,0.01559449965134263,0.11555199977010489,2033.1869016997516,30.01570629980415,1951.2206127997488,,,1960.8871526997536,,,,,,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.336885099765,0.03283339971676469,0.1323171998374164,2063.3369772997685,30.032293199561536,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2063.4367768997326,0.03431269945576787,0.13218759931623936,6.032192799728364,2069.4367558998056,2069.5367358997464,2069.5367358997464,0.03225719928741455,0.13216219935566187,space,2.487930300179869,2072.070096099749,2072.070096099749,3.9600301533937454e-05,0.09777679992839694,num_9,1.0911120004020631,2073.220060499664,0.0026863999664783478,0.09783949982374907,2074.003271600045,2074.320171899628,2074.803396399878,2075.1200672998093,2075.220044199843,2083.236664999742,2083.2369466999544,0.017233299557119608,0.11440679989755154,2084.2533427998424,2085.236672299914,2085.4199135997333,2085.9366766000167,10.014378699939698,,2093.3366398997605,0.016918099485337734,2093.3366398997605,0.11427679983898997,5.0,2.6649629999883473,2096.036840399727,0.0026504001580178738,0.09745280025526881,2102.0366340996698,2102.2198861998504,6.2141728000715375,6.314019599929452,2103.2534207999706,2122.2365249998866,2122.236537599936,26.230691800359637,26.330599599983543,2125.236477300059,2125.236477300059,-0.0002505001612007618,0.0973545997403562,2155.2363851000555,30.030511499848217,2073.520076399669,2123.236633599736,,,,,,,,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2155.369727799669,0.03130959998816252,0.1304683000780642,6.030512500088662,2161.3697150996886,2161.4696946996264,2161.4696946996264,0.030537199694663286,0.130481599830091,space,2.1078294003382325,2163.636382599827,2163.636382599827,3.8899946957826614e-05,0.09853560011833906,num_9,1.4126345003023744,2165.086403599754,0.0018294998444616795,0.09803039999678731,2165.8696187998166,2166.1696333000436,2166.669666799996,2166.969897300005,2167.069685399998,2175.069677399937,2175.069526399765,0.014776600059121847,0.11477959994226694,2176.0696167997085,2177.052914199885,2177.269629599992,2177.7696257997304,10.010899299755692,10.094284600112587,2185.1659019999206,0.010880999732762575,2185.1659019999206,0.09781669965013862,3.0,4.301895199809223,2189.5197116998024,0.002276299986988306,0.09834429994225502,2195.5197989996523,2195.7195569000205,6.231662699952722,6.331685000099242,2196.7361419000663,2215.720191399846,2215.7195256999694,26.23167400015518,26.331596500240266,2218.7194970999844,2218.7194970999844,0.0007175998762249947,0.09822400007396936,2248.736026499886,30.014776600059122,2165.3863041996956,2216.7194007998332,,2175.069677399937,,,,,,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2248.8360536997207,0.015121799893677235,0.114805500023067,6.031467199791223,2254.8526736996137,2254.9360168999992,2254.9360168999992,0.0148543999530375,0.11483019962906837,space,1.9853139002807438,2256.969345399644,2256.969345399644,7.41998665034771e-05,0.09820499969646335,num_9,1.7277233004570007,2258.7360348997636,0.0021603000350296497,0.0980433002114296,2259.519147699978,2259.8192530996166,2260.319341699872,2260.6359265996143,2260.7193530998193,2268.719311399851,2268.7192986000327,0.014737999998033047,0.11463729990646243,2269.7191316997632,2270.7192496997304,2270.9192800996825,2271.4359611999243,10.031354899983853,,2278.8524186997674,0.016533200163394213,2278.8524186997674,0.11455659987404943,5.0,3.6658234000205994,2282.552820599638,0.0025611999444663525,0.09758380008861423,2288.5525173996575,2288.752570699714,6.230772899929434,6.330831100232899,2289.7691599000245,2308.7358024998566,2308.735782499891,26.21414990024641,26.314056599978358,2311.752452599816,2311.752452599816,-0.00016569998115301132,0.09744689986109734,2341.752326899674,30.030621099751443,2259.0359081998467,2309.7357636997476,,2268.719311399851,,,,,,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2341.8857084000483,0.03130629984661937,0.13060489995405078,6.030595299787819,2347.88565750001,2347.969048900064,2347.969048900064,0.013994099572300911,0.11388219986110926,space,2.344107400160283,2350.3523710998707,2350.3523710998707,3.700004890561104e-05,0.09785250015556812,num_9,1.5611526002176106,2351.9523057996294,0.0019565001130104065,0.09823059989139438,2352.735544699989,,2353.5355949996037,2353.8355214996263,2353.9356283997186,2361.935575999785,2361.9355092000214,0.01479029981419444,0.1147941998206079,2362.9354959996417,2363.935607600026,2364.1355698998086,2364.6355663998984,10.014601700007915,10.097920699976385,2372.0520795998164,0.000727199949324131,2372.0520795998164,0.09803229989483953,2.0,3.5648434003815055,2375.6524036000483,0.0014956998638808727,0.09947009989991784,2381.6521593998186,2381.8353591997175,6.1990341995842755,6.282510199584067,2382.8354233996943,2401.835361999739,2401.8187347999774,26.199072599876672,26.29905389994383,2404.8353650998324,2404.8353650998324,0.015741499606519938,0.11565559962764382,2434.8352327998728,30.015562599524856,2352.2689330996946,2402.8353556999937,,2361.935575999785,,,,,,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2434.9686195999384,0.016408599447458982,0.11541699944064021,6.015579699538648,2440.968596099876,2441.0853158999234,2441.0853158999234,0.0324511993676424,0.13232689956203103,space,2.0122078000567853,2443.15192069998,2443.15192069998,1.7799902707338333e-05,0.09942650003358722,num_9,1.577422700356692,2444.785322699975,0.0020527997985482216,0.09811289981007576,2445.585306699667,2445.8851186996326,2446.3685282997785,2446.668615799863,2446.7686109999195,2454.768580999691,2454.768684000056,0.014833999797701836,0.11480390001088381,,2456.7686205999926,2456.968546099961,2457.4852499999106,10.014731300063431,,2464.9017515997402,0.016632999759167433,2464.9017515997402,0.11467349994927645,4.0,3.6337811001576483,2468.5685248998925,0.0015708999708294868,0.09910889994353056,2474.568463699892,2474.751816300023,6.2157246000133455,6.315804800018668,2475.7684838999994,2494.751811599638,2494.751813699957,26.215864600148052,26.31565950019285,2497.7683977000415,2497.7683977000415,0.001590500120073557,0.09888669988140464,2527.7514595999382,30.01540690008551,2445.0851361998357,2495.768422299996,30.098765600007027,2454.768580999691,,,,,,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2527.8682116996497,-0.0003042002208530903,0.09889360005035996,2557.884852899704,30.015384799800813,,3599,Gustatory,2024-11-20_13h46.31.699,Gustatory_Condition_v2,2022.2.5,29.949158312208056,
