Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Begin_Rinse.stopped,p_port_14.stopped,p_port_18.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,2154.245068799937,0.016313600004650652,0.1155993000138551,2160.2450217999285,6.015786800067872,2160.3450188999996,2160.3450188999996,0.01573050010483712,0.1160552001092583,space,3.9077445999719203,2164.3115936999675,2164.3115936999675,4.4199987314641476e-05,0.09806630003731698,num_9,1.9175082000438124,2166.27840757994,0.002433600020594895,0.09801720001269132,2166.5783385999966,2167.0783465799877,2167.411942100036,2167.8616164800014,2168.1784297999693,2168.278285600012,2176.278247899958,2176.278247899958,2176.2783099800117,0.0013273999793455005,0.0981444000499323,2177.278209000011,2178.278241800028,2178.478267499944,2178.978250499931,12.01444200007245,2188.378363099997,-0.00017319992184638977,2188.378363099997,0.09786810004152358,4.0,3.832207700004801,2192.2453735999297,0.002655699965544045,0.0979706000071019,2198.2614996000193,2198.428402780043,6.214773999992758,6.314625200000592,2228.428122980008,2228.428052000003,36.21456039999612,36.31448920001276,2229.4279691999545,2231.444694899954,2231.444694899954,0.0003728000447154045,0.09797890007030219,2261.4446209999733,30.031095100101084,2199.444744599983,,12.097753599984571,,,,,,,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
3,0,3,0,3,0,3,0,,,,,,,,,,,,2261.5443981999997,0.014553200104273856,0.11457630002405494,2267.5445569999283,6.031033900100738,2267.677906899946,2267.677906899946,0.031140100094489753,0.1310740001499653,space,4.462551300064661,2272.1945782999974,2272.1945782999974,4.029995761811733e-05,0.09808400005567819,num_9,1.7059431000379845,2273.96135287995,0.0024171998957172036,0.09792109997943044,2274.2778692999855,2274.761355680018,2275.0778380000265,2275.5612369799755,2275.87781179999,2275.9445420999546,2283.9444908000296,2283.9444908000296,2283.9445241799813,0.01457129989285022,0.11454109998885542,2284.94440259994,2285.961158399936,2286.144498099922,2286.644498999929,12.010542299947701,2296.040571099962,0.010600199922919273,2296.040571099962,0.09795019996818155,2.0,4.370545800076798,2300.461602599942,0.001994200050830841,0.09918150003068149,2306.4777305999305,2306.644577579992,6.215600800001994,6.315616499981843,2336.6442024800463,2336.644319999963,36.215586300008,36.31547170004342,2337.660962600028,2339.660883000004,2339.660883000004,0.0012292000465095043,0.09887050010729581,2369.6774842999876,30.01534900011029,2307.661063799984,,12.093885299982503,,,,,,,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
3,0,3,0,4,0,4,0,,,,,,,,,,,,2369.777325999923,0.015987700084224343,0.11556860012933612,2375.7774624000303,6.0153753000777215,2375.877548899967,2375.877548899967,0.015559800085611641,0.11549790005665272,space,2.9836115000071004,2378.910788599984,2378.910788599984,3.629992716014385e-05,0.09812350000720471,num_9,1.1819725000532344,2380.1274863800036,0.0019959999481216073,0.09799979999661446,2380.4273632999975,2380.9106501800243,2381.210737199988,2381.7108229799896,2382.010936699924,2382.11077369994,2390.1273759999312,2390.1273759999312,2390.1274783799427,0.0013144999975338578,0.09797119989525527,2391.1273425000254,2392.127634400036,2392.3107104999945,2392.8107177999336,12.014579799957573,2402.2438603999326,0.01668869995046407,2402.2438603999326,0.11483819992281497,6.0,3.3323665000498295,2405.6110210999614,0.00152449996676296,0.09916600002907217,2411.627327000024,2411.777350780042,6.199047100031748,6.299073799978942,2441.8105782799657,2441.810640499927,36.23245480004698,36.332267999998294,2442.810478599975,2444.8104859000305,2444.8104859000305,0.0014052999904379249,0.09890890005044639,2474.8270333999535,30.01559590001125,2412.777302399976,,,,,,,,,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474.9270254999865,0.01566220005042851,0.11524700000882149,2504.9269312999677,30.015345100080594,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
4,0,4,0,0,0,0,0,,,,,,,2505.026993299951,0.0181588000850752,0.11534730007406324,2525.026819700026,20.015225400100462,2525.126850300003,0.016880800132639706,0.11523370014037937,2531.1435123999836,6.031893700128421,2531.24348309997,2531.24348309997,0.032000800129026175,0.13187500007916242,space,5.033042400027625,2536.3268049999606,2536.3268049999606,4.190008621662855e-05,0.09787080006208271,num_9,1.0620412999996915,2537.4268846800087,0.0021300000371411443,0.09803840005770326,,2538.22680358002,2538.52666949993,2539.026840980002,2539.3267088999273,2539.410109499935,2547.4100628999295,2547.4100628999295,2547.4102749799613,0.014610600075684488,0.1145520000718534,2548.4100942999357,2549.3933296999894,2549.6100427999627,2550.12669049995,12.01431080000475,2559.526576699922,0.00029990007169544697,2559.526576699922,0.09766299999319017,5.0,3.898648099973798,2563.4600457999622,0.003366400022059679,0.0972774000838399,2569.4431569000008,2569.659995480045,6.230567500111647,6.330599300097674,2599.6431453800296,2599.643205899978,36.2138474000385,36.313841900089756,2600.660056099994,2602.64320349996,2602.64320349996,0.013947100145742297,0.11377070005983114,2632.6430149999214,30.013652000110596,2570.6599396999227,,12.09772860002704,,,,,,,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
4,0,4,0,1,0,1,0,,,,,,,,,,,,2632.7762238000287,0.013800000073388219,0.1302894001128152,2638.7928832999896,6.030279000173323,2638.876353699947,2638.876353699947,0.013526200200431049,0.11363530019298196,space,5.065014599938877,2643.9930273999926,2643.9930273999926,4.139996599406004e-05,0.09797659993637353,num_9,1.5563264000229537,2645.5929492800033,0.0014518999960273504,0.09873130009509623,2645.9096754000057,2646.3763602800436,2646.6762465999927,2647.1930452800125,2647.509613799979,2647.576320299995,2655.5929556000046,2655.5929556000046,2655.592965180008,0.0011088000610470772,0.09870040009263903,2656.6095197999384,2657.576073799981,2657.7593877000036,2658.2428701999597,12.015305200009607,2667.709563600016,0.01718410011380911,2667.709563600016,0.11533630010671914,6.0,6.632536999997683,2674.3765825999435,0.0015205999370664358,0.09976639994420111,2680.359453300014,2680.5427946799437,6.199148099985905,6.299219000036828,2710.5760746800343,2710.5760838999413,36.199010999989696,36.29907589999493,,,2713.5929897000315,0.01757360005285591,0.11620460008271039,2743.5924436999485,30.015557200065814,2681.5596727000084,,,,,,,,,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
4,0,4,0,2,0,2,0,,,,,,,,,,,,2743.6925297999987,0.016208400018513203,0.11594460008200258,2749.675865600002,6.015452400082722,2749.775962100015,2749.775962100015,-6.509991362690926e-05,0.09893160010688007,space,4.468660800019279,2754.2925880999537,2754.2925880999537,4.0199956856667995e-05,0.09809139999561012,num_9,1.5360848000273108,2755.89261377994,0.0029141000704839826,0.097677499987185,2756.209149900009,2756.692706879997,2757.009176500025,2757.4757761799965,,2757.875892299926,2765.8925103000365,2765.8925103000365,2765.892493979959,0.0008581000147387385,0.09765870007686317,2766.909209699952,2767.90913689998,2768.075783499982,2768.5924452999607,12.014182700077072,2778.009074499947,0.017165000084787607,2778.009074499947,0.1142603000625968,1.0,3.8318204000825062,2781.875737900031,0.0022499000187963247,0.09805120003875345,2787.875839699991,2788.0590762799375,6.214679399970919,6.314691100036725,2818.0588811799653,2818.059084699955,36.214787899982184,36.31464700005017,2819.0587972999783,2821.075701399939,2821.075701399939,0.0003866000333800912,0.09787310007959604,2851.075488899951,30.031173900002614,2789.059011299978,,,6.099055400118232,,,,,,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
4,0,4,0,3,0,3,0,,,,,,,,,,,,2851.2088890000014,0.031696700025349855,0.13115120003931224,2857.2254738999764,6.0144429000793025,2857.2922682999633,2857.2922682999633,0.014415600104257464,0.11443240009248257,space,2.3130681000184268,2859.658752499963,2859.658752499963,4.680000711232424e-05,0.09802419994957745,num_9,2.0260311000747606,2861.74209358003,0.002394600072875619,0.09811880008783191,2862.0754058000166,2862.525305179949,2862.825256699929,2863.3421192799697,2863.6755249999696,2863.7086056999397,2871.7086768000154,2871.7420250999276,2871.742047180026,0.031425700057297945,0.13164250005502254,2872.7586991999997,2873.741875699954,2873.925351099926,2874.4253447999945,12.01100000005681,2883.842094999971,0.03152140008751303,2883.842094999971,0.13149730011355132,4.0,4.734396200045012,2888.6089518999215,0.0016753999516367912,0.099335000035353,2894.6085933999857,2894.791973579978,6.215882500051521,6.315927000017837,2924.791973979981,2924.791804499924,36.215801000013016,36.3157434000168,2925.8084432999603,2927.80840660003,2927.80840660003,0.0015072000678628683,0.0990945000667125,2957.8083819999592,29.999006199999712,2895.8086080999346,30.098947999998927,12.094516100012697,,,,,,,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
4,0,4,0,4,0,4,0,,,,,,,,,,,,2957.908363000024,0.0002859000815078616,0.09897830011323094,2963.9083091999637,6.032307000015862,2964.0248183000367,2964.0248183000367,0.0321210001129657,0.1155867000343278,space,4.04373829998076,2968.108293700032,2968.108293700032,3.460003063082695e-05,0.09805300005245954,num_9,1.7200746999587864,2969.875014680042,0.001776200020685792,0.09817759995348752,2970.1915930999676,2970.6750121799532,,2971.458353480045,2971.758170599933,2971.8414462000364,2979.858376499964,2979.858376499964,2979.858378880029,0.01499529997818172,0.11473849997855723,2980.8582891999977,2981.8584605000215,2982.0413616999285,2982.558233699994,12.031489199958742,2992.008181000012,0.03420470003038645,2992.008181000012,0.13133030000608414,2.0,3.0980770000023767,2995.1418065000325,0.0017742000054568052,0.09939640003722161,3001.141484300024,3001.3081477799687,6.199269300093874,6.299248300027102,3031.324692779989,3031.324705499923,36.21586670004763,36.31574570003431,3032.341397800017,3034.324660199927,3034.324660199927,0.01577320008073002,0.11575480015017092,3064.324661599938,30.015752000152133,3002.30832489999,,,,,,,,,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064.4578923999798,0.01589220017194748,0.11565240006893873,3094.4576138999546,30.031981900101528,670,Gustatory,2024-02-29_11h37.34.420,Gustatory_Condition_v2,2022.2.5,29.979775639429935,
