Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_2.started,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,20.125868229568006,0.0005073994398117065,0.1310447994619608,20.393402500078082,20.62668018899858,20.893316699191928,21.12868609018624,21.410081800073385,0.01892869919538498,0.14813390001654625,15.014385599642992,36.41001679934561,36.51017929986119,0.015213500708341599,0.13102569989860058,6.014238700270653,42.50998440012336,42.58981749974191,42.58981749974191,0.010715700685977936,0.11070339940488338,space,3.119641901925206,45.739594999700785,45.739594999700785,1.879967749118805e-05,0.10297179967164993,num_9,2.538817100226879,48.30998738966882,0.0010145995765924454,0.11598349921405315,49.1063579890877,49.90628608986735,50.222990998998284,50.31018050014973,58.3268442992121,58.3268442992121,58.31028748974204,0.0015178993344306946,0.11621999926865101,60.3601961992681,60.493354799225926,61.02679369971156,9.999678999185562,68.46003399975598,0.03570229932665825,68.46003399975598,0.16626540012657642,3.0,7.031973199918866,75.52680759876966,0.002742599695920944,0.11341879889369011,81.52684639953077,81.70999168902635,6.213436499238014,6.330334300175309,,,,,,,
