Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_3.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,1687.7760250996798,0.0003485996276140213,0.09909109957516193,1693.7759251999669,5.999279599636793,1693.8759921998717,1693.8759921998717,-0.00011890055611729622,0.09925569966435432,space,0.6438570003956556,1694.5759879997931,1694.5759879997931,4.71002422273159e-05,0.09800670016556978,num_9,1.5915117003023624,1696.2259794300421,0.002314499579370022,0.09795759990811348,1696.5258553996682,1697.0092863299883,1697.3092291997746,1697.8261668299324,1698.209379399661,1706.2092832000926,1706.2092832000926,1706.2092804297804,0.014724799897521734,0.11458519985899329,1707.2092134999111,1708.2092639999464,1708.42588720005,1708.9258837997913,10.014403899665922,10.097802799660712,1716.3257820000872,0.00024739978834986687,1716.3257820000872,0.09797529969364405,5.0,2.165438700001687,1718.5261292001233,0.003105499781668186,0.09758850000798702,1724.542513600085,1724.7091041299514,6.214161999989301,6.297562799882144,1725.7090835999697,1744.7091232299804,1744.7090475996956,26.2141360999085,26.314156800042838,1745.7256598998792,1747.7089761998504,1747.7089761998504,0.014050900004804134,0.11413879971951246,1777.7256332999095,30.030783099588007,1698.1258534998633,,,,,,,6.09902019938454,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
3,0,3,0,3,0,3,0,,,,,,,,,,,,1777.84240149986,0.01460609957575798,0.11404979974031448,1783.842267199885,6.0139759997837245,1783.9589682999067,1783.9589682999067,0.030757899396121502,0.1307755997404456,space,0.6724572000093758,1784.67572379997,1784.67572379997,4.810001701116562e-05,0.09804249973967671,num_9,1.3480806997977197,1786.0589846297166,0.002361699938774109,0.09784890012815595,1786.3587859999388,1786.842243529763,1787.1590100000612,1787.6421485300175,1788.0589311998338,1796.0589085998945,1796.0589085998945,1796.0589252299628,0.0008398997597396374,0.09769889991730452,1797.058911500033,1798.0754293999635,1798.258884599898,1798.7590744998306,10.010778999887407,10.094041899777949,1806.1587578998879,0.03096209978684783,1806.1587578998879,0.1309171998873353,5.0,2.2683955002576113,1808.4591494998895,0.004197900183498859,0.09875399991869926,1814.4588027996942,1814.642288729921,6.214925300329924,6.331431500148028,1815.6588574000634,1834.6419476297683,1834.6420662999153,26.21489330008626,26.314980099909008,1835.6587497997098,1837.642074899748,1837.642074899748,0.014998999889940023,0.11499319970607758,1867.6419524000958,30.014771699905396,1787.9589013997465,,,,,,,,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
3,0,3,0,4,0,4,0,,,,,,,,,,,,1867.7754103001207,0.015477299690246582,0.11474249977618456,1873.7754144999199,6.01487879967317,1873.8919424996711,1873.8919424996711,0.03161939978599548,0.13140669977292418,space,1.395517600234598,1875.325264699757,1875.325264699757,3.9800070226192474e-05,0.09811520017683506,num_9,1.4184071999043226,1876.791951130051,0.002258900087326765,0.09819809999316931,1877.1085797999986,1877.575239229854,1877.87513879966,1878.3752407300285,1878.775541699957,1886.7920021000318,1886.7920021000318,1886.7919341296888,0.0017307000234723091,0.09817990008741617,1887.8085509999655,1888.7750193998218,1888.9752138000913,1889.4751955000684,10.014928000047803,,1896.9084993000142,0.01766139967367053,1896.9084993000142,0.11467569973319769,1.0,2.2979727000929415,1899.24183359975,0.002294600009918213,0.09835019987076521,1905.2418839000165,1905.425094429776,6.214972000103444,6.314922399818897,1906.425292499829,1925.4250657296739,1925.4250682997517,26.214899799786508,26.314912799745798,1926.4249933999963,1928.4417248996906,1928.4417248996906,0.0005233995616436005,0.09816729975864291,1958.441598800011,30.031464899890125,1878.6752085997723,,,,,,,,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.5580875999294,0.031221899669617414,0.1313629997894168,1988.574838699773,30.03127949964255,,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
4,0,4,0,0,0,0,0,,,,,,,,,,,,1988.6748321000487,0.03314309939742088,0.13116909936070442,1994.674828399904,6.031272099353373,1994.7748254998587,1994.7748254998587,0.03158779954537749,0.1314362995326519,space,0.6087290998548269,1995.4414579998702,1995.4414579998702,3.390014171600342e-05,0.0979403997771442,num_9,1.126664999872446,1996.6081633296794,0.0019100001081824303,0.0975687000900507,1996.908104899805,1997.3914050300605,1997.7080699000508,1998.19137223009,1998.608124999795,2006.6081173997372,2006.6081173997372,2006.6080951298586,0.0009047999046742916,0.09760800004005432,2007.6080300998874,2008.608151699882,2008.8080684999004,2009.2912896997295,10.0309549998492,,2016.7414188999683,0.03355639986693859,2016.7414188999683,0.1310197999700904,5.0,2.3315749000757933,2019.108064699918,0.0015903003513813019,0.11604750016704202,2025.1079828999937,2025.2747156297787,6.199565300252289,6.299354699905962,2026.2745734998025,2045.2912841298617,2045.2912432998419,26.215893399901688,26.315875300206244,2046.307877900079,2048.3078970997594,2048.3078970997594,0.0016848999075591564,0.09923980012536049,2078.307785599958,29.99909680010751,1998.5081194997765,30.099100899882615,,,,,,,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
4,0,4,0,1,0,1,0,,,,,,,,,,,,2078.4078692998737,0.0004190998151898384,0.09921899996697903,2084.424441399984,6.015951099805534,2084.52448009979,2084.52448009979,0.016011399682611227,0.11571719963103533,space,1.0835461998358369,2085.657853099983,2085.657853099983,3.570038825273514e-05,0.09808710031211376,num_9,1.2137016002088785,2086.9244874300434,0.0022144997492432594,0.09812189964577556,2087.2242641998455,2087.7077526300213,,2088.524447529949,2088.9245128999464,2096.9244444998913,2096.9244444998913,2096.924529930018,0.0013786000199615955,0.09803859982639551,,2098.924391299952,2099.107721199747,2099.6077489000745,10.014569399878383,10.09799289982766,2107.0242729000747,0.0012742998078465462,2107.0242729000747,0.09790679952129722,1.0,2.2308546998538077,2109.291236899793,0.001542199868708849,0.09936210000887513,2115.3077691998333,2115.4575763297266,6.199235800188035,6.299391400068998,2116.4576154998504,2135.4742581298574,2135.474275900051,26.215895100031048,26.315879200119525,2136.4909276999533,2138.474194599781,2138.474194599781,0.01580409985035658,0.11579179996624589,2168.4742046999745,30.015893099829555,,,,,,,,,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
4,0,4,0,2,0,2,0,,,,,,,,,,,,2168.607434200123,0.016285499557852745,0.11569999996572733,2174.6244028997608,5.999129999894649,2174.6910496996716,2174.6910496996716,-0.0003975001163780689,0.09896009974181652,space,0.6764871999621391,2175.4242030000314,2175.4242030000314,3.969995304942131e-05,0.09805999975651503,num_9,1.0953597999177873,2176.574089929834,0.0020480998791754246,0.09798499988391995,2176.873942799866,2177.357404329721,2177.657272899989,2178.1742763299494,2178.5573883997276,2186.5740481000394,2186.5740481000394,2186.5740622299722,0.001245299819856882,0.09796599997207522,,2188.5907372999936,2188.7573571996763,2189.2575206998736,10.014524099882692,10.097847300115973,2196.6739922999404,0.0012293001636862755,2196.6739922999404,0.09789839992299676,4.0,2.264289400074631,2198.9742644997314,0.0018934998661279678,0.09888769965618849,2204.990626699757,2205.1573357297107,6.215441499836743,6.3154210997745395,2206.1572206998244,2225.1740088298916,2225.1739268996753,26.232084800023586,26.331822599750012,2226.190608299803,2228.173833000008,2228.173833000008,0.0012284996919333935,0.09878389956429601,2258.190431599971,30.015247999690473,2178.4739254000597,,,,,,,6.098995599895716,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
4,0,4,0,3,0,3,0,,,,,,,,,,,,2258.2904221997596,0.01588169950991869,0.11517309956252575,2264.2903990000486,6.015148399397731,2264.3904475998133,2264.3904475998133,0.015367099549621344,0.11517119919881225,space,1.0571443997323513,2265.4904090999626,2265.4904090999626,5.00003807246685e-05,0.09805610030889511,num_9,1.076881700195372,2266.6071386299095,0.001440300140529871,0.09872979996725917,2266.9071220001206,2267.39046092974,2267.7070361999795,2268.1902628297917,2268.5904017998837,2276.590405399911,2276.590405399911,2276.590383629687,0.015417700167745352,0.11530710011720657,2277.590346099809,2278.5903489999473,2278.7903553997166,2279.2736180997454,10.015238200314343,10.098726599942893,2286.7068548998795,0.002233500126749277,2286.7068548998795,0.09840389993041754,2.0,2.297743999864906,2289.040374999866,0.0016111000441014767,0.09936879994347692,2295.0402679997496,2295.2069851298816,6.199094200041145,6.282637599855661,,2315.2067810300737,2315.2068769996986,26.199261699803174,26.299186499789357,2316.2067156000994,2318.2235483000986,2318.2235483000986,0.015951099805533886,0.11592249991372228,2348.2401697998866,29.999077399726957,2268.506958599668,30.09907989995554,,,,,,,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
4,0,4,0,4,0,4,0,,,,,,,,,,,,2348.3401107997634,0.0006217998452484608,0.09905989980325103,2354.340059499722,5.999063399620354,2354.4399751001038,2354.4399751001038,-0.00018480047583580017,0.09906609961763024,space,1.5833267997950315,2356.0733860000037,2356.0733860000037,4.12999652326107e-05,0.09807630022987723,num_9,0.9420274002477527,2357.0733703299425,0.002764100208878517,0.09811990009620786,2357.3900506999344,2357.856660529878,,2358.6733720296993,2359.0733650000766,2367.0733491997235,2367.0733491997235,2367.0731604298576,1.1600088328123093e-05,0.098042500205338,2368.089924099855,2369.089962099679,2369.2566729998216,2369.756642600056,10.014763100072742,,2377.189871700015,0.017190800048410892,2377.189871700015,0.11464489996433258,5.0,2.4317659996449947,2379.6568359998055,0.002265400253236294,0.09936639992520213,2385.6568066999316,2385.8232864298857,6.199314800091088,6.299200000241399,2386.839932499919,2405.823182830028,2405.8231999999844,26.199357700068504,26.299112900160253,2406.8398015000857,2408.823146800045,2408.823146800045,-0.0007092002779245377,0.09922740003094077,2438.822890599724,30.015564099885523,2358.989996999968,30.099086599890143,,,,,,6.099002399481833,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2438.956280199811,3.900006413459778e-05,0.09919069986790419,2468.9729114999063,30.015679199714214,,3777,Gustatory,2024-10-08_13h01.23.553,Gustatory_Condition_v2,2022.2.5,30.004107555178997,
