Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Finish_rinse.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1779.279518400319,0.014679399784654379,0.11408099951222539,1785.2961831004359,6.030662999488413,1785.3961465000175,1785.3961465000175,0.031009899452328682,0.13064709957689047,space,4.2834115996956825,1789.7128229001537,1789.7128229001537,4.279986023902893e-05,0.09750849986448884,num_9,3.2790857004001737,1793.0294806404504,0.002024599816650152,0.09778250008821487,1793.3293795003556,1793.8127188404555,1794.1128696002997,1794.6127543404232,1794.912827000022,1795.0128933000378,1803.0294239004143,1803.0294239004143,1803.0294291401747,0.0010076998732984066,0.09777900017797947,1804.02938740002,1805.029445500113,1805.2127274000086,1805.7127747000195,10.01425789995119,10.097532799933106,1813.1292797001079,8.96998681128025e-05,1813.1292797001079,0.09766389988362789,5.0,1.2321309000253677,1814.3961045001633,0.0029205000028014183,0.09680889965966344,1820.3960390002467,1820.5960047404747,6.23012899979949,6.330160100013018,1821.612623100169,1840.5792814401443,1840.579278500285,26.213445900008082,26.313424199819565,1843.5792748001404,1843.5792748001404,0.013467699754983187,0.11349979974329472,1873.5789930000901,30.013113799504936,1841.5792431002483,30.0964987995103,,,,,,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1873.6957902000286,0.029988699592649937,0.12993319937959313,1879.7124294000678,6.013337099459022,1879.812429500278,1879.812429500278,0.013335399329662323,0.11328299948945642,space,4.202555499970913,1884.0625475002453,1884.0625475002453,4.550023004412651e-05,0.09808420017361641,num_9,1.8886962002143264,1885.9957938400562,0.001906100194901228,0.09815589990466833,1886.312432100065,1886.7789343401323,,1887.5790163401048,,1887.9790926002897,1895.9790519000962,1895.9790519000962,1895.9790537400636,0.01480389991775155,0.11475960025563836,1896.9790228004567,1897.9790334003046,1898.195713300258,1898.7123806001619,10.011022699996829,10.094268899876624,1906.0752665000036,0.010937700048089027,1906.0752665000036,0.09789869980886579,4.0,1.5694042998366058,1907.6959321000613,0.001993900164961815,0.09856519987806678,1913.712536800187,1913.878878840385,6.215186799876392,6.3151007001288235,,1933.8788382403086,1933.878881400451,26.215082299895585,26.315076500177383,1936.8788984999992,1936.8788984999992,0.015121399890631437,0.11531799985095859,1966.8953999001533,30.03162320004776,1934.8788266000338,,,,,,,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1967.01208460005,0.015419399831444025,0.11491909995675087,1973.0288506001234,6.031561799813062,1973.1121750003658,1973.1121750003658,0.014979599509388208,0.11503949947655201,space,1.4155158000066876,1974.578741100151,1974.578741100151,4.1400082409381866e-05,0.0979075999930501,num_9,2.4605992999859154,1977.0787501401733,0.0022200997918844223,0.09792569978162646,1977.3785555004142,1977.8619276402983,1978.1618196000345,1978.661964740278,1978.9619821002707,1979.0621733004227,1987.0620190002955,1987.0620190002955,1987.0620043400208,0.014732599724084139,0.1145453997887671,1988.0786207001656,1989.0786068001762,1989.278659700416,1989.7619416001253,10.014507899992168,,1997.1952865002677,0.017364499624818563,1997.1952865002677,0.11450749961659312,2.0,2.2315070000477135,1999.461919200141,0.003485599998384714,0.09686330007389188,2005.4451551004313,2005.6452280400786,6.21335730003193,6.313607800286263,2006.6618499001488,2025.6412583404685,2025.624717300292,26.212998600210994,26.29642859986052,2028.6285209003836,2028.661738099996,0.02987769991159439,0.12994410004466772,2058.6616517002694,30.029752899892628,,,,,,,,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2058.795048800297,0.030117199756205082,0.12980089988559484,30.029905600007623,2088.795088900253,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2088.8949192003347,0.03165429970249534,0.12969479989260435,2094.894874200225,6.029719999525696,2094.994902800303,2094.994902800303,0.029746099840849638,0.12964989943429828,space,4.3164212997071445,2099.361559500452,2099.361559500452,4.54997643828392e-05,0.0976587999612093,num_9,1.9817015998996794,2101.3949136404785,0.0017915996722877026,0.09798199962824583,2101.711544500198,2102.194861940248,2102.5115080000833,2102.978099440364,2103.278129200451,2103.3782034004107,2111.3948302003555,2111.3948302003555,2111.394883240247,0.001208100002259016,0.09791080001741648,2112.4114203001373,2113.411503900308,2113.5782712004147,2114.0781540004537,10.0144973997958,10.097788999788463,2121.494699800387,0.0006508994847536087,2121.494699800387,0.09771789982914925,4.0,1.1313821002840996,2122.6616284004413,0.0028005000203847885,0.11442699981853366,2128.678113900125,2128.8446295402478,6.214095000177622,6.31417219992727,2129.86145820003,2148.8445482404436,2148.8446408002637,26.214088500011712,26.314139199908823,2151.844636599999,2151.844636599999,0.014090999960899353,0.11419969983398914,2181.8445480000228,30.014004999771714,2149.8613143004477,,,,,,,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2181.9778685001656,0.01461269985884428,0.11395589960739017,2187.9945244002156,6.0305569996126,2188.0945047000423,2188.0945047000423,0.030749899800866842,0.13054879987612367,space,4.224886699579656,2192.3778491001576,2192.3778491001576,5.829986184835434e-05,0.09807300008833408,num_9,2.0048838001675904,2194.4444816402624,0.0021913000382483006,0.0978986001573503,2194.7611882002093,2195.244604040077,2195.5611403002404,2196.0443705400917,2196.361189200077,2196.427814300172,2204.444477500394,2204.444477500394,2204.4444457401055,0.0013449001125991344,0.09799619996920228,2205.461112000048,2206.461115400307,2206.61106200004,2207.094317900017,10.014580499846488,10.097733499947935,2214.5443958002143,-0.0003558001480996609,2214.5443958002143,0.0979220001026988,5.0,1.2326186997815967,2215.8112720004283,0.002468399703502655,0.09876689966768026,2221.794314800296,2222.0112255403305,6.232058699708432,6.332043199799955,2223.0276221004315,2242.011072240444,2242.010962100234,26.232000699732453,26.33205229975283,,2245.027542800177,0.016973599791526794,0.1152964998036623,2275.027508900035,30.015149599406868,2243.0275102001615,,,,,,,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2275.127488200087,0.01594369951635599,0.11513579962775111,2281.1276460001245,6.015397499315441,2281.227579000406,2281.227579000406,0.015572699252516031,0.11497179931029677,space,1.8760465001687407,2283.144163100049,2283.144163100049,4.279986023902893e-05,0.09791219979524612,num_9,2.7754830000922084,2285.9774449403862,0.0025820997543632984,0.0982456998899579,2286.2773061003536,2286.760680640256,2287.060690100305,2287.560705240024,2287.8607278000563,2287.9607592001557,2295.9774216003716,2295.9774216003716,2295.9774343400727,0.0018152999691665173,0.09818150009959936,2296.9940716000274,2297.9940858003683,2298.1607564003207,2298.6439397004433,10.031514099799097,,2306.110646700021,0.03469789959490299,2306.110646700021,0.13133559981361032,2.0,1.1310449000447989,2307.277353900019,0.00270059984177351,0.09731619991362095,2313.293968500104,2313.4606654403265,6.21404549991712,6.3139713001437485,2314.460696400143,2333.477238340443,2333.4772754004225,26.23056589998305,26.33049979992211,2336.4772536000237,2336.4772536000237,0.030573399737477303,0.13062359998002648,2366.4937648000196,30.01371489977464,,,,,,,,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2366.5937897004187,0.014317499473690987,0.11380499973893166,2372.5937594003044,6.013653899542987,2372.693764600437,2372.693764600437,0.01380119938403368,0.11367039941251278,space,1.96165190031752,2374.69375830004,2374.69375830004,4.5999884605407715e-05,0.09790479997172952,num_9,2.1696021002717316,2376.9270856400485,0.0020932001061737537,0.09830519976094365,2377.227011500392,2377.710340840416,2378.0104517000727,2378.5103946404065,2378.8105224003084,2378.8935004002415,2386.9103624001145,2386.9103624001145,2386.91035144045,0.014845999889075756,0.11493839975446463,2387.9102631001733,2388.9102949001826,2389.0936292000115,2389.593703100458,10.014581399969757,,2397.0435792002827,0.017716499976813793,2397.0435792002827,0.11462059989571571,5.0,3.0312405000440776,2400.110507100355,0.00271359970793128,0.09751140000298619,2406.110299400054,2406.2935385402757,6.213954499922693,6.313908299896866,2407.31031730026,2426.3102225401904,2426.3103682002984,26.23072349978611,26.33051809994504,,2429.3268750002608,0.015473899897187948,0.11383389960974455,2459.3267876002938,30.013760299887508,2427.310158900451,,,,,,,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2459.4267110000364,0.014432999771088362,0.11370779946446419,2465.426685600076,6.0136893996968865,2465.526753200218,2465.526753200218,0.01377019938081503,0.11368019971996546,space,1.44853389961645,2467.026721900329,2467.026721900329,3.480026498436928e-05,0.09811360016465187,num_9,2.236276699695736,2469.3100382403004,0.002582400105893612,0.09782930044457316,,2470.093358540116,2470.4099861001596,2470.8932478401343,2471.21003690036,2471.293333200272,2479.2932025003247,2479.2932025003247,2479.293303940119,0.014519100077450275,0.11466260021552444,2480.293313900009,2481.2935607000254,2481.493304400239,2481.9933071001433,10.014400400221348,10.097835400141776,2489.4098305003718,0.0009405999444425106,2489.4098305003718,0.09806900005787611,4.0,1.3311745002865791,2490.7768308003433,0.0023754998110234737,0.09804910002276301,2496.793250699993,2496.959960740199,6.214878200087696,6.314724199939519,2497.9599256003276,2516.9597509402315,2516.959871600382,26.2148752999492,26.314638399984688,2519.9598091002554,2519.9598091002554,0.014772399794310331,0.11464109970256686,2549.9596787001938,30.014526299666613,,,,,,,,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550.093139300123,0.014812199864536524,0.11453219968825579,30.01436819974333,2580.0929622002877,,8770,Gustatory,2024-10-03_17h35.09.335,Gustatory_Condition_v2,2022.2.5,30.000975000693586,
