loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,p_port_7.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,,,,,,,,,173.29469969985075,0.0004303001333028078,0.09759660018607974,179.29440819984302,6.03087170002982,,179.4442961998284,0.04867670009844005,0.14743070001713932,185.4444019999355,6.014070000033826,185.5110269000288,0.016933899838477373,0.11394509999081492,1.0,2.6647018999792635,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
10,0,10,0,,,,,,,,,,,,,,,,,,188.2112106999848,0.0005391999147832394,0.09715379984118044,194.2110238999594,6.030357199953869,,194.34421100001782,0.027543299831449986,0.1302908998914063,200.34434099984355,6.030300999758765,200.427608900005,0.015951099805533886,0.11361859971657395,0.0,0.9986977998632938,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
11,0,11,0,,,,,,,,,,,,,,,,,,201.46127099986188,0.0005689000245183706,0.09694970003329217,207.4776322999969,6.013684700010344,,207.59418739983812,0.026022299891337752,0.13027339987456799,213.59429479995742,6.030167699791491,213.69424899993464,0.03269119979813695,0.1301644998602569,1.0,0.8318715000059456,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
12,0,12,0,,,,,,,,,,,,,,,,,,214.56124740000814,0.0005489001050591469,0.09667080012150109,220.57759450003505,6.013209400000051,,220.71089280000888,0.043691499857231975,0.1465769000351429,226.71089749992825,6.013244400033727,226.77750069997273,0.01565449987538159,0.11309829982928932,0.0,1.065275900065899,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
13,0,13,0,,,,,,,,,,,,,,,,,,227.87786130001768,0.00022169994190335274,0.09905790002085268,233.87740310002118,6.01564330002293,6.098843599902466,233.99415699997917,0.012518499977886677,0.11567219998687506,239.99416200001724,6.015619299840182,240.09415320004337,0.018378299893811345,0.11573469988070428,0.0,0.898276399821043,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
14,0,14,0,,,,,,,,,,,,,,,,,,241.02775579993613,0.0003804001025855541,0.09775170008651912,247.02783249993809,6.031397399958223,,247.1941076000221,0.07334729982540011,0.16462069982662797,253.19415399990976,6.031017099972814,253.26077879988588,0.033706999849528074,0.1310407998971641,2.0,1.7983002997934818,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
15,0,15,0,,,,,,,,,,,,,,,,,,255.0942716000136,0.0004833000712096691,0.09730500006116927,261.11093129985966,6.01392380008474,,261.22737889993005,0.034444899996742606,0.1306010999251157,267.22745439992286,6.030607299879193,267.3274002999533,0.03342459979467094,0.13067099987529218,0.0,1.0316808999050409,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
16,0,16,0,,,,,,,,,,,,,,,,,,268.39436499984004,0.0006269998848438263,0.09722490003332496,274.4107806000393,6.013990799896419,,274.6443187999539,0.11428029998205602,0.24741199985146523,,6.013869500020519,280.6105785998516,0.016578499926254153,0.1138088998850435,1.0,3.564932000124827,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
17,0,17,0,,,,,,,,,,,,,,,,,,284.2109741999302,0.0005214998964220285,0.09711489989422262,290.2274392999243,6.013752300059423,,290.34398729982786,0.027640799758955836,0.13051099982112646,296.34399520000443,6.030583999818191,296.4273679999169,0.016440999694168568,0.1135639997664839,2.0,2.0316633998882025,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
18,0,18,0,,,,,,,,,,,,,,,,,,298.49416949995793,0.000513200182467699,0.097299600020051,304.49397849990055,6.030606500105932,,304.6938880998641,0.08115369989536703,0.1974696998950094,310.6939107000362,6.030529799871147,310.727161699906,0.033034499967470765,0.1303971998859197,2.0,2.7988213999196887,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
19,0,19,0,,,,,,,,,,,,,,,,,,313.5606505998876,0.00022089993581175804,0.09896859992295504,319.5772028998472,6.0157067000400275,,319.6938000000082,0.028775000013411045,0.1322500000242144,325.6937794999685,6.032205799827352,325.77709420002066,0.017686299746856093,0.11547579988837242,2.0,1.2989125000312924,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
20,0,20,0,,,,,,,,,,,,,,,,,,327.1108075999655,0.0004843000788241625,0.09730210015550256,333.1271561998874,6.013882600003853,,333.6272415998392,0.23733290005475283,0.5137740999925882,,6.008532000007108,339.31037539988756,0.012283599935472012,0.09717699978500605,1.0,1.2192293999250978,6.09350369987078,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
21,0,21,0,,,,,,,,,,,,,,,,,,340.57750110002235,0.00045739999040961266,0.09757809992879629,346.57708840002306,6.030737899942324,,346.71035679988563,0.036200399743393064,0.13098039990291,352.7104209000245,6.0307527997065336,352.8105856999755,0.03342249966226518,0.13084699981845915,0.0,1.3315618999768049,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
22,0,22,0,,,,,,,,,,,,,,,,,,354.1773133999668,0.0004968999419361353,0.09696619980968535,360.17705429997295,6.030259100021794,,360.32704539992847,0.04723289981484413,0.14712369977496564,366.3271376998164,6.013514899881557,366.3936502998695,0.016232999740168452,0.11346989963203669,2.0,0.8315329002216458,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
23,0,23,0,,,,,,,,,,,,,,,,,,367.260594899999,0.0004905001260340214,0.09700140007771552,373.2603867999278,6.03031750000082,,373.3935976999346,0.03890489996410906,0.1302845999598503,379.4102011998184,6.013607000000775,379.47695429995656,0.01569009991362691,0.11344280000776052,1.0,3.098948699887842,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
24,0,24,0,,,,,,,,,,,,,,,,,,382.6105187998619,0.0006546000950038433,0.09713840018957853,388.6102805000264,6.030652899993584,,388.7771727000363,0.056483899941667914,0.16425059991888702,394.77685329993255,6.030600999947637,394.826810099883,0.014586699893698096,0.11377339996397495,0.0,0.8002820999827236,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
25,0,25,0,,,,,,,,,,,,,,,,,,395.66051779990084,0.0004859000910073519,0.09697089996188879,401.6768885999918,6.013626500032842,,401.79348300001584,0.03141269995830953,0.13032129989005625,407.7935489998199,6.030280399834737,407.8767740998883,0.015412099892273545,0.11358689982444048,2.0,7.299143299926072,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
26,0,26,0,,,,,,,,,,,,,,,,,,415.2104803000111,0.00024159997701644897,0.09928800002671778,421.22681789984927,6.015917900018394,,421.34346550004557,0.038135499926283956,0.13272469979710877,427.3434286999982,5.999204199761152,427.4099786998704,0.0028308997862040997,0.0991724997293204,0.0,1.1307836999185383,6.09922769991681,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
27,0,27,0,,,,,,,,,,,,,,,,,,428.5767850000411,0.0002755001187324524,0.09892070014029741,434.5767632999923,6.0323135000653565,,434.70995679986663,0.032295200042426586,0.13225420005619526,440.7101951998193,6.032242299988866,440.7933802998159,0.018220199970528483,0.11544609977863729,2.0,1.998369500041008,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
28,0,28,0,,,,,,,,,,,,,,,,,,442.8270071998704,0.0002413999754935503,0.09906279994174838,448.8433989000041,6.015535599784926,,448.95991409989074,0.029245399869978428,0.13222719985060394,454.9600205998868,6.03224779991433,455.06006259983405,0.03471609973348677,0.1321838996373117,2.0,2.465014799963683,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
29,0,29,0,,,,,,,,,,,,,,,,,,457.56030200002715,0.0005187999922782183,0.09715789998881519,463.5600013998337,6.030567200155929,,463.70996059989557,0.041980399983003736,0.14715510001406074,469.7099386998452,6.013814999954775,469.7766523999162,0.016523299971595407,0.11385409999638796,1.0,4.098177100066096,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
30,0,30,0,,,,,,,,,,,,,,,,,,473.91015869984403,0.00022210017777979374,0.0992573001421988,479.8930800999515,6.015529700089246,6.098927499959245,480.02675680001266,0.012603000039234757,0.11597379995509982,486.0265659999568,6.015681199962273,486.1264712000266,0.017799299908801913,0.11597199994139373,1.0,0.8989053000696003,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
31,0,31,0,,,,,,,,,,,,,,,,,,487.05992139992304,0.0007402999326586723,0.09646299993619323,493.0764881998766,6.013035099953413,,493.1931822998449,0.030687399907037616,0.12993079982697964,499.1932020999957,6.029652399942279,499.2765265998896,0.01568869990296662,0.11314969975501299,1.0,0.6648291000165045,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
32,0,32,0,,,,,,,,,,,,,,,,,,499.9768777999561,0.00022389995865523815,0.09908750001341105,505.99314889987,6.015554599929601,,506.12646549986675,0.0412383999209851,0.1491345998365432,512.126408000011,6.015527399955317,512.1932345000096,0.016654699807986617,0.11571839987300336,0.0,0.8671209998428822,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
33,0,33,0,,,,,,,,,,,,,,,,,,513.0935076000169,0.0004554998595267534,0.09735359996557236,519.0931128000375,6.030571299837902,,519.2429517998826,0.04961809981614351,0.14712859992869198,525.2430129998829,6.013959699776024,525.3096127999015,0.016164399683475494,0.11368549964390695,3.0,1.2651753998361528,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
34,0,34,0,,,,,,,,,,,,,,,,,,526.6099973998498,0.0004213000647723675,0.09752180008217692,532.6096631998662,6.0308695998974144,,532.7595418998972,0.05619719997048378,0.14760519983246922,538.7596851999406,6.014094799989834,538.8263242999092,0.016666999785229564,0.1142916998360306,3.0,1.3651985998731107,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
35,0,35,0,,,,,,,,,,,,,,,,,,540.2265208000317,0.0005989999044686556,0.09738890011794865,546.2429824999999,6.0139957999344915,,546.359524599975,0.03938779979944229,0.13074069982394576,552.3595868998673,6.030621399870142,552.4595615998842,0.033436899771913886,0.13062249985523522,3.0,0.8648455000948161,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
36,0,36,0,,,,,,,,,,,,,,,,,,553.359748999821,0.00030880002304911613,0.09929640009067953,559.3595819999464,5.999232800211757,6.0992380999960005,559.4928238999564,0.028308700071647763,0.13257579994387925,565.4928717999719,5.999234999995679,565.5594540999737,0.0027016999665647745,0.09930039988830686,2.0,1.497622099937871,6.099393300013617,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
37,0,37,0,,,,,,,,,,,,,,,,,,567.0930881998502,0.0002226999495178461,0.09901560004800558,573.0929409998935,5.999076700070873,6.098915399983525,573.2093978999183,0.020380199886858463,0.11564129986800253,579.2094578999095,6.015691499924287,579.3094388998579,0.018601599847897887,0.11556859989650548,2.0,0.9315575999207795,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
38,0,38,0,,,,,,,,,,,,,,,,,,580.276498900028,0.0006009999196976423,0.09736680006608367,586.2762731998228,6.030862499959767,,586.4261193999555,0.047425199998542666,0.14751409995369613,592.4261441000272,6.014043299946934,592.4927731000353,0.016430099727585912,0.11408849991858006,0.0,5.331807599868625,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
39,0,39,0,,,,,,,,,,,,,,,,,,597.8596420998219,0.0005213001277297735,0.0972192999906838,603.8760291000362,6.013902700040489,,604.0093359998427,0.04614010010845959,0.1473650000989437,610.0093302999157,6.013699100119993,610.0759745000396,0.016767399851232767,0.11378359980881214,3.0,0.7982974001206458,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
40,0,40,0,,,,,,,,,,,,,,,,,,610.9092889998574,0.00023250002413988113,0.09903799998573959,616.926004699897,6.015763100003824,,617.042630400043,0.037075200118124485,0.13269750005565584,623.0426199999638,6.032369599910453,623.1425556000322,0.03520869999192655,0.13233549986034632,0.0,1.0314336998853832,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
41,0,41,0,,,,,,,,,,,,,,,,,,624.2096569999121,0.00039510009810328484,0.0978594000916928,630.2093295999803,6.031263400102034,,630.3425586000085,0.027436699951067567,0.13115439983084798,636.3425660999492,6.031273099826649,636.4258049998898,0.01704119984060526,0.1143815997056663,1.0,3.098445300012827,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
42,0,42,0,,,,,,,,,,,,,,,,,,639.559496199945,0.0006643000524491072,0.09719670005142689,645.5592191000469,6.030584300169721,,645.6924783999566,0.0304407998919487,0.13069140003062785,651.6925133999903,6.030481799971312,651.7923745999578,0.03338349983096123,0.13048969977535307,0.0,1.2980601999443024,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
43,0,43,0,,,,,,,,,,,,,,,,,,653.1260297000408,0.0004713998641818762,0.09743790002539754,659.1257879999466,6.030638600001112,,659.2756977998652,0.04658439988270402,0.14742369973100722,665.2758059999906,6.01389479986392,665.3424372000154,0.01679189968854189,0.11401399970054626,3.0,1.231421000091359,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
44,0,44,0,,,,,,,,,,,,,,,,,,666.6094762999564,0.0002280999906361103,0.09914919990114868,672.6091093998402,5.999046700075269,6.0989208000246435,672.7423366999719,0.028689799830317497,0.1323967999778688,678.7424299998675,5.999033399857581,678.8090365999378,0.0022224998101592064,0.09914139984175563,1.0,3.631161500001326,6.0990183998364955,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
45,0,45,0,,,,,,,,,,,,,,,,,,682.4760696999729,0.00022029993124306202,0.09935799986124039,688.4755831998773,6.015667699975893,6.098993199877441,688.5922318999656,0.012946799863129854,0.11590089974924922,694.5922913998365,6.0157379996962845,694.6922267999034,0.018934499705210328,0.1156733997631818,0.0,1.6310906000435352,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
46,0,46,0,,,,,,,,,,,,,,,,,,696.3591732999776,0.000516899861395359,0.09729849989525974,702.3590019999538,6.030627599917352,,702.509078099858,0.045555399963632226,0.14743589982390404,708.4920838000253,6.013938199961558,708.5754676000215,0.016218399861827493,0.11376239988021553,2.0,2.9984701999928802,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
47,0,47,0,,,,,,,,,,,,,,,,,,711.6091205000412,0.00024090008810162544,0.09911220008507371,717.6255636999849,6.015885000117123,,717.7587464000098,0.051536599872633815,0.14906119997613132,723.758864399977,6.015727199846879,723.8254744999576,0.018274599919095635,0.11567469988949597,0.0,1.1650049998424947,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
48,0,48,0,,,,,,,,,,,,,,,,,,725.0258509998675,0.0006204000674188137,0.09725020010955632,731.042795999907,6.013858899939805,,731.1753646000288,0.05062359990552068,0.14723769994452596,737.1755810000468,6.013757799984887,737.2420981000178,0.016558299772441387,0.1138983997516334,2.0,3.9982354999519885,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
49,0,49,0,,,,,,,,,,,,,,,,,,741.275739699835,0.00022339983843266964,0.09914379986003041,747.292087599868,6.015795799903572,,747.4253932000138,0.043435199884697795,0.1492343998979777,753.4253789999057,6.01580089982599,753.4919849999715,0.01849279971793294,0.11569709982722998,3.0,1.2649012999609113,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
50,0,50,0,,,,,,,,,,,,,,,,,,754.7922412999906,0.00022489996626973152,0.09915759996511042,760.808730199933,6.0156277001369745,,760.9419680000283,0.05229040002450347,0.1491270000115037,766.9421147999819,6.0155752000864595,767.0085932000075,0.018844699952751398,0.11553849978372455,0.0,0.9978293001186103,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
51,0,51,0,,,,,,,,,,,,,,,,,,768.0420835998375,0.0011527000460773706,0.0972410999238491,774.0418924998958,6.01381739997305,6.097103300038725,774.1585033000447,0.01126709976233542,0.11385789979249239,780.1585425999947,6.013869799906388,780.2585303999949,0.015828199684619904,0.11387039977125823,0.0,1.3323429999873042,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
52,0,52,0,,,,,,,,,,,,,,,,,,781.6254519999493,0.0004980999510735273,0.09712500008754432,787.6419140000362,6.013774699997157,,787.7585320000071,0.02629349986091256,0.13048689998686314,793.7585626998916,6.030427299905568,793.8583779998589,0.03301549982279539,0.13036259985528886,0.0,0.7647756000515074,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
53,0,53,0,,,,,,,,,,,,,,,,,,794.6587683998514,0.0005200000014156103,0.09733240003697574,800.6751993999351,6.013918600045145,,800.7921545000281,0.03284049988724291,0.1307911998592317,806.7918187000323,6.030698099872097,806.8917552998755,0.03315319982357323,0.13051079981960356,0.0,0.9987949999049306,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
54,0,54,0,,,,,,,,,,,,,,,,,,807.9254530998878,0.000462300144135952,0.09714530012570322,813.9417673998978,6.013970599975437,,814.0582748998422,0.04224810004234314,0.13073370000347495,820.0415415999014,6.030383700039238,820.1417282999028,0.014867499936372042,0.11380139994435012,3.0,0.9665746001992375,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
55,0,55,0,,,,,,,,,,,,,,,,,,821.1417978999671,0.0005185999907553196,0.09722520015202463,827.1417702999897,6.0304672999773175,,827.3083184999414,0.06847440009005368,0.16394110000692308,833.3083797998261,6.030518099898472,833.3751242998987,0.03295089979656041,0.1305404999293387,1.0,1.73160280007869,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
56,0,56,0,,,,,,,,,,,,,,,,,,835.1419922998175,0.00077629997394979,0.09703029994852841,841.1417643998284,6.030443999916315,,841.2916231998242,0.04630009992979467,0.14713339996524155,847.2916741999798,6.013623499777168,847.3582156000193,0.016094899736344814,0.11357359983958304,3.0,2.4650844000279903,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
57,0,57,0,,,,,,,,,,,,,,,,,,849.8582484000362,0.0005459000822156668,0.09720570011995733,855.8749804999679,6.013840300031006,,855.9915056000464,0.036373799899592996,0.1304961999412626,861.9915916000027,6.030460499925539,862.0917173000053,0.03317259973846376,0.13068839977495372,1.0,0.6315908001270145,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
58,0,58,0,,,,,,,,,,,,,,,,,,862.7586492998526,0.0005177001003175974,0.0973032999318093,868.7748930999078,6.013962999917567,,868.9248333999421,0.06592339999042451,0.1638764999806881,874.9248549998738,6.030523399822414,874.9748537000269,0.0160970997530967,0.11395049979910254,0.0,1.2323553999885917,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
59,0,59,0,,,,,,,,,,,,,,,,,,876.241839400027,0.000623099971562624,0.09687579981982708,882.2582039998379,6.013532199896872,,882.374831299996,0.03765729977749288,0.13038209988735616,888.3746835999191,6.030095899943262,888.4581245998852,0.015036599710583687,0.1133301998488605,1.0,3.7997120001818985,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
60,0,60,0,,,,,,,,,,,,,,,,,,892.2915729000233,0.00040829996578395367,0.09797070012427866,898.3081054999493,6.014584100106731,,898.4247434998397,0.030861000064760447,0.13119610003195703,904.4247252999339,6.031136499950662,904.5246422998607,0.03376249992288649,0.13143809977918863,3.0,5.66507270000875,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
61,0,61,0,,,,,,,,,,,,,,,,,,910.2249645998236,0.0002210000529885292,0.09945390000939369,916.2413506000303,6.015938200056553,,916.3582237998489,0.04360309988260269,0.13259669998660684,922.358180299867,5.999434899771586,922.4245960998815,0.002421899698674679,0.09921889984980226,0.0,1.0645892000757158,6.099241999909282,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
62,0,62,0,,,,,,,,,,,,,,,,,,923.5246496000327,0.0005131000652909279,0.09726590011268854,929.5412832999136,6.014081500004977,,929.6580022999551,0.027070699958130717,0.13075240002945065,935.6579687998164,6.030580000020564,935.7411632000003,0.016052499879151583,0.1136854998767376,0.0,0.7319538998417556,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
63,0,63,0,,,,,,,,,,,,,,,,,,936.5079414998181,0.00022120005451142788,0.09909210004843771,942.507879700046,5.999023600015789,6.09894510009326,942.6244983999059,0.012630000011995435,0.11569350003264844,948.6245485998224,6.015665699960664,948.7246657998767,0.018316499888896942,0.11583919986151159,0.0,0.9982733000069857,,9966,Visual,2025-03-09_14h54.38.022,Visual_Condition_v2,2022.2.5,29.944207938285032,
