Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,Palatability_Score.started,p_port_17.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_5.stopped,Begin_Rinse.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,p_port_16.stopped,p_port_14.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,2109.0428557000123,0.016494999988935888,0.11578140000347048,2115.0427261999575,6.015791099984199,2115.1428072999697,2115.1428072999697,0.01592590007930994,0.11564660002477467,space,0.7171917000086978,2115.909380599973,2115.909380599973,3.6800047382712364e-05,0.0979803999653086,num_9,4.005801000050269,2119.976090919948,0.002077599987387657,0.09819389996118844,2120.276035899995,2120.7594530199653,,2121.5760356199694,2121.875927999965,2121.959358699969,2129.959305199911,2129.959305199911,2129.9593873200006,0.01479669997934252,0.11469239997677505,2130.9592855999945,2131.9593376999255,2132.142536200001,2132.625812400016,12.031313799903728,,2142.109383199946,0.03628929995466024,0.13129799999296665,2148.1092573999194,2148.2590858199633,6.2144771999446675,6.314640800002962,2178.275814319984,2178.27578669996,36.23124090000056,36.33132170001045,2179.292420899961,,2181.2922869999893,0.01752280001528561,0.1144007999682799,4.0,3.831390899955295,2185.159426899976,0.0005134999519214034,0.09932109992951155,2215.1589093999937,29.999018599977717,,2149.2591453000205,,,,,,,30.09890089998953,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,2215.258884700015,-0.00041630002669990063,0.099037199979648,2221.27535729995,6.015761699993163,2221.3755160999717,2221.3755160999717,0.01578200003132224,0.11572190001606941,space,0.5320265999762341,2221.942202599952,2221.942202599952,4.130008164793253e-05,0.09778419998474419,num_9,5.357648300006986,2227.3589065199717,0.000817999942228198,0.09933370002545416,2227.6587594000157,2228.12550451993,2228.4253392999526,2228.9255494199692,2229.242129699909,2229.325565099949,2237.325487599941,2237.325487599941,2237.325510119926,-0.0006210000719875097,0.09950569993816316,,2239.3421058999375,2239.525433599949,2240.02562510001,12.015986499958672,,2249.475502699963,0.02124469995032996,0.11587360000703484,2255.475581899984,2255.641944919969,6.199003999936394,6.282698499970138,2285.6585935199632,2285.658577000024,36.199020999949425,36.2990359000396,2286.6584732999327,,2288.6751146999886,0.018454500008374453,0.11555650003720075,5.0,6.298340399982408,2295.008803399978,0.0011639000149443746,0.09742819995153695,2325.025050499942,30.013923699967563,,2256.6586578999413,,,,,,,,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,2325.125055499957,0.01473900000564754,0.1139407999580726,2331.124995399965,6.013893999974243,2331.2250102999387,2331.2250102999387,0.014047399978153408,0.11388010007794946,space,3.018958200002089,2334.2916145999916,2334.2916145999916,2.7699978090822697e-05,0.0991565000731498,num_9,2.4161320000421256,2336.758370619989,0.0010142000392079353,0.09921110002323985,2337.0582715999335,2337.541704919911,2337.841607899987,2338.3415913199074,2338.658233299968,2338.7415409999667,2346.741857399931,2346.741857399931,2346.741640619957,0.015878100064583123,0.11571180005557835,2347.7581722999457,2348.7415729999775,2348.941571299918,2349.4415867999196,12.01556110009551,,2358.8748263999587,0.0199572000419721,0.1155763000715524,2364.8915122000035,2365.0582553199724,6.232395400060341,6.332210500026122,2395.0580447199986,2395.0580468999688,36.23211560002528,36.33190320013091,2396.0579135000007,2398.0578987000044,2398.0578987000044,0.0022050001425668597,0.09857480006758124,3.0,3.8974848000798374,2401.991329899989,0.000637599965557456,0.09843399992678314,2431.99114920001,30.031640099943615,,,,,,,,,,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432.1078116999706,0.015146799967624247,0.11492710001766682,30.014790699933656,2462.107697099913,,,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
4,0,4,0,0,0,0,0,,,,,,,,2462.207956099999,0.016160700004547834,0.11485799995716661,2482.207618799992,20.014690699987113,2482.3075622000033,0.016318100038915873,0.11450270004570484,2488.324368399917,6.0313681999687105,2488.4076446999097,2488.4076446999097,0.014704000088386238,0.1147114000050351,space,0.692090000025928,2489.1408923999406,2489.1408923999406,3.7899939343333244e-05,0.0977203999646008,num_9,2.583621400059201,2491.7576573199126,0.0018471999792382121,0.09756289992947131,2492.057573799975,2492.5410429199924,2492.857443099958,2493.357613220019,2493.65744380001,2493.7408658999484,2501.757503199973,2501.757503199973,2501.757779819914,0.0008643999462947249,0.09751580003648996,2502.7573548000073,2503.757485499955,2503.9240897999844,2504.4241446999367,12.014034499996342,12.097523499978706,2513.8575284999097,0.0020146999740973115,0.09752079995814711,2519.857544499915,2520.0407746199285,6.214097799966112,6.314147499972023,2550.0404853199375,2550.0238417999353,36.23067389999051,36.33062699995935,2551.0571711999364,2553.0240464999806,2553.0571267999476,0.03049590007867664,0.13068940001539886,5.0,4.2307255999185145,2557.290488499915,0.0005533000221475959,0.09902119997423142,2587.3070632999297,30.0155831000302,,2521.0573739999672,,,,,,,,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2587.4070603,0.016171500086784363,0.11553930002264678,2593.4238417999586,6.032189000048675,2593.507088299957,2593.507088299957,0.015550700016319752,0.11548940010834485,space,0.416051400010474,2593.973851699964,2593.973851699964,3.550003748387098e-05,0.09803900006227195,num_9,1.9412919000023976,2595.9571585199096,0.0026950999163091183,0.0981564000248909,2596.256991299917,2596.740420819982,2597.040380100021,2597.540359019907,2597.8736679999856,2597.9403944999212,2605.9573377999477,2605.9573377999477,2605.957079420006,-8.010002784430981e-05,0.09826370002701879,,2607.9568977999734,2608.157016300014,2608.656930499943,12.01432219997514,12.098285999963991,2618.0572254,0.003613600041717291,0.09791040001437068,2624.0400273000123,2624.240208219993,6.214566500042565,6.31454010005109,2654.2401776199927,2654.2401201999746,36.21453560004011,36.3144080999773,2655.240004000021,2657.2566185999895,2657.2566185999895,0.0013245000736787915,0.09761789999902248,1.0,4.297402299940586,2661.5902117999503,0.00046719994861632586,0.09916410001460463,2691.589909499977,30.032316599972546,,2625.2402485000202,,,,,,,,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2691.723264299915,0.03291720000561327,0.13230789999943227,2697.7230672999285,6.015591399976984,2697.8065260999138,2697.8065260999138,0.01563710009213537,0.11568370007444173,space,1.781429999973625,2699.6232134000165,2699.6232134000165,3.869994543492794e-05,0.0980320000089705,num_9,0.7398992000380531,2700.423283519945,0.0025261000264436007,0.09802130004391074,2700.739834900014,2701.223319619917,2701.539838699973,2702.0064326200168,,2702.406509099994,2710.4063984999666,2710.4063984999666,2710.4063796199857,0.01463680004235357,0.11464809998869896,2711.4062952999957,2712.4231081999606,2712.62314089993,2713.106364300009,12.014391000033356,12.097818600013852,2722.5230633999454,0.0012416000245139003,0.09798730001784861,2728.523032899946,2728.7063919200095,6.214533100021072,6.314571500057355,2758.722989819967,2758.7229164999444,36.231139500043355,36.331073399982415,2759.739541499992,2761.7227587999078,2761.7227587999078,0.0006285000126808882,0.097715700045228,7.0,3.264770600013435,2765.023232699954,0.0008920000400394201,0.098218800034374,2795.022693799925,30.03130000003148,,2729.7063455999596,,,,,,,,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2795.1560819000006,0.03206970007158816,0.1312761000590399,2801.156012899941,6.031252800021321,2801.2393339999253,2801.2393339999253,0.014699300052598119,0.11469720001332462,space,0.8282916999887675,2802.122739800019,2802.122739800019,3.830005880445242e-05,0.09810569998808205,num_9,3.0803648000583053,2805.239580119983,0.0016799999866634607,0.09802549995947629,2805.5392698999494,2806.0226284199393,2806.3393472000025,2806.822774219932,2807.1393024999416,2807.239397599944,,2815.2559566999553,2815.256168419984,0.017277700011618435,0.11461729998700321,,2817.2560129999183,2817.4226370999822,2817.9392412999878,12.014467899920419,12.097878100001253,2827.3390733000124,0.0028144000098109245,0.11454830004367977,2833.339178800001,2833.5224490199703,6.214346599997953,6.29763990000356,2863.5392447199206,2863.539017300005,36.231043500010855,36.33122139994521,2864.5389642999507,2866.5388816000195,2866.5388816000195,0.00031780009157955647,0.09783810004591942,4.0,3.2317126999842003,2869.805977999931,0.0009642000077292323,0.09778940002433956,2899.8054909999482,30.030863699968904,,2834.5391283999197,,,,,,,,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2899.922188599943,0.01469910005107522,0.11430470005143434,2905.9226378999883,6.030767800053582,2906.0221673999913,2906.0221673999913,0.01458380010444671,0.11413680005352944,space,1.7970101999817416,2907.8554587999824,2907.8554587999824,2.0600040443241596e-05,0.09892350004520267,num_9,1.0759483999572694,2908.9888887199572,0.0024744000984355807,0.09796280006412417,2909.288777199923,2909.7721011199988,2910.0887751999544,2910.572218520008,2910.8721403999953,2910.9888161999406,,2919.005436999956,2919.0054570199222,0.01744900003541261,0.11460170010104775,,2921.005243099993,2921.155335899908,2921.655401399941,12.014422500040382,12.097886700066738,2931.0886867999798,0.0028307000175118446,0.09784450009465218,2937.105439099949,2937.28870211998,6.231139300041832,6.331159200053662,2967.2717256199335,2967.271853199927,36.214399700053036,36.314348600106314,2968.2884834000142,2970.2716953000054,2970.2716953000054,0.014201000100001693,0.11431000009179115,3.0,3.363536600023508,2973.6721744999522,0.000977699994109571,0.09806760004721582,3003.688307399978,30.014558600028977,,2938.2886464999756,,,,,,,,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3003.7883060999447,0.014840300078503788,0.11456800007726997,30.031167500070296,3033.8050005999394,,,668,Gustatory,2024-02-15_16h45.52.049,Gustatory_Condition_v2,2022.2.5,29.96618315946862,
