loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,Instructions_Affinity_Score.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.390081846714018,0.0007764995098114014,0.11737019941210747,15.987801649048924,16.587860448658468,16.887840200215578,17.187851949036123,17.50457390025258,17.50457390025258,0.017585398629307747,0.11754489876329899,32.50433939881623,15.000581700354815,32.62131579965353,0.0011030007153749466,0.10082560032606125,33.07099529914558,space,1.2579705007374287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.5036618988961,371.5036618988961,0.006802098825573921,0.09891209937632084,4.0,3.0932180993258953,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.63686859980226,374.63686859980226,0.007161499932408333,0.09809049963951111,3.0,2.558670001104474,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.236939098686,377.236939098686,0.006853599101305008,0.09906020015478134,5.0,1.6601033005863428,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.9370341990143,378.9370341990143,0.006370401009917259,0.09922810085117817,4.0,3.694183299317956,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.6702060997486,382.6702060997486,0.007536599412560463,0.09790029935538769,3.0,1.9914630986750126,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.70337750017643,384.70337750017643,0.0018783006817102432,0.09719439968466759,2.0,2.2965891994535923,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,387.036978200078,0.00037339888513088226,0.0975652989000082,393.0535546001047,6.014257399365306,393.2202217001468,393.2202217001468,0.07004540041089058,0.18129290081560612,6.01423230022192,399.32034209929407,399.32034209929407,399.32034209929407,0.06611880101263523,0.1810196004807949,405.02018420025706,405.22017389908433,6.0142625998705626,6.114231899380684,411.22012209892273,12.014250200241804,411.3366789985448,411.3366789985448,0.014106299728155136,0.0973323006182909,up,0.9761515017598867,412.3701440989971,3.429874777793884e-05,0.09810139983892441,418.4033358991146,418.4033358991146,0.027631599456071854,0.13115299865603447,3.0,3.1043689008802176,,,,,,,399.20331969857216,399.20331969857216,411.30332509987056,411.30332509987056,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.5366706997156,421.5366706997156,0.006365898996591568,0.09926879964768887,5.0,3.094065800309181,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.68703920021653,424.68703920021653,0.007927600294351578,0.11453890055418015,3.0,2.2748181000351906,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.98664729855955,426.98664729855955,0.006440499797463417,0.09919629991054535,5.0,2.0270943995565176,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0534728989005,429.0534728989005,0.007454799488186836,0.09782079979777336,4.0,3.0246724002063274,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.12012629956007,432.12012629956007,0.007377699017524719,0.09790140017867088,5.0,2.89180420152843,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.05343030020595,435.05343030020595,0.007597699761390686,0.09762759879231453,6.0,1.657753400504589,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.7534929998219,436.7534929998219,0.0006827991455793381,0.09912929870188236,4.0,5.4329701997339725,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,442.22044339962304,0.00024399906396865845,0.098055399954319,448.21996679902077,6.031293598935008,448.4367587994784,448.4367587994784,0.10644610039889812,0.2145588994026184,6.014766499400139,454.50343439914286,454.50343439914286,454.50343439914286,0.0680989008396864,0.18141569942235947,460.20333299972117,460.40329849906266,6.014637200161815,6.114432500675321,466.40332569926977,12.01465079933405,466.5367267988622,466.5367267988622,0.014695899561047554,0.1145957000553608,down,1.6719301007688046,468.2699302993715,4.1600316762924194e-05,0.09775299951434135,474.2865885999054,474.2865885999054,0.010913999751210213,0.11444569937884808,2.0,2.5044702999293804,,,,,,,,,466.503281198442,466.503281198442,,474.2865885999054,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.8367836996913,476.8367836996913,0.007889999076724052,0.1140953004360199,3.0,2.3072905987501144,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.1698099989444,479.1698099989444,0.006701299920678139,0.09908449836075306,3.0,3.826620701700449,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0536611992866,483.0536611992866,0.007849600166082382,0.1141956988722086,3.0,2.1407389994710684,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.2198331002146,485.2198331002146,0.007401099428534508,0.09786859899759293,5.0,1.624796399846673,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.88658439926803,486.88658439926803,0.0070715006440877914,0.09943860024213791,6.0,1.159757200628519,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.08675189875066,488.08675189875066,0.00684489868581295,0.09943689964711666,3.0,3.74362269975245,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.8696403000504,491.8696403000504,0.00046980008482933044,0.09919589944183826,2.0,2.0332913007587194,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,493.9363968987018,9.180046617984772e-05,0.09932279959321022,499.9366560988128,5.999469799920917,500.10296179912984,500.10296179912984,0.06360570155084133,0.16623570024967194,5.9993157014250755,506.2031788993627,506.2031788993627,506.2031788993627,0.06137460097670555,0.16623010113835335,511.903193898499,512.1032764986157,5.999598601832986,6.099300401285291,518.1030216999352,11.999314600601792,518.2364675998688,518.2364675998688,0.00024290196597576141,0.09930930100381374,up,0.612133800983429,518.9030566997826,4.260055720806122e-05,0.09789020009338856,524.9200860988349,524.9200860988349,0.008754799142479897,0.11461479961872101,5.0,2.273566998541355,,,,,,,506.10309590026736,506.10309590026736,518.2030429001898,518.2030429001898,6.0993670001626015,524.9200860988349,6.0994005016982555,12.099408101290464,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.2366684991866,527.2366684991866,0.007829198613762856,0.11396019905805588,6.0,2.1407743990421295,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.4030630998313,529.4030630998313,0.007959600538015366,0.0979044009000063,3.0,1.5907925982028246,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0363640990108,531.0363640990108,0.006738699972629547,0.09926250018179417,5.0,1.5600533988326788,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.6361673995852,532.6361673995852,0.00763930007815361,0.0977070014923811,3.0,2.1600058991461992,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.8368700984865,534.8368700984865,0.008239900693297386,0.09763140045106411,5.0,1.8235839996486902,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.7029272001237,536.7029272001237,0.007624199613928795,0.09792489930987358,3.0,3.9246913008391857,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.6698936000466,540.6698936000466,0.0007215999066829681,0.09928269870579243,5.0,2.8995552007108927,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,543.6031571999192,0.0001414995640516281,0.09934369847178459,549.6032323986292,5.9992913994938135,549.7697202991694,549.7697202991694,0.05480320006608963,0.16610779985785484,5.999148299917579,555.8694287985563,555.8694287985563,555.8694287985563,0.05704469978809357,0.1657979991286993,561.569546898827,561.7695438992232,5.999174900352955,6.099122300744057,567.769725298509,11.999337699264288,567.9028409998864,567.9028409998864,9.999983012676239e-05,0.09925170056521893,up,0.8425153009593487,568.8028716985136,4.540011286735535e-05,0.0978643000125885,574.8195917997509,574.8195917997509,0.008065799251198769,0.1147571001201868,3.0,1.7074091993272305,,,,,,,555.7695482000709,555.7695482000709,567.8695422988385,567.8695422988385,6.099436599761248,574.8195917997509,6.099193500354886,12.09917120076716,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.5527056995779,576.5527056995779,0.006607498973608017,0.09935769997537136,3.0,2.226867200806737,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.8195596002042,578.8195596002042,0.007840998470783234,0.09743399918079376,5.0,1.690735699608922,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.5529821999371,580.5529821999371,0.007167300209403038,0.09821699932217598,2.0,1.7918843999505043,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.403278099373,582.403278099373,0.008156098425388336,0.11397659964859486,4.0,2.4070370011031628,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.8362756986171,584.8362756986171,0.007684899494051933,0.09823779948055744,6.0,2.8247078005224466,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.7027992997319,587.7027992997319,0.0076266005635261536,0.09823630005121231,3.0,2.4247907996177673,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.1695038992912,590.1695038992912,0.0012685004621744156,0.09766630083322525,4.0,2.6310262996703386,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,592.8363689985126,0.00013429857790470123,0.09961229935288429,598.8528354987502,6.0158338993787766,599.0196297001094,599.0196297001094,0.0752520002424717,0.18262740038335323,6.015921799466014,605.1195443999022,605.1195443999022,605.1195443999022,0.07492779940366745,0.1826127003878355,610.8193285986781,611.019310599193,6.015733499079943,6.115754099562764,617.0192478001118,12.015675500035286,617.1527232993394,617.1527232993394,0.016009900718927383,0.11567670106887817,down,3.088094102218747,620.2860233988613,4.8099085688591003e-05,0.09755389951169491,626.3026856984943,626.3026856984943,0.025058899074792862,0.11407719925045967,6.0,2.5903075989335775,,,,,,,605.0193312000483,605.0193312000483,617.1194380987436,617.1194380987436,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.9359453991055,628.9359453991055,0.008935300633311272,0.09929149970412254,3.0,1.6580231990665197,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.6360608991235,630.6360608991235,0.006815601140260696,0.0993598010390997,3.0,1.7267114985734224,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.4027225989848,632.4027225989848,0.007826101034879684,0.09754490107297897,5.0,1.523997100070119,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.9695557001978,633.9695557001978,0.0074713993817567825,0.09780759923160076,4.0,4.0913085006177425,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.1025487985462,638.1025487985462,0.006421901285648346,0.09893259964883327,5.0,1.2267725989222527,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.3692213986069,639.3692213986069,0.006689500063657761,0.09905510023236275,5.0,2.19353000074625,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.6026735994965,641.6026735994965,0.0016370993107557297,0.09772139973938465,2.0,3.397181900218129,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,645.0361035000533,0.00015589967370033264,0.09933860041201115,651.0190522000194,5.999009700492024,651.1856773998588,651.1856773998588,0.03719410113990307,0.14919930137693882,6.015680901706219,657.3192032985389,657.3192032985389,657.3192032985389,0.06802810169756413,0.18269780091941357,663.0191348996013,663.2191492002457,6.015854001045227,6.11592430062592,669.219276798889,12.01597380079329,669.3526411000639,669.3526411000639,0.016056301072239876,0.11581270210444927,up,0.7917422018945217,670.1857922002673,4.060007631778717e-05,0.0980846006423235,676.2024303991348,676.2024303991348,0.011181600391864777,0.1146658007055521,5.0,2.438025901094079,,,,,,,657.1690292991698,657.1690292991698,669.3191622998565,669.3191622998565,6.082327200099826,676.2024303991348,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.6691461000592,678.6691461000592,0.0064557995647192,0.09891299903392792,3.0,4.093475600704551,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.8024565987289,682.8024565987289,0.0060026999562978745,0.0987870991230011,5.0,2.793484700843692,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.6356840990484,685.6356840990484,0.007019098848104477,0.0992990992963314,5.0,1.7266415990889072,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.4024163000286,687.4024163000286,0.006394900381565094,0.09939239919185638,6.0,1.6937482990324497,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.1526797991246,689.1526797991246,0.00912179984152317,0.11403520032763481,3.0,4.4389816001057625,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.635918898508,693.635918898508,0.007919499650597572,0.11419099941849709,5.0,1.5073910001665354,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.1689828000963,695.1689828000963,0.0006626006215810776,0.09925520047545433,3.0,2.0328863002359867,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,697.235829198733,0.00023220106959342957,0.11468060128390789,703.2522301990539,6.014928000047803,703.4188502989709,703.4188502989709,0.0787753015756607,0.1815325003117323,6.01481700129807,709.5190292987972,709.5190292987972,709.5190292987972,0.07135720178484917,0.181750001385808,715.2189092002809,715.4188674986362,6.014772601425648,6.115058301016688,721.4188698995858,12.01477000117302,721.5521681997925,721.5521681997925,0.014747701585292816,0.11470770090818405,up,2.080103401094675,723.6688515990973,4.200078547000885e-05,0.09804479964077473,729.7023807987571,729.7023807987571,0.026089999824762344,0.13149790093302727,5.0,1.7396408002823591,,,,,,,709.4020290989429,709.4020290989429,721.518766598776,721.518766598776,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.4691115990281,731.4691115990281,0.007511299103498459,0.09740770049393177,3.0,1.4915705993771553,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.002148900181,733.002148900181,0.007758300751447678,0.0982016995549202,3.0,1.8246024996042252,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.8686426989734,734.8686426989734,0.007862800732254982,0.09800440073013306,3.0,4.990909900516272,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.9190944992006,739.9190944992006,0.009063100442290306,0.11453470028936863,3.0,3.273080300539732,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.2188467998058,743.2188467998058,0.0075802989304065704,0.09813439846038818,3.0,1.2912687007337809,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.552177099511,744.552177099511,0.007582699880003929,0.09742600098252296,6.0,2.0247673988342285,,,,,,,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.6188944987953,746.6188944987953,0.0007205009460449219,0.09903980046510696,5.0,3.5995729994028807,,,,,,,,,5010,Moral,2024-07-08_19h33.09.540,MoralCondition_v2,2022.2.5,29.993461473378428,
