Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_5.stopped,Roll_liquid_taste.stopped,Begin_Rinse.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_14.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,1004.399955701083,0.015018301084637642,0.11417720094323158,1010.4165583997965,6.030860399827361,1010.5164528004825,1010.5164528004825,0.030956601724028587,0.13064510188996792,space,7.54514430090785,1018.1164153013378,1018.1164153013378,3.559887409210205e-05,0.09832930006086826,num_9,1.9289500005543232,1020.0999218011275,0.001872999593615532,0.09824339859187603,1020.416673399508,1020.882898000069,1021.199714301154,1021.6997055998072,1021.9996982011944,1022.0997582003474,1030.0996796004474,1030.0997115010396,0.0009241998195648193,0.09800969995558262,1031.0996435005218,1032.1163302008063,1032.283005900681,1032.7663706000894,10.01446869969368,1040.216211400926,0.01744229905307293,1040.216211400926,0.11448629945516586,3.0,5.431455601006746,1045.6830030996352,0.0021981000900268555,0.09805299900472164,1051.6829025000334,1051.8661668011919,6.2146878987550735,6.314599299803376,1071.8828316004947,1071.8828916009516,26.231369199231267,26.331241998821497,1072.8995303008705,,1074.899498000741,0.016349300742149353,0.1145086009055376,1104.9160044007003,30.03113429993391,,1030.0996796004474,,,,,,,,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0159949995577,0.031412601470947266,0.13110840134322643,1135.0325192008168,30.014301700517535,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,1135.099209100008,0.016352001577615738,0.13122190162539482,1141.1158601008356,6.030970100313425,1141.2158251013607,1141.2158251013607,0.031063001602888107,0.1309089008718729,space,2.3670140989124775,1143.615816200152,1143.615816200152,3.910064697265625e-05,0.09653699956834316,num_9,2.749430000782013,1146.3991163009778,0.0011953990906476974,0.09861879982054234,1146.6991560999304,1147.1823081998155,1147.4991800002754,1147.999130400829,1148.2991803009063,1148.382594300434,1156.3655494004488,1156.3822682006285,0.015048498287796974,0.09862449951469898,1157.3991097006947,1158.3657824005932,1158.5992144998163,1159.0990690998733,10.014888398349285,1166.5156392995268,0.017844799906015396,1166.5156392995268,0.11504380032420158,4.0,7.064914498478174,1173.6160151995718,0.0022629015147686005,0.09898439981043339,1179.6323464997113,1179.7989736003801,6.215634601190686,6.315607300028205,1199.8155517010018,1199.815569801256,26.23223219998181,26.332175999879837,,,1202.8323836997151,0.017145700752735138,0.11560910195112228,1232.8489987012,30.03225450217724,,1156.3655494004488,1180.7989828009158,,,,,,,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,1232.9487220998853,0.03284530155360699,0.13202010095119476,1238.9486846998334,6.0320006012916565,1239.0487320013344,1239.0487320013344,0.032235002145171165,0.13216600194573402,space,2.852342400699854,1241.9487318005413,1241.9487318005413,4.11011278629303e-05,0.09811050072312355,num_9,2.5523791015148163,1244.5485466001555,0.0010640006512403488,0.09965060092508793,1244.8485439009964,1245.3323953999206,1245.6488044001162,1246.1321980999783,1246.44883470051,1246.5153375007212,1254.5320469997823,1254.5321115003899,0.015985999256372452,0.11577749997377396,1255.5491566006094,1256.5486201010644,1256.715306000784,1257.1984759010375,10.015861300751567,1264.6651115007699,0.018686899915337563,1264.6651115007699,0.11578400060534477,6.0,3.898062201216817,1268.5988248996437,0.002768399193882942,0.09765310026705265,1274.6152162998915,1274.7818485004827,6.214148100465536,6.314368899911642,1294.798575100489,1294.7984437011182,26.23090799897909,26.330725399777293,1295.7987051010132,1297.7982983011752,1297.7982983011752,0.030734799802303314,0.13084870018064976,1327.7983438000083,30.030807800590992,,1254.5320469997823,1275.7987326011062,,,,,,,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,1327.9316099006683,0.03143110126256943,0.13069909997284412,1333.9315623007715,6.0306691005826,1334.0315962005407,1334.0315962005407,0.030808400362730026,0.1306924019008875,space,1.9495480004698038,1336.0149435009807,1336.0149435009807,3.630109131336212e-05,0.0977972000837326,num_9,3.1267949007451534,1339.1816145004705,0.001899098977446556,0.09799039922654629,1339.4982267003506,1339.9815751994029,1340.2981740999967,1340.7649193005636,1341.0648152008653,1341.1649156007916,1349.1816349010915,1349.1815961999819,0.002461198717355728,0.09831229969859123,1350.198318200186,1351.181503901258,1351.3648420013487,1351.8648848999292,10.031441299244761,1359.2979231998324,0.017260398715734482,1359.2979231998324,0.11460609920322895,2.0,7.231637600809336,1366.5649184007198,0.0015200991183519363,0.09918859973549843,1372.5812871996313,1372.7479693004861,6.199007598683238,6.282363198697567,1392.748036599718,1392.748019400984,26.21578829921782,26.332398699596524,1393.7645137999207,1395.7481754012406,1395.7481754012406,0.015965400263667107,0.1324119009077549,1425.764491001144,30.032266000285745,,1349.1816349010915,1373.7480513006449,,,,,,,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,1425.8978544007987,0.03292530030012131,0.132234500721097,1431.9145903997123,6.015579899773002,1431.9810949005187,1431.9810949005187,0.015624800696969032,0.11550360172986984,space,1.4880862012505531,1433.5144605003297,1433.5144605003297,5.2601099014282227e-05,0.09807940013706684,num_9,2.4590659998357296,1436.031123000197,0.002302199602127075,0.09813749976456165,1436.3479287996888,1436.8143488010392,1437.1143802013248,1437.614436100237,1437.9144796002656,1438.0314218010753,1446.0477290004492,1446.0477481009439,0.017424799501895905,0.11471700109541416,1447.0643084999174,1448.0643940996379,1448.2141343001276,1448.7311388999224,10.014689499512315,1456.1643495000899,0.017397399991750717,1456.1643495000899,0.13109290041029453,5.0,4.281633099541068,1460.4647228009999,0.0015199985355138779,0.09909689985215664,1466.4809808004647,1466.6476225005463,6.21578329987824,6.316040398553014,1486.6641964996234,1486.6642505005002,26.2324236985296,26.332358099520206,1487.6642984002829,,1489.680846100673,0.01744920015335083,0.1156310997903347,1519.6975711006671,30.032193699851632,,,1467.6475920006633,,,,,,,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,1519.797391001135,0.03278770111501217,0.13223649933934212,1525.8140078000724,6.015424899756908,1525.8806644007564,1525.8806644007564,0.015527401119470596,0.11544280126690865,space,6.045102700591087,1531.9806551001966,1531.9806551001966,4.469975829124451e-05,0.09794520027935505,num_9,1.9366731010377407,1533.9808213999495,0.0022534988820552826,0.09785669855773449,1534.2972707003355,1534.7639561994001,1535.063837699592,1535.5806023003533,1535.897341599688,1535.9640862997621,1543.9805983006954,1543.9806195003912,0.0010783988982439041,0.09780239872634411,1544.9971807003021,1545.9972370006144,1546.1639628000557,1546.6806506998837,10.0142890997231,1554.0803827997297,0.0005178004503250122,1554.0803827997297,0.09768890030682087,2.0,7.7982800006866455,1561.9142298009247,0.0028572995215654373,0.0976193007081747,1567.9138323999941,1568.09706080053,6.214274499565363,6.314300000667572,1588.0969093004242,1588.0970163997263,26.214167200028896,26.314213700592518,,1591.1136961001903,1591.1136961001903,3.4300610423088074e-05,0.09747830033302307,1621.130193401128,30.014116801321507,,1543.9805983006954,1569.1137425005436,10.097702099010348,,,,,,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.2302248999476,0.014224601909518242,0.11400500126183033,1651.2467483002692,30.030488401651382,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,1651.330218700692,0.016067001968622208,0.11400130204856396,1657.3470428995788,6.030976401641965,1657.446765800938,1657.446765800938,0.030555102974176407,0.1305231023579836,space,3.8792049009352922,1661.3634034004062,1661.3634034004062,2.759881317615509e-05,0.09850649908185005,num_9,3.0659929011017084,1664.4800124010071,0.002009900286793709,0.09792590141296387,1664.7968145012856,1665.2800199007615,1665.5965069998056,1666.0632215002552,1666.3799895010889,1666.4464976005256,1674.4799761008471,1674.479993599467,0.031205900013446808,0.13116070069372654,1675.479958800599,1676.4967982005328,1676.6633794996887,1677.1632941998541,10.031142700463533,1684.613199500367,0.03388180211186409,1684.613199500367,0.13097330182790756,5.0,3.0649594999849796,1687.713494900614,0.001531999558210373,0.09921550005674362,1693.713196899742,1693.8966884007677,6.2158323004841805,6.299204099923372,1713.9131373008713,1713.9130854010582,26.199018200859427,26.299002600833774,1714.9297851007432,1716.913086200133,1716.913086200133,0.0015892013907432556,0.09904970042407513,1746.929596800357,30.015523001551628,,1674.4466632995754,1694.8965253997594,,,,,,,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,1747.0296516995877,0.016275400295853615,0.11551440134644508,1753.0462613999844,6.0321286004036665,1753.1463054995984,1753.1463054995984,0.03227140195667744,0.1321911010891199,space,4.171339200809598,1757.379582799971,1757.379582799971,4.340149462223053e-05,0.09798680059611797,num_9,1.5376318003982306,1758.9629175001755,0.0021045003086328506,0.09803410060703754,1759.2795374002308,1759.7628982001916,1760.0797122009099,1760.5630084006116,1760.8799460995942,1760.9464168008417,1768.962803799659,1768.9629234010354,-0.0008281990885734558,0.09778369963169098,1769.979548599571,1770.963047299534,1771.1461514011025,1771.6462139002979,10.031535500660539,1779.0961879007518,0.03231410123407841,1779.0961879007518,0.13115210086107254,1.0,7.966313598677516,1787.0960575006902,0.0018361005932092667,0.09878350049257278,1793.0960900001228,1793.2793558994308,6.231760101392865,6.331816300749779,1813.2791919996962,1813.2793231010437,26.21499519981444,26.31484830006957,1814.2791935000569,1816.2795676998794,1816.2795676998794,0.015233101323246956,0.11484330147504807,1846.2791572995484,30.014772102236748,,1768.962803799659,1794.2962219007313,,,,,,,,4417,Gustatory,2024-07-15_12h11.16.246,Gustatory_Condition_v2,2022.2.5,29.995116939357484,
