loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,p_port_7.stopped,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
18,0,18,0,,,,,,,,,,,,,,,,,308.54607070001657,0.00022039999021217227,0.09930639999220148,314.5456791000033,5.999107599986019,6.099026099982439,314.66218270000536,0.015587399975629523,0.11590659999637865,320.6624626000121,6.015833599987673,320.7622564000194,0.018243699974846095,0.11569039997993968,3.0,1.7983397000061814,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
19,0,19,0,,,,,,,,,,,,,,,,,322.59592370002065,0.0002677000011317432,0.09907440000097267,328.595798400027,6.032341099984478,,328.74559840001166,0.047312999988207594,0.14883189997635782,334.745677400002,6.015421899995999,334.81226310000056,0.01802529997075908,0.11535349997575395,1.0,1.8651248999813106,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
20,0,20,0,,,,,,,,,,,,,,,,,336.71258810002473,0.0003939000016544014,0.09792480000760406,342.7123747000005,6.031255900015822,,342.8622979000211,0.04757920000702143,0.14784510000026785,348.8623299000028,6.014499800017802,348.9289470000076,0.017455199995310977,0.11436300000059418,3.0,1.1647373999876436,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
21,0,21,0,,,,,,,,,,,,,,,,,350.1291955000197,0.0004456999886315316,0.09740319999400526,356.1456252000062,6.0140425999998115,,356.2622722000233,0.03659810000681318,0.13078229999518953,362.2624225000036,6.0307515999884345,362.3622215000214,0.03334319998975843,0.1306800999736879,3.0,0.9315940999949817,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
22,0,22,0,,,,,,,,,,,,,,,,,363.3292442000238,0.00048359998618252575,0.09735769999679178,369.3456540000043,6.014068699994823,,369.4454797000217,0.02447770000435412,0.11402919999090955,375.44547299999977,6.014003199990839,375.5455961000116,0.01604889999725856,0.1139326999837067,0.0,1.03340549999848,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
23,0,23,0,,,,,,,,,,,,,,,,,376.61234500000137,0.0004852999991271645,0.0976743999926839,382.6124735000194,6.0310195999918506,,382.76215840000077,0.05953940001199953,0.14750759999151342,388.7623423000041,6.0142144999990705,388.82882780002546,0.01663840000401251,0.11403409999911673,1.0,1.6653558999823872,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
24,0,24,0,,,,,,,,,,,,,,,,,390.52899350001826,0.0006781999836675823,0.09727149998070672,396.5456437000248,6.014007399993716,,396.6622537000221,0.03572419998818077,0.13061709998873994,402.6622729000228,6.030601099977503,402.7455015000014,0.015754799969727173,0.11383359998581,3.0,1.8325176000071224,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
25,0,25,0,,,,,,,,,,,,,,,,,404.6126383000228,0.00025110002025030553,0.09924530002172105,410.6289145000046,6.015885700006038,,410.74556560002384,0.03635559999383986,0.13240530001348816,416.74568820002605,5.999107900017407,416.8122698000225,0.0018841999990399927,0.09896100001060404,3.0,4.364886499999557,6.099002400005702,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
26,0,26,0,,,,,,,,,,,,,,,,,421.2122980999993,0.00022869999520480633,0.09899429997312836,427.21223070000997,6.03230849999818,,427.3455380000232,0.030487499985611066,0.13227039997582324,433.34554780001054,6.032269999966957,433.44553360002465,0.03489459998672828,0.1321689999604132,2.0,1.8987907000118867,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
27,0,27,0,,,,,,,,,,,,,,,,,435.3789647000085,0.00044689999776892364,0.09817879999172874,441.3788838000037,6.030849900009343,,441.6292413000192,0.11864870000863448,0.24771629998576827,,6.0141041000024416,447.5956488000229,0.016993099998217076,0.11409639997873455,1.0,1.7313433999952395,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
28,0,28,0,,,,,,,,,,,,,,,,,449.36244260001695,0.0007070999999996275,0.09721959999296814,455.3621594000142,6.030417800007854,,455.5120812000241,0.04810200000065379,0.14729779999470338,461.4953453000053,6.013739999994868,461.5787472000229,0.015489999990677461,0.11374359999899752,0.0,1.5991165000014007,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
29,0,29,0,,,,,,,,,,,,,,,,,463.21225150002283,0.0004765999910887331,0.09712379999109544,469.21217820001766,6.03046280000126,,469.36204260002705,0.055806799995480105,0.14711059999535792,475.36218100000406,6.0137421999825165,475.42884010000853,0.016553299996303394,0.11366599999018945,1.0,1.4647272000147495,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
30,0,30,0,,,,,,,,,,,,,,,,,476.9288777000038,0.0006587000098079443,0.09705930002382956,482.9288143000158,6.030382900004042,,483.07877510000253,0.04566350000095554,0.14701919999788515,489.0621067000029,6.013664099999005,489.14552900000126,0.016276400012429804,0.11364980001235381,4.0,1.7319103000045288,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
31,0,31,0,,,,,,,,,,,,,,,,,490.9123846000002,0.0006333999917842448,0.09729770000558347,496.9122064000112,6.030734400002984,,497.0787446000031,0.07053329999325797,0.16398240000125952,503.07890960000805,6.030596800002968,503.1453768000065,0.03345469999476336,0.13051599997561425,3.0,1.964793200022541,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
32,0,32,0,,,,,,,,,,,,,,,,,505.1456730000209,0.00022330001229420304,0.09916370001155883,511.1453842000046,5.999082099995576,6.0992001999984495,511.26206140001887,0.012860499991802499,0.11587010000948794,517.2621862000087,6.015847000002395,517.3619661000266,0.01854530000127852,0.11574599999585189,2.0,1.1983352999959607,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
33,0,33,0,,,,,,,,,,,,,,,,,518.5956844000029,0.00024670001585036516,0.09892079999553971,524.6120648000215,6.015808199997991,,524.7454661000229,0.041685600008349866,0.1489265999989584,530.7455544000259,6.015742699994007,530.8120481000224,0.018178900005295873,0.11567259998992085,3.0,1.4316607000073418,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
34,0,34,0,,,,,,,,,,,,,,,,,532.2788825000171,0.0005449000163935125,0.09713249999913387,538.2786607000162,6.030515799997374,,538.44525780002,0.06229430000530556,0.16385119999176823,544.4452543000225,6.03057699999772,544.5119646000094,0.03140750000602566,0.1304424999980256,0.0,1.5667397999786772,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
35,0,35,0,,,,,,,,,,,,,,,,,546.1122877000016,0.0005577999982051551,0.09728950000135228,552.1286860000109,6.0141843000019435,,552.2451693000039,0.04128309999941848,0.1305720999953337,558.2453516000242,6.030668999999762,558.3453052000259,0.033290999999735504,0.13068820000626147,1.0,1.431738100014627,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
36,0,36,0,,,,,,,,,,,,,,,,,559.8121395000198,0.00022759998682886362,0.09905479999724776,565.8286155000096,6.015742599993246,,565.978545800026,0.06670309999026358,0.16577749999123625,571.9788904000015,5.999178099969868,572.0121649000212,0.0025683999701868743,0.09906389997922815,0.0,1.6309260000125505,6.099396599980537,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
37,0,37,0,,,,,,,,,,,,,,,,,573.6789428000047,0.0004791999817825854,0.09726889999001287,579.6952345000172,6.013911199988797,,579.8118469000037,0.027893299993593246,0.13052279999828897,585.8119509000098,6.03060669999104,585.8953900000197,0.01638519996777177,0.1141300999734085,3.0,2.965081900008954,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
38,0,38,0,,,,,,,,,,,,,,,,,588.8954577000113,0.0005592999805230647,0.09747079998487607,594.9117969000072,6.013937599986093,,595.0284272000135,0.02904989998205565,0.13055879998137243,601.028534800018,6.030589499976486,601.1283839000098,0.03320249999524094,0.13059789998806082,0.0,1.4317004000185989,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
39,0,39,0,,,,,,,,,,,,,,,,,602.5954696000263,0.00022560000070370734,0.09925979998661205,608.5951962000108,5.999018699978478,6.098979499976849,608.7117164000229,0.021446699975058436,0.11567389997071587,614.7117990000115,6.015655899973353,614.811849300022,0.018111799989128485,0.11565799996606074,3.0,1.9320069999957923,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
40,0,40,0,,,,,,,,,,,,,,,,,616.7784705000231,0.0006419999990612268,0.09714249998796731,622.7784735000168,6.030527199996868,,622.945037700003,0.06421009998302907,0.16379339998820797,628.9450956000073,6.030499999993481,629.0116653000005,0.033111799973994493,0.13042549998499453,1.0,6.698408299998846,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
41,0,41,0,,,,,,,,,,,,,,,,,635.7453059000254,0.0002204999909736216,0.09914450001087971,641.7452457000036,5.99908609999693,6.099120700004278,641.8616375999991,0.013114600005792454,0.1158098999876529,647.8617183000024,6.01566860001185,647.9616638000007,0.01822679999168031,0.11551649999455549,2.0,1.531671600008849,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
42,0,42,0,,,,,,,,,,,,,,,,,649.5285911000101,0.0002911000046879053,0.09876160000567324,655.545047600026,6.015208299999358,,655.6782473000058,0.05265580001287162,0.14851520000956953,661.6615847000212,6.015024499996798,661.7615553000069,0.03424330000416376,0.13205640000524,2.0,2.6666413999919314,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
43,0,43,0,,,,,,,,,,,,,,,,,664.4616769000131,0.0004059000057168305,0.09746260000974871,670.4784620999999,6.0140762999944855,,670.5949784000113,0.02776060000178404,0.13077879999764264,676.5949465000012,6.03088310000021,676.6782005999994,0.01676299999235198,0.11402609999640845,0.0,1.3651647999940906,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
44,0,44,0,,,,,,,,,,,,,,,,,678.078559800022,0.0006331000186037272,0.09707459999481216,684.0949713000155,6.013712100015255,,684.2115801000036,0.03185500000836328,0.1303743000025861,690.2115913000016,6.030411299987463,690.3114973000193,0.032954399997834116,0.13027239998336881,3.0,4.498347000015201,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
45,0,45,0,,,,,,,,,,,,,,,,,694.8452905000013,0.000228899996727705,0.09942709997994825,700.861575100018,6.015851599979214,,700.9781561999989,0.029520399984903634,0.13227319999714382,706.9782400000258,6.032207899988862,707.0613956000016,0.018163999979151413,0.11557239998364821,0.0,1.0652395999932196,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
46,0,46,0,,,,,,,,,,,,,,,,,708.1619380000047,0.000229199999012053,0.0992485000169836,714.1782695000002,6.0157946000108495,,714.2948062000214,0.031373700010590255,0.1324441000178922,720.2948657000088,5.99905129999388,720.3614272000268,0.0021305000118445605,0.09904699999606237,3.0,1.9313113999960478,6.099176099989563,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
47,0,47,0,,,,,,,,,,,,,,,,,722.32822700002,0.0007725000032223761,0.0966783000039868,728.3448195000237,6.013269999995828,,728.4617571000126,0.03834669999196194,0.12991560000227764,734.4614860000147,6.029906600015238,734.544670800009,0.01568270000279881,0.11321250000037253,2.0,1.765227199997753,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
48,0,48,0,,,,,,,,,,,,,,,,,736.34502540002,0.000655800016829744,0.09732240001903847,742.3614768000261,6.014158400008455,,742.478050500009,0.029127599991625175,0.13064340001437813,748.4781157000107,6.030767199990805,748.5613503000059,0.016366399999242276,0.11402079998515546,2.0,1.7319039999856614,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
49,0,49,0,,,,,,,,,,,,,,,,,750.3284229000274,0.00042219998431392014,0.09783129999414086,756.3282105000108,6.031520799995633,,756.8781816000119,0.2965643999923486,0.5483227999939118,,6.01103759999387,762.5412878000061,0.013688299979548901,0.11081009998451918,1.0,1.4853164999803994,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
50,0,50,0,,,,,,,,,,,,,,,,,764.0612529000209,0.00019269998301751912,0.09870760000194423,770.0780310000118,6.015913699986413,,770.3116758000106,0.10408509997068904,0.24920299998484552,,6.015666599996621,776.2780008000263,0.018033499974990264,0.11554999998770654,0.0,1.3987089000002015,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
51,0,51,0,,,,,,,,,,,,,,,,,777.7113936000096,0.00039659999310970306,0.09735580001142807,783.7280096000177,6.01402900001267,,783.8447725000151,0.02984269999433309,0.1310063999844715,789.8446916000103,6.030723300005775,789.9446987000119,0.0335860000050161,0.13056210000650026,2.0,1.5647969000274315,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
52,0,52,0,,,,,,,,,,,,,,,,,791.544962200016,0.0006402000144589692,0.11386740001034923,797.5446843000245,6.030570300004911,,797.694624100026,0.04659739998169243,0.14716849999967963,803.6945961000165,6.013809299998684,803.7612049000163,0.016572099993936718,0.1138263999891933,3.0,1.7316879999998491,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
53,0,53,0,,,,,,,,,,,,,,,,,805.5282868000213,0.0004678000113926828,0.09770530002424493,811.5279229000153,6.0309947000059765,,811.7113250000111,0.05635769999935292,0.181104499992216,817.7112304000184,6.014250800013542,817.7444903000141,0.01719419998698868,0.11440610000863671,2.0,1.1982550999964587,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
54,0,54,0,,,,,,,,,,,,,,,,,818.9779931000085,0.000583800021559,0.0972036000166554,824.9945782000141,6.0137590000231285,,825.0944862000179,0.021932600007858127,0.11367819999577478,831.0945494000043,6.013652399997227,831.194522100006,0.0163481000054162,0.11356470000464469,1.0,1.9318274999968708,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
55,0,55,0,,,,,,,,,,,,,,,,,833.1612617000064,0.00043410001671873033,0.09671360001084395,839.161196400004,6.029955300007714,,839.3114405000233,0.044866700016427785,0.14686179999262094,845.3111808000249,6.0132584999955725,845.377732300025,0.015779799985466525,0.11322289999225177,3.0,1.298396899976069,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
56,0,56,0,,,,,,,,,,,,,,,,,846.7114746000152,0.0004875999875366688,0.0977771999896504,852.7111331000051,6.030714900000021,,852.8442670000077,0.038673499977448955,0.13089549998403527,858.8444750000199,6.030712899984792,858.9445149000094,0.03354329997091554,0.13047639999422245,0.0,0.8982910000195261,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
57,0,57,0,,,,,,,,,,,,,,,,,859.8777830000035,0.0005423999973572791,0.09727489997749217,865.8944090000005,6.0139464999956544,,866.0280139000097,0.044645999994827434,0.14751329997670837,872.0277541000105,6.0139411999844015,872.0943430000043,0.015669699962018058,0.11362289998214692,0.0,1.2326782000018284,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
58,0,58,0,,,,,,,,,,,,,,,,,873.3614624000038,0.00024140000459738076,0.09924569999566302,879.3608806000266,6.0156778000236955,,879.4944952000224,0.028553200012538582,0.13256269998964854,885.4943900000071,5.999160600011237,885.5609249000263,0.0016518000047653913,0.09900839999318123,2.0,0.964952300011646,6.099033500009682,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
59,0,59,0,,,,,,,,,,,,,,,,,886.561279400019,0.0005986999894957989,0.09716340000159107,892.5776962000236,6.013731200015172,,892.6943270000047,0.029232700006105006,0.13062849998823367,898.6943115000031,6.030398000002606,898.7942983000248,0.03282160000526346,0.1305759999959264,0.0,0.9985808999917936,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
60,0,60,0,,,,,,,,,,,,,,,,,899.8278908000211,0.0002429000160191208,0.0991585000010673,905.8443048000045,6.01581020001322,,905.9608797000255,0.02982779999729246,0.1324742000142578,911.960951200017,5.999312400002964,912.0274847000255,0.002470399980666116,0.0991892000020016,0.0,1.0310668000020087,6.099121200008085,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
61,0,61,0,,,,,,,,,,,,,,,,,913.0942928000004,0.0005265000218059868,0.09702760001528077,919.1110739000142,6.013637199997902,,919.227489300014,0.028880400001071393,0.13027940000756644,925.2275467000145,6.0302926000149455,925.3276730000216,0.03315110001130961,0.1301165999902878,1.0,1.131357999984175,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
62,0,62,0,,,,,,,,,,,,,,,,,926.4944749000133,0.00042899997788481414,0.09718290000455454,932.5108870000113,6.013850999996066,,932.6274726000265,0.02730719998362474,0.13050489997840486,938.6275062000204,6.030533999990439,938.7274845000065,0.033249499974772334,0.13039079998270608,1.0,1.9315804000070784,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
63,0,63,0,,,,,,,,,,,,,,,,,940.6944839000062,0.00046850001672282815,0.09704990001046099,946.710824800015,6.013669900014065,,947.4276178000146,0.45738690000143833,0.7303003999986686,,6.013664600002812,952.8903951000248,0.012668100011069328,0.0931574999995064,1.0,2.2352074999944307,,4206,Visual,2025-02-27_12h17.47.598,Visual_Condition_v2,2022.2.5,29.998536071642572,
