Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1741.38846619986,0.01627819985151291,0.11568709998391569,1747.3715927000158,6.015715799992904,1747.4717389999423,1747.4717389999423,-0.00012310012243688107,0.0990053997375071,space,0.8250007000751793,1748.3384302998893,1748.3384302998893,4.650000482797623e-05,0.0983702999074012,num_9,0.6627595999743789,1749.0384099299322,0.002212399849668145,0.09796869987621903,1749.3551161000505,1749.8218294300373,1750.1216229000129,1750.617859629891,1750.9215126000345,1751.0011499000248,1759.021669199923,1759.021669199923,1759.0218044300332,0.01467809989117086,0.11466829990968108,1760.0215978999622,1761.0217313000467,1761.2048706000205,1761.7217566999607,10.014541399898008,1769.1549108999316,0.01726799993775785,1769.1549108999316,0.114563699811697,1.0,1.6981406998820603,1770.8885778998956,0.002733200090005994,0.0985769999679178,1776.9049954998773,1777.071648830059,6.21518040006049,6.3151148001197726,,1797.0714593298967,1797.0716866999865,26.21522540017031,26.315053700003773,1798.0882476000115,1800.088190099923,1800.088190099923,0.0007453002035617828,0.0983976002316922,1830.1048115000594,30.014932800084352,,,,,,,,6.099016599822789,,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1830.2047820999287,0.015674799913540483,0.11518480000086129,1836.2047687999438,6.014951900113374,1836.30489020003,1836.30489020003,0.015070199966430664,0.11473749997094274,space,1.5756029000040144,1837.9215420000255,1837.9215420000255,4.110019654035568e-05,0.0980283000972122,num_9,0.5189022000413388,1838.5048818299315,0.0025315999519079924,0.09806569991633296,1838.8048473000526,1839.2880925300765,1839.6047167999204,1840.0881171300775,1840.4046040999237,1840.488064599922,1848.504841499962,1848.504841499962,1848.504636229924,-0.00026659993454813957,0.0980704000685364,1849.504768999992,1850.487837200053,1850.6881553998683,1851.1880097999237,10.014634900027886,1858.621266799979,0.017191299935802817,1858.621266799979,0.11452919989824295,3.0,5.798506800085306,1864.4547345999163,0.003568100044503808,0.09794559981673956,1870.4713409000542,1870.6378370299703,6.214366999920458,6.314612299902365,1871.638034600066,1890.6545755299508,1890.6545414999127,26.231366999913007,26.331024299841374,,1893.6547137999441,1893.6547137999441,0.0003245000261813402,0.09784239996224642,1923.6544273998588,30.031117900041863,,,,,,,,,,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1923.7711137000006,0.015105299884453416,0.1143887999933213,1929.7877658000216,6.031041499925777,1929.8710870998912,1929.8710870998912,0.014411999844014645,0.11435029981657863,space,2.186037000035867,1932.1210916999262,1932.1210916999262,4.850002005696297e-05,0.09811910009011626,num_9,0.5598847998771816,1932.7211357299007,0.001757199876010418,0.09834249992854893,1933.0377334000077,1933.5043016299373,1933.8042820999399,1934.3043101299322,1934.6043648999184,1934.7044289999176,1942.7210244999733,1942.7210244999733,1942.7210178300506,0.001865199999883771,0.09835710003972054,1943.7376737000886,1944.737669599941,1944.9042318998836,1945.4210808998905,10.015237899962813,1952.8375317999162,0.017695999937132,1952.8375317999162,0.11497009987942874,3.0,9.864895300008357,1962.7378211000469,0.002298200037330389,0.09821130009368062,1968.7377335000783,1968.9209297299153,6.214769700076431,6.314988600090146,1969.9375771998893,1988.920762829925,1988.9208291000687,26.21471680002287,26.314692199928686,1989.9542119000107,1991.9375427998602,1991.9375427998602,0.0005203001201152802,0.09810140007175505,2021.9540687999688,30.01461590011604,,,,,,,,,,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0541826998815,0.014809099957346916,0.11457860004156828,2052.037175100064,30.01432570000179,,30.097850099904463,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2052.1372896998655,0.0004464997909963131,0.09779249993152916,2058.1372829000466,6.031163999810815,2058.2705981000327,2058.2705981000327,0.03134169988334179,0.1312724999152124,space,1.6261491000186652,2059.9372574000154,2059.9372574000154,4.349998198449612e-05,0.09777390002273023,num_9,0.15166299999691546,2060.1374276298798,0.0018184001091867685,0.09777919994667172,2060.4373635998927,2060.9205836299575,2061.2372490998823,2061.720596529986,2062.037353799911,2062.120590100065,2070.13723569992,2070.13723569992,2070.1372315299,0.001011400017887354,0.09771090000867844,2071.137241499964,2072.137257899856,2072.320519800065,2072.8205458000302,10.014208799926564,2080.2371612999123,0.03107240004464984,2080.2371612999123,0.13084829994477332,3.0,1.7330108999740332,2082.0041253999807,0.0015636999160051346,0.09921319992281497,2088.0037882998586,2088.1706233299105,6.199148500105366,6.299206499941647,2089.187129100086,2108.187068829988,2108.187106499914,26.215892300009727,26.315746699925512,2109.203630999895,2111.18704660004,2111.18704660004,0.01580579997971654,0.11576439999043941,2141.203602100024,29.999025100143626,,10.097456499934196,,,,,,,,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2141.320273899939,0.016429899958893657,0.1156369000673294,2147.3369227999356,6.032292200019583,2147.4369840999134,2147.4369840999134,0.03242589998990297,0.13228229992091656,space,2.2674161000177264,2149.753658399917,2149.753658399917,4.519987851381302e-05,0.09808859997428954,num_9,0.27142799994908273,2150.087080629985,0.002317700069397688,0.09819040005095303,2150.3868644998875,2150.8702380300733,2151.1869023998734,2151.6869265299524,2152.003488200018,2152.0702549999114,2160.0869005999994,2160.0869005999994,2160.086897029984,0.0010102000087499619,0.09768130001612008,2161.0869342999067,2162.086899699876,2162.270237100078,2162.7702657000627,10.030978699913248,2170.220063699875,0.0338816000148654,2170.220063699875,0.13103679986670613,4.0,2.7979833998251706,2173.053492499981,0.0015501000452786684,0.09917169995605946,2179.070147899911,2179.2535673300504,6.1991902000736445,6.299084899947047,2180.253553299932,2199.253430630057,2199.253423999995,26.199092699913308,26.299055200070143,2200.2533172999974,,2202.270082599949,0.017446300014853477,0.11570900003425777,2232.286585099995,30.032250500051305,,,,,,,,,,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2232.369958400028,0.016188899986445904,0.11555609991773963,2238.369913799921,6.015584799926728,2238.4700444999617,2238.4700444999617,0.015660399803891778,0.11553539987653494,space,0.7868125000968575,2239.303242899943,2239.303242899943,4.509999416768551e-05,0.09724840009585023,num_9,0.3374554000329226,2239.703250230034,0.002558100037276745,0.09804619988426566,2240.0032291000243,2240.4865237299587,2240.7864957998972,2241.2865981298733,2241.5865654998925,2241.686587699922,2249.68656260008,2249.68656260008,2249.686576730083,0.014764499850571156,0.11467499984428287,2250.686625199858,2251.686532099964,2251.8865195999388,2252.386529299896,10.01457849983126,2259.803062000079,0.0008502998389303684,2259.803062000079,0.09792139986529946,4.0,1.631192599888891,2261.469948899932,0.003521899925544858,0.11446409998461604,2267.4864626000635,2267.653073430038,6.214377800002694,6.314438699977472,2268.653130499879,2287.6530129299267,2287.6528528998606,26.214135099900886,26.297744599869475,,2290.6530955999624,2290.6530955999624,0.014480500016361475,0.11438270006328821,2320.669614400016,30.03096370003186,,10.097886899951845,,,,,,,,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2320.7862847999204,0.014960999833419919,0.11423899978399277,2326.7862992999144,6.014239099808037,2326.8862413000315,2326.8862413000315,0.01435609976761043,0.11441389983519912,space,0.48210300016216934,2327.403042299906,2327.403042299906,4.029995761811733e-05,0.09797500004060566,num_9,0.1414220998995006,2327.602934230096,0.0023226002231240273,0.09806210012175143,2327.9028892000206,2328.3862550300314,2328.6862013000064,2329.186269530072,2329.4862537998706,2329.58622749988,2337.602908999892,2337.602908999892,2337.602901830082,0.0014081001281738281,0.09802410006523132,2338.6028286998626,2339.6028751998674,2339.7862595999613,2340.2863886000123,10.014625400071964,2347.7027348000556,0.0009894000831991434,2347.7027348000556,0.0978592000901699,4.0,2.3646025999914855,2350.1028221999295,0.001968399854376912,0.09862389997579157,2356.1027972998563,2356.2860559299356,6.231836499879137,6.331813500029966,2357.2862525000237,2376.2860899299617,2376.285983199952,26.214974199887365,26.315239700023085,2377.286028899951,2379.302769599948,2379.302769599948,0.0007619999814778566,0.09856180008500814,2409.319313199958,30.014992600074038,,10.097963200183585,,,,,,,,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2409.4192724998575,0.01551529997959733,0.11497979983687401,2415.4192848000675,6.014919999986887,2415.5192656000145,2415.5192656000145,0.015016199788078666,0.11493119993247092,space,0.553798699984327,2416.119265999878,2416.119265999878,9.410013444721699e-05,0.09792289999313653,num_9,0.09723199997097254,2416.252659929893,0.002031800104305148,0.09820570005103946,2416.5524671999738,2417.0358463299694,2417.352685000049,2417.835880229925,2418.1358850998804,2418.2359549000394,2426.25259729987,2426.25259729987,2426.2525548299077,0.0012050000950694084,0.09805970010347664,2427.252505699871,2428.2691941999365,2428.41917550005,2428.9358588999603,10.010901200119406,2436.332094100071,0.010847199941053987,2436.332094100071,0.11469680001027882,4.0,1.5862222998403013,2437.9693996999413,0.0015165000222623348,0.0994106000289321,2443.98585619987,2444.135746829887,6.199264100054279,6.299195500090718,2445.1524165999144,2464.1524498299464,2464.1526043999474,26.216015400132164,26.31578589999117,,2467.16907539987,2467.16907539987,0.0015281999949365854,0.09908549999818206,2497.168829999864,30.015480400063097,30.098861700156704,10.094212700147182,,,,,,,,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.2690938999876,-0.00041699991561472416,0.0989936999976635,2527.268922300078,30.0323417999316,,,666,Gustatory,2024-09-19_16h50.40.160,Gustatory_Condition_v2,2022.2.5,30.022411736747223,
