Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_14.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1707.0721433999715,0.03265510010533035,0.13172580010723323,6.015068200067617,1713.088746799971,1713.1555275999708,1713.1555275999708,0.015157300047576427,0.11504630011040717,space,1.2219439999898896,1714.4220444000093,1714.4220444000093,2.4699955247342587e-05,0.09901909995824099,num_9,1.6504716000054032,1716.1054399499321,0.002458099974319339,0.09748180001042783,1716.405348900007,1716.888730549987,1717.188816400012,1717.6885432500044,1718.0052995999577,1718.088779999991,1726.10536279995,1726.10536279995,1726.1054741499597,0.0007254999363794923,0.09744919999502599,1727.1220426999498,1728.1054122999776,1728.272006599931,1728.7887172999326,10.01404849998653,1736.2219072999433,0.016716600046493113,1736.2219072999433,0.11411890003364533,1.0,1.9650007999734953,1738.2222131999442,0.0023102000122889876,0.09803390002343804,1744.2387138999766,1744.405227649992,6.214491600054316,6.298083500005305,1745.4051775999833,1764.4049913499389,1764.3883555999491,26.214403499965556,26.31456970004365,1765.4050174999284,1767.4051655000076,1767.4051655000076,0.014582700096070766,0.11451930005569011,1797.3881896999665,30.01422850007657,30.097519600065425,,,,,,,,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1797.5219915999332,0.03141770011279732,0.1310631000669673,6.014438200043514,1803.50505659997,1803.621677499963,1803.621677499963,0.0316425000783056,0.1310133000370115,space,2.131609999923967,1805.7885512999492,1805.7885512999492,3.750005271285772e-05,0.09812620002776384,num_9,1.2281036999775097,1807.0718891499914,0.0023886000271886587,0.09784760000184178,1807.3882829999784,1807.8549681499485,1808.1549414999317,1808.6716481499957,1808.988293399918,1809.0549800000153,1817.0549635000061,1817.0549635000061,1817.0549700499164,0.014519400079734623,0.11442710005212575,1818.0716016999213,1819.0548940999433,1819.255169000011,1819.77158099995,10.014398400089704,1827.1881877999986,0.016739100101403892,1827.1881877999986,0.1142367001157254,5.0,1.9985402999445796,1829.2218597999308,0.0021973999682813883,0.0985233000246808,1835.238245400018,1835.4047390499968,6.214991000015289,6.3151273999828845,1836.4049130999483,1855.4047830499826,1855.4048160999082,26.21503770002164,26.31498509994708,1856.4381290000165,1858.4047937999712,1858.4047937999712,0.015021200058981776,0.11499630007892847,1888.404647700023,30.014905699994415,,,,,,,,6.097574800020084,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1888.537956199958,0.015299400081858039,0.11479170003440231,6.03161170007661,1894.5545682999073,1894.6379563999362,1894.6379563999362,0.014883800060488284,0.1147270001238212,space,1.6423329000826925,1896.3378876999486,1896.3378876999486,5.1900045946240425e-05,0.0976150999777019,num_9,1.047491200035438,1897.4379472500063,0.0020927999867126346,0.09795019996818155,,1898.221108150005,1898.5380774999503,1899.0211433499703,1899.3378202000167,1899.4378888999345,1907.4378746999428,1907.4378746999428,1907.4378323499463,0.0011766999959945679,0.09787729999516159,1908.437754799961,1909.4544992999872,1909.6378633999266,1910.1378433000064,10.014614899992011,1917.554442099994,0.015935800038278103,1917.554442099994,0.1148370000300929,1.0,3.066266000038013,1920.6547087000217,0.002671400085091591,0.09755010006483644,1926.6710739999544,1926.8377511499334,6.214156500063837,6.3141556000337005,,1946.8375302499976,1946.8376842999132,26.214125500060618,26.314076700014994,1947.837574300007,1949.8376432999503,1949.8376432999503,0.014107800088822842,0.11417820013593882,1979.8376214000164,30.014077600091696,,,,,,,,,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.9708375999471,0.014125500107184052,0.1140267001464963,2009.9706828999333,30.013743900111876,,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2010.0707422000123,0.01584910019300878,0.11377950012683868,6.013727700104937,2016.070700299926,2016.1706683000084,2016.1706683000084,0.013884100131690502,0.11374810012057424,space,1.3103396999649704,2017.537371299928,2017.537371299928,4.75000124424696e-05,0.09763960004784167,num_9,2.5191036999458447,2020.104017549928,0.002018700004555285,0.09790400008205324,2020.4206964999903,2020.8873367499677,2021.18725800002,2021.6872380499613,,2022.0873147000093,2030.1039429999655,2030.1039429999655,2030.1039298499586,0.0013140999944880605,0.0977777000516653,2031.1205800999887,2032.1039119999623,2032.3039196999744,2032.8039312999463,10.014353199978359,2040.220512199914,0.017177000059746206,2040.220512199914,0.11427830008324236,5.0,1.7649839000077918,2042.0208087000065,0.0016521000070497394,0.09910130000207573,2048.003753399942,2048.203735549969,6.215541400015354,6.315632899990305,2049.2036493999185,2068.2039783499554,2068.204053399968,26.215876500005834,26.31551599991508,2069.220424499945,2071.220423499937,2071.220423499937,0.0013921000063419342,0.09879419999197125,2101.2369207999436,30.015399900032207,,,,,,,,,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2101.3369755999884,0.015760499984025955,0.11542649997863919,6.0320085000712425,2107.353628300014,2107.453589999932,2107.453589999932,0.03218510001897812,0.13206210010685027,space,1.4992333999834955,2108.9870238999138,2108.9870238999138,4.6600005589425564e-05,0.09760930004995316,num_9,1.0697256000712514,2110.1202220499167,0.002046499983407557,0.09796090004965663,2110.4201744999737,2110.9035007499974,2111.2202426999575,2111.7033694499755,2112.020223099971,2112.1202057999326,,2120.136949699954,2120.1368693500176,0.017224900075234473,0.11462770006619394,2121.136773200007,2122.136767899967,2122.303509099991,2122.8034744999604,10.014529700041749,2130.2200198000064,0.0003890000516548753,2130.2200198000064,0.09796540008392185,1.0,1.631815699976869,2131.8868168999907,0.002283400041051209,0.09793040005024523,2137.8866001999704,2138.069961149979,6.231216000043787,6.331254000077024,2139.0866126000183,2158.0699899499655,2158.070201699971,26.214643600047566,26.314407500089146,2159.069979499909,2161.0865376999136,2161.0865376999136,0.00011570006608963013,0.1144227001350373,2191.086484899977,30.03092860011384,,10.09777870005928,,,,,,,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2191.219840799924,0.03167260007467121,0.1308724001282826,6.030976400128566,2197.219817699981,2197.3197916999925,2197.3197916999925,0.03101060015615076,0.13095070014242083,space,1.152960899984464,2198.536530399928,2198.536530399928,3.370002377778292e-05,0.09811120002996176,num_9,1.0717464999761432,2199.6532139500255,0.001200399943627417,0.09886919998098165,2199.969781899941,2200.4363642499434,2200.736261999933,2201.25331544996,2201.569773999974,2201.636455599917,2209.653020699974,2209.653020699974,2209.653208749986,0.002296399907208979,0.0988310999237001,2210.6697437999537,2211.6529515999136,2211.83644809993,2212.336530599976,10.032004699925892,2219.769565399969,0.018492299946956336,2219.769565399969,0.11528509994968772,4.0,0.9310483000008389,2220.7367977999384,0.00236149993725121,0.09793409996200353,2226.736424200004,2226.9195832499886,6.214645299944095,6.314583100029267,2227.9196611000225,2246.936223049916,2246.9363879999146,26.23134509997908,26.33114999998361,,,2249.9528854999226,0.01627720007672906,0.1144587000599131,2279.969415599946,30.031014700070955,,,,,,,,,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2280.0695442999713,0.031666100025177,0.13101060001645237,6.014280200004578,2286.0860348999267,2286.152722699917,2286.152722699917,0.014628800097852945,0.11429550009779632,space,1.6160144000314176,2287.8193783999886,2287.8193783999886,4.579999949783087e-05,0.09794300002977252,num_9,1.3568928999593481,2289.2360262499774,0.002319399965927005,0.0981057999888435,,2290.0193714499824,2290.319469799986,2290.836019850022,2291.135948100011,2291.2361137999687,,2299.2526539999526,2299.2526533499245,0.017476200009696186,0.11466319998726249,2300.2692639000015,2301.269292199984,2301.4193795999745,2301.919311699923,10.010878899949603,2309.335914699943,0.0016229000175371766,2309.335914699943,0.09803039999678731,2.0,2.2305927999550477,2311.60263619991,0.001639000023715198,0.09864560002461076,2317.619249499985,2317.7857765499853,6.232026300043799,6.3320170000661165,2318.785780099919,2337.8024694499677,2337.802524999948,26.232052800012752,26.331967000034638,2338.8191176999826,,2340.8191570999334,0.01703120011370629,0.11562830011826009,2370.818980799988,30.01510160008911,,10.097992099937983,,,,,,,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2370.919095200021,0.015997700160369277,0.11508570006117225,6.015112700057216,2376.9189433999127,2377.018955699983,2377.018955699983,0.01522380008827895,0.11508510017301887,space,1.5171925999457017,2378.5856268999632,2378.5856268999632,6.519991438835859e-05,0.09799809998366982,num_9,1.0707211999688298,2379.7189443499433,0.002883699955418706,0.11469179997220635,2380.0354909999296,2380.5022194499966,2380.8189091999084,2381.302266649937,2381.618920299923,2381.702257699915,2389.702215499943,2389.702215499943,2389.7022055499606,0.014764499966986477,0.1146491999970749,2390.7188140000217,2391.7190824999707,2391.902194199967,2392.4022138,10.014406400034204,2399.815075399936,0.0004222000716254115,2399.815075399936,0.09404650004580617,5.0,1.3484083999646828,2401.2025178999174,0.0023861000081524253,0.09801299998071045,2407.2187818000093,2407.4021341499524,6.23122139996849,6.331235499936156,2408.418733199942,2427.4020508500166,2427.402040999965,26.23115449992474,26.331155900028534,2428.4186498000054,,2430.41867179994,0.016050499980337918,0.11444550007581711,2460.4352345999796,30.03102290001698,,10.097811099956743,,,,,,,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460.5185222999426,0.014572800020687282,0.11426170007325709,2490.535049099941,30.030807900009677,,2635,Gustatory,2025-03-07_16h51.51.680,Gustatory_Condition_v2,2022.2.5,29.998509076715386,
