loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,p_port_3.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,,,,,,,,,,,,,186.12836449965835,0.00022289995104074478,0.09911470022052526,192.1280272998847,6.032210200093687,192.26138939987868,0.03217389993369579,0.1324744001030922,6.032186900265515,198.26136579969898,198.3613026998937,0.03483630018308759,0.1322598997503519,1.0,7.031508599873632,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
10,0,10,0,,,,,,,,,,,,,,,,,,,205.42833729973063,0.0002400004304945469,0.09919790038838983,211.4447180996649,6.015679400414228,211.59465039987117,0.06574170012027025,0.16582430014386773,6.0324637000449,217.59470459958538,217.66125179966912,0.03516939980909228,0.1322750998660922,0.0,0.8313736999407411,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
11,0,11,0,,,,,,,,,,,,,,,,,,,218.52816469967365,0.0005206000059843063,0.09765010001137853,224.5280486997217,6.0308341002091765,225.06154709961265,0.2653251998126507,0.5308365002274513,6.010570699814707,,230.72420899989083,0.01310520013794303,0.11404899973422289,2.0,3.2686494002118707,,6.093731400091201,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
12,0,12,0,,,,,,,,,,,,,,,,,,,234.0447398996912,0.00022539962083101273,0.09913129964843392,240.06146989995614,6.015809699892998,240.19522099988535,0.04319339990615845,0.1493324995972216,6.015778799541295,246.17785389954224,246.26119919959456,0.01850749971345067,0.11574829975143075,3.0,1.5649355999194086,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
13,0,13,0,,,,,,,,,,,,,,,,,,,247.86157789966092,0.0004732999950647354,0.0973237999714911,253.87796489987522,6.013881700113416,254.04462619964033,0.07763789966702461,0.18079759972169995,6.013962999917567,260.02769669983536,260.07773639960214,0.014999599661678076,0.11370259989053011,1.0,5.199912900105119,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
14,0,14,0,,,,,,,,,,,,,,,,,,,265.3113218997605,0.0002425997518002987,0.09921670006588101,271.32784149982035,6.015812300145626,271.444506699685,0.030898199882358313,0.13268639985471964,5.9991147997789085,277.4445570996031,277.5112588996999,0.0025991997681558132,0.0992069998756051,1.0,2.3640585001558065,,6.09916209988296,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
15,0,15,0,,,,,,,,,,,,,,,,,,,279.9111887998879,0.00014150002971291542,0.09889410017058253,285.9278762997128,6.015863600187004,286.04452509991825,0.03617769991979003,0.13269790029153228,6.032283999957144,292.02764519955963,292.1275982996449,0.016141800209879875,0.11577859986573458,3.0,1.9672858002595603,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
16,0,16,0,,,,,,,,,,,,,,,,,,,294.1276278998703,0.0004910998977720737,0.09892109967768192,300.10724339960143,6.011949699837714,300.27765149995685,0.025480599608272314,0.14902219967916608,6.015641799662262,306.26098269969225,306.34438889985904,0.016577099915593863,0.11565169971436262,0.0,0.9667012002319098,6.095488999970257,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
17,0,17,0,,,,,,,,,,,,,,,,,,,307.3443234995939,0.0001913001760840416,0.0989975999109447,313.3407317996025,6.012056999839842,313.4239861997776,0.012047499883919954,0.09922329988330603,6.015604400075972,319.4108619997278,319.54444379964843,-0.00011120038107037544,0.09915339993312955,3.0,2.067056200001389,6.095415899995714,6.0990422000177205,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
18,0,18,0,,,,,,,,,,,,,,,,,,,321.6441937997006,0.00017979973927140236,0.0989882000721991,327.62756669986993,6.015653499867767,327.77397649968043,0.0347079997882247,0.12885089963674545,6.015789699740708,333.77752469992265,333.8609293997288,0.016760099679231644,0.1156556997448206,2.0,3.6669562002643943,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
19,0,19,0,,,,,,,,,,,,,,,,,,,337.56103459978476,0.00016409996896982193,0.09912909986451268,343.54435169976205,5.999056300148368,343.64435279974714,0.01611649990081787,0.11580719985067844,5.999070799909532,349.6274853996001,349.74427139991894,0.016002799849957228,0.11584109999239445,4.0,3.9663307000882924,6.08235239982605,6.0823770998977125,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
20,0,20,0,,,,,,,,,,,,,,,,,,,353.7442643996328,0.0001726001501083374,0.09910240024328232,359.7239090995863,5.9990723002702,359.82427889993414,0.012604800052940845,0.0991173000074923,5.999115599785,365.8274213997647,365.92759869992733,0.01596379978582263,0.11595189990475774,2.0,1.000143799930811,6.078866899944842,6.0824894001707435,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
21,0,21,0,,,,,,,,,,,,,,,,,,,366.9608990997076,0.00014929985627532005,0.09872369980439544,372.9440617999062,6.015399300027639,373.07753519993275,0.011064500082284212,0.11544669978320599,6.015387800056487,379.0606680996716,379.1607905998826,-0.00024670036509633064,0.0987807996571064,0.0,1.0667308000847697,6.098722800146788,6.098681199830025,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
22,0,22,0,,,,,,,,,,,,,,,,,,,380.26086499961093,0.0004288996569812298,0.09748709993436933,386.2440210999921,6.014168399851769,386.39048529975116,0.03349759988486767,0.12734129978343844,6.030889899935573,392.37739609973505,392.47745439969003,0.014949199743568897,0.11411579977720976,0.0,0.7337515000253916,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
23,0,23,0,,,,,,,,,,,,,,,,,,,393.244023299776,0.00016479985788464546,0.09906749986112118,399.2275556996465,5.999036999884993,399.3441289998591,0.00642979983240366,0.09902710001915693,5.999012399930507,405.3274294999428,405.42741409968585,0.015822899993509054,0.11587419966235757,0.0,1.9667080002836883,6.082479199860245,6.082446800079197,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
24,0,24,0,,,,,,,,,,,,,,,,,,,407.42758589982986,0.00015259999781847,0.0990077001042664,413.4238436999731,6.011993800289929,413.8941913996823,0.21901230001822114,0.4656341001391411,6.012050800025463,,419.6440105997026,0.016363199800252914,0.11568260006606579,1.0,1.5336902001872659,6.09896540036425,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
25,0,25,0,,,,,,,,,,,,,,,,,,,421.21060889959335,0.00022400030866265297,0.09895850019529462,427.19403319992125,5.999038300011307,427.3272874997929,0.020277900155633688,0.11565810022875667,6.015600599814206,433.3106486997567,433.42734199995175,0.016406700015068054,0.11561270011588931,3.0,4.26705709984526,6.082383200060576,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
26,0,26,0,,,,,,,,,,,,,,,,,,,437.7273752996698,0.000166300218552351,0.09875100012868643,443.7106639998965,6.015530800446868,443.84022869961336,0.027278400026261806,0.11547160008922219,6.015407400205731,449.8271598997526,449.9272266998887,-0.0004879999905824661,0.09875260014086962,1.0,4.1336024003103375,,6.09863999998197,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
27,0,27,0,,,,,,,,,,,,,,,,,,,454.0943219996989,0.00015799980610609055,0.09692759998142719,460.0772025999613,6.013467699754983,460.20691929990426,0.021071699913591146,0.10979409981518984,6.013433499727398,466.193794099614,466.2939797998406,0.030346499755978584,0.1301110996864736,0.0,0.9330107001587749,,6.097133099567145,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
28,0,28,0,,,,,,,,,,,,,,,,,,,467.26065719965845,0.0001667998731136322,0.0990701001137495,473.25687719974667,6.012158999685198,473.36041579954326,0.010773499961942434,0.0990630998276174,5.999052899889648,479.3437284999527,479.4438347998075,0.015814199578016996,0.11569379968568683,3.0,1.1665366003289819,6.099181399680674,6.082501599565148,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
29,0,29,0,,,,,,,,,,,,,,,,,,,480.6439482998103,0.00022580008953809738,0.09923500008881092,486.62718179961666,6.015558899845928,486.7567419996485,0.021499000024050474,0.11173589993268251,6.015493999700993,492.74368859967217,492.84376989956945,-7.950002327561378e-05,0.09877809975296259,0.0,2.233253000304103,6.098703400231898,6.098957099951804,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
30,0,30,0,,,,,,,,,,,,,,,,,,,495.1106517999433,0.00017860019579529762,0.09875900018960238,501.1069073998369,6.0118098999373615,501.22709009982646,0.031790100038051605,0.11561310011893511,6.015525400172919,507.2105091996491,507.3103796998039,-0.00021849991753697395,0.09878360014408827,0.0,1.1336383000016212,6.09523140033707,6.0988300000317395,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
31,0,31,0,,,,,,,,,,,,,,,,,,,508.47712659975514,0.0002807998098433018,0.09872839972376823,514.4603454996832,6.015431199688464,514.5936022996902,0.017378899734467268,0.11575619969516993,6.015445999801159,520.5769921997562,520.6769344997592,-0.0004389001987874508,0.09869609959423542,3.0,2.0671129999682307,6.098654699977487,6.098705200012773,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
32,0,32,0,,,,,,,,,,,,,,,,,,,522.7771944999695,0.00036110030487179756,0.09899490000680089,528.7734091999009,6.012015399988741,528.8942659995519,0.016650700010359287,0.1158834001980722,6.015844100154936,534.8769417000003,534.9770499998704,0.00011770008131861687,0.09901090012863278,3.0,0.6002277000807226,6.098995000123978,6.098931600339711,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
33,0,33,0,,,,,,,,,,,,,,,,,,,535.6103315996006,0.00015929993242025375,0.09897150006145239,541.6102164997719,6.011863000225276,541.7101708999835,0.010851100087165833,0.09897139994427562,6.015504600014538,547.6934790997766,547.8102368996479,-0.0001134001649916172,0.0989250997081399,4.0,1.7333944998681545,6.099087700247765,6.098817000165582,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
34,0,34,0,,,,,,,,,,,,,,,,,,,549.576875699684,0.0001508002169430256,0.09906830033287406,555.5601642997935,5.999080399982631,555.6769182998687,0.03250660002231598,0.13246260024607182,5.999187100213021,561.6601160997525,561.7602610997856,0.015864099841564894,0.11572200013324618,2.0,0.9666459001600742,6.082338400185108,6.082581200171262,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
35,0,35,0,,,,,,,,,,,,,,,,,,,562.7603537999094,0.00014979997649788857,0.09904600027948618,568.7435857998207,6.015734700020403,568.8733195997775,0.021256099920719862,0.11566200014203787,6.015625,574.8600483997725,574.9601979996078,8.910009637475014e-05,0.09894579974934459,2.0,1.7666033999994397,,6.098838000092655,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
36,0,36,0,,,,,,,,,,,,,,,,,,,576.7601812998764,0.00025749998167157173,0.09819679986685514,582.7437175996602,6.0152114001102746,582.8735224995762,0.01894899969920516,0.13170479983091354,6.0317875999026,588.8766843997873,588.9767231997102,0.015760899521410465,0.114990399684757,2.0,0.7668937998823822,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
37,0,37,0,,,,,,,,,,,,,,,,,,,589.7769517996348,0.0001517999917268753,0.09911650000140071,595.7730872998945,6.012132199946791,595.893634499982,0.013677099719643593,0.11572579992935061,6.016099900007248,601.8766995999031,601.9769012997858,0.00018589990213513374,0.09904819959774613,0.0,0.7998584001325071,6.098986600060016,6.098934799898416,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
38,0,38,0,,,,,,,,,,,,,,,,,,,602.810093799606,0.0001538996584713459,0.09882800001651049,608.8064789995551,6.012051200028509,608.9100228999741,0.007993599865585566,0.09891949966549873,6.015489500015974,614.8932684999891,615.009986799676,0.0005372995510697365,0.09880989976227283,1.0,0.7660015998408198,6.098768800031394,6.099253499880433,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
39,0,39,0,,,,,,,,,,,,,,,,,,,615.8100918997079,0.0002363002859055996,0.09842010028660297,621.8062940998934,6.011481999885291,621.9100394998677,0.00905290013179183,0.09872230002656579,6.015193399973214,627.8932889997959,628.0099760997109,-0.0005390001460909843,0.0984450001269579,2.0,1.4670603000558913,6.0984501000493765,6.098402900155634,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
40,0,40,0,,,,,,,,,,,,,,,,,,,629.509911599569,0.00021110009402036667,0.09886429971083999,635.4932109997608,6.015594800002873,635.6267267996445,0.010919699911028147,0.11561609990894794,6.015601399820298,641.6097785998136,641.7099841996096,6.089964881539345e-05,0.09895969973877072,0.0,0.966618400067091,6.098820699844509,6.098807199858129,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
41,0,41,0,,,,,,,,,,,,,,,,,,,642.7098834998906,0.00026670005172491074,0.09868070017546415,648.6894224998541,6.011459800414741,648.806328699924,0.002657799981534481,0.09848899999633431,6.01509330002591,654.7930495999753,654.9100580997765,-0.00043899985030293465,0.09844390023499727,3.0,1.2664918000809848,6.0948195001110435,6.098452600184828,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
42,0,42,0,,,,,,,,,,,,,,,,,,,656.2098821997643,0.0001854998990893364,0.09894659975543618,662.1930481996387,5.999043299816549,662.3061917996965,0.0287517998367548,0.11193049978464842,6.015602899715304,668.2930852998979,668.409715899732,8.279969915747643e-05,0.09907279955223203,1.0,3.566385299898684,6.08232059981674,6.098822199739516,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
43,0,43,0,,,,,,,,,,,,,,,,,,,672.0099965999834,0.00015940004959702492,0.09913540026172996,677.9929628996179,5.999110999982804,678.0929887997918,0.015855100005865097,0.11584120010957122,5.999174099881202,684.0763460998423,684.1931077996269,0.015967299696058035,0.11590339988470078,1.0,1.7665874999947846,6.08244840009138,6.082528000231832,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
44,0,44,0,,,,,,,,,,,,,,,,,,,685.992926699575,0.0001567997969686985,0.09890609979629517,691.9892289997078,6.011930299922824,692.2596867997199,0.13015139987692237,0.2657387997023761,6.032247599679977,,698.2262862999924,0.033088499680161476,0.1323452997021377,1.0,0.8668630998581648,6.098925399594009,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
45,0,45,0,,,,,,,,,,,,,,,,,,,699.1263222997077,0.0001683998852968216,0.09907419979572296,705.1095080999658,5.9990619998425245,705.2892626998946,0.06088149966672063,0.16580249974504113,5.999260299839079,711.276169099845,711.3264374998398,0.00026609981432557106,0.09907659981399775,3.0,2.1331952000036836,6.0823564999736845,6.099042899906635,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
46,0,46,0,,,,,,,,,,,,,,,,,,,713.4928999999538,0.00015559978783130646,0.099055300001055,719.4761140998453,5.999218599870801,719.5929257995449,0.0325658000074327,0.11209309985861182,5.999106899835169,725.576331099961,725.6761222998612,0.015743999741971493,0.11570479953661561,1.0,2.066180400084704,6.082368900068104,6.082475599832833,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
47,0,47,0,,,,,,,,,,,,,,,,,,,727.7761278999969,0.00015120021998882294,0.09904289990663528,733.7761839996092,6.012078600004315,733.8928421000019,0.010803800076246262,0.11564019974321127,6.015615200158209,739.8761112997308,739.9761413997039,0.00021429965272545815,0.09900379972532392,2.0,1.999773500021547,6.099010699894279,6.099067499861121,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
48,0,48,0,,,,,,,,,,,,,,,,,,,742.0096384999342,0.00015910016372799873,0.09900540020316839,747.9926719996147,6.0155847002752125,748.1059089996852,0.014927899930626154,0.09551180014386773,6.015908600296825,754.1261032996699,754.2262513996102,0.016233100090175867,0.11554440017789602,0.0,0.9674504003487527,6.0952914003282785,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
49,0,49,0,,,,,,,,,,,,,,,,,,,755.2260599997826,0.00038109999150037766,0.0983389001339674,761.2223222996108,6.0113663002848625,761.3260036995634,0.00840659998357296,0.09857060015201569,6.015091800130904,767.3093095999211,767.4259457997978,-0.00040950020775198936,0.0984094999730587,4.0,1.700055900029838,6.0983714000321925,6.098327800165862,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
50,0,50,0,,,,,,,,,,,,,,,,,,,769.159493799787,0.000171000137925148,0.09899960039183497,775.1557560996152,6.012022100389004,775.2557972995564,0.0055380999110639095,0.09898360027000308,6.015698400326073,781.2425812999718,781.3592166998424,0.00017820019274950027,0.0990178999491036,0.0,0.6998998997732997,6.095481200143695,6.0989260002970695,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
51,0,51,0,,,,,,,,,,,,,,,,,,,782.0927030998282,0.00016999989748001099,0.09896639967337251,788.0758317997679,6.015577800106257,788.1928322999738,0.007881899829953909,0.11198679963126779,6.015545499976724,794.1757826996036,794.2925540995784,3.829970955848694e-05,0.09892629971727729,3.0,1.8332813996821642,6.099041000008583,6.098846699576825,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
52,0,52,0,,,,,,,,,,,,,,,,,,,796.1593129998073,0.00017250003293156624,0.09893650002777576,802.1555932997726,6.011947599705309,802.2592310998589,0.009618599899113178,0.09898419957607985,6.015565199777484,808.2424028995447,808.3591965995729,7.379986345767975e-05,0.09890429954975843,0.0,1.6667762999422848,6.0992635996080935,6.098869499750435,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
53,0,53,0,,,,,,,,,,,,,,,,,,,810.0590990995988,0.0004893997684121132,0.09756919974461198,816.0423608999699,6.014237599913031,816.1590428999625,0.0067752995528280735,0.09775799978524446,6.0141984997317195,822.1423356998712,822.2590532996692,0.03091149963438511,0.13095289980992675,0.0,1.8669917001388967,6.097514200024307,6.097520599607378,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
54,0,54,0,,,,,,,,,,,,,,,,,,,824.1591234998778,0.00017059966921806335,0.09910279978066683,830.1389437997714,5.999071300029755,830.2387887998484,0.012263599783182144,0.09915619948878884,5.999070699792355,836.242441599723,836.3423466999084,0.015819599851965904,0.11571539985015988,4.0,2.066928300075233,6.078781799878925,6.082389899529517,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
55,0,55,0,,,,,,,,,,,,,,,,,,,838.4423741996288,0.0003624996170401573,0.0981759000569582,844.4255232997239,6.014648099895567,844.5553540997207,0.013113699853420258,0.11105969967320561,6.031407399568707,850.5588878998533,850.6589083997533,0.015321099665015936,0.1147364997304976,0.0,3.233752100262791,6.09802269982174,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
56,0,56,0,,,,,,,,,,,,,,,,,,,853.9255351996981,0.00018789991736412048,0.09895760007202625,859.9087742995471,6.015635899733752,860.0255380999297,0.009765999857336283,0.11203089961782098,6.0156688997522,866.0088122999296,866.1254369998351,-0.00010570045560598373,0.09896149951964617,1.0,0.8668349999934435,6.098925299942493,6.098924399819225,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
57,0,57,0,,,,,,,,,,,,,,,,,,,867.0254640998319,0.0002911998890340328,0.09910999983549118,873.0423107999377,6.016097499988973,873.2256461996585,0.1010820996016264,0.1994018000550568,5.999319899827242,879.2255746996962,879.2255746996962,0.001936599612236023,0.09933329978957772,2.0,0.9982419000007212,,6.099360599648207,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
58,0,58,0,,,,,,,,,,,,,,,,,,,880.2590040997602,0.0006402996368706226,0.09717339975759387,886.2755981995724,6.013987599872053,886.392674499657,0.030339499469846487,0.130662199575454,6.030442399904132,892.3922166996635,892.4921981999651,0.0331796994432807,0.13041079975664616,2.0,0.7647862997837365,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
59,0,59,0,,,,,,,,,,,,,,,,,,,893.2924291999079,0.000687700230628252,0.09712730022147298,899.2921993997879,6.0305256000719965,899.442180799786,0.04611419979482889,0.14736649999395013,6.013771399855614,905.4421858997084,905.5088105998002,0.01631249999627471,0.11371499998494983,1.0,0.5984996999613941,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
60,0,60,0,,,,,,,,,,,,,,,,,,,906.1424324996769,0.0002251998521387577,0.09907219978049397,912.1423008996062,6.032578600104898,912.2922971998341,0.04803969990462065,0.1493156999349594,6.0156692997552454,918.292122699786,918.3586586997844,0.018601099960505962,0.11563939973711967,3.0,1.864785599987954,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
61,0,61,0,,,,,,,,,,,,,,,,,,,920.2588810999878,0.0004776003770530224,0.09739969996735454,926.2754084998742,6.014110300224274,926.3919679997489,0.034976699855178595,0.13085759989917278,6.030833899974823,932.3920681998134,932.4752450999804,0.015415799804031849,0.11406539985910058,3.0,0.8662529001012444,,,9412,Visual,2024-08-20_18h34.31.971,Visual_Condition_v2,2022.2.5,30.020374840259986,
