loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,16.777268870174883,0.0006112996488809586,0.11668789945542812,17.196895100176334,17.446961559168994,17.86377019993961,17.86377019993961,0.016696900129318237,0.11664910055696964,32.880416199564934,15.000040700659156,32.98047569952905,32.98047569952905,0.00015529990196228027,0.09999060072004795,space,7.990213500335813,,,,,,,,,,,,,,,,,,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
0,0,0,0,,,,,,,,,,,,,,,,,,41.01373730041087,0.004775898531079292,0.09833999909460545,47.03045529872179,6.015010898932815,47.14702509902418,0.027936900034546852,0.13179749995470047,53.147079799324274,6.03162569925189,53.246942000463605,0.03447839990258217,0.13170629926025867,0.0,1.948141099885106,,,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
1,0,1,0,,,,,,,,,,,,,,,,,,55.230793099850416,0.00024669989943504333,0.09902519918978214,61.24708809889853,6.015622699633241,61.48072389885783,0.10645299963653088,0.2491529006510973,,6.015628300607204,67.44696960039437,0.01879820041358471,0.1155749000608921,0.0,2.031181698665023,,,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
2,0,2,0,,,,,,,,,,,,,,,,,,69.51405789889395,0.00023600086569786072,0.09899000078439713,75.5137024000287,5.999025501310825,75.63040339946747,0.01465810090303421,0.11595630086958408,81.63037559948862,6.015717200934887,81.73040349967778,0.017588501796126366,0.11560140177607536,0.0,2.132428400218487,6.099026400595903,,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
3,0,3,0,,,,,,,,,,,,,,,,,,83.8972963988781,0.0006563998758792877,0.0972248986363411,89.91376669891179,6.013872399926186,90.03027899935842,0.035521499812603,0.1307101994752884,96.03038839995861,6.030605399981141,96.13050059974194,0.03297089971601963,0.13064450025558472,3.0,4.032003499567509,,,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
4,0,4,0,,,,,,,,,,,,,,,,,,100.197066700086,0.0005098003894090652,0.0970316007733345,106.1972158998251,6.030533401295543,106.34721140004694,0.05236160196363926,0.14726560190320015,112.34708109870553,6.01369590125978,112.4136024992913,0.016058702021837234,0.11386280134320259,0.0,1.7653135992586613,,,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
5,0,5,0,,,,,,,,,,,,,,,,,,114.21404239907861,0.00045880116522312164,0.09789000079035759,120.21370320022106,6.031145799905062,120.36357859894633,0.049945201724767685,0.14785940013825893,126.36375079862773,6.014409201219678,126.43043689988554,0.01724420115351677,0.11424400098621845,0.0,1.964827500283718,,,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
6,0,6,0,,,,,,,,,,,,,,,,,,128.43067989870906,0.00022130087018013,0.09927110001444817,134.43027620017529,6.032126599922776,134.58068129979074,0.045808300375938416,0.14927330054342747,140.56360960006714,6.015747701749206,140.64723099954426,0.01678280159831047,0.11622020229697227,2.0,2.099769201129675,,,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
7,0,7,0,,,,,,,,,,,,,,,,,,142.78062889911234,0.0006498005241155624,0.09719280153512955,148.76351459883153,6.013575101271272,148.88031359948218,0.0017459020018577576,0.09860800206661224,154.86358119919896,6.013548800721765,154.98029309883714,6.630085408687592e-05,0.09695880115032196,1.0,1.698037900030613,6.096932500600815,6.097076900303364,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
8,0,8,0,,,,,,,,,,,,,,,,,,156.71389469876885,0.0002605002373456955,0.09907559864223003,162.7137451004237,5.999083800241351,162.8304658997804,0.011542299762368202,0.11598249897360802,168.83034290000796,6.015770200639963,168.93028109893203,0.018431400880217552,0.11569810099899769,2.0,1.9650077000260353,6.098953699693084,,5010,Visual,2024-07-08_18h23.52.613,Visual_Condition_v2,2022.2.5,29.949014799469605,
