loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,15.002902919973712,0.0005425999988801777,0.1051854999968782,15.41744469999685,15.684236389995203,16.101213999994798,16.101213999994798,0.02208639998571016,0.12184369999158662,31.117664200006402,15.005256599994027,31.21767379999801,31.21767379999801,0.0052195999887771904,0.105148199989344,space,5.924853100004839,,,,,,,,,,,,,,,,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
0,0,0,0,,,,,,,,,,,,,,,,,,37.18431419999979,0.0016556000045966357,0.0984809000074165,43.20094779999636,6.015139199997066,43.334324900002684,0.04995749999943655,0.14880699999048375,6.015132300002733,49.3343065000081,49.400848200006294,0.01798229999258183,0.1151349999854574,4.0,2.664877500006696,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
1,0,1,0,,,,,,,,,,,,,,,,,,52.10130660000141,0.0002310999989276752,0.09919770000851713,58.100955899994005,6.032379399999627,58.601133799995296,0.24854220000270288,0.4990694000007352,6.015645199993742,,64.29720840000664,0.01353069998731371,0.0951230999926338,1.0,4.603000500006601,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
2,0,2,0,,,,,,,,,,,,,,,,,,68.95102229999611,0.0007485999958589673,0.09663230000296608,74.95095379999839,6.030074800000875,75.08406490000198,0.030208800002583303,0.1300723000022117,6.029779999997118,81.0673567000049,81.16744849999668,0.01524559999234043,0.11327729998447467,1.0,1.865714300001855,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
3,0,3,0,,,,,,,,,,,,,,,,,,83.06758839999384,0.000502099996083416,0.09726720000617206,89.0674915999989,6.030575299999327,89.21762280000257,0.043140800000401214,0.14735709999513347,6.0138750999904005,95.20069199999853,95.28438890000689,0.01644859998486936,0.11400549998506904,2.0,3.7317204999999376,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
4,0,4,0,,,,,,,,,,,,,,,,,,99.0511880999984,0.0006295000057434663,0.09708380000665784,105.0674902000028,6.013515600003302,105.18401710000762,0.037162499997066334,0.13016839999181684,6.0301456000015605,111.18407450000814,111.2839942999999,0.0330027999880258,0.1300102999957744,0.0,1.8981707999919308,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
5,0,5,0,,,,,,,,,,,,,,,,,,113.21746800000255,0.00021949999791104347,0.0992128999932902,119.2174062999984,5.999080499997945,119.35111540000071,0.029144799991627224,0.13264139999228064,5.999022999996669,125.35076970000227,125.41728209999565,0.0027252999861957505,0.09909539998625405,1.0,1.0639530999906128,6.099033599995892,6.099132399991504,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
6,0,6,0,,,,,,,,,,,,,,,,,,126.51754960000108,0.0002489000034984201,0.09929420000116806,132.5173700000014,5.999060399990412,132.63407640000514,0.014169099988066591,0.11600469998666085,6.015828699994017,138.61721599999873,138.71724630000244,0.001385399984428659,0.09889169999223668,0.0,1.1985090000089258,6.099113699994632,6.0989396999939345,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
7,0,7,0,,,,,,,,,,,,,,,,,,139.9507905000064,0.0002226999931735918,0.09891039998910856,145.9507020000019,6.032282799991663,146.10063620000437,0.046090999981970526,0.1488538999838056,6.015577599988319,152.10068269999465,152.16723259999708,0.01816009997855872,0.1154114999808371,0.0,0.8982552999950713,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
8,0,8,0,,,,,,,,,,,,,,,,,,153.10094400000526,0.00030869999318383634,0.09905449999496341,159.10062470000412,5.999141499996767,159.20064399999683,0.010096399986650795,0.09903659998963121,5.999015399997006,165.2006504000019,165.30054989999917,0.002385199986747466,0.0989487999904668,2.0,5.197553799996967,6.099029000004521,6.099023099988699,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
9,0,9,0,,,,,,,,,,,,,,,,,,170.534290399999,0.0004619000101229176,0.09758090000832453,176.55057130000205,6.014248100007535,177.06721239999752,0.2694430999981705,0.5309051999938674,6.0103900999965845,,182.75052410000353,0.0168441999994684,0.11405399999057408,1.0,1.9316035000083502,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
10,0,10,0,,,,,,,,,,,,,,,,,,184.71737179999764,0.0005773000011686236,0.09740509999392089,190.7174698000017,6.031057299987879,190.9506795000052,0.09636819998559076,0.23082819998671766,6.030827999988105,,196.95043420000002,0.03348299997742288,0.13074569997843355,1.0,1.6981958000105806,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
11,0,11,0,,,,,,,,,,,,,,,,,,198.68396740000753,0.000628800000413321,0.09712859999854118,204.68368050000572,6.0136575999931665,204.81715740000072,0.021210399994743057,0.13051409999025054,6.0304712999932235,210.81716120000056,210.9170254000055,0.033193099981872365,0.1304509999899892,0.0,1.5316232000041055,6.09717379999347,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
12,0,12,0,,,,,,,,,,,,,,,,,,212.48396329999377,0.00022140001237858087,0.0991173000074923,218.48376909999934,5.999032400010037,218.61691720000817,0.04442930000368506,0.13224999999511056,6.0323446999973385,224.6172469000012,224.70025180000812,0.017899499987834133,0.11563000000023749,0.0,1.331947200000286,,,2760,Visual,2025-02-25_17h32.03.883,Visual_Condition_v2,2022.2.5,29.994019192425135,
