loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,connecting_message.started,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.77986810001312,128.77986810001312,0.00774139998247847,0.09739160002209246,5.0,0.39075230003800243,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.21318680001423,129.21318680001423,0.00698569999076426,0.09908650000579655,5.0,0.2599894999875687,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.53007830004208,129.53007830004208,0.007631999964360148,0.11444450000999495,5.0,0.4081759999971837,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9629548000521,129.9629548000521,0.00787599995965138,0.09796609997283667,5.0,0.5910502999904566,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.59645280003315,130.59645280003315,0.006597300001885742,0.09925199998542666,5.0,0.9269908000133,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.56315230001928,131.56315230001928,0.007449100026860833,0.09799759997986257,5.0,0.8249835000024177,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.42985910002608,132.42985910002608,0.0012441999861039221,0.097901200002525,5.0,0.9309672000235878,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,133.39674200001173,0.00024729996221140027,0.09754469996551052,139.41324140003417,6.014292599982582,139.5797827000497,139.5797827000497,0.07617600000230595,0.18083630001638085,6.014190200017765,145.67984670004807,145.67984670004807,145.67984670004807,0.07581730000674725,0.18119329999899492,151.37953320000088,151.57976210000925,157.57979000004707,12.014266400015913,157.71305640001083,157.71305640001083,0.014514500042423606,0.11415060004219413,down,0.46714350004913285,158.21329750004224,5.1600043661892414e-05,0.09735880000516772,164.22988330002408,164.22988330002408,164.22988330002408,0.008790799998678267,0.1140169000136666,3.0,1.7063747000065632,,,,,,,157.67984080000315,157.67984080000315,145.57977599999867,145.57977599999867,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.9630609000451,165.9630609000451,0.007029000029433519,0.09900730004301295,3.0,1.0598821999737993,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.07978160004131,167.07978160004131,0.008285999996587634,0.11489140003686771,3.0,1.008160500030499,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1131087000249,168.1131087000249,0.006444800004828721,0.09934310003882274,3.0,1.1607178000267595,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.31300910003483,169.31300910003483,0.006969599984586239,0.0993338999687694,3.0,0.993379499996081,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.34638110001106,170.34638110001106,0.007486300019081682,0.09768639999674633,3.0,1.0579124999931082,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.44638670003042,171.44638670003042,0.006698100012727082,0.09908090002136305,3.0,1.026649900013581,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.5130696000415,172.5130696000415,0.0014481000252999365,0.09792209998704493,3.0,1.2642200000118464,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,173.8132648000028,0.00013289996422827244,0.09927939996123314,179.82976490003057,6.015770700003486,179.9964755999972,179.9964755999972,0.07925000000977889,0.18265040003461763,6.015762700000778,186.09648950002156,186.09648950002156,186.09648950002156,0.07369140000082552,0.18278230004943907,191.79636810004013,191.9964213000494,197.9963067000499,12.015999800001737,198.12974820000818,198.12974820000818,0.015942500031087548,0.11569960007909685,down,0.5468020999687724,198.72968450002372,0.00010350003140047193,0.09791800001403317,,204.76326650002738,204.76326650002738,0.025129200017545372,0.1310319000040181,4.0,2.8072161999880336,,,,,,,198.0962969000102,198.0962969000102,185.99632380000548,185.99632380000548,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.59636140003568,207.59636140003568,0.006832099985331297,0.09882159996777773,4.0,0.9265103000216186,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.57969900005264,208.57969900005264,0.0083030000096187,0.11433150002267212,4.0,1.206925800011959,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.8130798000493,209.8130798000493,0.008300599991343915,0.09825740003725514,4.0,0.7912812000140548,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.66322000004584,210.66322000004584,0.008529999991878867,0.11418969999067485,4.0,0.8402585999574512,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.52949420001823,211.52949420001823,0.00820499996189028,0.09798429999500513,4.0,0.9241055999882519,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.49625360005302,212.49625360005302,0.006792399974074215,0.09927740000421181,4.0,0.9932673000148498,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.5297220000066,213.5297220000066,0.0012874999665655196,0.09756039996864274,4.0,0.9309671000228263,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,214.4964525999967,0.00034770002821460366,0.09749830001965165,220.49626440001884,6.030942399986088,220.69631500000833,220.69631500000833,0.09173220000229776,0.19761720002861694,6.030802000022959,226.79613770003198,226.79613770003198,226.79613770003198,0.093602400040254,0.19777420005993918,232.49642199999653,232.69648850004887,238.69608930003596,12.030694200075231,238.82950420002453,238.82950420002453,0.031062600086443126,0.13077850005356595,up,0.263151699968148,239.12953480001306,4.1000021155923605e-05,0.09808939998038113,,245.16306890000124,245.16306890000124,0.025539399997796863,0.13146920001599938,4.0,1.7401660000323318,,,,,,,238.79620060004527,238.79620060004527,226.6963495000382,226.6963495000382,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.929400300025,246.929400300025,0.006820899958256632,0.09907559998100623,4.0,1.026693299994804,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.99614970001858,247.99614970001858,0.006738399970345199,0.09833169996272773,4.0,0.7259853999712504,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.76304770004936,248.76304770004936,0.006938599981367588,0.0980316000059247,4.0,0.9921282000141218,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.7963534000446,249.7963534000446,0.007148900011088699,0.09829620004165918,4.0,0.958863299980294,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.7961239000433,250.7961239000433,0.00750730000436306,0.0975791999953799,4.0,0.8579164000111632,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.69621409999672,251.69621409999672,0.006393800023943186,0.09898060001432896,4.0,1.1603545999969356,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.89638980000746,252.89638980000746,0.00136900000507012,0.09778720000758767,4.0,0.8309608999988995,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,253.76325890002772,0.00013499998021870852,0.09951520001050085,259.76281610003207,5.999204499996267,259.92959430004703,259.92959430004703,0.05344749998766929,0.16593630000716075,5.999226399988402,266.0295698000118,266.0295698000118,266.0295698000118,0.053845200047362596,0.16608720005024225,271.7294338000356,271.929708700045,277.92940560000716,11.999197000055574,278.062774799997,278.062774799997,2.4700071662664413e-05,0.09916280006291345,up,1.4776740999659523,279.5960742000025,4.799995804205537e-05,0.09793269995134324,,285.62945230002515,285.62945230002515,0.02592230000300333,0.13125879998551682,4.0,1.9396451999782585,,,,,,,278.02940050000325,278.02940050000325,265.9294404000393,265.9294404000393,6.099252999993041,6.099245599994902,12.099197500036098,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.6131697000237,287.6131697000237,0.008696299977600574,0.11381289997370914,4.0,0.70662460004678,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.346176800027,288.346176800027,0.007673100044485182,0.09775630000513047,4.0,0.6578562999493442,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0462222000351,289.0462222000351,0.007264500018209219,0.09828169998945668,4.0,0.7589009999646805,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.86324020003667,289.86324020003667,0.007334500027354807,0.11408650001976639,4.0,0.6413227000157349,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.52916020003613,290.52916020003613,0.007948499987833202,0.09808619995601475,4.0,1.0243547999998555,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.5960726000485,291.5960726000485,0.006396699987817556,0.09921210003085434,4.0,0.7607284000259824,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.39601600001333,292.39601600001333,0.0012874999665655196,0.0982108999742195,4.0,0.8312084999633953,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,293.262801200035,0.00032190000638365746,0.0977592000272125,299.2457119000028,6.014209999993909,299.42910210002447,299.42910210002447,0.05300050001824275,0.16438890004064888,6.0310049000545405,305.52921450004214,305.52921450004214,305.52921450004214,0.06639390008058399,0.1643364000483416,311.229436499998,311.46262400003616,317.4626422000001,12.031253600027412,317.5962589000119,317.5962589000119,0.03170190006494522,0.1312298000557348,up,1.120025300013367,318.7458306000335,1.260003773495555e-05,0.0828301000292413,324.76270330004627,324.76270330004627,324.76270330004627,0.009102900046855211,0.09983540000393987,4.0,1.1588280000141822,,,,,,,317.51250950002577,317.51250950002577,305.4124873999972,305.4124873999972,6.097580800007563,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9624154000194,325.9624154000194,0.006624899979215115,0.09909159998642281,4.0,0.7272521000122651,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.72922280000057,326.72922280000057,0.008375699981115758,0.09845290001248941,4.0,1.4245862999814562,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.19588830001885,328.19588830001885,0.007684799958951771,0.09826299996348098,4.0,0.6589199000154622,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.8959831999964,328.8959831999964,0.005814499978441745,0.09911820001434535,4.0,0.7281268000369892,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.6792520000017,329.6792520000017,0.008343499968759716,0.11554589995648712,4.0,0.7751057000132278,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.47909820004134,330.47909820004134,0.006392400013282895,0.09898259997135028,4.0,0.8270265000173822,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.34610970003996,331.34610970003996,0.0006670999573543668,0.09903409995604306,4.0,0.8997866999707185,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,332.2796172000235,0.00013920001219958067,0.0991799000184983,338.2959131000098,6.015800799999852,338.4624653000501,338.4624653000501,0.07750780001515523,0.18273230001796037,6.015797800035216,344.562535700039,344.562535700039,344.562535700039,0.07645240006968379,0.18234940007096156,350.2626915000146,350.4625326000387,356.4625015000347,12.015785400057212,356.59586640005,356.59586640005,0.01616170007036999,0.11575150006683543,up,0.3127181000309065,356.96252830000594,8.530000923201442e-05,0.09784930001478642,362.9793400000199,362.9793400000199,362.9793400000199,0.00852680002572015,0.11441939999349415,4.0,1.10713969997596,,,,,,,356.562604500039,356.562604500039,344.46255180001026,344.46255180001026,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.12916120002046,364.12916120002046,0.008746200008317828,0.11410119995707646,4.0,0.6731483000330627,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.8290191999986,364.8290191999986,0.006572600046638399,0.09836910001467913,4.0,0.7593324999907054,,,,,,,,,,,,,,667,Moral,2024-02-12_11h19.38.780,MoralCondition_v2,2022.2.5,29.957250999903362,
