Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_5.stopped,taste_sound_2.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_18.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1770.97722800076,0.00029140152037143707,0.09871610067784786,1776.9771899003536,6.032218901440501,1777.0938648004085,1777.0938648004085,0.015594800934195518,0.1155341025441885,space,3.204992700368166,1780.3604901004583,1780.3604901004583,5.930103361606598e-05,0.09805339947342873,num_9,3.4826477989554405,1783.89385672044,0.0020191986113786697,0.09809579886496067,1784.1937429010868,1784.6770485205575,1785.4771812198683,1785.7772457003593,1785.877145299688,1793.8937884997576,1793.8937884997576,1793.8937766211106,0.001243898645043373,0.09802079945802689,1794.8936410006136,1795.910422200337,1796.0772687010467,1796.5772484000772,10.01463419944048,1804.0102261006832,0.017502199858427048,1804.0102261006832,0.11446099914610386,4.0,2.9647783003747463,1807.0106084011495,0.0034577008336782455,0.09734969958662987,1813.0269983001053,1813.1937679195776,6.214411800727248,6.3140076994895935,1814.1935799010098,1833.210947719775,1833.2102847006172,26.23064129985869,26.330583499744534,1834.2268534004688,,1836.2269408013672,0.015671301633119583,0.11389240063726902,1866.2434290014207,30.030405601486564,,1784.977065499872,,,,,,,,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1866.3435741998255,0.031162701547145844,0.1304205022752285,1872.3601780999452,6.013776201754808,1872.4267299007624,1872.4267299007624,0.013810502365231514,0.11374440230429173,space,2.1839123982936144,1874.6601018998772,1874.6601018998772,4.259869456291199e-05,0.09765719994902611,num_9,3.1671407986432314,1877.87676232066,0.0021372996270656586,0.09799300134181976,1878.1765902005136,1878.6768477199598,1879.4598755197599,1879.7767048012465,1879.860035199672,1887.8599727004766,1887.8599727004766,1887.8602252205833,0.014670999720692635,0.11461060121655464,1888.8767131008208,1889.876689100638,1890.060040300712,1890.560012999922,10.01448030024767,1897.9766010008752,0.0008348003029823303,1897.9766010008752,0.09784800000488758,5.0,2.0645783990621567,1900.076855700463,0.0026568006724119186,0.09735950082540512,1906.0765610001981,1906.2598951211198,6.214154500514269,6.314158100634813,1907.2765516005456,1926.2596400206908,1926.259800300002,26.214273801073432,26.31407229974866,1927.2764983009547,1929.2597837001085,1929.2597837001085,0.01411290094256401,0.11403770186007023,1959.27631300129,30.030620401725173,,1878.9766180012375,,,,,,,10.097859401255846,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1959.4097715001553,0.03134290128946304,0.130603002384305,1965.4264248013496,6.013939501717687,1965.4929531998932,1965.4929531998932,0.013989701867103577,0.11391940154135227,space,1.6381005998700857,1967.1932399012148,1967.1932399012148,3.909878432750702e-05,0.09832199849188328,num_9,6.666198398917913,1973.9100424213334,0.0015994999557733536,0.09872039966285229,1974.2262974008918,1974.7095913210883,1975.509590420313,1975.8262619003654,1975.892903599888,1983.9095786996186,1983.9095786996186,1983.9095500199123,0.002175198867917061,0.09878609888255596,1984.9262198004872,1985.9262046013027,1986.0759410001338,1986.5762584004551,10.01507749967277,1994.009476499632,0.00025529973208904266,1994.009476499632,0.09874559938907623,3.0,3.5992652010172606,1997.6430440004915,0.003437500447034836,0.09774740040302277,2003.6427648998797,2003.8428243206813,6.2310546990484,6.3309742994606495,2004.8426016010344,2023.8427198207005,2023.8426907006651,26.230932399630547,26.330923600122333,2024.8593498002738,2026.8426598012447,2026.8426598012447,-0.0001346990466117859,0.09761390089988708,2056.859195901081,30.01421060040593,,1975.026283800602,,,,,,,10.09830809943378,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.959257800132,0.01426980085670948,0.11426850035786629,2086.97570990026,30.03056670166552,,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2087.0757130011916,0.0327680017799139,0.13066630065441132,2093.0923539008945,6.013874100521207,2093.159039100632,2093.159039100632,0.013985101133584976,0.11409790255129337,space,1.6359193995594978,2094.8590032998472,2094.8590032998472,4.480034112930298e-05,0.09783359989523888,num_9,3.864352898672223,2098.7757111204787,0.0020666010677814484,0.09779299981892109,2099.0755901001394,2099.5756515203043,2100.3590974206104,2100.6756517998874,2100.775657299906,2108.7756348010153,2108.7756348010153,2108.7756286201998,0.0010329000651836395,0.09773380123078823,2109.7755523007363,2110.7755878996104,2110.9757193997502,2111.4588086009026,10.014216400682926,2118.8754335995764,0.00023080036044120789,2118.8754335995764,0.09752780012786388,3.0,2.065098499879241,2120.975853599608,0.002847200259566307,0.09786390140652657,2126.9755437001586,2127.175538820587,6.231140499934554,6.33111060038209,2128.175521399826,2147.158684020303,2147.1587634012103,26.214381800964475,26.314587000757456,2148.1753451004624,2150.15873860009,2150.15873860009,0.014374502003192902,0.11446730233728886,2180.175359999761,30.0309890024364,,2099.8755862005055,,,,,,,10.097548900172114,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2180.308586301282,0.0318675022572279,0.13087780214846134,2186.3252269998193,6.014154901728034,2186.391917200759,2186.391917200759,0.014216002076864243,0.11405850201845169,space,2.642833199352026,2189.0752360001206,2189.0752360001206,3.999844193458557e-05,0.09786699898540974,num_9,3.8314385004341602,2192.942045920901,0.0006413999944925308,0.11592279933393002,2193.25850190036,2193.708641720377,2194.525232821144,2194.8251178003848,2194.9085179995745,2202.9251483008265,2202.9251483008265,2202.925156119652,0.015946699306368828,0.11593350023031235,2203.9251194000244,2204.9251246005297,2205.108471000567,2205.608479199931,10.016134599223733,2213.0583872012794,0.018674099817872047,2213.0583872012794,0.11583209969103336,5.0,2.7314474005252123,2215.8254426009953,0.002415299415588379,0.09822379983961582,2221.8249971996993,2222.0250772194936,6.231343099847436,6.331312999129295,,2242.024958419986,2242.0249396003783,26.23127380013466,26.331264099106193,2243.024904601276,2245.0250509008765,2245.0250509008765,0.0004016999155282974,0.09790000133216381,2275.024823701009,30.031159600242972,,2194.0085043013096,,,,,,,,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2275.158269699663,0.03193730115890503,0.1310812011361122,2281.1747539006174,6.014379400759935,2281.2414127998054,2281.2414127998054,0.014507900923490524,0.11436640098690987,space,3.1692802999168634,2284.458065500483,2284.458065500483,4.33996319770813e-05,0.09787129983305931,num_9,4.1767891980707645,2288.6747547196223,0.0018629003316164017,0.09806090034544468,2288.9748456012458,2289.474745520763,2290.2747310208156,2290.5746761001647,2290.6747086998075,,2298.6913906000555,2298.691411319561,0.017797399312257767,0.11487559974193573,2299.7080621998757,2300.708004999906,2300.8412517011166,2301.3580357003957,10.014650899916887,2308.7911671996117,0.017939699813723564,2308.7911671996117,0.114809799939394,5.0,1.9976621009409428,2310.824854001403,0.0016255993396043777,0.0994683001190424,2316.8245786000043,2316.991228620894,6.199310000985861,6.299223400652409,2318.007881799713,2336.9912065206095,2336.9911532010883,26.19916269928217,26.299145199358463,2338.0079345013946,2339.991354599595,2340.024594301358,-0.0005969982594251633,0.09923320077359676,2370.040914900601,30.015641501173377,,,,,,,,,,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2370.1411310005933,0.016208501532673836,0.11563370190560818,2376.157666400075,5.999194601550698,2376.224313400686,2376.224313400686,-0.00024719908833503723,0.0989128015935421,space,3.771295700222254,2380.0409527998418,2380.0409527998418,4.3898820877075195e-05,0.11450049839913845,num_9,3.4658668991178274,2383.557630121149,0.0018991008400917053,0.09806060045957565,2383.857608200982,2384.3575958212837,2385.157597520761,2385.4910292010754,2385.557563200593,,2393.5740751996636,2393.57421822045,0.017228400334715843,0.11468620039522648,2394.5741653013974,2395.574237000197,2395.7241711001843,2396.224183600396,10.014670001342893,2403.674094300717,0.017485501244664192,2403.674094300717,0.11477070115506649,3.0,3.131522201001644,2406.8411484006792,0.0025703012943267822,0.09796399995684624,2412.8410424999893,2413.040777420066,6.231170400977135,6.3311942014843225,2414.0575387012213,2433.0241502201184,2433.024020500481,26.214408101513982,26.314394000917673,2434.0241059996188,2436.0240393001586,2436.0240393001586,0.014456402510404587,0.11433630250394344,2466.0238509010524,30.01424110122025,6.098993701860309,2384.6575666014105,,,,,,,,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2466.1571177002043,0.014413801953196526,0.11446280218660831,2472.156977901235,6.0307935029268265,2472.273839700967,2472.273839700967,0.03110790252685547,0.13081540167331696,space,4.13752599991858,2476.473868800327,2476.473868800327,4.3900683522224426e-05,0.097944101318717,num_9,4.056689100340009,2480.590515020676,0.0021400004625320435,0.09801699966192245,2480.907108400017,2481.373742820136,2482.1736579196527,,2482.5738022997975,2490.590312100947,2490.590312100947,2490.590336819552,0.03135070018470287,0.13143219985067844,2491.6070972010493,2492.607276700437,2492.7736725006253,2493.273733301088,10.014802200719714,2500.706910200417,0.016266299411654472,2500.706910200417,0.1146978996694088,5.0,3.065974300727248,2503.8072906006128,0.0014309994876384735,0.09890859946608543,2509.790142200887,2509.990335819684,6.21559670008719,6.315497199073434,2511.006991799921,2530.006891020946,2530.0068842004985,26.23215449973941,26.33207649923861,2531.0402128007263,,2533.0235144011676,0.017083199694752693,0.11540470086038113,2563.040028201416,30.032117700204253,,2481.673739699647,,,,,,,,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563.1400164011866,0.032288601621985435,0.1320188008248806,2593.123115601018,30.03155680000782,,,9462,Gustatory,2024-07-09_17h47.43.146,Gustatory_Condition_v2,2022.2.5,29.984135360445173,
