loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,Instructions_Affinity_Score.stopped,p_port_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.142548250732943,0.0008366000838577747,0.10366160003468394,14.45840339967981,14.724823789903894,15.024887399747968,15.325280089629814,15.624961499590427,15.924849689705297,16.258289999794215,0.005166700109839439,0.10389750031754375,31.275008799973875,15.020314500201494,31.358353599905968,0.003771000076085329,0.10363620007410645,31.825007599778473,space,5.807703000027686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,337.27537999954075,0.0002450002357363701,0.09810910001397133,343.2584159998223,6.014870200306177,343.47498509986326,343.47498509986326,0.08122330019250512,0.19810329983010888,6.031754299998283,349.5581064997241,349.5581064997241,349.5581064997241,0.07906930008903146,0.18123630015179515,355.25836839992553,355.45840329956263,6.01488049980253,6.1146994000300765,361.45829159999266,12.014760899823159,361.5917349997908,361.5917349997908,0.01524639967828989,0.11480229999870062,up,1.4329282999970019,363.07495719986036,4.820013418793678e-05,0.09770720032975078,369.0749487997964,369.0749487997964,0.006214700173586607,0.09752100007608533,5.0,4.5258023999631405,,,,,,,349.458218799904,349.458218799904,,361.5586756998673,361.5586756998673,,369.0749487997964,6.098101099953055,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.64160049986094,373.64160049986094,0.007805100176483393,0.09791640006005764,2.0,2.658024000003934,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.3415955998935,376.3415955998935,0.0066673001274466515,0.0991797000169754,5.0,3.4933865000493824,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.89181619975716,379.89181619975716,0.008092499803751707,0.11418920010328293,5.0,1.8406026000156999,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.7751614996232,381.7751614996232,0.009367300197482109,0.11480139987543225,3.0,2.806312399916351,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.6083598998375,384.6083598998375,0.007298499811440706,0.09859369974583387,5.0,3.492486400064081,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.141630299855,388.141630299855,0.007589700166136026,0.09808380017057061,5.0,2.724798600189388,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.9082288998179,390.9082288998179,0.0007190997712314129,0.09918019967153668,4.0,4.9329120996408165,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,395.87527189962566,0.0003353999927639961,0.09733460005372763,401.8916455996223,6.013768500182778,402.07488109963015,402.07488109963015,0.0931942998431623,0.197284999769181,6.030422700103372,408.17496889969334,408.17496889969334,408.17496889969334,0.09755009971559048,0.1973750996403396,413.87491879984736,414.0748993996531,6.030475099571049,6.1303757997229695,420.07489739963785,12.03044889960438,420.20850009983405,420.20850009983405,0.03063839953392744,0.13044659979641438,down,0.6719529000110924,420.92495839996263,4.240032285451889e-05,0.09820000035688281,426.9252502997406,426.9252502997406,0.009255200158804655,0.09787739999592304,2.0,4.856532700359821,,,,,,,408.07483569998294,408.07483569998294,,420.17490599956363,420.17490599956363,,426.9252502997406,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.8418534998782,431.8418534998782,0.008179999887943268,0.11429929966107011,3.0,3.2073134002275765,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.07479789992794,435.07479789992794,0.007834400050342083,0.09798529976978898,2.0,12.79083629976958,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.90806629974395,447.90806629974395,0.007343399804085493,0.09825279982760549,5.0,4.024683999828994,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.9917879998684,451.9917879998684,0.00825769966468215,0.11417309986427426,5.0,7.706909700296819,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.7248348998837,459.7248348998837,0.007558099925518036,0.09800649993121624,3.0,3.8916227002628148,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.65808639954776,463.65808639954776,0.00746709993109107,0.0977250998839736,3.0,8.891240500379354,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.59167429991066,472.59167429991066,0.0017101997509598732,0.09768419992178679,1.0,4.4309270000085235,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,477.05826979968697,0.00027030007913708687,0.09807110019028187,483.0581776998006,6.031406400259584,483.25831139972433,483.25831139972433,0.09390070009976625,0.19828659994527698,6.031584700103849,489.358154699672,489.358154699672,489.358154699672,0.09030940011143684,0.198227200191468,495.0583146996796,495.2581701995805,6.031424699816853,6.13134799990803,501.2580751995556,12.031305599957705,501.39143369998783,501.39143369998783,0.03157699992880225,0.1312849000096321,down,1.0575391999445856,502.491426799912,4.20999713242054e-05,0.09797280002385378,508.52508719963953,508.52508719963953,0.025222199968993664,0.13122549979016185,5.0,6.373518799897283,,,,,,,489.258155499585,489.258155499585,,501.35816709976643,501.35816709976643,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.9246617997997,514.9246617997997,0.007489900104701519,0.09833359997719526,6.0,4.457913099788129,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.424569899682,519.424569899682,0.007739299908280373,0.09795599989593029,5.0,2.8583154999651015,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.3247103998438,522.3247103998438,0.006765900179743767,0.09919819980859756,1.0,5.693458800204098,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.0581256998703,528.0581256998703,0.007827599998563528,0.09842330031096935,3.0,4.158051500096917,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.2578681996092,532.2578681996092,0.008008699864149094,0.09835329977795482,2.0,2.3914283998310566,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.6914492999204,534.6914492999204,0.006998400203883648,0.09849809994921088,5.0,7.725800300016999,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.4579008999281,542.4579008999281,0.0006808997131884098,0.09909190004691482,1.0,3.499569000210613,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,545.9915016996674,0.00013730023056268692,0.09905300009995699,551.9913181997836,5.999033499974757,552.1746388999745,552.1746388999745,0.07783110020682216,0.18260239996016026,6.015778000000864,558.2745457999408,558.2745457999408,558.2745457999408,0.07343669980764389,0.18234899966046214,563.9748728997074,564.1746174995787,6.015685900114477,6.115717799868435,570.1747162998654,12.015850499738008,570.3079371997155,570.3079371997155,0.015832799952477217,0.11564899981021881,down,0.7490229001268744,571.1079578995705,6.289966404438019e-05,0.09769159974530339,577.1081152996048,577.1081152996048,0.009231999982148409,0.09775959979742765,5.0,6.889755300246179,,,,,,,558.1746705998667,558.1746705998667,,570.2746216999367,570.2746216999367,,577.1081152996048,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0578208998777,584.0578208998777,0.008611000142991543,0.1141234003007412,5.0,2.807372400071472,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.8910902999341,586.8910902999341,0.008435599971562624,0.0989012997597456,3.0,3.624526500236243,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.5578925996087,590.5578925996087,0.008301100227981806,0.09814970009028912,6.0,5.4241976998746395,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.0243024998344,596.0243024998344,0.006759800016880035,0.09878639969974756,6.0,3.59304659999907,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.6576534998603,599.6576534998603,0.00713689997792244,0.09889610018581152,2.0,4.159538599662483,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.8579849996604,603.8579849996604,0.0067863003350794315,0.09813000028952956,3.0,7.192464899737388,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.0913630998693,611.0913630998693,0.001205500215291977,0.09809570014476776,2.0,2.7653906997293234,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,613.8912074998952,0.00022829975932836533,0.09827859979122877,619.8910265997984,6.01485970010981,620.0745341996662,620.0745341996662,0.0799941997975111,0.1817574999295175,6.014715999830514,626.174417199567,626.174417199567,626.174417199567,0.07769359974190593,0.181791499722749,631.8744806000032,632.074494799599,6.014959199819714,6.114906399976462,638.0744859999977,12.014948099851608,638.2077446999028,638.2077446999028,0.015003299806267023,0.11495259962975979,up,0.9927325998432934,639.2577563999221,4.189973697066307e-05,0.09765279991552234,645.2749246996827,645.2749246996827,0.024616099894046783,0.11415709974244237,6.0,8.25741030042991,,,,,,,626.0744648999535,626.0744648999535,,638.1743764998391,638.1743764998391,,,6.0980913997627795,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.5742131997831,653.5742131997831,0.00656609982252121,0.09927419992163777,6.0,4.560510899871588,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.1741957999766,658.1741957999766,0.006832299754023552,0.09849169990047812,4.0,5.459369500167668,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.6742224995978,663.6742224995978,0.006615399848669767,0.09917609998956323,3.0,4.5603817999362946,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.274386299774,668.274386299774,0.009058899711817503,0.09901589993387461,2.0,1.9244963000528514,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.2410340998322,670.2410340998322,0.006778400391340256,0.09942640038207173,4.0,7.993473100010306,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.2743320995942,678.2743320995942,0.006093400064855814,0.0987846003845334,2.0,3.027158500161022,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.3410412999801,681.3410412999801,0.001775400247424841,0.09701510006561875,4.0,3.9304967001080513,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,685.3078798996285,0.00014030002057552338,0.09938360005617142,691.3242841996253,6.016428700182587,691.4910061997361,691.4910061997361,0.06987199978902936,0.18265420012176037,6.015936099924147,697.5743274996057,697.5743274996057,697.5743274996057,0.06634770007804036,0.1658521997742355,703.274182499852,703.4742716997862,5.99921409972012,6.099327699746937,709.4742718995549,11.999244299717247,709.6076397998258,709.6076397998258,4.649953916668892e-05,0.0991535997018218,down,1.289454000070691,710.9575662999414,8.430005982518196e-05,0.0978023000061512,716.9913069996983,716.9913069996983,0.026551099959760904,0.13111499976366758,5.0,4.172192299738526,,,,,,,697.490946599748,697.490946599748,,709.5742955999449,709.5742955999449,12.09926709998399,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.1908007999882,721.1908007999882,0.006578399799764156,0.09926729975268245,3.0,4.760216299910098,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.9907678999007,725.9907678999007,0.006809900049120188,0.09936810005456209,5.0,3.593804200179875,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.6243730997667,729.6243730997667,0.007030799984931946,0.0991504997946322,5.0,3.3932812996208668,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.0576042998582,733.0576042998582,0.0072248997166752815,0.09794229967519641,5.0,3.3583618998527527,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.457651199773,736.457651199773,0.009027599822729826,0.09753349982202053,6.0,4.2226492003537714,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.7243799995631,740.7243799995631,0.0065818000584840775,0.09925050009042025,2.0,3.427005599718541,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.1909541999921,744.1909541999921,0.000697100069373846,0.09933340037241578,2.0,2.4333536997437477,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,746.6577407997102,0.00013570021837949753,0.09906540019437671,752.6741467998363,6.015729800332338,752.8408076995984,752.8408076995984,0.0696495003066957,0.1827527000568807,6.015719000250101,758.9408330996521,758.9408330996521,758.9408330996521,0.07096120016649365,0.18258279981091619,764.6408191998489,764.840761799831,6.015725499950349,6.115878600161523,770.8407619995996,12.015720600262284,770.9740869998932,770.9740869998932,0.015864700078964233,0.11571619985625148,down,0.9469722998328507,771.9741047997959,5.060015246272087e-05,0.09792689979076385,778.0076728998683,778.0076728998683,0.025810400024056435,0.13128789979964495,5.0,3.1064165998250246,,,,,,,758.8407876999117,758.8407876999117,,770.9407413997687,770.9407413997687,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.1577020999976,781.1577020999976,0.008315999992191792,0.11459199991077185,1.0,6.273792499676347,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.4574483996257,787.4574483996257,0.007139899767935276,0.09935429971665144,5.0,4.059837100096047,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.557507599704,791.557507599704,0.007303200196474791,0.09765180014073849,6.0,6.491267699748278,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.1075899996795,798.1075899996795,0.00835180003196001,0.11466279998421669,5.0,3.473846400156617,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.6071575996466,801.6071575996466,0.007688700221478939,0.09865240007638931,6.0,7.058467799797654,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.7072362997569,808.7072362997569,0.00724599976092577,0.09896529978141189,5.0,3.259453700389713,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0070989998057,812.0070989998057,0.000526099931448698,0.09896390000358224,1.0,3.1664126003161073,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,815.2073625996709,0.00013459986075758934,0.09899700013920665,821.2239669999108,6.015907799825072,821.4572726995684,821.4572726995684,0.13528549997135997,0.24950799997895956,6.016010699793696,827.4905945998617,827.4905945998617,827.4905945998617,0.08274489967152476,0.1828077998943627,833.1906034997664,833.3904753997922,6.015757999848574,6.1161793996579945,839.3907751999795,12.016093499958515,839.5239166999236,839.5239166999236,0.016081299632787704,0.11579109961166978,down,0.7966848998330534,840.3572173998691,1.690024510025978e-05,0.0990241002291441,846.3737002997659,846.3737002997659,0.024287099950015545,0.11550169996917248,6.0,5.059136300347745,,,,,,,,,,839.4906319999136,839.4906319999136,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.4739568997175,851.4739568997175,0.0073401001282036304,0.09779939986765385,5.0,1.95825030002743,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.4739196998999,853.4739196998999,0.007847200147807598,0.0977988000959158,6.0,3.7577253999188542,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.2904637996107,857.2904637996107,0.00918920012190938,0.11403070017695427,2.0,2.3058787998743355,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.6408103997819,859.6408103997819,0.00829590018838644,0.11429170006886125,5.0,5.573777600191534,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.257256699726,865.257256699726,0.007618299685418606,0.1140235997736454,3.0,3.9740483998320997,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.2740653995425,869.2740653995425,0.008328900206834078,0.11494520027190447,6.0,5.440640700049698,,,,,,,,,,,,,,,3684,Moral,2025-02-18_13h28.55.428,MoralCondition_v2,2022.2.5,29.936749627740127,
