loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,p_port_6.started,fixation_cross.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,29.05483508000689,0.0009221000000252388,0.1190030999996452,29.371533499999714,29.654946329999895,29.971682500000497,30.267914730000577,30.85485962999983,31.18462030000046,0.002960499999062449,0.1357018999997308,46.18458660000033,15.015313199999582,46.288239200000135,0.00232279999909224,0.11887349999869912,46.76789809999991,space,1.2043671999999788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,48.004892900000414,0.01132789999974193,0.11530519999996613,6.01184849999936,54.017871000000014,54.30493939999997,54.30493939999997,0.15514709999933984,0.33205029999953695,6.032012999999097,60.33828710000034,60.33828710000034,60.33828710000034,0.10457399999904737,0.265393599998788,66.07148599999982,66.20484740000029,6.031998899999053,6.165321699999367,72.23819970000022,12.032002199998715,72.32151169999997,72.32151169999997,0.032192399998166366,0.1319134999985181,up,3.224134899999626,75.58815890000005,2.4899999516492244e-05,0.10904940000000352,81.63816580000002,81.63816580000002,0.03064029999950435,0.17569889999958832,1.0,6.096633699999984,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.75479910000013,87.75479910000013,0.008154099999956088,0.132430700000441,2.0,7.525364799999807,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.33816800000022,95.33816800000022,0.009334100000160106,0.14886370000021998,1.0,3.407281900000271,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.77142170000025,98.77142170000025,0.007930799999485316,0.13240509999923233,4.0,7.725558799999817,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.55484359999991,106.55484359999991,0.010401999999885447,0.14908009999999194,2.0,3.6732697999996162,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.25487260000045,110.25487260000045,0.00805320000017673,0.13246600000002218,5.0,2.8258227999995142,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1213571999997,113.1213571999997,0.00832890000037878,0.1322161000007327,2.0,2.7250825999999506,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.88809829999991,115.88809829999991,0.000488499999846681,0.1325133000000278,7.0,7.100086200000078,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,123.0213904000002,0.00010509999992791563,0.11585290000039095,5.999057300000459,129.02145029999974,129.2714691000001,129.2714691000001,0.13474009999936243,0.28252749999955995,6.015808000000106,135.30473520000032,135.30473520000032,135.30473520000032,0.07641809999950055,0.21577249999972992,141.0380892000003,141.20469150000008,6.015818899999431,6.14918039999975,147.23803920000046,12.01582629999939,147.32131409999965,147.32131409999965,0.015806999998858373,0.11570079999910377,up,2.848636099999567,150.20473270000002,1.700000029813964e-05,0.11580059999960213,156.2176083000004,156.2176083000004,0.019447200000286102,0.13256749999982276,2.0,6.047593799999959,,,,,,,6.0991894999997385,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.30464480000046,162.30464480000046,0.005712999999559543,0.13250579999930778,1.0,2.961465600000338,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.30465220000042,165.30465220000042,0.006222099999831698,0.13233970000055706,2.0,3.3607788999997865,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.70458729999973,168.70458729999973,0.005506299999979092,0.1323036999992837,1.0,3.427899199999956,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.1712703000003,172.1712703000003,0.0074359000000185915,0.13246720000006462,4.0,4.392871200000627,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.6045979999999,176.6045979999999,0.006695099999888043,0.1325222000004942,5.0,3.0934355999997933,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.73795719999998,179.73795719999998,0.006400899999789544,0.13257789999988745,1.0,2.593988900000113,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.37128889999985,182.37128889999985,0.0005045000007157796,0.13246210000033898,7.0,4.033013100000062,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,186.43791650000003,0.00016599999980826396,0.11557410000023083,6.011873000000378,192.45091779999984,192.63796830000047,192.63796830000047,0.09313599999950384,0.2322822999994969,6.032189099999414,198.73787700000048,198.73787700000048,198.73787700000048,0.0980000999988988,0.23230389999935142,204.47127509999973,204.63785439999992,6.032207299998845,6.165558799999417,210.6711851,12.032185899999604,210.75452399999995,210.75452399999995,0.032269699999233126,0.13212629999907222,down,0.9995545000001584,211.7878510999999,1.9899999642802868e-05,0.1288723999996364,217.80091090000042,217.80091090000042,0.01972620000015013,0.12888979999934236,7.0,7.530764099999942,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.37107379999998,225.37107379999998,0.007417499999974098,0.13224369999988994,3.0,6.592636700000185,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.00441130000036,232.00441130000036,0.006424399999559682,0.13236529999994673,2.0,3.3937740000001213,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.43779330000052,235.43779330000052,0.006277600000430539,0.13247290000072098,6.0,2.894072000000051,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.37103070000012,238.37103070000012,0.00602089999938471,0.132252200000039,6.0,2.127596199999971,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.53780040000038,240.53780040000038,0.005744199999753619,0.132412299999487,5.0,3.9611156999999366,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.53775200000018,244.53775200000018,0.00590109999939159,0.1324754999996003,1.0,2.6944206999996823,,,,,,,,,,,1902,Moral,2024-07-18_11h28.05.500,MoralCondition_v2,2022.2.5,59.96314664998336,
