loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_3.started,sync_beep_4.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,p_port_6.started,fixation_cross.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,439.3989975999575,0.0002799001522362232,0.13144090003333986,6.0145853001158684,445.41581790009513,445.58235660009086,445.58235660009086,0.07771899993531406,0.21463539986871183,6.014549300074577,451.68241659994237,451.68241659994237,451.68241659994237,0.07798449997790158,0.21459049987606704,457.4157320000231,457.61576130008325,6.014586099889129,6.147966699907556,463.6492659000214,12.014503799844533,463.71569889993407,463.71569889993407,0.014956999802961946,0.14793639979325235,down,0.596099799964577,464.3489685000386,5.539995618164539e-05,0.13116839993745089,470.38254819996655,470.38254819996655,0.041946399956941605,0.16431299992837012,1.0,2.1234288001433015,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.54891019989736,472.54891019989736,0.007663999916985631,0.1310620999429375,6.0,1.891088099917397,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.4822470000945,474.4822470000945,0.007265700027346611,0.1312958998605609,1.0,3.525186700047925,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.048790599918,478.048790599918,0.007076999871060252,0.13253819989040494,5.0,2.759955600136891,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.84885330009274,480.84885330009274,0.007844599895179272,0.1314637998584658,1.0,2.557319200132042,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.4487825999968,483.4487825999968,0.005441899877041578,0.1327373997773975,2.0,2.278478299966082,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.76527839992195,485.76527839992195,0.007024100050330162,0.13250810001045465,4.0,3.326425800099969,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.1321272999048,489.1321272999048,0.0009777999948710203,0.13215450011193752,2.0,3.3656186999287456,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,492.53254200005904,0.0001314000692218542,0.13263710006140172,6.0158560001291335,498.54882310004905,498.73211030010134,498.73211030010134,0.08783970004878938,0.23290230007842183,5.999174900120124,504.83225440001115,504.83225440001115,504.83225440001115,0.08625799999572337,0.23255599988624454,510.56547729996964,510.73209369997494,5.999192599905655,6.132539599901065,516.7654663000721,11.999134699814022,516.8654064999428,516.8654064999428,0.03281539981253445,0.16579519980587065,up,1.1416574001777917,518.0487160999328,1.750001683831215e-05,0.13292060000821948,524.0821426000912,524.0821426000912,0.0406315999571234,0.1663385999854654,5.0,2.5936533000785857,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.7153012999333,526.7153012999333,0.0073605000507086515,0.13156410004012287,1.0,6.958509200019762,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.7152525000274,533.7152525000274,0.008602299960330129,0.13120780000463128,2.0,2.7570436999667436,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.5152261001058,536.5152261001058,0.0066223000176250935,0.13261510012671351,1.0,1.7602814000565559,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.3153659000527,538.3153659000527,0.007332000182941556,0.13101720018312335,2.0,2.4246443000156432,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.7819600999355,540.7819600999355,0.007715299958363175,0.1314332999754697,6.0,2.0245817999821156,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.8488714001141,542.8488714001141,0.009252600139006972,0.13032730016857386,2.0,2.0223477999679744,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.9153199000284,544.9153199000284,0.0022053997963666916,0.13068069983273745,6.0,2.829767799936235,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,547.7823093000334,0.00025889999233186245,0.1315840999595821,6.031498400028795,553.815307199955,554.0486796000041,554.0486796000041,0.15830920008011162,0.2981326000299305,6.031469099922106,560.0820132000372,560.0820132000372,560.0820132000372,0.08440959989093244,0.23160669999197125,565.8154555999208,565.9818629999645,6.031484199920669,6.164766899775714,572.0152171000373,12.031395399942994,572.1151209000964,572.1151209000964,0.03164209984242916,0.1647656997665763,up,0.6118769999593496,572.765201299917,2.8799986466765404e-05,0.13182000000961125,578.7817053999752,578.7817053999752,0.0262018998619169,0.1482329999562353,6.0,1.8563977000303566,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.6816471000202,580.6816471000202,0.007721100002527237,0.13102070009335876,1.0,3.82439580000937,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.548547500046,584.548547500046,0.006287999916821718,0.13218359998427331,1.0,2.529237300157547,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.1319405999966,587.1319405999966,0.008280999958515167,0.1475599999539554,2.0,1.640475400025025,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.7983868999872,588.7983868999872,0.007018700009211898,0.13181750010699034,1.0,1.8595677998382598,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.7152805998921,590.7152805998921,0.007573500042781234,0.14747860003262758,5.0,2.1409023001324385,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.8985800999217,592.8985800999217,0.007466399809345603,0.14749669982120395,2.0,1.9742660000920296,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.8986514001153,594.8986514001153,0.0006879998836666346,0.13273009983822703,6.0,2.699750099796802,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,597.632065899903,0.0001547001302242279,0.13235750002786517,6.032324600033462,603.6651037998963,603.8319908999838,603.8319908999838,0.0860657999292016,0.23230739985592663,6.032310100039467,609.9149058000185,609.9149058000185,609.9149058000185,0.08365749986842275,0.2158175997901708,615.6483730000909,615.8483444999438,6.0155897999648005,6.148954399861395,621.8816645999905,12.015673199901357,621.9483439000323,621.9483439000323,0.015798499807715416,0.14901299984194338,up,1.0352417998947203,623.0483003999107,3.809994086623192e-05,0.1311283998657018,629.098306800006,629.098306800006,0.04234239994548261,0.18095709988847375,1.0,5.273179299896583,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.3981093999464,634.3981093999464,0.007665300043299794,0.1312411001417786,5.0,2.158098200103268,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.5983039001003,636.5983039001003,0.006567200180143118,0.13221450010314584,1.0,1.89370399992913,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.5315698001068,638.5315698001068,0.007045199861750007,0.1319221998564899,6.0,2.3256630999967456,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.914959799964,640.914959799964,0.00929259997792542,0.14852470019832253,1.0,2.606946300016716,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.5482671000063,643.5482671000063,0.006631399970501661,0.13226559991016984,3.0,2.593414600007236,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.1817642999813,646.1817642999813,0.007751900004222989,0.13121990021318197,2.0,1.957864600000903,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.1816746999975,648.1816746999975,0.001651400001719594,0.13098750007338822,6.0,2.2972333999350667,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,650.5149163999595,0.0003021999727934599,0.13119829981587827,6.031226299935952,656.5482071000151,656.6981816999614,656.6981816999614,0.06916229985654354,0.21453259978443384,6.014516299823299,662.7980394000188,662.7980394000188,662.7980394000188,0.06762399966828525,0.21436249976977706,668.5315233999863,668.7314927000552,6.014485599705949,6.1478270997758955,674.7648217000533,12.014654799597338,674.8314420001116,674.8314420001116,0.014725999673828483,0.14776919968426228,up,0.6002589000854641,675.4647603000049,2.3899832740426064e-05,0.13168099988251925,681.498026000103,681.498026000103,0.026299199787899852,0.16482639987953007,1.0,4.806698299944401,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.3314406999853,686.3314406999853,0.006566999945789576,0.13226059987209737,5.0,1.8602146999910474,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.2315807999112,688.2315807999112,0.0068039000034332275,0.13237049989402294,1.0,1.993482399964705,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.2647228001151,690.2647228001151,0.006583499955013394,0.13236989988945425,2.0,3.193726100027561,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.4981871999335,693.4981871999335,0.0076651000417768955,0.13095039990730584,6.0,1.9913061000406742,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.5312967000064,695.5312967000064,0.008042600005865097,0.1311029999051243,1.0,1.9908416999969631,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.5646917999256,697.5646917999256,0.009467300027608871,0.13143170019611716,3.0,2.3894559999462217,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.9982767999172,699.9982767999172,0.0007064000237733126,0.13285799999721348,6.0,1.8332291000988334,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,701.8650048999116,0.0003208001144230366,0.11402949993498623,6.014335900079459,707.8813402000815,708.0312922000885,708.0312922000885,0.0659719998948276,0.1975942999124527,6.030922800069675,714.1651091999374,714.1651091999374,714.1651091999374,0.08652369980700314,0.23098449991084635,719.8979593999684,720.0647656000219,6.031044599832967,6.164163399953395,726.0978059999179,12.030628899810836,726.1811049000826,726.1811049000826,0.03086839965544641,0.13083719974383712,down,0.6747194998897612,726.8980533001013,4.1400082409381866e-05,0.11415780009701848,732.9479032000527,732.9479032000527,0.04216359998099506,0.18096780008636415,4.0,2.872884900076315,,,,,,,714.0646099001169,714.0646099001169,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.848071299959,735.848071299959,0.0077003000769764185,0.13083739997819066,2.0,2.4911201000213623,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.3810552000068,738.3810552000068,0.006538900081068277,0.1324988000560552,5.0,2.526785100111738,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.9478132000659,740.9478132000659,0.006600100081413984,0.13273399998433888,5.0,2.093695100164041,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.0810567000881,743.0810567000881,0.007150999968871474,0.13262289995327592,7.0,1.9930743998847902,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.1144608000759,745.1144608000759,0.006653800141066313,0.13236339995637536,1.0,1.560085800010711,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.7145002000034,746.7145002000034,0.007381000090390444,0.1312824001070112,5.0,3.4581077999901026,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.21440539998,750.21440539998,0.0014944998547434807,0.13069809996522963,2.0,5.296894500032067,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,755.5479820000473,0.00030640000477433205,0.13088880013674498,6.0309439999982715,761.5811256000306,761.7476216999348,761.7476216999348,0.08883380005136132,0.23108830000273883,6.0308348999824375,767.8475581000093,767.8475581000093,767.8475581000093,0.08869289979338646,0.23079459997825325,773.5811681998894,773.7477841000073,6.030848699854687,6.164198399987072,779.7810458000749,12.030803799862042,779.8810320999473,779.8810320999473,0.030974699882790446,0.16410049982368946,up,9.694615100044757,789.6309750000946,5.3900061175227165e-05,0.13144550006836653,795.6645810999908,795.6645810999908,0.02588680014014244,0.16461500013247132,1.0,2.206868699984625,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.8974798999261,797.8974798999261,0.0075465000700205564,0.13131220010109246,1.0,1.1913314000703394,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.130873600021,799.130873600021,0.007771000033244491,0.1311015000101179,7.0,2.757757500046864,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.9311146999244,801.9311146999244,0.007185199996456504,0.1313842001836747,2.0,2.458492700010538,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.4480451999698,804.4480451999698,0.008808000013232231,0.1470419999677688,4.0,3.1726233998779207,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.6474357999396,807.6474357999396,0.007564599858596921,0.13094699988141656,5.0,2.4579054000787437,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.1475678000133,810.1475678000133,0.007222800049930811,0.13142230012454093,2.0,2.0252427000086755,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.2144599999301,812.2144599999301,0.0006921999156475067,0.13276810012757778,2.0,4.766604100121185,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,817.0144895999692,0.0003925999626517296,0.13074349984526634,6.030666299862787,823.0475270999596,823.1974975001067,823.1974975001067,0.0717411998193711,0.214032799936831,6.014231399865821,829.2976188000757,829.2976188000757,829.2976188000757,0.07249259972013533,0.21413879981264472,835.030835099984,835.2309290000703,6.013992699794471,6.147392199840397,841.2641698000953,12.013893699739128,841.330738699995,841.330738699995,0.01422569970600307,0.14729029964655638,up,0.6766648001503199,842.0641055000015,4.720012657344341e-05,0.131218200083822,848.0806173998863,848.0806173998863,0.02598930010572076,0.1477215001359582,1.0,2.789496999932453,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.9310111999512,850.9310111999512,0.008054499980062246,0.14761270000599325,2.0,1.9738718001171947,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.9307806000579,852.9307806000579,0.0066754999570548534,0.13248439994640648,6.0,2.0604767000768334,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.0307038000319,855.0307038000319,0.00645110011100769,0.13201040006242692,1.0,1.7934455000795424,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.8808351000771,856.8808351000771,0.007888599997386336,0.14807519991882145,3.0,1.4740722000133246,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.3805386999156,858.3805386999156,0.006329299882054329,0.13223799993284047,4.0,2.9936089001130313,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.430854300037,861.430854300037,0.00851960014551878,0.14794700010679662,7.0,1.9405886998865753,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.3972352999263,863.3972352999263,0.0013577998615801334,0.1310318000614643,7.0,4.897607799852267,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,868.330657799961,0.0005328000988811255,0.11385999992489815,6.030619699973613,874.363956599962,874.5140990999062,874.5140990999062,0.07201149989850819,0.2139485999941826,6.013842299813405,880.6139314998873,880.6139314998873,880.6139314998873,0.07111329981125891,0.21390059986151755,886.3472327999771,886.5472347000614,6.013972299871966,6.147183399880305,892.5807370999828,12.014182399725541,892.6473077998962,892.6473077998962,0.013988499762490392,0.14714439981617033,up,0.784235900035128,893.4807512001134,3.360002301633358e-05,0.13231670018285513,899.5306494999677,899.5306494999677,0.04236700013279915,0.18201290001161397,1.0,2.940572999883443,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.4973043999635,902.4973043999635,0.005674100015312433,0.1328984999563545,7.0,1.5286371000111103,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.0640066999476,904.0640066999476,0.006944800028577447,0.1316434999462217,2.0,3.0591061001177877,,,,,,,,,,,6164,Moral,2025-02-07_10h37.18.903,MoralCondition_v2,2022.2.5,59.92387266267894,
