loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,p_port_10.stopped,p_port_6.stopped,player_image_intro.stopped,player_name_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.1929438000079,349.1929438000079,0.006740799872204661,0.09932289994321764,5.0,0.993452199967578,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.22616320010275,350.22616320010275,0.007629399886354804,0.0976162999868393,4.0,1.6577683999203146,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.926277999999,351.926277999999,0.006821499904617667,0.09762949985451996,3.0,2.4251854000613093,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.3928602999076,354.3928602999076,0.007977700093761086,0.09791980008594692,6.0,2.1576187000609934,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.59287640010007,356.59287640010007,0.007416100008413196,0.09772710013203323,6.0,1.724776100134477,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.3596713000443,358.3596713000443,0.0013852999545633793,0.09744429984129965,5.0,2.2974177999421954,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,360.6930392999202,0.0002919000107795,0.09751889994367957,366.692833899986,6.030900300014764,366.9427459000144,366.9427459000144,0.13136879983358085,0.24740249989554286,6.0140933997463435,372.9760859000962,372.9760859000962,372.9760859000962,0.06746319984085858,0.18109059962444007,378.67622589995153,378.8762540000025,6.014239699812606,6.114555299747735,384.87615839997306,12.014159299666062,385.009361699922,385.009361699922,0.014315899694338441,0.11404999974183738,down,0.40843529999256134,385.47609120002016,4.269997589290142e-05,0.09791909996420145,,391.4928234999534,391.4928234999534,0.025603999849408865,0.11457099998369813,6.0,2.3567613000050187,,,,,,,384.97612229990773,384.97612229990773,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.89256380009465,393.89256380009465,0.008506499929353595,0.09911019983701408,5.0,1.9920123999472708,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.9262788000051,395.9262788000051,0.006685099797323346,0.09899219986982644,5.0,1.026716000167653,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.99326530005783,396.99326530005783,0.007265700027346611,0.09736889996565878,4.0,1.424558199942112,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.4594010000583,398.4594010000583,0.007738399785012007,0.09777629980817437,2.0,1.5245312999468297,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0259892998729,400.0259892998729,0.007725999923422933,0.09751769993454218,2.0,1.1908628002274781,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.2763638999313,401.2763638999313,0.007326899794861674,0.11439160001464188,7.0,1.7747116999235004,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.07614640006796,403.07614640006796,0.0012934999540448189,0.09819309995509684,2.0,2.3314307001419365,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,405.44311759993434,0.00015389989130198956,0.09915879997424781,411.44273860007524,5.999167299829423,411.6260212000925,411.6260212000925,0.07459359988570213,0.18277559988200665,6.0159053998067975,417.7260851999745,417.7260851999745,417.7260851999745,0.07690159976482391,0.18229079968295991,423.4260205999017,423.62601589993574,6.015799399698153,6.11578179965727,429.6260009999387,12.015787299722433,429.75934089999646,429.75934089999646,0.0160623996052891,0.11572149954736233,down,0.9309930999297649,430.7260459999088,3.9499951526522636e-05,0.0977004999294877,,436.75982289994135,436.75982289994135,0.025386499939486384,0.13118760008364916,6.0,2.6735270000062883,,,,,,,429.7261248999275,429.7261248999275,,,417.626023999881,417.626023999881,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.45928850001656,439.45928850001656,0.0065778999123722315,0.09912939998321235,2.0,1.6270314999856055,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.12596229999326,441.12596229999326,0.007757100043818355,0.09763410012237728,2.0,1.1242710000369698,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.2925636,442.2925636,0.007317300187423825,0.09810630022548139,5.0,2.0917885000817478,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.44284819997847,444.44284819997847,0.00816199998371303,0.11414259998127818,4.0,1.54043580009602,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0094473999925,446.0094473999925,0.007598900003358722,0.09775110008195043,6.0,1.8246455998159945,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.87585090007633,447.87585090007633,0.007253899937495589,0.09785469993948936,5.0,5.725078500108793,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.64273709990084,453.64273709990084,0.0006929000373929739,0.09917209995910525,2.0,2.9662864001002163,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,456.64280509995297,0.00021520000882446766,0.09777600015513599,462.64262360008433,6.0311416001059115,462.8091172000859,462.8091172000859,0.06541029992513359,0.16463589994236827,6.0311924000270665,468.925939100096,468.925939100096,468.925939100096,0.08012519986368716,0.18131029978394508,474.6257102000527,474.82591950008646,6.014437299920246,6.114427899941802,480.82611640007235,12.014645799761638,480.959202399943,480.959202399943,0.01458149985410273,0.11454179976135492,down,0.5068266000598669,481.52602669992484,3.8400059565901756e-05,0.09802470006980002,,487.5428438000381,487.5428438000381,0.025342199951410294,0.11451869993470609,6.0,10.623615900054574,,,,,,,480.9258665998932,480.9258665998932,,,468.8095525999088,468.8095525999088,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.2092699999921,498.2092699999921,0.0073448000475764275,0.09780999994836748,3.0,2.1249203998595476,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.3926864999812,500.3926864999812,0.008048700168728828,0.11397520010359585,4.0,2.906987299909815,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.3259149999358,503.3259149999358,0.007574000163003802,0.0978647000156343,6.0,2.1579637001268566,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.54283359996043,505.54283359996043,0.008756900206208229,0.11443970003165305,3.0,2.606604600092396,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.175869199913,508.175869199913,0.007830300135537982,0.0972711001522839,2.0,4.5905991001054645,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.8092880998738,512.8092880998738,0.006623300025239587,0.09916960005648434,2.0,4.493538200156763,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.34243469988,517.34243469988,0.0006870001088827848,0.0988644000608474,2.0,9.932813299819827,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,527.3093193999957,0.0002826000563800335,0.09771250002086163,533.3090786999092,6.031156500102952,533.5089044999331,533.5089044999331,0.09434990002773702,0.19768270011991262,6.030829099938273,539.59243170009,539.59243170009,539.59243170009,0.07484239991754293,0.1812163998838514,545.2925342998933,545.4923715998884,6.014373600017279,6.11419799993746,551.4923376000952,12.01434180000797,551.6256786999293,551.6256786999293,0.014577899826690555,0.11430859984830022,up,0.5364451000932604,552.225684300065,4.67000063508749e-05,0.09797260002233088,558.2255090998951,558.2255090998951,558.2255090998951,0.009064899990335107,0.09789870004169643,5.0,2.3233097000047565,,,,,,,551.5923365000635,551.5923365000635,,,539.4923066999763,539.4923066999763,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.5924345999956,560.5924345999956,0.007489299867302179,0.0974681000225246,6.0,1.3245637998916209,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.9759486000985,561.9759486000985,0.007807500194758177,0.11405430012382567,3.0,2.140772699844092,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.1423953000922,564.1423953000922,0.006495799869298935,0.09897409984841943,4.0,1.360345299821347,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.5423588000704,565.5423588000704,0.006779799936339259,0.09907649992965162,2.0,1.2601181999780238,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.8422509999946,566.8422509999946,0.006569199962541461,0.09945490001700819,2.0,1.2936052998993546,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.1755518999416,568.1755518999416,0.006485099904239178,0.09916169987991452,2.0,1.1272619999945164,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.3422393000219,569.3422393000219,0.0014198999851942062,0.09751240001060069,6.0,3.597395700169727,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,572.9757668999955,0.0002623000182211399,0.09788860008120537,578.9923139999155,6.0145189999602735,579.1590885000769,579.1590885000769,0.06641700002364814,0.18096069991588593,6.01428829994984,585.258772799978,585.258772799978,585.258772799978,0.06626349990256131,0.18089719978161156,590.9590525000822,591.1588940999936,6.014270399929956,6.114469199907035,597.1588554000482,12.014249099884182,597.2921754999552,597.2921754999552,0.014725799905136228,0.11434209975413978,up,0.39051149995066226,597.7422418000642,4.469999112188816e-05,0.09793859999626875,603.7420367000159,603.7420367000159,603.7420367000159,0.008977300021797419,0.09813089994713664,4.0,3.7567284000106156,,,,,,,597.2592442999594,597.2592442999594,,,585.158930900041,585.158930900041,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.5590274001006,607.5590274001006,0.008659400045871735,0.11392949987202883,2.0,1.4062592999543995,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.0088174999692,609.0088174999692,0.008080700179561973,0.1141586999874562,2.0,1.2735080998390913,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.3086737000849,610.3086737000849,0.006464699981734157,0.09899590001441538,5.0,1.4271066999062896,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.7753532999195,611.7753532999195,0.00664220005273819,0.0992384001147002,4.0,1.4269075999036431,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.2591754999012,613.2591754999012,0.007884799968451262,0.11426609987393022,6.0,1.2406150000169873,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.5256316999439,614.5256316999439,0.006774400128051639,0.09933590004220605,1.0,2.6935014999471605,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.2586282000411,617.2586282000411,0.002162399934604764,0.0973813000600785,6.0,4.829722199821845,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,622.1257698000409,0.00031869998201727867,0.09770200005732477,628.1421399998944,6.014313200023025,628.3089199999813,628.3089199999813,0.06761259981431067,0.18097379989922047,6.014314599800855,634.4088312999811,634.4088312999811,634.4088312999811,0.07007339969277382,0.18123249989002943,640.1087148999795,640.3087150000501,6.014329599682242,6.114371399860829,646.3086902999785,12.014305699849501,646.4420441000257,646.4420441000257,0.014518199721351266,0.11425579967908561,down,0.37626899988390505,646.8754139000084,3.429991193115711e-05,0.09827439999207854,,652.9087523999624,652.9087523999624,0.024905500002205372,0.13161180005408823,5.0,4.440897800028324,,,,,,,646.4087000999134,646.4087000999134,,,634.3087422999088,634.3087422999088,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.3754213000648,657.3754213000648,0.007231199881061912,0.09804859990254045,4.0,1.691867700079456,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.1086589000188,659.1086589000188,0.008205000078305602,0.0982153001241386,7.0,1.7245221000630409,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.8754785000347,660.8754785000347,0.00802620011381805,0.09799959999509156,2.0,1.2915360999759287,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.208483699942,662.208483699942,0.00677850004285574,0.09901500004343688,5.0,3.227172699989751,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.4753181999549,665.4753181999549,0.0063917001243680716,0.09931770013645291,1.0,1.7272834000177681,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.2421059000771,667.2421059000771,0.006478899857029319,0.0984792998060584,1.0,1.4263003999367356,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.7087544999085,668.7087544999085,0.001304000150412321,0.09767660009674728,2.0,4.731059499783441,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,673.4755402998999,0.00026599992997944355,0.09778619999997318,679.4752706000581,6.031089799944311,679.6755190999247,679.6755190999247,0.08345579984597862,0.19791879993863404,6.030996199930087,685.7751358000096,685.7751358000096,685.7751358000096,0.08689949987456203,0.19769179983995855,691.4752440000884,691.6752516000997,6.031071299919859,6.13099869992584,697.6751784998924,12.030995199922472,697.8086618999951,697.8086618999951,0.031511099776253104,0.13092549983412027,up,0.4012585999444127,698.275228299899,4.290021024644375e-05,0.09746190020814538,,704.3087635000702,704.3087635000702,0.025617800187319517,0.1310523001011461,4.0,2.272891400149092,,,,,,,697.775207699975,697.775207699975,,,685.6752571000252,685.6752571000252,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.6086184000596,706.6086184000596,0.007261399878188968,0.09817339992150664,5.0,1.5584946000017226,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.2086332000326,708.2086332000326,0.007236399920657277,0.0979935999494046,4.0,1.6921109000686556,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.9416451998986,709.9416451998986,0.0072957000229507685,0.09934900002554059,1.0,2.726769199827686,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.708343999926,712.708343999926,0.0067137000150978565,0.09863099991343915,4.0,4.792781800031662,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.54164760001,717.54164760001,0.006522199837490916,0.09908639988861978,5.0,2.4934757000301033,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0752252999227,720.0752252999227,0.007158900145441294,0.09748750017024577,2.0,1.6247666000854224,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.7421415999997,721.7421415999997,0.0006983999628573656,0.0992191000841558,6.0,2.3664329999592155,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,724.1422224999405,0.00014569982886314392,0.09940119995735586,730.1584564000368,6.016105399932712,730.325203999877,730.325203999877,0.07881729979999363,0.18244099989533424,6.015910499729216,736.4252661999781,736.4252661999781,736.4252661999781,0.08236829959787428,0.18261379981413484,742.1251516998746,742.3251676000655,6.015929999761283,6.115868599619716,748.3250056998804,12.015746899647638,748.4583558999002,748.4583558999002,0.015901699662208557,0.11569029954262078,down,0.6319455998018384,749.1416182999965,4.679989069700241e-05,0.0977586000226438,755.1418709999416,755.1418709999416,755.1418709999416,0.008731700014322996,0.09785120002925396,4.0,1.990029500098899,,,,,,,748.4249875999521,748.4249875999521,,,736.3250653999858,736.3250653999858,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.1749732000753,757.1749732000753,0.00695910002104938,0.09914099983870983,2.0,2.359892100095749,,,,,,,,,,,,,9565,Moral,2024-08-14_18h45.47.744,MoralCondition_v2,2022.2.5,29.988802193747507,
