Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,p_port_5.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,13.11947590000001,0.0005049999999755528,0.09638079999996307,13.600755649999986,13.850744299999974,14.100732549999965,14.367446900000004,14.367446900000004,0.029697999999996227,0.11288039999999455,29.350582900000006,15.012817699999971,15.096123999999975,29.467269899999962,0.029508299999974952,0.11277929999994285,35.46365049999997,6.009144299999946,6.096168099999943,35.56727669999998,35.56727669999998,0.029747099999951843,0.11290829999995822,space,0.9907378999999992,36.583893399999965,36.583893399999965,1.7099999979564018e-05,0.08262619999999288,num_9,3.718306499999983,40.346982049999994,0.0007976999999641521,0.08264980000001287,40.6505818,41.117254149999994,41.434168,41.91729474999998,42.2172539,42.300666999999976,50.31747999999999,50.31747999999999,50.317629749999966,0.0033300999999710257,0.10327359999996588,52.317499399999974,52.50082299999997,53.0008517,10.003278099999989,60.45067869999997,0.006531499999937296,60.45067869999997,0.10339409999994587,3.0,2.9476910000000203,63.43409539999999,0.0017994000000385313,0.09870230000001357,69.43414939999997,69.61758535,6.215204300000039,6.31535180000003,70.6173106,89.61741224999996,89.61742709999999,26.215248700000018,26.315384600000016,92.6340131,92.6340131,0.031818800000053216,0.1318477000000371,122.6507368,30.015203600000007,666,Gustatory,2024-07-25_12h36.37.465,Gustatory_Condition_v2,2022.2.5,30.00117304586893,
,,,,,,,,,,,,,,,,,,,,,122.75071400000002,0.015385799999990013,0.11518840000002228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
