sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
20.57940128063783,0.0004917997866868973,0.101617899723351,20.99472890002653,21.278178609954193,21.694866999983788,21.694866999983788,0.03488959977403283,0.1348259998485446,36.71153600001708,15.01812390005216,36.81148969987407,36.81148969987407,0.018451399635523558,0.1181191997602582,,,,,,,
