loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,textbox.started,p_port_2.started,p_port_2.stopped,textbox.stopped,p_port_3.started,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,disgust_image.stopped,p_port_9.started,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_9.stopped,p_port_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
22,0,22,0,,,,,,,,,,,,,,,,,450.53672889992595,0.00020479969680309296,0.09943019971251488,456.53671460039914,5.999379700049758,456.6533123012632,0.013986200094223022,0.1161844003945589,462.65320849977434,6.016001699492335,462.7531481999904,0.0167906004935503,0.11600789986550808,0.0,1.3002142999321222,,6.099361900240183,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
23,0,23,0,,,,,,,,,,,,,,,,,464.0867932997644,0.00022329948842525482,0.0990436002612114,470.0864769015461,5.999021800234914,470.2535460013896,0.04100839979946613,0.16600129939615726,476.25317050144076,6.032373299822211,476.31969290040433,0.03525849990546703,0.1321776993572712,2.0,6.86475719884038,,6.099008299410343,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
24,0,24,0,,,,,,,,,,,,,,,,,483.2201091013849,0.00022150017321109772,0.09906519949436188,489.23645530082285,6.015605600550771,489.3531136997044,0.033788301050662994,0.13251790031790733,495.35305390134454,6.032275700941682,495.45308580063283,0.03492570109665394,0.13235880061984062,0.0,1.4652153998613358,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
25,0,25,0,,,,,,,,,,,,,,,,,496.95350600034,0.0004511997103691101,0.09733179956674576,502.9698055014014,6.014048799872398,503.0863272007555,0.03046250157058239,0.1306242998689413,509.0863228999078,6.030722200870514,509.1862123012543,0.03359710052609444,0.13061370141804218,2.0,22.031185299158096,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
26,0,26,0,,,,,,,,,,,,,,,,,531.2531008999795,0.00024200044572353363,0.09887720085680485,537.2695749998093,6.015373999252915,537.3861896004528,0.030694900080561638,0.13209239952266216,543.3861819002777,6.0321025010198355,543.486069900915,0.034991901367902756,0.13197320140898228,2.0,10.79796589910984,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
27,0,27,0,,,,,,,,,,,,,,,,,554.3197212014347,0.00040209852159023285,0.09778749942779541,560.336109701544,6.014329899102449,560.452798301354,0.029286200180649757,0.13120350055396557,566.4527620002627,6.031026300042868,566.5527328010648,0.03398770093917847,0.13093020021915436,0.0,1.3980310000479221,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
28,0,28,0,,,,,,,,,,,,,,,,,567.9864768013358,0.0004235990345478058,0.09763099998235703,573.9860728997737,6.030974300578237,574.1024871002883,0.024712499231100082,0.1141550000756979,580.1028247009963,6.0142544992268085,580.2192835006863,0.03385910019278526,0.1309714000672102,2.0,6.7979914005845785,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
29,0,29,0,,,,,,,,,,,,,,,,,587.0529572013766,0.00022060051560401917,0.09925620071589947,593.0693290997297,6.015766799449921,593.2025564014912,0.047045400366187096,0.14905500039458275,599.202605901286,6.015697801485658,599.2691776007414,0.018417300656437874,0.11573510058224201,3.0,3.0650947988033295,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
30,0,30,0,,,,,,,,,,,,,,,,,602.3694286011159,0.0002287011593580246,0.09913180023431778,608.3692266009748,5.999186400324106,608.4858366008848,0.013116501271724701,0.1160236019641161,614.4859542008489,6.015910301357508,614.5858149006963,0.018070701509714127,0.11578280106186867,2.0,3.1317897010594606,,6.099063200876117,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
31,0,31,0,,,,,,,,,,,,,,,,,617.752814501524,0.0004722997546195984,0.0985186006873846,623.7526722010225,6.032036500051618,623.8691985011101,0.026167800650000572,0.11531970091164112,629.8691917005926,6.015172399580479,629.9691254999489,0.018009301275014877,0.1152488011866808,0.0,1.598106000572443,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
32,0,32,0,,,,,,,,,,,,,,,,,631.6026328001171,0.0003929995000362396,0.09758649952709675,637.6191154997796,6.014081999659538,637.7358673997223,0.027790401130914688,0.13093619979918003,643.7359759006649,6.030975999310613,643.8356576003134,0.033598000183701515,0.1306874006986618,0.0,1.464801199734211,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
33,0,33,0,,,,,,,,,,,,,,,,,645.3360518999398,0.0003999006003141403,0.0983384009450674,651.3524494003505,6.015252601355314,651.452262300998,0.020394600927829742,0.1149860005825758,657.4523796010762,6.015157600864768,657.5523757003248,0.01789580099284649,0.11499160155653954,1.0,2.398402700200677,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
34,0,34,0,,,,,,,,,,,,,,,,,659.986066300422,0.00021709874272346497,0.09951269999146461,665.9856722000986,5.999364798888564,666.1024996004999,0.012779898941516876,0.11612159945070744,672.1023083012551,6.015964100137353,672.2022890001535,0.0187522005289793,0.11591860093176365,0.0,2.13154049962759,,6.099333198741078,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
35,0,35,0,,,,,,,,,,,,,,,,,674.3692831005901,0.0002758000046014786,0.09887219965457916,680.385562799871,6.01543840020895,680.5021409001201,0.02821270003914833,0.13234319910407066,686.5022593997419,6.032081799581647,686.6021691001952,0.034848399460315704,0.13217510096728802,3.0,7.231861399486661,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
36,0,36,0,,,,,,,,,,,,,,,,,693.8691748008132,0.00046060048043727875,0.09761739894747734,699.885599700734,6.014233799651265,700.0021860003471,0.03170499950647354,0.1307977009564638,706.0021835006773,6.030907399952412,706.1022313013673,0.03364030085504055,0.13097410090267658,4.0,2.231334298849106,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
37,0,37,0,,,,,,,,,,,,,,,,,708.3691013008356,0.0005767997354269028,0.09735590033233166,714.3687846008688,6.030531499534845,714.5021707005799,0.026673700660467148,0.13074029982089996,720.5021015014499,6.030550399795175,720.6020486000925,0.03313100151717663,0.13049940019845963,4.0,1.8649157006293535,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
38,0,38,0,,,,,,,,,,,,,,,,,722.5021349005401,0.0002489015460014343,0.09887220151722431,728.5020417012274,6.032184101641178,728.7357829008251,0.09935910068452358,0.23229800164699554,,6.032157801091671,734.7352561000735,0.03468620218336582,0.13219000212848186,1.0,3.7651988994330168,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
39,0,39,0,,,,,,,,,,,,,,,,,738.5356401000172,0.0004625003784894943,0.09778570011258125,744.5353335998952,6.030904900282621,744.6686652004719,0.02542549930512905,0.1308743003755808,750.668625600636,6.030836001038551,750.7686842009425,0.03360980004072189,0.13098829984664917,0.0,2.23139419965446,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
40,0,40,0,,,,,,,,,,,,,,,,,753.0356975011528,0.0005930010229349136,0.09742190130054951,759.0352740008384,6.030613800510764,759.1851912997663,0.04369820095598698,0.14723290130496025,765.185248401016,6.01391090080142,765.2517637014389,0.016517002135515213,0.11383290216326714,4.0,8.098618999123573,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
41,0,41,0,,,,,,,,,,,,,,,,,773.3855307009071,0.000218098983168602,0.09928019903600216,779.3851634003222,5.999239100143313,780.0019401013851,0.3677120003849268,0.6160105001181364,,6.012154100462794,785.601707899943,0.018542099744081497,0.1158147007226944,1.0,7.298299700021744,,6.099169200286269,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
42,0,42,0,,,,,,,,,,,,,,,,,792.9355244003236,0.000574599951505661,0.09743749909102917,798.9350950997323,6.030703799799085,799.0851746015251,0.04635230079293251,0.14748690091073513,805.0850792005658,6.013997599482536,805.1516711004078,0.016871800646185875,0.11374060064554214,4.0,3.6314824000000954,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
43,0,43,0,,,,,,,,,,,,,,,,,808.8188692014664,0.00025250017642974854,0.09912039898335934,814.8184249009937,5.999000700190663,814.935014501214,0.015433099120855331,0.11595959961414337,820.9350059013814,6.015648700296879,821.0348308999091,0.018641101196408272,0.11555659957230091,2.0,10.598242800682783,,6.099057899788022,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
44,0,44,0,,,,,,,,,,,,,,,,,831.6685842014849,0.00024139881134033203,0.09919149987399578,837.6682578008622,5.999201700091362,837.7848465014249,0.01988069899380207,0.11582469940185547,843.7849134001881,6.015822799876332,843.8848999999464,0.01832370087504387,0.11583570018410683,1.0,2.1651101000607014,,6.099150899797678,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
45,0,45,0,,,,,,,,,,,,,,,,,846.0851204004139,0.0005393996834754944,0.09726539999246597,852.0681915003806,6.01394459977746,852.2186547014862,0.031060200184583664,0.1307947002351284,858.218201501295,6.030601499602199,858.318072700873,0.033177899196743965,0.1304122991859913,4.0,1.8650911003351212,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
46,0,46,0,,,,,,,,,,,,,,,,,860.2185673005879,0.0006256997585296631,0.09728410094976425,866.2348006013781,6.013926601037383,866.3514221012592,0.02744700014591217,0.13055370002985,872.3516221009195,6.030570199713111,872.4347304999828,0.015210600569844246,0.11393720097839832,0.0,1.7995375003665686,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
47,0,47,0,,,,,,,,,,,,,,,,,874.2684241998941,0.0006266012787818909,0.09730100072920322,880.2847493011504,6.0138376001268625,880.4016161002219,0.030641600489616394,0.13078660145401955,886.4014186002314,6.030480301007628,886.4846409000456,0.016632402315735817,0.11378230154514313,0.0,8.464988401159644,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
48,0,48,0,,,,,,,,,,,,,,,,,894.9850412011147,0.00046030059456825256,0.09765120036900043,900.9846867006272,6.030761800706387,901.1346330009401,0.04654980078339577,0.14734060131013393,907.134619301185,6.01395820081234,907.2011957000941,0.01660500094294548,0.11396190151572227,4.0,4.965212799608707,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
49,0,49,0,,,,,,,,,,,,,,,,,912.2016049008816,0.00045789964497089386,0.0972800999879837,918.2180419005454,6.013798300176859,918.3345565013587,0.02701590023934841,0.13062999956309795,924.3345226999372,6.030403999611735,924.4178146999329,0.014879900962114334,0.11375430040061474,0.0,1.2665280997753143,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
50,0,50,0,,,,,,,,,,,,,,,,,925.7182366009802,0.0001956988126039505,0.09881909936666489,931.7345660999417,6.015288500115275,931.8678045012057,0.04655749909579754,0.14891129918396473,937.8678691014647,6.015309199690819,937.9343437999487,0.018030600622296333,0.11524780094623566,0.0,1.1650919001549482,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
51,0,51,0,,,,,,,,,,,,,,,,,939.1345856003463,0.00022950023412704468,0.09921259991824627,945.1345237009227,5.999007999897003,945.2510819006711,0.012936100363731384,0.11585319973528385,951.2511219996959,6.015794700011611,951.3510392997414,0.018572401255369186,0.11555439978837967,1.0,2.031368499621749,,6.098880399018526,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
52,0,52,0,,,,,,,,,,,,,,,,,953.4178991001099,0.0006904006004333496,0.09719379991292953,959.4344167001545,6.013891700655222,959.5509534999728,0.029459400102496147,0.130714301019907,965.551086300984,6.030486701056361,965.6509469002485,0.032951800152659416,0.13056710176169872,3.0,3.8985371999442577,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
53,0,53,0,,,,,,,,,,,,,,,,,969.5847629997879,0.0002417992800474167,0.09931039996445179,975.5675641000271,5.9993335995823145,975.6676655001938,0.01591629907488823,0.11589829996228218,981.6677874997258,6.016091799363494,981.8009329009801,0.01784989982843399,0.11587909981608391,4.0,2.465726599097252,,6.082472698763013,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
54,0,54,0,,,,,,,,,,,,,,,,,984.301218399778,0.0004488993436098099,0.09734339825809002,990.3009133003652,6.030631298199296,990.4175422005355,0.024873599410057068,0.11397089995443821,996.4175840001553,6.013935100287199,996.5174412000924,0.015933100134134293,0.11386900022625923,3.0,2.265669299289584,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
55,0,55,0,,,,,,,,,,,,,,,,,998.8178722001612,0.00044529885053634644,0.09742189943790436,1004.834165500477,6.014169599860907,1004.9508092012256,0.027394600212574005,0.1309331003576517,1010.9340503998101,6.030689800158143,1011.050821300596,0.033625200390815735,0.13075529970228672,0.0,1.2647449001669884,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
56,0,56,0,,,,,,,,,,,,,,,,,1012.351320201531,0.0006878003478050232,0.09764369949698448,1018.367499800399,6.013980500400066,1018.4840585011989,0.02810480073094368,0.13084660097956657,1024.484113400802,6.030673099681735,1024.584155600518,0.03315100073814392,0.13082480058073997,0.0,1.4319769982248545,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
57,0,57,0,,,,,,,,,,,,,,,,,1026.0510522015393,0.0002234000712633133,0.09932189993560314,1032.0507557000965,5.999130800366402,1032.1678002998233,0.013777101412415504,0.1160655003041029,1038.1673992015421,6.015757700428367,1038.267281100154,0.018458500504493713,0.11568070203065872,3.0,1.5317026004195213,,6.099135000258684,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
58,0,58,0,,,,,,,,,,,,,,,,,1039.8344584014267,0.0005179997533559799,0.096858199685812,1045.8508442007005,6.013474499806762,1046.051021400839,0.07607730105519295,0.2136072013527155,,6.013622401282191,1052.050538700074,0.016274001449346542,0.1131806019693613,0.0,1.5982851013541222,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
59,0,59,0,,,,,,,,,,,,,,,,,1053.6841946002096,0.0004938989877700806,0.0974103007465601,1059.6840787008405,6.030684400349855,1059.8341643009335,0.04365920089185238,0.14747000113129616,1065.833941001445,6.013801200315356,1065.9004810005426,0.01583239994943142,0.11386650055646896,4.0,3.26579549908638,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
60,0,60,0,,,,,,,,,,,,,,,,,1069.200893100351,0.00047720037400722504,0.09763240069150925,1075.1837534997612,6.014155900105834,1075.317332400009,0.009011100977659225,0.1142859011888504,1081.317196700722,6.014228800311685,1081.4171527009457,0.017040301114320755,0.1140660010278225,3.0,11.731107199564576,,6.097565099596977,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
61,0,61,0,,,,,,,,,,,,,,,,,1093.1840419005603,0.00022380053997039795,0.09906420111656189,1099.2004329003394,6.01565570011735,1099.31707470119,0.02977290190756321,0.13252930156886578,1105.3003199007362,6.032392900437117,1105.4002625010908,0.01788090169429779,0.1154429018497467,4.0,1.6320587005466223,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
62,0,62,0,,,,,,,,,,,,,,,,,1107.0674777012318,0.0006360001862049103,0.09706819988787174,1113.067053500563,6.030383501201868,1113.217141000554,0.04338200017809868,0.14724060148000717,1119.2170382998884,6.013626001775265,1119.2836493011564,0.016318101435899734,0.113551901653409,4.0,2.3317239992320538,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
63,0,63,0,,,,,,,,,,,,,,,,,1121.6505319010466,0.0005584005266427994,0.09713529981672764,1127.6503385007381,6.030476599931717,1127.8004608005285,0.04616660065948963,0.14726220071315765,1133.8003194015473,6.013692500069737,1133.8671434000134,0.016347000375390053,0.11366590112447739,1.0,1.7652163989841938,,,9206,Visual,2024-07-03_14h37.19.523,Visual_Condition_v2,2022.2.5,29.956963867678684,
