Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Roll_liquid_taste.stopped,Begin_Rinse.stopped,p_port_5.stopped,p_port_14.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1738.829069099971,0.030974699999205768,0.1302012000232935,1744.8456734999781,6.013518600026146,1744.9124803000595,1744.9124803000595,0.01359520002733916,0.11363460007123649,space,3.0184517999878153,1747.9790361999767,1747.9790361999767,4.449998959898949e-05,0.09778509999159724,num_9,1.776258600060828,1749.7957555800094,0.0019950000569224358,0.09784060006495565,1750.112387000001,1750.5788774800603,1750.878974799998,1751.3789395799977,,1751.7792790000094,1759.7791597000323,1759.7789001799538,0.014773800037801266,0.11462690006010234,,1761.795658200048,1761.9956282000057,1762.4956250999821,10.014347600052133,,1769.9122529999586,0.016142700100317597,1769.9122529999586,0.1144034001044929,2.0,2.3660159000428393,1772.3124759000493,0.0025831999955698848,0.09812149999197572,1778.3124276000308,1778.495445580047,6.214501899899915,6.314536499907263,1798.495353180042,1798.495545499958,26.21457209996879,26.314460199908353,1799.5121611000504,1801.5121087000007,1801.5121087000007,0.00012560002505779266,0.09797919995617121,1831.5286640999839,30.01436469994951,1759.7791597000323,1779.5124673000537,,,,,,,,,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1831.6286645999644,0.015018700039945543,0.11430610006209463,1837.6287258999655,6.014262399985455,1837.7286775000393,1837.7286775000393,0.014396300073713064,0.11431289999745786,space,3.1939102000324056,1840.9619840000523,1840.9619840000523,3.839994315057993e-05,0.0978025000076741,num_9,1.6246128999628127,1842.6286235800362,0.002073099953122437,0.09806610003579408,1842.9285864999983,1843.4118844799814,1843.7119019000093,1844.2285726799746,1844.5284493999789,1844.6119454000145,1852.6119293000083,1852.6116842800402,0.014707700000144541,0.11467159993480891,,1854.5950825000182,1854.8119064000202,1855.3119068000233,10.015043399995193,,1862.7451776999515,0.017374000046402216,1862.7451776999515,0.11449940002057701,5.0,3.73157170007471,1866.5122202000348,0.002290799980983138,0.09813130006659776,1872.5118213000242,1872.6950874799513,6.214594000019133,6.314577399985865,1892.7116922799614,1892.7117451999802,26.231191399972886,26.331254499964416,,1895.7117349000182,1895.7117349000182,0.00015470001380890608,0.0979025000706315,1925.71184610005,30.031340500107035,1852.6119293000083,1873.7118471000576,,,,,,,,,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1925.828306099982,0.015160800074227154,0.11447430006228387,1931.8449016000377,6.031156900105998,1931.9449104999658,1931.9449104999658,0.031091300072148442,0.13098920008633286,space,1.826325299916789,1933.8282654000213,1933.8282654000213,4.179996903985739e-05,0.09795990004204214,num_9,2.367418500012718,1936.2615497799707,0.0023695999989286065,0.09816059994045645,1936.5613643999677,1937.0447717799689,1937.3449017000385,1937.8614987800247,1938.161513900035,1938.2616019999841,1946.2616274999455,1946.2615365799866,0.0017204999458044767,0.09811689995694906,,1948.278184200055,1948.4448662999785,1948.9615216000238,10.031524099991657,,1956.394765199977,0.034372600028291345,1956.394765199977,0.1312727000331506,6.0,3.431399599998258,1959.8614679999882,0.0026150000048801303,0.0973937000380829,1965.861458600033,1966.044581980037,6.213948299991898,6.2974021000554785,1986.0613010799862,1986.061359000043,26.230710400035605,26.330674699973315,1987.0612848999444,1989.0613243000116,1989.0613243000116,-0.0002867999719455838,0.09733100002631545,2019.0778811000055,30.013904400053434,1946.2616274999455,1967.0448032000568,,,,,,,,,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.1779171000235,0.014085300033912063,0.11387520004063845,2049.1944343999494,30.03048480011057,,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2049.2944400999695,0.032409400097094476,0.13041720015462488,2055.294455699972,6.030432200059295,2055.377620000043,2055.377620000043,0.013823500135913491,0.11370010010432452,space,2.265095900045708,2057.6777238999493,2057.6777238999493,2.2600055672228336e-05,0.09860130003653467,num_9,3.301648600026965,2061.027704480046,0.002131299930624664,0.09769099997356534,2061.344397100038,2061.8277102800203,2062.1275419000303,2062.6110437800526,2062.910912899999,2063.0110508999787,2071.0112623999594,2071.011194180057,0.0146635000128299,0.11430539994034916,2072.010996600031,2072.994242900051,2073.211005900055,2073.6942826999584,10.01432560000103,,2081.1443085999927,0.01624130003619939,2081.1443085999927,0.11415200005285442,4.0,5.399007000029087,2086.5779800999444,0.0016202999977394938,0.09971159999258816,2092.5608319999883,2092.760899880028,6.216068499954417,6.315779100055806,2112.7609214799595,2112.761119600036,26.21596189995762,26.31569459999446,2113.760754100047,2115.7608354999684,2115.7608354999684,0.01575270004104823,0.11568590009119362,2145.777342800051,30.03224160009995,2071.0112623999594,2093.7609257999575,,,,,,,,,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2145.910714700003,0.032990400097332895,0.13227280008140951,2151.9106852000114,6.0322891001123935,2152.010662600049,2152.010662600049,0.03243950009346008,0.1321630000602454,space,2.8640182999661192,2154.910860099946,2154.910860099946,3.650004509836435e-05,0.09751760005019605,num_9,1.8683263000566512,2156.843936480058,0.002000599983148277,0.09787989989854395,2157.144000099972,2157.6272518799524,2157.9441445999546,2158.4272865800303,2158.744002499967,2158.827252999996,2166.8272860000143,2166.8272144799703,0.014545899932272732,0.11454079998657107,2167.843949400005,2168.8439546000445,2169.027281100047,2169.5272601000033,10.014342100010253,,2176.960482400027,0.015346799977123737,2176.960482400027,0.11448799993377179,1.0,1.6666963000316173,2178.660803799983,0.00224910001270473,0.0982108999742195,2184.67718889995,2184.84380918002,6.2148680000100285,6.314855300006457,2204.860503880016,2204.8606315000216,26.231683899997734,26.331569000030868,2205.860394599964,2207.86049370002,2207.86049370002,0.0003065000055357814,0.09810270008165389,2237.8769696999807,30.01480060000904,2166.8272860000143,2185.843818800058,,,,,,,,,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2237.976973199984,0.015443600015714765,0.11474490002728999,2243.993744199979,6.0313234000932425,2244.0936466000276,2244.0936466000276,0.03143520012963563,0.13127320003695786,space,94.86144230002537,2338.9934224999743,2338.9934224999743,4.299997817724943e-05,0.09742670005653054,num_9,2.770400100038387,2341.809894379985,0.0025652999756857753,0.09818930004257709,2342.109821500024,2342.609993579972,2342.9098604000174,2343.3931447800132,2343.6931752000237,2343.793230399955,2351.809917800012,2351.809814879962,0.0020541000412777066,0.09813170006964356,2352.8098016000586,2353.809769000043,2353.993189599947,2354.493151500006,10.031578300055116,,2361.9430194000015,0.03444280009716749,2361.9430194000015,0.13130990008357912,4.0,1.9979531000135466,2363.9764327999437,0.0032920000376179814,0.0973628000356257,2369.9764506999636,2370.1763697800343,6.23072009999305,6.330534299951978,2390.1596172799473,2390.1596920000156,26.213889300008304,26.31392510002479,,2393.1596555999713,2393.1596555999713,0.013823600020259619,0.11379700002726167,2423.159566599992,30.0137089000782,2351.809917800012,2371.193015799974,,,,,,,,,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2423.2927534000482,0.014330900041386485,0.11364990007132292,2429.2928632999538,6.013603600091301,2429.3928802999435,2429.3928802999435,0.013731600134633482,0.11375580006279051,space,1.3941946999402717,2430.843008200056,2430.843008200056,3.930006641894579e-05,0.09773310006130487,num_9,2.23173720005434,2433.1261231799726,0.002183399978093803,0.09826750005595386,2433.4428353999974,2433.909552480036,2434.2094916000497,2434.709488480061,,2435.126162200002,2443.126130299992,2443.1261005800334,0.0012410000199452043,0.09833790000993758,2444.1428154000314,2445.142748399987,2445.3095661000116,2445.8261892000446,10.01468250004109,10.0980340000242,2453.2260251999833,0.00043560005724430084,2453.2260251999833,0.09798900003079325,6.0,3.3652451999951154,2456.626482599997,0.0027164999628439546,0.09849719994235784,2462.6427906999597,2462.8092346799676,6.214943300001323,6.314927699975669,2482.8092039799667,2482.809291600017,26.214896099991165,26.314860100043006,2483.809196599992,2485.8094174000435,2485.8094174000435,0.01505899999756366,0.11510240007191896,2515.809178299969,30.01482110004872,2443.126130299992,,,,,,,,,,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2515.9425026000245,0.015555900055915117,0.11470610008109361,2521.9591606999747,6.03132530010771,2522.0591284000548,2522.0591284000548,0.03148600005079061,0.13138980010990053,space,3.5524331000633538,2525.642249800032,2525.642249800032,1.170008908957243e-05,0.09962650004308671,num_9,1.8732053999556229,2527.559085379995,0.001984099973924458,0.09803939994890243,2527.859094299958,2528.359074179956,2528.6590158999898,2529.1590372799546,2529.4590593000175,2529.5256395000033,2537.542380900006,2537.54232228006,0.014658199972473085,0.11467509996145964,2538.575755400001,2539.5591183999786,2539.7257068000035,2540.2258861999726,10.014490899979137,10.097900899942033,2547.658937499975,0.0011768999975174665,2547.658937499975,0.09804800001438707,2.0,2.8643720999825746,2550.5593531000195,0.001631599967367947,0.09930489992257208,2556.5757480999455,2556.742238579958,6.215864699915983,6.315849900012836,2576.7588789800066,2576.7589416999836,26.199108899920247,26.298917199950665,2577.7588603999466,2579.758800899959,2579.758800899959,0.0015143000055104494,0.09907070000190288,2609.758800199954,29.999086000025272,2537.542380900006,2557.742425299948,,30.098708600038663,,,,,,,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2609.841922600055,-0.0007703999290242791,0.08231640001758933,2639.825167999952,30.015508600044996,30.09860160003882,5317,Gustatory,2024-08-06_12h56.43.714,Gustatory_Condition_v2,2022.2.5,30.053395869176864,
