Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_2.stopped,Roll_liquid_taste.stopped,p_port_14.stopped,p_port_5.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,2055.085237600142,0.016071199905127287,0.11555859982036054,2061.102137299953,6.032250299816951,2061.2019080999307,2061.2019080999307,0.03235979983583093,0.1320034998934716,space,1.2292044998612255,2062.4685709001496,2062.4685709001496,4.549999721348286e-05,0.09768719994463027,num_9,2.171182200079784,2064.6853153900474,0.00152299995534122,0.09829510003328323,,2065.485206290078,2066.268453590036,2066.5685038999654,2066.66852810001,2074.668738699984,2074.6684918901183,0.015356400050222874,0.11500509991310537,2075.6851433000993,2076.685159600107,2076.8516657999717,2077.3519395000767,12.014953899895772,,2086.8016854000743,0.017718999879434705,2086.8016854000743,0.11500939982943237,4.0,2.2649914999492466,2089.102067100117,0.0025901999324560165,0.09755599987693131,2095.1183772999793,2095.285010890034,6.214154799934477,6.313946399837732,2096.2849699000362,2125.284839190007,2125.284939999925,36.213969599921256,36.31388429994695,2126.2848535999656,2128.3015439000446,2128.3015439000446,-7.930002175271511e-05,0.09728259989060462,2158.318185399985,30.013777500018477,2065.7851913999766,2074.668738699984,,,,,,,,,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,2158.418268900132,0.01462169992737472,0.11377899977378547,2164.4181325000245,6.0137607997749,2164.518122400157,2164.518122400157,0.014075199840590358,0.11374509986490011,space,1.656817799899727,2166.2181410000194,2166.2181410000194,3.769993782043457e-05,0.09813620010390878,num_9,1.660973499994725,2167.9347383900777,0.001742199994623661,0.09834129991941154,2168.234670100035,2168.718014890025,2169.518089390057,2169.834727300098,2169.918458600063,2177.9347123999614,2177.9347118899923,0.001751599833369255,0.09834059979766607,2178.9348679000977,2179.9347369000316,2180.1180662999395,2180.601204399951,12.03165499982424,,2190.051292200107,0.01789689972065389,2190.051292200107,0.11505689984187484,4.0,2.797970100073144,2192.885043000104,0.00255760014988482,0.09784679999575019,2198.88464189996,2199.0679538901195,6.214500600006431,6.314493500161916,2200.0678844000213,2229.067725790129,2229.0678406001534,36.214415499940515,36.31442860001698,2230.0677589001134,2232.084416199941,2232.084416199941,0.031069100135937333,0.13095580018125474,2262.101258300012,30.01420840015635,2169.0180639999453,2177.9347123999614,,,,,,,,,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,2262.201036100043,0.014707900118082762,0.11419610003940761,2268.20097850007,6.030649200081825,2268.301021200139,2268.301021200139,0.014178599929437041,0.11415239982306957,space,1.5218599997460842,2269.8676885000896,2269.8676885000896,3.529991954565048e-05,0.09799099992960691,num_9,3.147364999866113,2273.0510657899313,0.0021645999513566494,0.09783139987848699,2273.3676607001107,2273.8343387899686,2274.6342362900496,2274.9342624000274,2275.034432800021,2283.034278700128,2283.0342661900677,0.014531200053170323,0.11448009987361729,2284.034188200021,2285.0509224000853,2285.2509286999702,2285.7675761999562,12.031172899995,,2295.1840498000383,0.03387929988093674,2295.1840498000383,0.1310407998971641,5.0,2.8314862998668104,2298.05100470013,0.0015342999249696732,0.09912599995732307,2304.0675421999767,2304.234159690025,6.215786600019783,6.315882799914107,2305.2340528001077,2334.250736890058,2334.250835200073,36.23248040000908,36.33241820009425,2335.2673581000417,2337.250693900045,2337.250693900045,0.00038410001434385777,0.09900390007533133,2367.2503579000477,30.015322000021115,2274.1342524001375,2283.034278700128,30.098640199983492,,,,,,,,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367.3505760999396,-0.0004955001641064882,0.09889360005035996,2397.367107300088,30.0154007000383,,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
4,0,4,0,0,0,0,0,,,,,,,,2397.46712019993,0.017626699758693576,0.11538109974935651,2417.450205500005,20.015111699933186,2417.550199700054,0.0003196997568011284,0.1152584997471422,2423.5503418999724,6.0319625998381525,2423.666964800097,2423.666964800097,0.015181399649009109,0.11526779970154166,space,2.212904999963939,2425.93387180008,2425.93387180008,1.200009137392044e-05,0.09971360000781715,num_9,1.9214036997873336,2427.9169720899545,0.001989099895581603,0.11480990005657077,2428.250212999992,2428.700336390105,2429.517084089969,2429.8169986000285,2429.8834625999443,2437.9170198999345,2437.916943390085,0.031289200065657496,0.13097169995307922,2438.9502924000844,2439.917015200015,2440.0834586001,2440.5835729001556,12.014382800087333,12.097679500002414,2450.016735699959,0.0004797999281436205,2450.016735699959,0.09757479978725314,4.0,4.164813600014895,2454.217257299926,0.0017611999064683914,0.09875039989128709,2460.2168250000104,2460.4001050900433,6.215449000010267,6.315389499999583,2461.4170597000048,2490.399957589968,2490.400253500091,36.21551560005173,36.31523919990286,2491.4166892999783,2493.4000277000014,2493.4000277000014,0.015302399871870875,0.11522260005585849,2523.400120800128,30.015353600028902,2429.0171119000297,2437.8836028000806,,,,,,,,20.098465699935332,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2523.533333600033,0.016121899941936135,0.11512179998680949,2529.54986810009,6.0317284998018295,2529.6498918000143,2529.6498918000143,0.031875499757006764,0.13172209984622896,space,2.421021399786696,2532.133266800083,2532.133266800083,1.719989813864231e-05,0.09999600006267428,num_9,1.633826700039208,2533.8167182900243,0.002455499954521656,0.0979313999414444,2534.11649819999,2534.599744890048,2535.4165225901406,2535.7166449001525,2535.8164822000545,2543.8164703000803,2543.8164962899637,0.0014390998985618353,0.0977909998036921,2544.8330608999822,2545.8333292999305,2545.999811799964,2546.5164584000595,12.014256399823353,,2555.933058500057,0.01733859977684915,2555.933058500057,0.11419709981419146,4.0,4.464645100058988,2560.433347699931,0.002378499833866954,0.09835570002906024,2566.4498738001566,2566.6163941900477,6.214974799891934,6.314979000017047,2567.6162892000284,2596.6162318900924,2596.616268499987,36.21487809997052,36.31484749983065,2597.616389800096,2599.6329231001437,2599.6329231001437,0.00048230006359517574,0.09812420001253486,2629.632778099971,30.031383899971843,2534.916421700036,2543.8164703000803,,,,,,,,,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2629.7662206999958,0.03197699994780123,0.13136009988375008,2635.782775500091,6.014770599780604,2635.8494257000275,2635.8494257000275,0.014812999870628119,0.11478509986773133,space,1.3338314997963607,2637.2161022000946,2637.2161022000946,5.889986641705036e-05,0.09724969998933375,num_9,3.679679200053215,2640.949431789969,0.002081899903714657,0.09818689990788698,2641.2661351000424,2641.732737990026,2642.532633890095,2642.8326121999417,2642.932817300083,2650.9327545000706,2650.93292589013,0.014825099846348166,0.11464479984715581,,2652.9493480999954,2653.1326989999507,2653.616263899952,12.014640199951828,,2663.0658730000723,0.01732699992135167,2663.0658730000723,0.11459619994275272,4.0,3.198133499827236,2666.299252900062,0.0029360000044107437,0.09751869994215667,2672.2823944999836,2672.482456189976,6.230663900030777,6.330788400024176,2673.4823886000086,2702.4825705901485,2702.482612499967,36.21407989994623,36.31389240012504,2703.4823421000037,2705.499059099937,2705.499059099937,-0.0007918998599052429,0.09718760009855032,2735.4989573999774,30.030404000077397,2642.0326923001558,2650.9327545000706,,,,,,,,,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2735.6323524001054,0.03099019988439977,0.13038940005935729,2741.632318899967,6.030500199878588,2741.7155971999746,2741.7155971999746,0.013802999863401055,0.11367539991624653,space,1.4433834999799728,2743.1989740999416,2743.1989740999416,3.660004585981369e-05,0.09817990008741617,num_9,1.824706999817863,2745.0657107901525,0.0022690000478178263,0.09792590001598,2745.365611999994,2745.84908429014,2746.6488960901506,2746.965571000008,2747.048929200042,2755.065723600099,2755.0656783901386,0.0014375001192092896,0.09789289999753237,,2757.06568660005,2757.2488524999935,2757.7488734000362,12.031177600147203,,2767.198717500083,0.03368590003810823,2767.198717500083,0.13107219990342855,5.0,4.198334699962288,2771.4325673999265,0.0025953000877052546,0.09747730009257793,2777.4153450999875,2777.6154177900635,6.214284399989992,6.313989799935371,2778.615371900145,2807.6151165900983,2807.5985071000177,36.21383949997835,36.29722100007348,,2810.615327600157,2810.615327600157,0.01418639998883009,0.11402380000799894,2840.6152067999355,30.013941700104624,2746.1656070000026,2755.065723600099,,,,,,,,,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2840.748556100065,0.015337100019678473,0.11388019984588027,2846.748502700124,6.01388860004954,2846.8485020999797,2846.8485020999797,0.014074299950152636,0.1138527998700738,space,1.230292199878022,2848.131974000018,2848.131974000018,3.569992259144783e-05,0.09797969995997846,num_9,2.587344099767506,2850.765134190139,0.0018879000563174486,0.09817339992150664,,2851.5484190901507,2852.3483187900156,2852.648320999928,2852.7484747001436,2860.7485742000863,2860.7483008901354,0.01502489997074008,0.11485529993660748,2861.7484224000946,2862.7316046000924,2862.965097700013,2863.465070300037,12.014804899925366,,2872.881658700062,0.0161937999073416,2872.881658700062,0.11474479991011322,4.0,2.499688300071284,2875.415368899936,0.0016489000990986824,0.09913079999387264,2881.3981966001447,2881.5982878901295,6.21562370005995,6.298904800089076,2882.5981239001267,2911.598211290012,2911.5980853000656,36.21545490017161,36.315740999998525,2912.598254499957,2914.598292000126,2914.598292000126,0.015749300131574273,0.11555880005471408,2944.598050300032,30.015503300121054,2851.8650935001206,2860.7485742000863,,,,,,,,,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2944.731429999927,0.015704300021752715,0.11553640011698008,2974.7312280000187,30.015301800100133,,671,Gustatory,2024-03-15_17h45.32.653,Gustatory_Condition_v2,2022.2.5,29.999445009533755,
