loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,player_image_offer.stopped,player_name_offer.stopped,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,Instructions_Affinity_Score.stopped,p_port_6.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.77654280001298,136.77654280001298,0.0074212998151779175,0.097686099819839,2.0,1.991541899740696,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8267125999555,138.8267125999555,0.011079700198024511,0.11425290023908019,1.0,2.9708008002489805,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.82664209976792,141.82664209976792,0.008491499815136194,0.09749059984460473,2.0,2.790519699919969,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.66002580011263,144.66002580011263,0.0068212999030947685,0.09942469978705049,4.0,2.7268477003090084,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.42654789984226,147.42654789984226,0.007469600066542625,0.09796130005270243,2.0,1.8578467997722328,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.32667519990355,149.32667519990355,0.006347500253468752,0.09923919988796115,1.0,1.893729600124061,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.26028680009767,151.26028680009767,0.000739899929612875,0.09948980016633868,6.0,2.7664803001098335,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,154.06038569984958,0.00031529972329735756,0.11431149998679757,160.05999979982153,6.030851399991661,160.25997579982504,160.25997579982504,0.08626319980248809,0.19750169990584254,6.0308429999277,166.34372829971835,166.34372829971835,166.34372829971835,0.07420849986374378,0.18109679967164993,172.04340780014172,172.24341320013627,6.014274699613452,6.1143380999565125,178.24341739993542,12.014257999602705,178.34338530013338,178.34338530013338,178.37671669991687,178.37671669991687,0.014372799545526505,0.11415469972416759,down,1.6010982999578118,180.0100457998924,4.149973392486572e-05,0.09670110000297427,186.02677639992908,186.02677639992908,0.0072293998673558235,0.11366889998316765,5.0,4.6403994001448154,,,,,,,166.24330559978262,166.24330559978262,186.02677639992908,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.69326430000365,190.69326430000365,0.010028700344264507,0.09763059997931123,2.0,2.322893100325018,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.06028789980337,193.06028789980337,0.005637400317937136,0.09904340002685785,5.0,3.394465799909085,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.49327130010352,196.49327130010352,0.006630199961364269,0.09922489989548922,5.0,4.593539300374687,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.12677709991112,201.12677709991112,0.006847400218248367,0.09911230020225048,6.0,2.0600552996620536,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.24336769990623,203.24336769990623,0.008134900126606226,0.11412189994007349,6.0,2.073699099943042,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.34335059998557,205.34335059998557,0.006697299890220165,0.09823799971491098,5.0,1.7261832999065518,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.10991419991478,207.10991419991478,0.0015984997153282166,0.09718749998137355,2.0,2.8634668001905084,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,210.0103644998744,0.00042799999937415123,0.09743049973621964,216.00995039986446,6.013812600169331,216.1766810999252,216.1766810999252,0.05858439998701215,0.16437399992719293,6.03082159999758,222.2933747000061,222.2933747000061,222.2933747000061,0.07377329980954528,0.18093069968745112,227.99337020004168,228.19349490012974,6.014195299707353,6.1140494998544455,234.19341169996187,12.014102999586612,234.29343449976295,234.29343449976295,234.32675370015204,234.32675370015204,0.01429549977183342,0.11421419959515333,down,1.80921440012753,236.17674019979313,3.83998267352581e-05,0.09809109987691045,242.19332529976964,242.19332529976964,0.025307999923825264,0.11493779998272657,5.0,5.757120900321752,,,,,,,222.17671399982646,222.17671399982646,,6.097327699884772,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.99314970010892,247.99314970010892,0.007367599755525589,0.09814149979501963,6.0,2.6582040996290743,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.71037899982184,250.71037899982184,0.007880899589508772,0.11409899964928627,5.0,3.2409761999733746,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.97660759976134,253.97660759976134,0.00768880033865571,0.09811670007184148,6.0,1.6913922000676394,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.7268546000123,255.7268546000123,0.008112399838864803,0.11396940005943179,6.0,1.407364800106734,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.1602508998476,257.1602508998476,0.006736500188708305,0.09906630031764507,6.0,1.5935125998221338,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.7934006997384,258.7934006997384,0.00542839989066124,0.09929750021547079,2.0,1.9616413000039756,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.7934459000826,260.7934459000826,0.0007513999007642269,0.09882180020213127,2.0,3.066200400236994,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,263.89371889969334,0.0003293999470770359,0.09771150024607778,269.91001989971846,6.014265799894929,270.143353600055,270.143353600055,0.13111399998888373,0.24759780010208488,6.014324299991131,276.1767083997838,276.1767083997838,276.1767083997838,0.06980070006102324,0.18145709997043014,281.8767041997053,282.076795599889,6.01436539972201,6.114390399772674,288.07672020001337,12.0142800998874,288.1767334998585,288.1767334998585,288.2100561996922,288.2100561996922,0.014452899806201458,0.11436299979686737,up,1.3981402995996177,289.6601011999883,4.0500424802303314e-05,0.11463910015299916,295.6600505998358,295.6600505998358,0.009078000206500292,0.09796310029923916,6.0,2.1230256999842823,,,,,,,,,295.6600505998358,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.8268867000006,297.8268867000006,0.0070456997491419315,0.09780129976570606,3.0,2.558538599871099,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.4266550000757,300.4266550000757,0.007519000209867954,0.09835080010816455,2.0,1.7585146999917924,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.2266329997219,302.2266329997219,0.006883800029754639,0.09871509997174144,2.0,1.526025400031358,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.79362320015207,303.79362320015207,0.007488499861210585,0.09779369970783591,2.0,3.6248053000308573,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.4600574998185,307.4600574998185,0.007867999840527773,0.09784849965944886,2.0,1.3246785998344421,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.82662029983476,308.82662029983476,0.008540099952369928,0.09910929994657636,2.0,2.8247719001956284,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.69366939971223,311.69366939971223,0.0006711999885737896,0.0991485002450645,6.0,2.1665686997585,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,313.8934912998229,0.00015070009976625443,0.09924150025472045,319.89352210005745,5.999146200250834,320.0602076998912,320.0602076998912,0.06132919993251562,0.1657191002741456,5.999160199891776,326.1602730001323,326.1602730001323,326.1602730001323,0.058533300179988146,0.16606649989262223,331.86011449992657,332.0600769999437,5.999168999958783,6.099247899837792,338.0600489997305,11.999137800186872,338.1600660998374,338.1600660998374,338.19338019983843,338.19338019983843,-1.600012183189392e-05,0.09921489981934428,up,1.7190124997869134,339.96012890012935,4.429975524544716e-05,0.09804309997707605,345.9937462997623,345.9937462997623,0.025527399964630604,0.13184559997171164,3.0,5.240158800035715,,,,,,,326.0600978997536,326.0600978997536,,6.099098100326955,6.099210700020194,12.0991603997536,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.276985200122,351.276985200122,0.009144200012087822,0.11391730001196265,2.0,1.5724904998205602,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.8767224000767,352.8767224000767,0.006083499640226364,0.09928989969193935,6.0,4.794309500139207,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.70995339984074,357.70995339984074,0.006740200333297253,0.09933610027655959,2.0,1.7602885998785496,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.510129599832,359.510129599832,0.006577099673449993,0.0989971999078989,2.0,1.4269008999690413,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.99347729980946,360.99347729980946,0.008820699993520975,0.11419889982789755,3.0,2.973054999951273,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.99330609990284,363.99330609990284,0.006704199593514204,0.09918369958177209,2.0,1.5935347997583449,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.6266469997354,365.6266469997354,0.0018180999904870987,0.09701369982212782,6.0,2.0297432001680136,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,367.69357219990343,0.00040160026401281357,0.09768070001155138,373.69338640011847,6.031010000035167,373.8933461001143,373.8933461001143,0.09257110022008419,0.19803899992257357,6.031029699835926,379.99352010013536,379.99352010013536,379.99352010013536,0.09188139997422695,0.1978571000508964,385.6933581000194,385.89336569979787,6.0311102997511625,6.1312290001660585,391.8933899998665,12.031112600117922,391.99335550004616,391.99335550004616,392.0267193997279,392.0267193997279,0.031138299964368343,0.13097859965637326,down,1.3410398000851274,393.42675999971107,4.5200344175100327e-05,0.09796700021252036,399.4435375998728,399.4435375998728,0.009187899995595217,0.11480950005352497,5.0,4.673121700063348,,,,,,,379.8935738997534,379.8935738997534,399.4435375998728,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.14346799999475,404.14346799999475,0.007376300171017647,0.09787969989702106,5.0,1.5580800999887288,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.7602675999515,405.7602675999515,0.008742100093513727,0.11412620032206178,6.0,1.6400156999006867,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.42677479982376,407.42677479982376,0.006538200192153454,0.09912839997559786,2.0,1.8268642998300493,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.2933634999208,409.2933634999208,0.00676820008084178,0.09913060022518039,6.0,1.7269339002668858,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0599525999278,411.0599525999278,0.0065818000584840775,0.09905500011518598,6.0,1.927136099897325,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.0265540997498,413.0265540997498,0.007730700075626373,0.09783810004591942,6.0,1.2911986000835896,,,,,,,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.3601172999479,414.3601172999479,0.0014051003381609917,0.09784700023010373,2.0,3.73135680006817,,,,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,418.1270256997086,0.0002580997534096241,0.09784760000184178,424.12671019975096,6.031217999756336,424.32691770000383,424.32691770000383,0.08479459956288338,0.1980302999727428,6.0313606997951865,430.42686619982123,430.42686619982123,430.42686619982123,0.08827459951862693,0.19796719960868359,436.1266954001039,436.3268996998668,6.031479299534112,6.131163699552417,442.32666719984263,12.031173799652606,442.4266818999313,442.4266818999313,442.46000539977103,442.46000539977103,0.03145189955830574,0.13113489979878068,up,1.371777799911797,443.8766934000887,4.350021481513977e-05,0.09812890039756894,449.8765183999203,449.8765183999203,0.006286900024861097,0.09787960024550557,3.0,4.659682500176132,,,,,,,430.32668319996446,430.32668319996446,449.8765183999203,,,,7461,Moral,2025-02-19_18h17.11.472,MoralCondition_v2,2022.2.5,29.959530664746445,
