loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,textbox.started,p_port_2.started,p_port_2.stopped,p_port_3.started,textbox.stopped,instructions.started,key_resp.started,p_port_4.started,p_port_4.stopped,key_resp.keys,key_resp.rt,cross.started,p_port_6.started,p_port_6.stopped,cross.stopped,p_port_7.started,disgust_image.started,p_port_8.started,p_port_8.stopped,p_port_9.started,disgust_image.stopped,disgust_score.started,p_port_10.started,p_port_10.stopped,disgust_score.response,disgust_score.rt,p_port_7.stopped,p_port_9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
44,0,44,0,,,,,,,,,,,,,,,,,712.676030700095,0.0002185995690524578,0.09910999983549118,718.6924936999567,6.015637699980289,719.2258858997375,0.29425539961084723,0.5491177998483181,6.032351999543607,,724.9054181999527,0.034953299444168806,0.12847159942612052,1.0,1.4982803999446332,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
45,0,45,0,,,,,,,,,,,,,,,,,726.4428423997015,0.00022879987955093384,0.0993368998169899,732.4591230000369,6.015768799930811,732.5757144000381,0.0390004999935627,0.1327106999233365,5.999141799751669,738.5758003997616,738.6423582998104,0.0021831998601555824,0.09901939984411001,2.0,2.8312641996890306,,6.099105299916118,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
46,0,46,0,,,,,,,,,,,,,,,,,741.5093374997377,0.0005077002570033073,0.09722220012918115,747.5090876999311,6.03054209984839,747.659093900118,0.05154759995639324,0.1473662997595966,6.013828800059855,753.6590593000874,753.7256530998275,0.016449099872261286,0.11369899986311793,1.0,2.698240099940449,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
47,0,47,0,,,,,,,,,,,,,,,,,756.4593055997975,0.0006272997707128525,0.09747109981253743,762.4590539997444,6.030744600109756,762.5922523001209,0.04220840008929372,0.13092629984021187,6.030712199863046,768.5923884999938,768.6923282998614,0.03372740000486374,0.13066969998180866,2.0,4.264625600073487,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
48,0,48,0,,,,,,,,,,,,,,,,,772.992747799959,0.0002313000150024891,0.09932269994169474,778.9923188998364,6.032337199896574,779.1423255996779,0.04852469963952899,0.1491753999143839,6.015630799811333,785.1423051999882,785.208949400112,0.01829299982637167,0.11582929966971278,0.0,2.1649523000232875,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
49,0,49,0,,,,,,,,,,,,,,,,,787.4089917000383,0.0007532997988164425,0.0965769998729229,793.4090037997812,6.0299406996928155,793.6758739999495,0.12228479981422424,0.2632514997385442,6.029879799578339,,799.6424292000011,0.03059869958087802,0.12982279947027564,0.0,1.7002568999305367,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
50,0,50,0,,,,,,,,,,,,,,,,,801.3758938000537,0.0005417997017502785,0.09697219962254167,807.3922711997293,6.013586399611086,807.5255662999116,0.04661269951611757,0.14711379958316684,6.013892099726945,813.5255948998965,813.5922325998545,0.016217399388551712,0.11345709953457117,0.0,1.8650325001217425,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
51,0,51,0,,,,,,,,,,,,,,,,,815.4924743999727,0.0005445997230708599,0.09743499988690019,821.5089388000779,6.013915499672294,821.6256367000751,0.030469699762761593,0.13083159970119596,6.03062649955973,827.6258054999635,827.7088174996898,0.01625709980726242,0.11376699944958091,1.0,3.398912000004202,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
52,0,52,0,,,,,,,,,,,,,,,,,831.1422623000108,0.00023930007591843605,0.09894590033218265,837.1589271998964,6.015603400301188,837.2923638001084,0.04823700012639165,0.1491339998319745,6.015743799973279,843.292208599858,843.3588080001064,0.017948399763554335,0.1154478001408279,0.0,2.3319788998924196,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
53,0,53,0,,,,,,,,,,,,,,,,,845.7258768999018,0.0002529001794755459,0.09929760033264756,851.7421546997502,6.015835800208151,851.8589805997908,0.03631949983537197,0.13246509991586208,5.999184499960393,857.8589706998318,857.925486299675,0.0024291998706758022,0.09927649982273579,1.0,6.997696099802852,,6.099124500062317,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
54,0,54,0,,,,,,,,,,,,,,,,,864.958923399914,0.000754999928176403,0.09643499972298741,870.958795899991,6.029831700026989,871.0920886998065,0.03894829982891679,0.12979219993576407,6.029723799787462,877.0921155996621,877.1919978996739,0.03245719987899065,0.12964689964428544,0.0,1.7316491999663413,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
55,0,55,0,,,,,,,,,,,,,,,,,878.9590793997049,0.00023799994960427284,0.09897040016949177,884.9587395996787,6.032302599865943,885.125404600054,0.060903599951416254,0.16582569992169738,6.03220110014081,891.1254304000176,891.1919192997739,0.034777999855577946,0.1322107999585569,0.0,2.2650488996878266,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
56,0,56,0,,,,,,,,,,,,,,,,,893.4923362000845,0.00043109990656375885,0.09711610013619065,899.4920139000751,6.030436299741268,899.6589612998068,0.07008769968524575,0.16400379966944456,6.03034309996292,905.6586476000957,905.7253459999338,0.03326129959896207,0.13026329968124628,0.0,3.1647645002231,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
57,0,57,0,,,,,,,,,,,,,,,,,908.925684100017,0.0002616001293063164,0.09961319994181395,914.9253193000332,5.9991743001155555,915.0754289999604,0.05818649986758828,0.14934549992904067,6.015783499926329,921.0753258001059,921.1418900000863,0.018214599695056677,0.11593349976465106,0.0,1.9318566997535527,6.099133200012147,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
58,0,58,0,,,,,,,,,,,,,,,,,923.1088262996636,0.00048049958422780037,0.09747159993276,929.1252749999985,6.013802599627525,929.3253286997788,0.09826889960095286,0.21401699958369136,6.013799799606204,,935.3251195000485,0.01526159979403019,0.11392919952049851,1.0,1.899567499756813,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
59,0,59,0,,,,,,,,,,,,,,,,,937.2590390997939,0.0004477999173104763,0.09752949979156256,943.275529100094,6.014539700001478,943.3918967000209,0.026489299722015858,0.1310068997554481,6.030682899989188,949.3751205001026,949.4753330000676,0.014876699540764093,0.11394589953124523,1.0,2.8668849002569914,,,3081,Visual,2024-08-26_10h09.36.557,Visual_Condition_v2,2022.2.5,30.013373949459275,
