Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_2.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_14.stopped,p_port_5.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1750.9566403999925,0.014524499885737896,0.11404639994725585,1756.9731794996187,6.030462599825114,1757.0731025999412,1757.0731025999412,0.03063039993867278,0.1303875995799899,space,3.4470694004558027,1760.5732224998064,1760.5732224998064,4.359986633062363e-05,0.09809529967606068,num_9,1.1149920006282628,1761.7398702996318,0.0020955000072717667,0.09813329996541142,1762.0396769000217,1762.523191399919,1763.3231817996596,,1763.7234592996538,1771.7398269996047,1771.7398269996047,1771.7398364996072,0.0012793000787496567,0.09810809977352619,1772.7565995999612,1773.7565156999044,1773.923182099592,1774.4398244996555,10.031474499963224,1781.8730673999526,0.03411730006337166,1781.8730673999526,0.13126719975844026,4.0,3.931499999947846,1785.839979399927,0.0025196997448801994,0.09787670010700822,1791.856540299952,1792.023089799611,6.214403199963272,6.314425299875438,1793.023012700025,1812.0396530996543,1812.039674199652,26.23103250004351,26.34763569990173,1813.0562864998356,,1815.0561115997843,0.016083099879324436,0.11423629987984896,1845.0728658000007,30.030939899850637,1762.8231048998423,,,,,,,,,,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1845.1563251996413,0.014873399399220943,0.11444889940321445,1851.1393911996856,6.013942999765277,1851.2394903996028,1851.2394903996028,0.03142219968140125,0.1310107996687293,space,3.4728561001829803,1854.7561598997563,1854.7561598997563,3.300001844763756e-05,0.09807649999856949,num_9,1.2041093003936112,1856.0062030000147,0.0023356000892817974,0.09796980023384094,1856.306068399921,1856.7894092998934,1857.6061946000439,1857.9061302999035,1858.0061866999604,,1866.0228136996739,1866.0227652998176,0.017392000183463097,0.11460680002346635,,1868.0227497997694,1868.1895989999175,1868.6895722998306,10.014567600097507,1876.1227576998062,0.017466799821704626,1876.1227576998062,0.11466810014098883,2.0,3.664658499881625,1879.8231126996689,0.001544799655675888,0.09946999978274107,1885.8227303996682,1886.0059229997453,6.215611299965531,6.315775099676102,1887.0227067000233,1906.0061618998182,1906.0063660996966,26.215993399731815,26.31554469978437,1907.0059774997644,1909.0059447996318,1909.0059447996318,0.015596799552440643,0.11553679965436459,1939.0058369999751,30.01546399947256,1857.1061026998796,,,,,,,,6.097456899471581,,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1939.1391328000464,0.016133099794387817,0.11539319949224591,1945.139228099957,6.0153829995542765,1945.2391502996907,1945.2391502996907,0.01540499972179532,0.11535919969901443,space,3.5854907003231347,1948.8892354997806,1948.8892354997806,4.149973392486572e-05,0.09803569968789816,num_9,1.0867099002934992,1950.0223591998686,0.0013210996985435486,0.09872149955481291,1950.3223831998184,1950.8224515999202,1951.6057888996322,1951.9057951997966,1952.0057363999076,1960.0224127997644,1960.0224127997644,1960.022499099886,0.0025416999123990536,0.11564879957586527,1961.0223405999132,1962.039064799901,1962.2057729000226,1962.7056960999034,10.015720799565315,1970.138891399838,0.018795499578118324,1970.138891399838,0.1156700998544693,5.0,3.3310273997485638,1973.5059728999622,0.0027843997813761234,0.09792379988357425,1979.5223536998965,1979.705645700032,6.231175399851054,6.331185599789023,1980.7056541997008,1999.6889528995846,1999.688930399716,26.214499100111425,26.314461700152606,2000.70558599988,2002.7055921996944,2002.7055921996944,0.00033879978582262993,0.09795459965243936,2032.7056795996614,30.031257799826562,1951.12236939976,,,,,,,,,,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032.838889800012,0.031566799618303776,0.13095799973234534,2062.821886799764,30.030571999493986,,,,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2062.9218949996866,0.016751599498093128,0.11414039973169565,2068.938650599681,6.030892399605364,2069.02196539985,2069.02196539985,0.014225999359041452,0.11416399944573641,space,4.170658900402486,2073.25530899968,2073.25530899968,3.590015694499016e-05,0.09782300004735589,num_9,1.0734484000131488,2074.3719812999943,0.0019904999062418938,0.09776739962399006,2074.6718826997094,2075.1552709998095,2075.971921499865,2076.2718243999407,2076.3719516997226,,2084.388601299841,2084.3885814999694,0.01693749986588955,0.11454489966854453,2085.4051951998845,2086.3885831995867,2086.572034899611,2087.055132600013,10.014360799919814,2094.488411499653,0.016494699753820896,2094.488411499653,0.11434859968721867,5.0,3.9323622998781502,2098.4553098999895,0.00152969965711236,0.09927779994904995,2104.471899199765,2104.6384421997236,6.215704399626702,6.315711199771613,2105.6551663000137,2124.6384116998406,2124.638397499919,26.21564029995352,26.315638299565762,2125.655038499739,2127.6550912996754,2127.6550912996754,0.0017744996584951878,0.09896439965814352,2157.6716331997886,30.015482899732888,2075.4552842997946,,,,,,,,,,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2157.771615799982,0.01615539938211441,0.11546339932829142,2163.7715696999803,6.015465399716049,2163.8715796000324,2163.8715796000324,0.01565639954060316,0.11542159924283624,space,4.168770200572908,2168.1049220999703,2168.1049220999703,5.4200179874897e-05,0.09776710020378232,num_9,1.455026900395751,2169.6049650996456,0.0023042000830173492,0.09769160021096468,2169.9048801995814,2170.388155099982,2171.1881706999147,2171.504886499606,2171.5882206000388,2179.604865499772,2179.604865499772,2179.605003899941,0.0008816001936793327,0.09748860029503703,2180.6214313996024,2181.604853999801,2181.788128399756,2182.271613399964,10.030781200155616,2189.7380308997817,0.033497999887913465,2189.7380308997817,0.13067860016599298,2.0,3.731522699818015,2193.5051106996834,0.0025925999507308006,0.09776310017332435,2199.521443699952,2199.688105899887,6.21436750004068,6.314354400150478,2200.7047365996987,2219.6880807998123,2219.6880954997614,26.214420499745756,26.31428509997204,2220.7046689996496,2222.6879526996054,2222.6879526996054,0.014247399754822254,0.11425059987232089,2252.7045354000293,30.030856699682772,2170.704876399599,,,,,,,,,,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2252.821139900014,0.0145903998054564,0.11414689989760518,2258.837841099594,6.03079989971593,2258.937866399996,2258.937866399996,0.031001899391412735,0.1307495995424688,space,4.142625600565225,2263.1211040997878,2263.1211040997878,3.3599790185689926e-05,0.09791440004482865,num_9,1.3190860003232956,2264.48806779976,0.002611599862575531,0.09785370016470551,2264.8044817997143,2265.271104499744,2266.0710676997433,2266.3710810998455,2266.454353499692,2274.4710515998304,2274.4710515998304,2274.471267299773,0.01440860005095601,0.1144790998660028,2275.471067199949,2276.4711443996057,2276.6878294995986,2277.187818699982,10.014223599806428,2284.5877883997746,-0.0005767000839114189,2284.5877883997746,0.09790119994431734,4.0,3.7328041000291705,2288.3547254996374,0.0031510000117123127,0.0973448003642261,2294.354450499639,2294.554384999955,6.230597200337797,6.3307251003570855,2295.5543192997575,2314.554196399683,2314.5543189998716,26.230586500372738,26.330522200092673,2315.5542509998195,2317.5543227996677,2317.5543227996677,-0.00038609979674220085,0.09719409979879856,2347.5708446996287,30.013846499845386,2265.5710541997105,10.097583699971437,,,,,,,,,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2347.6708758999594,0.01438950002193451,0.11372469970956445,2353.6876421999186,6.03041879972443,2353.770836599637,2353.770836599637,0.01379809994250536,0.11380499973893166,space,3.773102500475943,2357.604163199663,2357.604163199663,4.390021786093712e-05,0.09796510031446815,num_9,1.6682173004373908,2359.3208079999777,0.0025841998867690563,0.0979657000862062,2359.6207023998722,2360.10406149975,2360.9041197998913,2361.2040211996064,2361.3041415000334,2369.3040875997394,2369.3040875997394,2369.3040011995936,0.014697200153023005,0.1146089001558721,2370.3040661998093,2371.2872691997327,2371.4874102999456,2371.9874376999214,10.014383800327778,2379.4206419996917,0.0009960997849702835,2379.4206419996917,0.09773840010166168,5.0,3.4646784998476505,2382.920856899582,0.0025808000937104225,0.0976112000644207,2388.937341199722,2389.1039200998375,6.214205600321293,6.314205100294203,2390.1206771996804,2409.1037829998413,2409.1039254995994,26.21419409988448,26.314124499913305,2410.1206164998002,2412.1039003999904,2412.1039003999904,0.014173700008541346,0.11416949983686209,2442.103780000005,30.014023299794644,2360.404093499761,10.097866700030863,,,,,,,,,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2442.2371159996837,0.014634300023317337,0.11399459978565574,2448.2537394999526,6.030715100001544,2448.33710419992,2448.33710419992,0.014121999498456717,0.1139467996545136,space,3.462899500504136,2451.853790299967,2451.853790299967,2.9299873858690262e-05,0.09939259989187121,num_9,1.03472760040313,2452.953908699611,0.002535199746489525,0.09784290008246899,2453.2537278998643,2453.7370606996583,2454.5371253998483,2454.8536831997335,2454.9538643998094,,2462.970351499971,2462.9703582996035,0.01709399977698922,0.11445239977911115,2463.970181599725,2464.9703366998583,2465.1371695999987,2465.637002899777,10.01421710010618,2473.0536758997478,0.00041189976036548615,2473.0536758997478,0.0975917000323534,3.0,3.665228799916804,2476.7539045996964,0.003055799752473831,0.09783199988305569,2482.7703111995943,2482.937065399764,6.214373999740928,6.314235599711537,2483.953668799717,2502.9369258997494,2502.937009899877,26.21436439966783,26.3141808998771,2503.9535070997663,2505.953523299657,2505.953523299657,-8.090026676654816e-05,0.09755409974604845,2535.9701612000354,30.014089899603277,2454.053724499885,10.09767200006172,,,,,,,,,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2536.0700912997127,0.014075699727982283,0.1140516996383667,2566.053367899731,30.01392289949581,,,30.09725319966674,5854,Gustatory,2025-02-20_19h07.34.214,Gustatory_Condition_v2,2022.2.5,30.00115505675736,
