Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Begin_Rinse.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_16.stopped,p_port_3.stopped,p_port_5.stopped,p_port_14.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,2052.724450299982,0.01460730005055666,0.11389870010316372,2058.7077548999805,6.013659700052813,2058.8077562998515,2058.8077562998515,0.031079899985343218,0.130622599972412,space,2.2270901000592858,2061.074463199824,2061.074463199824,3.609992563724518e-05,0.09789570001885295,num_9,1.9527754001319408,2063.0910897099648,0.0025603000540286303,0.09796909987926483,2063.4077188998926,2063.8743838100463,2064.1743075998966,2064.6910667098828,2065.007691900013,2065.074431499932,2073.0911373000126,2073.0911373000126,2073.091168709868,0.0012928999494761229,0.0977781000547111,2074.1078321000095,2075.091046199901,2075.2744620998856,2075.7575178998522,12.014624800067395,2085.2074714000337,0.017211399972438812,2085.2074714000337,0.11462949984706938,4.0,2.4319416999351233,2087.6744041999336,0.001541400095447898,0.09932209993712604,2093.690954899881,2093.857633109973,6.216047300025821,6.315906099975109,2094.8576232998166,2123.8575814099286,2123.85764299985,36.215974600054324,36.31575149996206,2124.8740971998777,2126.8741307999007,2126.8741307999007,0.0016413000412285328,0.09929050016216934,2156.8739930999,30.032361200079322,,,,,,,,,6.097093899967149,,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,2157.007462899899,0.03312129992991686,0.13240020000375807,2163.0240273999516,6.015611700015143,2163.0906849999446,2163.0906849999446,0.015778600005432963,0.11559689999558032,space,1.8965753000229597,2165.0240451998543,2165.0240451998543,3.5400036722421646e-05,0.09798169997520745,num_9,3.498607899993658,2168.5573201098714,0.0017619000282138586,0.09825299982912838,2168.8572800999973,2169.3572883099087,2169.6571612998378,2170.140558309923,2170.4572544998955,2170.5573322998825,2178.557255099993,2178.557255099993,2178.5571847100045,0.0006808999460190535,0.09822749998420477,2179.557221399853,2180.557304299902,2180.757286499953,2181.257308,12.014807199826464,2190.673745099921,0.016609699930995703,2190.673745099921,0.11470609973184764,2.0,2.6324168001301587,2193.3409460999537,0.002451500156894326,0.09819350019097328,2199.340575899929,2199.540525110043,6.231414600042626,6.331216200022027,2200.557316399878,2229.523713509855,2229.5237860998604,36.21470110001974,36.31493220012635,2230.5403664999176,2232.5403642000165,2232.5403642000165,0.0004887001123279333,0.09795950027182698,2262.556969099911,30.01455740025267,,,,,,,,,,,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,2262.6569467999507,0.015153500018641353,0.11455380008555949,2268.6568112999666,6.030999700073153,2268.740061999997,2268.740061999997,0.014289800077676773,0.09777210000902414,space,2.070916400058195,2270.8736192998476,2270.8736192998476,4.4800108298659325e-05,0.09798169997520745,num_9,2.2093406000640243,2273.1402734099656,0.0020538000389933586,0.09790789987891912,2273.4568602999207,2273.9403159099866,2274.25689599989,2274.723539309879,2275.040251799859,2275.12339159986,2283.123571299948,2283.123571299948,2283.123553109891,0.01479379995726049,0.11454560002312064,2284.140096299816,2285.123509199824,2285.3401974998415,2285.8402273999527,12.031443200074136,2295.256776300026,0.01658019982278347,2295.256776300026,0.11459219991229475,5.0,2.76573000010103,2298.0572410998866,0.0026505000423640013,0.09794769994914532,2304.0734438998625,2304.2400992098965,6.214391899993643,6.314463800052181,2305.2401945998427,2334.256679309835,2334.2567091998644,36.23100779997185,36.33096450008452,2335.2564218000043,,2337.2733517999295,0.015990199986845255,0.1142365001142025,2367.2564733999316,30.014051700010896,,,,,,,,,,30.097282600123435,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367.356520500034,0.030912299873307347,0.13085899990983307,2397.3566452998202,30.030932399909943,,,,,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
4,0,4,0,0,0,0,0,,,,,,,,2397.489733999828,0.03332949988543987,0.1306527997367084,2417.5063165000174,20.01392519986257,2417.573021600023,0.01575339981354773,0.11390929971821606,2423.5730047000106,6.014108299743384,2423.6731045998167,2423.6731045998167,0.014112099539488554,0.1139418997336179,space,2.929381900234148,2426.63980289991,2426.63980289991,3.400002606213093e-05,0.09752239985391498,num_9,2.538583500077948,2429.222988109873,0.0025319999549537897,0.09734160010702908,2429.5395970998798,2430.0229797098555,2430.339685200015,2430.806193709909,2431.1062725000083,2431.206285999855,2439.222930099815,2439.222930099815,2439.222895409982,0.0005292000714689493,0.09742160001769662,2440.2395132998936,2441.2395388998557,2441.389454299817,2441.8728871999774,12.030492699937895,2451.3562235999852,0.03323309984989464,2451.3562235999852,0.13036089995875955,2.0,2.431469100061804,2453.8233417999,0.0015891001094132662,0.09925840003415942,2459.8395119998604,2460.0228369099323,6.199130899971351,6.299166300101206,2461.0394537998363,2490.022719309968,2490.0227166998666,36.19902479997836,36.29896049993113,2491.0393611998297,,2493.039360599825,0.01778680016286671,0.11570740002207458,2523.055874499958,30.032184300012887,,,,,,,,,,,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2523.155917499913,0.03294320008717477,0.13237020000815392,2529.172509399941,6.015562999993563,2529.239204299869,2529.239204299869,0.015550999902188778,0.11549009988084435,space,1.6837536003440619,2530.972528500017,2530.972528500017,3.20998951792717e-05,0.09825779986567795,num_9,4.134427500190213,2535.172531909845,0.001947999931871891,0.09810440009459853,2535.4892048998736,2535.972538509942,2536.2892283999827,2536.7725133100294,2537.0890382998623,2537.1389977999497,2545.139111299999,2545.1724843999837,2545.1724474100165,0.031439300160855055,0.1314245001412928,2546.1892955999356,2547.1724983998574,2547.355804499937,2547.855926099932,12.03135920013301,2557.305644699838,0.03408259991556406,2557.305644699838,0.13117159996181726,4.0,2.164858400123194,2559.506005199859,0.002540899906307459,0.09785000002011657,2565.522357999813,2565.6890757098563,6.214444099925458,6.3144547999836504,2566.689054499846,2595.7055894099876,2595.7056189998984,36.23098580003716,36.330890000099316,2596.7055158999283,,2598.7222306998447,0.016062600072473288,0.11431169998832047,2628.738779200008,30.030731700127944,,,,,,,,,,,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2628.8221121998504,0.014706299873068929,0.11406779987737536,2634.838766800007,6.030750300036743,2634.938758400036,2634.938758400036,0.030833999859169126,0.13069419981911778,space,3.15961780003272,2638.138737299945,2638.138737299945,7.069995626807213e-05,0.09772609989158809,num_9,2.3438899000175297,2640.5222026098754,0.001907499972730875,0.09786209999583662,2640.8387209000066,2641.3053363098998,2641.6052469999995,2642.1220479098383,2642.4386640999,2642.5054195998237,2650.5220818999223,2650.5220818999223,2650.5220430098243,0.0015634000301361084,0.09786679991520941,2651.538707999978,2652.522155100014,2652.7053624999244,2653.205459299963,12.014469099929556,2662.6386274998076,0.01753759989514947,2662.6386274998076,0.11427639983594418,5.0,2.131210400024429,2664.805671799928,0.0016576999332755804,0.09911910002119839,2670.8219836999197,2670.988644909882,6.215662899892777,6.315740599995479,2671.988551300019,2700.98852281,2700.988539399812,36.21566429990344,36.3155443998985,2701.988600899931,2704.005142299924,2704.005142299924,0.0012538000009953976,0.09886180004104972,2734.005038899835,30.032163500087336,,,,,,,,,,,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2734.1383819999173,0.03292559995315969,0.1320898998528719,2740.138332299888,6.032075800001621,2740.2216625998262,2740.2216625998262,0.015377399744465947,0.11537449969910085,space,3.3248227001167834,2743.605242499849,2743.605242499849,4.309997893869877e-05,0.0978171001188457,num_9,2.1334230001084507,2745.77167680983,0.0021881000138819218,0.0974817001260817,2746.0882927000057,2746.5548595099945,,2747.3549589098666,2747.6548650998157,2747.754990799818,2755.7716319998726,2755.7716319998726,2755.7716462098297,0.0005864999257028103,0.0974284999538213,2756.788270199904,2757.7883943999186,2757.9549052999355,2758.454937199829,12.030706099933013,2767.9048619999085,0.033569599967449903,2767.9048619999085,0.13070239988155663,2.0,2.23157689999789,2770.1718333000317,0.0015544998459517956,0.09890470001846552,2776.171489799861,2776.371495209937,6.232269499916583,6.33220689999871,2777.3881669000257,2806.371406209958,2806.371436999878,36.232247499981895,36.332073600031435,2807.3880113998894,,2809.3880545999855,0.017606500070542097,0.11549100000411272,2839.3710709000006,30.015251100063324,,,,,,,,,,,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2839.4879625998437,0.016147999791428447,0.11532549979165196,2845.5045413998887,6.032036199932918,2845.6045579998754,2845.6045579998754,0.03221399988979101,0.131924299756065,space,1.1660897003021091,2846.804582099896,2846.804582099896,4.069996066391468e-05,0.09757129987701774,num_9,2.9662517001852393,2849.821230509854,0.002024899935349822,0.09813379985280335,2850.1379050000105,2850.6212129099995,2850.9378653999884,2851.4045251098696,2851.704522999935,2851.8045212998986,2859.8211391000077,2859.8211391000077,2859.82112160984,-0.0004918000195175409,0.09815709991380572,2860.837825199822,2861.8378937998787,2862.0044927999843,2862.50460450002,12.031378799816594,2871.954292899929,0.034179699840024114,2871.954292899929,0.13124529970809817,6.0,2.3981937000062317,2874.388058899902,0.0016422001644968987,0.09927510004490614,2880.4044302999973,2880.5710673100084,6.215813199989498,6.299060800112784,2881.5877459999174,2910.5542958100095,2910.5542915000115,36.19915690016933,36.31572340009734,,2913.570931099821,2913.570931099821,0.01585180009715259,0.11583100003190339,2943.570808999939,30.01567960018292,,,,,,,,,,,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943.704197200015,0.015893999952822924,0.11578499991446733,2973.7041755998507,30.015542600071058,,,,,669,Gustatory,2024-02-20_11h24.34.127,Gustatory_Condition_v2,2022.2.5,29.940998272662426,
