Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,baseline.started,p_port_2.started,p_port_2.stopped,p_port_3.started,baseline.stopped,p_port_3.stopped,cross.started,p_port_4.started,p_port_4.stopped,cross.stopped,p_port_5.started,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,p_port_18.stopped,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,taste_sound_3.stopped,Begin_Rinse.stopped,Finish_rinse.stopped,break_text.started,p_port_15.started,p_port_15.stopped,break_text.stopped,p_port_16.started,p_port_14.stopped,p_port_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,1770.1163336001337,0.031885599717497826,0.1310680997557938,1776.1329216999002,6.014401399996132,1776.1996216997504,1776.1996216997504,0.014523099642246962,0.11439149966463447,space,3.8928869999945164,1780.1329652997665,1780.1329652997665,4.3400097638368607e-05,0.09787920024245977,num_9,2.3595277001149952,1782.549625849817,0.0025716000236570835,0.09812900004908442,1782.8662358000875,1783.3328042500652,1783.632870899979,1784.132930249907,1784.5329545000568,1792.549690600019,1792.549690600019,1792.5495685497299,0.0015849997289478779,0.09827909991145134,1793.5663121999241,1794.5662265000865,1794.7329230001196,1795.2330523999408,10.031370299868286,,1802.682985600084,0.03420679969713092,1802.682985600084,0.13137879967689514,4.0,2.5314560998231173,1805.2496914998628,0.003639000002294779,0.09949679998680949,1811.2662180000916,1811.4328122497536,6.199162300210446,6.282641500234604,1831.4327646498568,1831.4327802998014,26.215968600008637,26.315887700300664,1834.4327853997238,1834.4327853997238,0.01597569976001978,0.11588259972631931,1864.4491592999548,29.999110899865627,1784.4327972000465,1812.4328062999994,1832.4326689001173,,,,,,30.09913119999692,,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,1864.5493244999088,0.0004634000360965729,0.09905949980020523,1870.5325297000818,6.015704999677837,1870.665951800067,1870.665951800067,0.0159595999866724,0.11587389977648854,space,3.011534399818629,1873.7325936001725,1873.7325936001725,3.989972174167633e-05,0.09801319986581802,num_9,3.7683439003303647,1877.5492814499885,0.0020730001851916313,0.09786360012367368,1877.8492489000782,1878.33257544972,1878.6492339000106,1879.1325767501257,1879.5325909000821,1887.5492273001,1887.5492273001,1887.549239949789,0.0010895002633333206,0.09782550018280745,1888.5658626998775,1889.5324283000082,1889.7157517997548,1890.2160151000135,10.01433280017227,10.097703500185162,1897.6490460000932,0.0009751003235578537,1897.6490460000932,0.09775360021740198,3.0,2.364335199818015,1900.0493298000656,0.001771099865436554,0.09935349971055984,1906.0491679999977,1906.2157058501616,6.199120599776506,6.282493999693543,1926.2324142497964,1926.2324117999524,26.21591979963705,26.315887099597603,1929.2490376001224,1929.2490376001224,0.0016272994689643383,0.09930129954591393,1959.2489498001523,29.999058399815112,1879.4324297001585,,1927.2490876000375,,,,,,,,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,1959.3655946999788,0.016446799505501986,0.11577379936352372,1965.3822403997183,5.999181299470365,1965.4488920997828,1965.4488920997828,-0.0007847007364034653,0.09903419949114323,space,3.893392600119114,1969.3822348997928,1969.3822348997928,3.459956496953964e-05,0.09800869971513748,num_9,2.214813500177115,1971.632237449754,0.0026560998521745205,0.09824519976973534,1971.9489118000492,1972.4155537500046,,1973.2322157500312,1973.598779299762,1981.598854899872,1981.6322212000377,1981.6321910498664,0.031586399767547846,0.13150950009003282,1982.6488676997833,1983.6488390997984,1983.7987167001702,1984.2988307997584,10.031491799745709,,1991.748782900162,0.017113299574702978,1991.748782900162,0.11467079957947135,5.0,2.4986022002995014,1994.2822011997923,0.0028289002366364002,0.09782809996977448,2000.2821337999776,2000.4654298499227,6.214324000291526,6.31455700006336,2020.4653132497333,2020.4653729000129,26.214401199948043,26.314347200095654,2023.4653364000842,2023.4653364000842,0.014434000011533499,0.1143656000494957,2053.4819041998126,30.030980399809778,1973.5488728997298,2001.4653635001741,2021.465305000078,,,,,,,6.098821199499071,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053.598578900099,0.014495099894702435,0.11440239986404777,2083.5987195000052,30.014224299695343,,,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,2083.698835699819,0.016405500005930662,0.11413989961147308,2089.715288499836,6.030990599654615,2089.8151290998794,2089.8151290998794,0.0309559996239841,0.13073479989543557,space,3.1898495997302234,2093.0484778000973,2093.0484778000973,3.79001721739769e-05,0.09786630002781749,num_9,3.140577499754727,2096.2485493500717,0.0024824999272823334,0.09755759965628386,2096.548372599762,2097.048412149772,2097.3483394999057,2097.831729350146,2098.231750300154,2106.2484538997523,2106.2484538997523,2106.2483816500753,0.0008270000107586384,0.09747869987040758,2107.2650518999435,2108.2315814001486,2108.431733199861,2108.9316968000494,10.014166099950671,,2116.364873699844,0.017146799713373184,2116.364873699844,0.11436119955033064,3.0,2.4981509000062943,2118.898649000097,0.001588200218975544,0.09936270024627447,2124.8983291997574,2125.06500004977,6.199215900152922,6.299252800177783,2145.081502649933,2145.0815725000575,26.215899100061506,26.31583740003407,2148.098253800068,2148.098253800068,0.0016684997826814651,0.09917949978262186,2178.1148012997583,30.015744399745017,2098.148418299854,2126.064929400105,2146.0982483001426,,,,,,,,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,2178.2147753997706,0.016388599760830402,0.11573429964482784,2184.2315636998974,5.999005199875683,2184.2980880998075,2184.2980880998075,-0.0001771003007888794,0.09899279987439513,space,4.370774600189179,2188.7148945000954,2188.7148945000954,4.329998046159744e-05,0.09789650002494454,num_9,1.5863072997890413,2190.348111049738,0.002329499926418066,0.09796539973467588,2190.648063399829,2191.1313239498995,2191.448012399953,2191.9312985497527,2192.314495699946,2200.3146832999773,2200.348044199869,2200.3480194499716,0.031174699775874615,0.13129179971292615,2201.3646085998043,2202.3646689997986,2202.5314059001394,2203.014514800161,10.01490609999746,,2210.464589700103,0.016987799666821957,2210.464589700103,0.11441170005127788,5.0,2.6316149001941085,2213.131597199943,0.002009099815040827,0.09848299995064735,2219.131261999719,2219.314491749741,6.231718599796295,6.331680899951607,2239.314400149975,2239.314740799833,26.21519299969077,26.314953399822116,2242.3145282999612,2242.3145282999612,0.015005199704319239,0.11502849962562323,2272.3310782001354,30.031614799518138,2192.2478628000244,,2240.314486899879,,,,,,,6.099008999764919,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,2272.4644532999955,0.03228979976847768,0.1315294997766614,2278.481103600003,6.014795899391174,2278.5644657998346,2278.5644657998346,0.03157849935814738,0.13148249965161085,space,3.640790400095284,2282.2643971997313,2282.2643971997313,4.3400097638368607e-05,0.09789320034906268,num_9,2.8525623003952205,2285.164374449756,0.0021818000823259354,0.09809840004891157,2285.4642703998834,2285.9476805501617,2286.247630899772,2286.764368750155,2287.1478236000985,2295.1643316997215,2295.1643316997215,2295.1643690499477,0.0015552002005279064,0.09811750007793307,,2297.164314699825,2297.3643272998743,2297.8809890998527,10.014470900408924,10.097854000050575,2305.2642232999206,0.0004397002048790455,2305.2642232999206,0.09781310008838773,4.0,1.9652589997276664,2307.264364999719,0.0016883998177945614,0.09912319993600249,2313.247466799803,2313.447503849864,6.215791400056332,6.315910399891436,2333.4479875499383,2333.447657499928,26.215952499769628,26.315698700025678,2336.4476153999567,2336.4476153999567,0.01587139954790473,0.11567269964143634,2366.447396100033,30.015609599649906,2287.0642888001166,2314.4642223999836,2334.4474300998263,,,,,,,,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,2366.5807242998853,0.01621409971266985,0.11554939951747656,2372.5806705998257,6.015746399760246,2372.680737100076,2372.680737100076,0.015620699618011713,0.1155320992693305,space,3.652026899624616,2376.3808397999965,2376.3808397999965,4.269974306225777e-05,0.09772209962829947,num_9,3.647737399674952,2380.0640213498846,0.0021011000499129295,0.09791820030659437,2380.363924500067,2380.847357150167,2381.147427199874,2381.6472695497796,2382.047332999762,2390.0639630998485,2390.0639630998485,2390.0639748498797,0.0011575003154575825,0.09784080041572452,,2392.063987699803,2392.2473142999224,2392.7305393000133,10.010713099967688,10.09412800008431,2400.160255299881,0.027461400255560875,2400.160255299881,0.11454960005357862,4.0,2.651204800233245,2402.8473100997508,0.0016379998996853828,0.09927430003881454,2408.8638845998794,2409.0305557497777,6.21592599991709,6.315872100181878,2429.0304840500467,2429.030472899787,26.215827699750662,26.315820099785924,2432.0305035999045,2432.0305035999045,0.015901699662208557,0.11577859986573458,2462.030351600144,30.015701099764556,2381.9639254999347,2410.047232700046,2430.047279300168,,,,,,,,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,2462.163695299998,0.016433999873697758,0.11566399969160557,2468.1636735000648,6.015653699636459,2468.263676899951,2468.263676899951,0.01581479934975505,0.11562869977205992,space,3.9732838002964854,2472.2969541000202,2472.2969541000202,7.930025458335876e-05,0.09812600025907159,num_9,2.4679967002011836,2474.8136579501443,0.001930799800902605,0.09818079974502325,2475.113519600127,2475.5969190499745,2475.896980999969,2476.396965249907,2476.7970038000494,2484.8136283997446,2484.8136283997446,2484.813991350122,-6.640003994107246e-05,0.09809729969128966,2485.8135079001077,2486.8302536997944,2487.0136186997406,2487.513590400107,10.014383200090379,,2494.930210399907,0.01778690004721284,2494.930210399907,0.11462819995358586,3.0,3.064534000121057,2498.0305094001815,0.0023806998506188393,0.09791650017723441,2504.0469078999013,2504.2135678497143,6.2145338002592325,6.3145355000160635,2524.213411349803,2524.2134754001163,26.21452460018918,26.327451299875975,2527.230157500133,2527.230157500133,0.00020249979570508003,0.09791320003569126,2557.2466404000297,30.01432120008394,2476.6968752997927,,2525.2133919000626,,,,,,,,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557.3466586000286,0.014637399930506945,0.11434649955481291,2587.34658009978,30.01422269968316,,,7329,Gustatory,2024-10-01_16h28.13.087,Gustatory_Condition_v2,2022.2.5,30.013400963281118,
