loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,p_port_6.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,21.7347058004234,0.0008743000216782093,0.11599399999249727,22.06329389999155,22.330016049963888,22.663314900011756,22.92990445002215,23.23007329995744,23.546692250005435,23.863204599940218,23.863204599940218,0.032708700047805905,0.1327598000643775,38.86328749998938,14.99942990008276,15.099389300099574,38.96336469997186,0.00018380011897534132,0.09967040014453232,39.429945699987,space,1.7079038999509066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.56339009990916,344.56339009990916,0.0069443000247702,0.09906859998591244,5.0,1.9932234999723732,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.5964311999269,346.5964311999269,0.006622299901209772,0.09922420000657439,1.0,1.693691399996169,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.3468240000075,348.3468240000075,0.007907900027930737,0.11448660003952682,7.0,1.7074335999786854,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.07994339999277,350.07994339999277,0.007904199999757111,0.09834439994301647,5.0,2.124869499937631,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.26318889996037,352.26318889996037,0.008447799948044121,0.11477230000309646,5.0,1.1077140000415966,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.39659469993785,353.39659469993785,0.002127300016582012,0.09737860003951937,1.0,3.4963161000050604,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,356.9301430999767,0.00013810000382363796,0.09923679998610169,362.94655579992104,6.015807099989615,,363.1129942999687,363.1129942999687,0.07850050006527454,0.18246530008036643,6.015667600091547,369.2131100000115,369.2131100000115,369.2131100000115,0.06908750010188669,0.18244640005286783,374.91326259996276,375.1132224999601,6.015834500081837,6.115796300116926,381.11315180000383,12.015695100068115,381.2466137999436,381.2466137999436,0.01606200006790459,0.11579040007200092,up,2.9812053999630734,384.27999039995484,5.2999937906861305e-05,0.09747279994189739,,390.2967365999939,390.2967365999939,0.02531789999920875,0.1140161999501288,1.0,4.056523700011894,,,,,,,381.213272199966,381.213272199966,369.1132253999822,369.1132253999822,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.39660380000714,394.39660380000714,0.006786999991163611,0.09955690009519458,6.0,2.660266200080514,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0966937999474,397.0966937999474,0.007684099953621626,0.09790729999076575,5.0,1.490995700005442,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.62971050001215,398.62971050001215,0.007173500023782253,0.09927860007155687,2.0,2.0263792000478134,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.69642960000783,400.69642960000783,0.006630199961364269,0.09916199999861419,1.0,1.2603566000470892,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.996479799971,401.996479799971,0.007429699995554984,0.0978098000632599,4.0,2.5914233999792486,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.6297907999251,404.6297907999251,0.007185900001786649,0.09915559994988143,2.0,1.5596537999808788,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.229803299997,406.229803299997,0.0013133999891579151,0.09779480006545782,7.0,2.6310669000959024,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,408.8966184000019,0.0004909000126644969,0.09713420004118234,414.913183299941,6.01378320006188,,415.13000929995906,415.13000929995906,0.11526440002489835,0.2308140000095591,6.030504000023939,421.19632350001484,421.19632350001484,421.19632350001484,0.08586060011293739,0.19724410003982484,426.8968708999455,427.09649109991733,6.030518800020218,6.1304120001150295,433.09649599995464,12.030485000112094,433.2298084999202,433.2298084999202,0.030819800100289285,0.13042280008085072,up,1.7895918999565765,435.07983499998227,4.67000063508749e-05,0.09808189992327243,441.09643159992993,441.09643159992993,441.09643159992993,0.010402999934740365,0.11492719990201294,7.0,2.738752600038424,,,,,,,433.19657939998433,433.19657939998433,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.8797525999835,443.8797525999835,0.00953580008354038,0.11427610006649047,1.0,1.4061337999301031,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.31294540001545,445.31294540001545,0.007517699967138469,0.09916879993397743,2.0,2.392643400002271,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.74639370001387,447.74639370001387,0.007472499972209334,0.09763019997626543,1.0,1.591372900060378,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.37970449996646,449.37970449996646,0.006356800091452897,0.09872930007986724,3.0,1.693105599959381,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.12995729991235,451.12995729991235,0.007702499977312982,0.11430849996395409,2.0,1.9741091000614688,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.14663560001645,453.14663560001645,0.00889699999243021,0.11480830004438758,5.0,1.5730018999893218,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.7463726999704,454.7463726999704,0.0012167999520897865,0.09840879996772856,7.0,1.9319434999488294,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,456.7134659999283,0.0001716000260785222,0.09946679999120533,462.713117999956,5.9992685000179335,6.09930510004051,462.87971179990564,462.87971179990564,0.06535310007166117,0.16615679999813437,5.999343700008467,468.98005030001514,468.98005030001514,468.98005030001514,0.054304900113493204,0.16604820010252297,474.6797881999519,474.8797762999311,5.999293100088835,6.099273600033484,480.87976019992493,11.999296800117008,481.0131356999045,481.0131356999045,0.00015190010890364647,0.09943300008308142,up,2.054627800011076,483.12981329998,4.549999721348286e-05,0.09796799998730421,,489.16314849990886,489.16314849990886,0.026847400004044175,0.1313973000505939,1.0,3.2720611999975517,,,,,,,480.9797660999466,480.9797660999466,468.879765199963,468.879765199963,6.099289000034332,12.099291700054891,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.4800554999383,492.4800554999383,0.008072700002230704,0.11412010004278272,2.0,1.3406385999405757,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.86332100001164,493.86332100001164,0.008438499993644655,0.11441329994704574,2.0,0.8735183000098914,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.7800266999984,494.7800266999984,0.007937600021250546,0.1144190999912098,5.0,1.7075981000671163,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.5300428000046,496.5300428000046,0.007805500063113868,0.1141156000085175,7.0,1.1740589999826625,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.72979020001367,497.72979020001367,0.007400300004519522,0.0977409000042826,1.0,1.3913062000647187,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.16315389995,499.16315389995,0.006661699968390167,0.09728629991877824,2.0,1.4247937999898568,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.6298684999347,500.6298684999347,0.0007122999522835016,0.09915299993008375,7.0,3.3996376000577584,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,504.06330479995813,0.0003046999918296933,0.09885929990559816,510.0799622000195,6.015306399902329,,510.2632368999766,510.2632368999766,0.09362429997418076,0.19873529998585582,6.032069099950604,516.3632479999214,516.3632479999214,516.3632479999214,0.08436199999414384,0.19864950003102422,522.0630448999582,522.2630562999984,6.031876799999736,6.131832199986093,528.2630589000182,12.031876900000498,528.396390400012,528.396390400012,0.03208849998190999,0.13177159999031574,up,1.99921609996818,530.4464049999369,4.349998198449612e-05,0.09802279993891716,,536.4796649999917,536.4796649999917,0.025546499993652105,0.13131460000295192,2.0,3.2067794000031427,,,,,,,528.363055499969,528.363055499969,516.2630332999397,516.2630332999397,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.7129999999888,539.7129999999888,0.006582299945876002,0.09936769993510097,7.0,1.5604842000175267,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.3130063000135,541.3130063000135,0.006666300003416836,0.09922880004160106,2.0,1.0935844000196084,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.4465060000075,542.4465060000075,0.006533899926580489,0.09903499996289611,1.0,1.4934583000140265,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.996379399905,543.996379399905,0.008240900002419949,0.11396809993311763,1.0,1.30684990005102,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.3296636999585,545.3296636999585,0.006562800030224025,0.09923940000589937,5.0,1.6935775000602007,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0630327999825,547.0630327999825,0.0074995000613853335,0.09797990007791668,2.0,2.5914210999617353,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.6964129999978,549.6964129999978,0.001229400048032403,0.0978645000141114,7.0,1.631239099893719,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,551.3632063999539,0.00014190003275871277,0.09910790005233139,557.3797224999871,6.015660300035961,,557.546501899953,557.546501899953,0.07511350011918694,0.18256380001548678,6.0156148000387475,563.6464839999098,563.6464839999098,563.6464839999098,0.07388210005592555,0.1823461001040414,569.3463275999529,569.546542899916,6.015898100100458,6.115642600110732,575.5464307999937,12.015805500093848,575.6796029999387,575.6796029999387,0.015671800123527646,0.11563570005819201,up,1.4920719999354333,577.212987100007,6.330001633614302e-05,0.09789219999220222,583.2128412999446,583.2128412999446,583.2128412999446,0.006340399966575205,0.09797849995084107,2.0,3.592500100028701,,,,,,,575.6294809000101,575.6294809000101,563.5464317000005,563.5464317000005,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
10,0,10,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.8464544999879,586.8464544999879,0.006685500033199787,0.09932290005963296,2.0,1.0266957000130787,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
10,0,10,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.9128764999332,587.9128764999332,0.007703399984166026,0.09761830000206828,2.0,1.091148600098677,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
10,0,10,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0464430999709,589.0464430999709,0.007085300050675869,0.0973618000280112,7.0,1.5911259000422433,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
10,0,10,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.6797922999831,590.6797922999831,0.00677239999640733,0.0991965999128297,1.0,1.4932609000243247,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
10,0,10,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.2129549999954,592.2129549999954,0.006897300016134977,0.0991169000044465,5.0,2.0599070000462234,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
10,0,10,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.3129101999803,594.3129101999803,0.006542399991303682,0.09935740008950233,1.0,1.4938243000069633,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.8462297999067,595.8462297999067,0.0007099000504240394,0.0990872000111267,7.0,2.66642599995248,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
11,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,598.546662800014,0.00014779996126890182,0.09922620002180338,604.5462525999174,5.999102799920365,6.099071800010279,604.7462416999042,604.7462416999042,0.09603040001820773,0.1992649999447167,5.999092199956067,610.8128914999543,610.8128914999543,610.8128914999543,0.06697310006711632,0.1660231000278145,616.5129216999048,616.7128658000147,5.999100100016221,6.098906800034456,622.712871799944,11.99910830007866,622.8459877999267,622.8459877999267,-0.000228899996727705,0.1156995000783354,down,1.261579400044866,624.1462795999832,3.6400044336915016e-05,0.09821259998716414,,630.1796882000053,630.1796882000053,0.025638599996455014,0.13146990002132952,7.0,3.140232100035064,,,,,,,622.7960393999238,622.7960393999238,610.8128914999543,610.8128914999543,6.099051699973643,12.09900759998709,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
11,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.3629152999492,633.3629152999492,0.008090200019069016,0.11453340004663914,5.0,2.0072915999917313,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
11,0,11,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.4134047999978,635.4134047999978,0.0077327999752014875,0.11439500004053116,2.0,1.9742088000057265,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
11,0,11,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.4126883000135,637.4126883000135,0.006817899993620813,0.09810750000178814,5.0,2.0257366999285296,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
11,0,11,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.4961291999789,639.4961291999789,0.00980840006377548,0.11556220008060336,5.0,1.4400137000484392,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
11,0,11,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.9628599999705,640.9628599999705,0.007459499989636242,0.09783029998652637,1.0,1.3247431999770924,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
11,0,11,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.3293155999854,642.3293155999854,0.007759899948723614,0.099005899974145,7.0,1.3919503000797704,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.7628961999435,643.7628961999435,0.0014483000850304961,0.09764440008439124,1.0,2.597537099965848,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
12,0,12,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,646.3963682999602,0.00034559995401650667,0.09762759995646775,652.3961619000183,6.030971899977885,,652.5959770999616,652.5959770999616,0.09537310001906008,0.19757990003563464,6.030722800060175,658.6960504999151,658.6960504999151,658.6960504999151,0.0906356000341475,0.19752440007869154,664.3961058999412,664.5961071999045,6.030919500044547,6.1308760000392795,670.5960874999873,12.030900900019333,670.7294232000131,670.7294232000131,0.031103800050914288,0.1308240001089871,down,3.074554100050591,673.8460869999835,2.9999995604157448e-05,0.098891899921,,679.8627437999239,679.8627437999239,0.026897999923676252,0.11567979992832989,5.0,2.223638700088486,,,,,,,670.6961086000083,670.6961086000083,658.5961292999564,658.5961292999564,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
12,0,12,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.1293684999691,682.1293684999691,0.007200399995781481,0.09804999991320074,7.0,1.391737399972044,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
12,0,12,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.5629353999393,683.5629353999393,0.006426600040867925,0.09919840004295111,2.0,1.5936992999631912,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
12,0,12,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.1959042999661,685.1959042999661,0.007301399949938059,0.09714550001081079,7.0,1.357488099951297,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
12,0,12,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.5960749000078,686.5960749000078,0.007601000019349158,0.09761760011315346,1.0,1.2911529000848532,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
12,0,12,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.9294302000199,687.9294302000199,0.007489899988286197,0.09778569999616593,5.0,1.5914417000021785,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
12,0,12,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.5625732999761,689.5625732999761,0.00664339994546026,0.09935779997613281,5.0,1.0603233999572694,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.6625449999701,690.6625449999701,0.0023045000853016973,0.09773470007348806,1.0,2.496541899978183,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
