loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,p_port_3.stopped,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,p_port_6.stopped,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_offer.stopped,player_name_offer.stopped,player_image_intro.stopped,player_name_intro.stopped,p_port_8.stopped,p_port_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,21.7347058004234,0.0008743000216782093,0.11599399999249727,22.06329389999155,22.330016049963888,22.663314900011756,22.92990445002215,23.23007329995744,23.546692250005435,23.863204599940218,23.863204599940218,0.032708700047805905,0.1327598000643775,38.86328749998938,14.99942990008276,15.099389300099574,38.96336469997186,0.00018380011897534132,0.09967040014453232,39.429945699987,space,1.7079038999509066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
13,0,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,693.1962469000136,0.00028280005790293217,0.0977409000042826,699.2126779999817,6.014364600065164,,699.4627644999418,699.4627644999418,0.1524473000317812,0.26462150004226714,6.03091830003541,705.4961099999491,705.4961099999491,705.4961099999491,0.0923049000557512,0.19758220005314797,711.1959412000142,711.3959459000034,6.030920700053684,6.130754100042395,717.3959763000021,12.030951400054619,717.5292483000085,717.5292483000085,0.031097000115551054,0.13084730016998947,down,2.211028099991381,719.7793838999933,5.0699920393526554e-05,0.0976691999239847,,725.7960166999837,725.7960166999837,0.025016999919898808,0.11454889993183315,7.0,3.2238633999368176,,,,,,,717.4959282999625,717.4959282999625,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
13,0,13,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.0627170999069,729.0627170999069,0.007435800042003393,0.09801070007961243,1.0,1.8914293999550864,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
13,0,13,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.995917399996,730.995917399996,0.007342800032347441,0.09793899999931455,2.0,2.9583727999124676,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
13,0,13,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.9956684999634,733.9956684999634,0.007764799986034632,0.09790269995573908,5.0,1.3910206999862567,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
13,0,13,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.4461900999304,735.4461900999304,0.007987599936313927,0.11380749999079853,7.0,1.173916499945335,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
13,0,13,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.6627324000001,736.6627324000001,0.007621399941854179,0.11412499996367842,5.0,1.2073567000916228,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
13,0,13,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.8959329999052,737.8959329999052,0.007696100044995546,0.09760520001873374,5.0,1.4242725999793038,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.3625915999291,739.3625915999291,0.0009327000007033348,0.0987446999642998,1.0,1.8990553000476211,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
14,0,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,741.2959550999803,0.0003978000022470951,0.09779199992772192,747.2958713999251,6.03116879996378,,747.4792497999733,747.4792497999733,0.07011339999735355,0.18112299998756498,6.014459199970588,753.5790860999841,753.5790860999841,753.5790860999841,0.0681791000533849,0.18131010001525283,759.2791820999701,759.4791862999555,6.014460599981248,6.114665000000969,765.4791749999858,12.01444589998573,765.6125155999325,765.6125155999325,0.014654000056907535,0.11436680005863309,up,1.495956699945964,767.1458601999329,4.730001091957092e-05,0.09766209998633713,,773.1624209999572,773.1624209999572,0.02469270001165569,0.11417890002485365,2.0,2.3239343999885023,,,,,,,765.5791729999473,765.5791729999473,753.4624362000031,753.4624362000031,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
14,0,14,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.5460910999682,775.5460910999682,0.008007099968381226,0.11419969995040447,7.0,1.7070651999674737,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
14,0,14,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.2960854999255,777.2960854999255,0.007908400031737983,0.1137618999928236,1.0,1.8405695999972522,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
14,0,14,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.1623129999498,779.1623129999498,0.00698300008662045,0.09861420001834631,5.0,1.859192300005816,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
14,0,14,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.0623654999072,781.0623654999072,0.007379200076684356,0.09774440003093332,2.0,2.191517799976282,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
14,0,14,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.2956951999804,783.2956951999804,0.007384099997580051,0.09706729999743402,2.0,1.0573534000432119,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
14,0,14,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.3956290999195,784.3956290999195,0.00794160005170852,0.0977795000653714,1.0,1.257360199932009,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.6957455999218,785.6957455999218,0.0015641999198123813,0.09777029999531806,7.0,1.7639740000013262,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
15,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,787.4959811000153,0.0002938000252470374,0.0981999000068754,793.4789064999204,6.01447970001027,6.09799809998367,793.6622761000181,793.6622761000181,0.06055910000577569,0.16497879999224097,6.031364299939014,799.7788444999605,799.7788444999605,799.7788444999605,0.08206980000250041,0.18127940001431853,805.4788697999902,805.6788970999187,6.0145350999664515,6.114372199983336,811.6790236999514,12.014651000034064,811.812399999937,811.812399999937,0.014969700016081333,0.11475200008135289,up,2.471891700057313,814.3292668999638,4.870002157986164e-05,0.09781139995902777,,820.3625484999502,820.3625484999502,0.024540900019928813,0.13123739999718964,2.0,4.307481899973936,,,,,,,811.7792099999497,811.7792099999497,799.6623900999548,799.6623900999548,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
15,0,15,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.695651799906,824.695651799906,0.007484099944122136,0.09838899993337691,2.0,1.8252548000309616,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
15,0,15,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.5623243999435,826.5623243999435,0.007468300056643784,0.09807700000237674,5.0,3.058026200043969,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
15,0,15,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.6623828000156,829.6623828000156,0.006845999974757433,0.09942700003739446,1.0,1.4934428000124171,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
15,0,15,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.1955322999274,831.1955322999274,0.006307999952696264,0.0993628998985514,1.0,1.3607276999391615,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
15,0,15,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.5955416999059,832.5955416999059,0.00713839998934418,0.0984330999199301,2.0,2.3921828999882564,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
15,0,15,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.0289896000177,835.0289896000177,0.0070686000399291515,0.0983554000267759,7.0,1.1921767999883741,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.2622456999961,836.2622456999961,0.0012280000373721123,0.09760540002025664,7.0,2.230962400091812,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
16,0,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,838.5293721999042,0.00031869998201727867,0.09769750002305955,844.5289848999819,6.031046099960804,,844.7290622999426,844.7290622999426,0.09113840002100915,0.19784070004243404,6.030938099953346,850.8290570999961,850.8290570999961,850.8290570999961,0.08559969998896122,0.19758989999536425,856.5289556999924,856.7289477000013,6.0309636000311,6.130892500048503,862.7289424999617,12.030962500022724,862.8622370999074,862.8622370999074,0.031237000017426908,0.1309021000051871,up,2.22172050003428,865.1288426999236,4.680000711232424e-05,0.09761130006518215,,871.1454788999399,871.1454788999399,0.021091700065881014,0.1142715000314638,2.0,4.360931699979119,,,,,,,862.8289976000087,862.8289976000087,850.7289538999321,850.7289538999321,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
16,0,16,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.5456516999984,875.5456516999984,0.006992399925366044,0.09845479996874928,2.0,1.1424212000565603,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
16,0,16,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.7289217999205,876.7289217999205,0.006606600014492869,0.09929560008458793,1.0,1.126967400079593,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
16,0,16,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.9126182999462,877.9126182999462,0.007882299949415028,0.11372559994924814,6.0,2.407069699955173,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
16,0,16,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.3625168999424,880.3625168999424,0.007653100066818297,0.11433260003104806,7.0,1.3076004999456927,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
16,0,16,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.6954711999279,881.6954711999279,0.007259800098836422,0.09803740005008876,2.0,1.3252306999638677,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
16,0,16,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.0791812000098,883.0791812000098,0.00801260001026094,0.11428599990904331,1.0,1.2071646999102086,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.3125563999638,884.3125563999638,0.0006623000372201204,0.09916050010360777,7.0,1.9329164000228047,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
17,0,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,886.2791564000072,0.0002905000001192093,0.09745299990754575,892.2955542999553,6.013991300016642,,892.4621954999166,892.4621954999166,0.07603520003613085,0.1808803000021726,6.014034199994057,898.5621406999417,898.5621406999417,898.5621406999417,0.0699888999806717,0.18084629997611046,904.2621639999561,904.4622388000134,6.014177500037476,6.113982700044289,910.4621376999421,12.013994800043292,910.5954648000188,910.5954648000188,0.014263799996115267,0.11402009997982532,down,1.5447114000562578,912.1954109999351,6.890005897730589e-05,0.09783980005886406,918.2121273999801,918.2121273999801,918.2121273999801,0.009671100066043437,0.11458559997845441,1.0,3.2057823999784887,,,,,,,910.5621807000134,910.5621807000134,898.4623924000189,898.4623924000189,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
17,0,17,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.4453458999051,921.4453458999051,0.008222499978728592,0.09843200002796948,5.0,2.024661000003107,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
17,0,17,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.5122603999916,923.5122603999916,0.0067254999885335565,0.0994413000298664,7.0,1.427007400081493,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
17,0,17,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.9790737999137,924.9790737999137,0.007320199976675212,0.09800299990456551,1.0,1.2252501000184566,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
17,0,17,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.2454558999743,926.2454558999743,0.0075147999450564384,0.09940279996953905,7.0,2.359391300007701,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
17,0,17,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.6454474999337,928.6454474999337,0.0071767999324947596,0.09897409996483475,5.0,2.3262674999423325,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
17,0,17,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.012032300001,931.012032300001,0.007544299936853349,0.09780550003051758,4.0,1.6915330000920221,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.7453751999419,932.7453751999419,0.001920799957588315,0.09719179989770055,2.0,2.1298217000439763,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
18,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,934.9120337999193,0.00015520001761615276,0.09925229998771101,940.9124184999382,5.999451700015925,6.099183800048195,941.0787936999695,941.0787936999695,0.058802800020202994,0.16585370001848787,5.999443600070663,947.1787718000123,947.1787718000123,947.1787718000123,0.05306720011867583,0.16596010013017803,952.8787479000166,953.0787134999409,5.999146300018765,6.099112000083551,959.0787040999858,11.999170000082813,959.2120004999451,959.2120004999451,1.27000967040658e-05,0.09916080010589212,up,1.3440814000787213,960.6120133999502,5.989999044686556e-05,0.09791479993145913,966.6289809999289,966.6289809999289,966.6289809999289,0.008729199995286763,0.11438159993849695,2.0,3.606862199958414,,,,,,,959.1786705999402,959.1786705999402,947.0787057999987,947.0787057999987,6.099130600108765,12.099103000131436,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
18,0,18,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.2620193000184,970.2620193000184,0.0065590000012889504,0.09915859997272491,7.0,1.7933977000648156,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
18,0,18,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.0953751999186,972.0953751999186,0.0074992000591009855,0.09786270000040531,1.0,2.191449699923396,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
18,0,18,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.328660500003,974.328660500003,0.00701389997266233,0.09927010000683367,1.0,0.8262760000070557,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
18,0,18,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.2121929000132,975.2121929000132,0.007943500066176057,0.11291630007326603,2.0,2.4392541999695823,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
18,0,18,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.6785473999334,977.6785473999334,0.0065469000255689025,0.09931109996978194,2.0,0.9271401000441983,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
18,0,18,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.6452744000126,978.6452744000126,0.007534899981692433,0.09779060003347695,6.0,1.7911295000230893,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.4786388999783,980.4786388999783,0.0006783000426366925,0.09930280002299696,7.0,2.532803399953991,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
19,0,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,983.0453311000019,0.0004132000030949712,0.09729239996522665,989.0619686999125,6.013918499927968,,989.2286246999865,989.2286246999865,0.07751149998512119,0.18058389995712787,6.013763700029813,995.3119595999597,995.3119595999597,995.3119595999597,0.06466280005406588,0.16409730003215373,1001.0119057999691,1001.2452461000066,6.030590799986385,6.1307751999702305,1007.2452433999861,12.03064400004223,1007.362123799976,1007.362123799976,0.01385300001129508,0.11368489998858422,up,1.681918099988252,1009.095247099991,9.240000508725643e-05,0.09798020008020103,,1015.1285743999761,1015.1285743999761,0.026191300014033914,0.13139800005592406,1.0,2.9729153000516817,,,,,,,1007.3119367000181,1007.3119367000181,995.211806199979,995.211806199979,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
19,0,19,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.145271699992,1018.145271699992,0.009406299912370741,0.11382600001525134,1.0,1.2720636000158265,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
19,0,19,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.4451559999725,1019.4451559999725,0.006744100013747811,0.09926769998855889,7.0,1.6601301999762654,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
19,0,19,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.1621396999108,1021.1621396999108,0.00813099998049438,0.11450899997726083,6.0,1.6071780000347644,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
19,0,19,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.795110899955,1022.795110899955,0.007695099920965731,0.09787890000734478,2.0,1.8580338000319898,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
19,0,19,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.6953042999376,1024.6953042999376,0.006697000004351139,0.09923309995792806,2.0,0.8934935999568552,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
19,0,19,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.6452122000046,1025.6452122000046,0.007990699959918857,0.11362029996234924,2.0,0.9067615999374539,,,,,,,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.578501699958,1026.578501699958,0.001220499980263412,0.09788740007206798,7.0,1.8644682000158355,,,,,,,5317,Moral,2024-08-06_12h33.09.715,MoralCondition_v2,2022.2.5,30.003351371924467,
