Blocks_of_Tastants.thisRepN,Blocks_of_Tastants.thisTrialN,Blocks_of_Tastants.thisN,Blocks_of_Tastants.thisIndex,Each_Tastant_Once.thisRepN,Each_Tastant_Once.thisTrialN,Each_Tastant_Once.thisN,Each_Tastant_Once.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,cross.started,p_port_4.started,p_port_4.stopped,p_port_5.started,cross.stopped,p_port_5.stopped,instructions.started,spacebar_hit.started,p_port_6.started,p_port_6.stopped,spacebar_hit.keys,spacebar_hit.rt,grab_cup.started,key_resp.started,p_port_7.started,p_port_7.stopped,key_resp.keys,key_resp.rt,taste_sound_1.started,p_port_8.started,p_port_8.stopped,taste_sound_1.stopped,taste_sound_2.started,taste_sound_2.stopped,taste_sound_3.started,taste_sound_3.stopped,Roll_liquid_taste.started,Roll_liquid_taste.stopped,spit_text.started,spit_sound.started,p_port_9.started,p_port_9.stopped,spit_sound.stopped,spit_text.stopped,screen_clear.started,screen_clear.stopped,p_port_18.started,Palatability_Score.started,p_port_17.started,Instruction.started,p_port_17.stopped,Palatability_Score.response,Palatability_Score.rt,Rinse_text.started,p_port_10.started,p_port_10.stopped,Rinse_text.stopped,Begin_Rinse.started,p_port_11.started,p_port_11.stopped,Finish_rinse.started,Rinse_Spit.started,p_port_12.started,p_port_12.stopped,Finish_rinse.stopped,Rinse_Spit.stopped,rest_text.started,p_port_13.started,p_port_13.stopped,rest_text.stopped,p_port_14.started,Begin_Rinse.stopped,p_port_18.stopped,break_text.started,p_port_15.started,p_port_15.stopped,p_port_16.started,break_text.stopped,p_port_14.stopped,p_port_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,1754.8658628999256,0.011844899971038103,0.09486770001240075,6.015221199952066,1760.852855199948,6.098509999923408,1760.9527950999327,1760.9527950999327,0.015330999856814742,0.11149609996937215,space,1.2351158999372274,1762.236269599991,1762.236269599991,1.5900004655122757e-05,0.09920509997755289,num_9,1.3129718001000583,1763.5861786500318,0.0006651999428868294,0.09947029990144074,1763.9028547999915,1764.3660288498504,1764.6659428998828,1765.165899849846,1765.4696416999213,1765.5361750999,1773.5194575998466,1773.5362203998957,1773.5527944498463,-0.0006782000418752432,0.09573959978297353,1774.5492461998947,1775.515885300003,1775.7361174998805,1776.2195353000425,10.012300599832088,1783.6861288999207,0.00021749990992248058,1783.6861288999207,0.09934419975616038,6.0,1.4668356000911444,1785.1862524999306,0.0010645999573171139,0.09909650008194149,1791.1693559000269,1791.3659112498863,6.2121206999290735,6.295527100097388,1811.3657416499918,1811.349050999852,26.21568170003593,26.299004999920726,1812.3692157999612,1814.3325306000188,1814.3490481998306,0.011948200175538659,0.09898640005849302,1844.3321384999435,30.0119048000779,1792.3693619999103,10.099289999809116,,,,,,30.095209800172597,,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,1844.465542400023,0.01199520006775856,0.09874460007995367,6.011727300006896,1850.4487779999617,6.095135699957609,1850.56545679993,1850.56545679993,0.012015899876132607,0.0988062999676913,space,2.167214000131935,1852.7653274999466,1852.7653274999466,1.4999881386756897e-05,0.0825749000068754,num_9,1.4392277000006288,1854.2522868498927,0.0008735998999327421,0.09948550001718104,1854.5486402998213,1855.0189503500005,1855.3191584998276,1855.8190523498924,1856.1321741000284,1856.2189680999145,1864.2189769998658,1864.2189769998658,1864.2320146498969,-0.0004460001364350319,0.08284119982272387,1865.248732500011,1866.2022957999725,1866.418988399906,1866.9154190998524,10.012546999845654,1874.3523393999785,0.0006959999445825815,1874.3523393999785,0.099479999858886,7.0,2.9665005998685956,1877.352300999919,0.001096900086849928,0.09913010010495782,1883.3355089998804,1883.5188406499801,6.199090900132433,6.282424099976197,1903.5354184500175,1903.5188165998552,26.199231200153008,26.282395800109953,1904.5521551999263,1906.5151255000383,1906.5151255000383,0.01190070016309619,0.09888230008073151,1936.5019417000003,30.015465600183234,1884.5188749998342,10.099434899864718,,,,,,30.098797400016338,,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,1936.6352347000502,-0.0006357000675052404,0.08214770001359284,6.015599699923769,1942.6353185998742,6.098768699914217,1942.7351722000167,1942.7351722000167,-0.0008648999501019716,0.08203030005097389,space,1.5345948999747634,1944.3186482999008,1944.3186482999008,1.6999896615743637e-05,0.0996057998854667,num_9,1.6937834999989718,1946.0519136498915,0.0010863000061362982,0.09939400013536215,1946.3518874000292,1946.8316744499607,1947.1517841999885,1947.6184608499752,1947.931598499883,1948.0186183999758,1956.0148751998786,1956.0148751998786,1956.0315035498934,0.01209160010330379,0.09904589992947876,1957.0518032999244,1958.001718299929,1958.2147204999346,1958.698338399874,9.999026600038633,1966.13517699996,0.015927899861708283,1966.13517699996,0.11207849998027086,3.0,6.249374100007117,1972.4185156000312,0.001138600055128336,0.0991791000124067,1978.4016745998524,1978.5979988499312,6.212219400098547,6.295373700093478,1998.597996449913,1998.5813060998917,26.212019399972633,26.29544569994323,1999.5978818999138,2001.5646144000348,2001.581242899876,0.011909900000318885,0.09527350007556379,2031.5679715999868,30.015279300045222,1979.598293100018,10.082543099997565,,,,,,30.098697300069034,,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2031.7013727000449,-0.0009143000934273005,0.08206759998574853,30.015233600046486,2061.684499199968,,30.09853950003162,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,2061.817874399945,-0.0004994000773876905,0.11156529979780316,6.0116384997963905,2067.814245699905,6.094823299907148,2067.8974790000357,2067.8974790000357,0.011753799859434366,0.09852409991435707,space,0.9152733001392335,2068.831061499892,2068.831061499892,1.7999904230237007e-05,0.08616789989173412,num_9,1.8053885998670012,2070.6808242498664,0.0009487001225352287,0.08284760010428727,2070.997497400036,2071.447568650008,2071.751101600006,2072.2510951500153,2072.567747599911,2072.634352999972,2080.6314566000365,2080.6314566000365,2080.647529849899,0.0032609000336378813,0.0862015001475811,2081.6510828000028,2082.614133999916,2082.8344252000097,2083.3177847999614,10.002797699999064,2090.7640137998387,0.0005665000062435865,2090.7640137998387,0.08249929989688098,5.0,2.7033237998839468,2093.5177285999525,0.0011906002182513475,0.09904040000401437,2099.513984199846,2099.7009102498414,6.19916020007804,6.282346300082281,2119.7008741499158,2119.684268999845,26.19906790019013,26.278595000039786,2120.69722620002,2122.680713800015,2122.680713800015,0.011964800069108605,0.09899810026399791,2152.6672465999145,30.0153542002663,2100.7009286999237,10.099223400000483,,,,,,30.098702700110152,,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,2152.8006914998405,-0.0008372999727725983,0.0820669000968337,6.015328600071371,2158.7838848000392,6.098868699977174,2158.896872999845,2158.896872999845,-0.0008310000412166119,0.0783168999478221,space,1.515319500118494,2160.4506881998386,2160.4506881998386,1.2200092896819115e-05,0.0993043000344187,num_9,1.17767330002971,2161.663665049826,0.000840499997138977,0.08617220004089177,2161.9671853999607,2162.433945149998,2162.7506271998864,2163.230467049987,2163.5507039998192,2163.6171791998204,2171.6005060998723,2171.617160100024,2171.633842949872,0.0028461001347750425,0.08615999994799495,2172.650453899987,2173.596783799818,2173.8172607999295,2174.3009044998325,10.002814900130033,2181.7469456999097,0.00025340006686747074,2181.7469456999097,0.08238959987647831,3.0,3.3534703000914305,2185.150448199827,0.001629499951377511,0.09911839989945292,2191.1338378998917,2191.330040949979,6.212145800003782,6.299114799825475,2211.333533350029,2211.3168814999517,26.215705099981278,26.31210169987753,2212.3466496998444,2214.3001888999715,2214.333730599843,0.015834900084882975,0.11559779988601804,2244.316676300019,30.015431199921295,2192.3300738998223,10.099261300172657,,,,,,30.098755900049582,,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,2244.433322899975,-0.0007840001489967108,0.08230279991403222,6.0153718998190016,2250.4166247998364,,2250.5463556998875,2250.5463556998875,0.011929799802601337,0.09506779978983104,space,2.02587560005486,2252.6166773999576,2252.6166773999576,1.71000137925148e-05,0.09923849999904633,num_9,0.8676307999994606,2253.5332723498577,0.0007790999952703714,0.09970449982210994,2253.8464237998705,2254.3168004498584,2254.6132771000266,2255.0999771499773,2255.3999479999766,2255.483387199929,2263.4833895999473,2263.4998756998684,2263.516726449947,-0.0006133001297712326,0.09581109997816384,2264.529696099926,2265.4963100999594,2265.683226299938,2266.1666384998243,10.012364299967885,2273.63338080002,0.0008358997292816639,2273.63338080002,0.09936939971521497,6.0,1.03291660011746,2274.6998601998203,0.0011404999531805515,0.09892749995924532,2280.6998383000027,2280.866787050036,6.215955399908125,6.2988841000478715,2300.8829744498944,2300.866309899837,26.215477799996734,26.311835400061682,2301.8964579999447,2303.8496431999374,2303.883079199819,0.015570600051432848,0.09874620009213686,2333.882721300004,30.015184000134468,2281.866451999871,10.099312499864027,,,,,,30.09856320009567,,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,2333.9828156998847,-0.0009910999797284603,0.09506109985522926,6.015102199977264,2339.965998200001,,2340.095798499882,2340.095798499882,0.011598699726164341,0.09496299992315471,space,1.5163368000648916,2341.6327282998245,2341.6327282998245,1.209997572004795e-05,0.08273199992254376,num_9,1.1789645999670029,2342.8493333499646,0.0009190000128000975,0.0959421000443399,2343.1493454000447,2343.61610654986,2343.916067099897,2344.4163072499214,2344.7291378998198,2344.799487899989,2352.78258359991,2352.7992574998643,2352.8159204499098,-0.0005858000367879868,0.08271600003354251,2353.8159288000315,2354.78261679993,2355.0159454999957,2355.516033299966,9.999697099905461,2362.949314399855,0.0031018999870866537,2362.949314399855,0.09950739983469248,6.0,1.4643184000160545,2364.44962339988,0.0034133000299334526,0.09769429988227785,2370.4661048999988,2370.6326455498347,6.214150599902496,6.314076599897817,2390.6324687498854,2390.6325923998374,26.21398640004918,26.313953100005165,2391.6325274999253,2393.6325681000017,2393.6325681000017,0.014134899945929646,0.11393220000900328,2423.615568399895,30.013433099957183,2371.6660621999763,10.099834399996325,,,,,,30.0969163000118,,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,2423.7487993999384,0.030107499798759818,0.11348369996994734,6.030427800025791,2429.7490391000174,,2429.8824828998186,2429.8824828998186,0.030561699764803052,0.1303998997900635,space,2.929791299859062,2432.8657013999764,2432.8657013999764,6.220000796020031e-05,0.09807599987834692,num_9,1.1150887999683619,2434.015779149835,0.0018275999464094639,0.0983096999116242,2434.332436699886,2434.8156309499172,2435.1323061999865,2435.6154885500437,2435.9322962998413,2435.9990016999654,2443.9989433998708,2443.9989433998708,2443.9987429500325,0.014749799855053425,0.11466299998573959,2444.9988539998885,2445.998936999822,2446.1988921000157,2446.6821681999136,10.010899999877438,2454.1154230998363,0.001235299976542592,2454.1154230998363,0.09780449979007244,2.0,2.130931899882853,2456.2825062000193,0.0015308998990803957,0.09949049982242286,2462.2988124999683,2462.4487103499705,6.199237999971956,6.2991953999735415,2482.4616674500285,2482.4450415999163,26.21209149993956,26.31578359985724,2483.482057099929,2485.448701799847,2485.448701799847,-0.000812100013718009,0.09913689992390573,2515.4650787999853,30.015528099844232,2463.448752600001,10.097992399940267,,,,,,30.098847599932924,,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515.5818247999996,-0.00019330019131302834,0.09892289992421865,30.032131999963894,2545.581646699924,,,3419,Gustatory,2025-02-04_13h56.42.995,Gustatory_Condition_v2,2022.2.5,30.00077702953423,
