loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,evaluate_all_emotions.thisRepN,evaluate_all_emotions.thisTrialN,evaluate_all_emotions.thisN,evaluate_all_emotions.thisIndex,sync_beep_1.started,p_port.started,p_port.stopped,sync_beep_1.stopped,sync_beep_2.started,sync_beep_2.stopped,sync_beep_3.started,sync_beep_3.stopped,sync_beep_4.started,sync_beep_4.stopped,baseline.started,p_port_2.started,p_port_2.stopped,baseline.stopped,p_port_3.started,Game_Start_Text.started,p_port_4.started,p_port_4.stopped,key_resp.started,key_resp.keys,key_resp.rt,fixation_cross.started,p_port_5.started,p_port_5.stopped,fixation_cross.stopped,p_port_6.started,player_image_intro.started,player_name_intro.started,p_port_7.started,p_port_7.stopped,p_port_8.started,player_image_offer.started,player_name_offer.started,proposed_split.started,p_port_9.started,p_port_9.stopped,proposed_split.stopped,accept_reject.started,p_port_15.started,p_port_15.stopped,accept_reject.stopped,p_port_10.started,arrow_instructions.started,offer_choice.started,p_port_11.started,p_port_11.stopped,offer_choice.keys,offer_choice.rt,Instructions_Affinity_Score.started,p_port_12.started,p_port_12.stopped,Instructions_Affinity_Score.stopped,Emotion_Image.started,AffinityScore.started,p_port_13.started,p_port_13.stopped,AffinityScore.response,AffinityScore.rt,Instruction.started,Moral_Disgust_Score.started,p_port_14.started,p_port_14.stopped,Moral_Disgust_Score.response,Moral_Disgust_Score.rt,player_image_intro.stopped,player_name_intro.stopped,player_image_offer.stopped,player_name_offer.stopped,p_port_6.stopped,p_port_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.94306210055947,139.94306210055947,0.007732801139354706,0.11374340020120144,3.0,1.9736192002892494,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.94273940101266,141.94273940101266,0.007456198334693909,0.09803039953112602,5.0,3.7581666987389326,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.7428639009595,145.7428639009595,0.008268000558018684,0.09742210060358047,3.0,8.25699589960277,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.04292470030487,154.04292470030487,0.006635800004005432,0.09922099858522415,3.0,4.793560000136495,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.87614560127258,158.87614560127258,0.006997300311923027,0.09905659966170788,3.0,2.1931928005069494,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.10923520103097,161.10923520103097,0.005942698568105698,0.0991606991738081,2.0,4.227706199511886,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.3760668002069,165.3760668002069,0.0006511993706226349,0.09868009947240353,2.0,3.099685499444604,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,168.50968400016427,0.00013799965381622314,0.099074000492692,174.492548301816,6.015340199694037,174.68907540105283,174.68907540105283,0.07298320159316063,0.182081900537014,6.015656800940633,180.7928746007383,180.7928746007383,180.7928746007383,0.07298950105905533,0.18218530155718327,186.4928443003446,186.69276850111783,6.015677200630307,6.115481501445174,192.6927529014647,12.015658101066947,192.82608270086348,192.82608270086348,0.015746701508760452,0.11553100124001503,down,1.43107970058918,194.2927321009338,2.7399510145187378e-05,0.09845730103552341,,200.30926030129194,200.30926030129194,0.02682330086827278,0.11522000096738338,2.0,8.555940700694919,,,,,,,180.69279300048947,180.69279300048947,192.79270020127296,192.79270020127296,6.098652200773358,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.9093387015164,208.9093387015164,0.006958900019526482,0.09917270019650459,2.0,2.3599493000656366,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.3093788009137,211.3093788009137,0.00672449916601181,0.09908809885382652,4.0,8.093461498618126,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.44268540106714,219.44268540106714,0.007630599662661552,0.09768969938158989,1.0,1.8910434003919363,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.37610260024667,221.37610260024667,0.006917500868439674,0.0970476008951664,5.0,3.891193099319935,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.30935230106115,225.30935230106115,0.0073767006397247314,0.097944600507617,4.0,5.558340100571513,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9259307011962,230.9259307011962,0.011987399309873581,0.11514130048453808,5.0,3.0375730004161596,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.9929593000561,233.9929593000561,0.000713299959897995,0.09904500097036362,1.0,9.166395798325539,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,243.19266200065613,0.00032869912683963776,0.0975445993244648,249.17575300112367,6.014052700251341,249.42575370147824,249.42575370147824,0.12409830093383789,0.23090500012040138,6.030876601114869,255.49244910106063,255.49244910106063,255.49244910106063,0.09039270132780075,0.1975255012512207,261.1925303004682,261.3925502002239,6.030886400490999,6.130952600389719,267.39279390126467,12.031148001551628,267.5258464012295,267.5258464012295,0.031040500849485397,0.13078900054097176,down,1.2910101003944874,268.8422937002033,1.749955117702484e-05,0.09971199929714203,274.85901870019734,274.85901870019734,274.85901870019734,0.010808199644088745,0.09964199922978878,2.0,4.889869298785925,,,,,,,,,267.4925371017307,267.4925371017307,6.0973128993064165,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.7923857010901,279.7923857010901,0.007394799962639809,0.09788360074162483,2.0,2.0248950999230146,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.85929950140417,281.85929950140417,0.0074693989008665085,0.09795570001006126,4.0,2.7916969005018473,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.7093169,284.7093169,0.00814410112798214,0.11459469981491566,3.0,2.8739687986671925,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.60934830084443,287.60934830084443,0.0068870000541210175,0.09929429925978184,5.0,2.160292999818921,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.8092310000211,289.8092310000211,0.008155601099133492,0.09796320088207722,1.0,1.85741369985044,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.7092464007437,291.7092464007437,0.00694119930267334,0.09821569919586182,4.0,2.0924285985529423,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.84248610027134,293.84248610027134,0.0012359991669654846,0.09807749837636948,2.0,5.865834601223469,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,299.74271580018103,0.00024170055985450745,0.09791780076920986,305.7591899000108,6.0145837012678385,305.9255694001913,305.9255694001913,0.06947530061006546,0.18124120123684406,6.014588000252843,312.009405400604,312.009405400604,312.009405400604,0.06919100135564804,0.1647690013051033,317.70899000018835,317.94245690107346,6.031446101143956,6.1311851013451815,323.94231449998915,12.031338902190328,324.07579090073705,324.07579090073705,0.03138580173254013,0.13116280175745487,up,1.5737712997943163,325.70897900126874,4.700012505054474e-05,0.0977024994790554,331.70889890007675,331.70889890007675,331.70889890007675,0.008685100823640823,0.09780419990420341,5.0,2.2901225984096527,,,,,,,311.92567360028625,311.92567360028625,324.008974801749,324.008974801749,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0421045012772,334.0421045012772,0.007626699283719063,0.09764360077679157,5.0,1.891142999753356,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.9757597018033,335.9757597018033,0.007490498945116997,0.0977207999676466,3.0,1.6579758003354073,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.6756354011595,337.6756354011595,0.0062753986567258835,0.09860130026936531,4.0,1.5269001014530659,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.24243880063295,339.24243880063295,0.007022099569439888,0.0991344004869461,5.0,3.159895299002528,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.44220590032637,342.44220590032637,0.007269499823451042,0.09760480001568794,4.0,5.491095300763845,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.9755930006504,347.9755930006504,0.007457800209522247,0.0980324987322092,5.0,2.5915889982134104,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.6088663004339,350.6088663004339,0.001729099079966545,0.09731439873576164,7.0,2.5968108996748924,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,353.2424159012735,0.0001356992870569229,0.09934910014271736,359.2422122005373,5.999043799936771,359.49235300160944,359.49235300160944,0.13334770128130913,0.24900880083441734,6.01569340005517,365.52558210119605,365.52558210119605,365.52558210119605,0.08123280107975006,0.18265580013394356,371.2254742011428,371.4254439007491,6.015666600316763,6.115663301199675,377.42564560100436,12.015866201370955,377.5587756000459,377.5587756000459,0.015839900821447372,0.1156184021383524,up,1.4590916987508535,379.07549380138516,4.259869456291199e-05,0.09812219999730587,,385.0920696016401,385.0920696016401,0.02401129901409149,0.11463500000536442,4.0,6.224986799061298,,,,,,,,,377.52542180009186,377.52542180009186,6.099016999825835,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.358861701563,391.358861701563,0.007870400324463844,0.09753650054335594,5.0,1.6577343996614218,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.07544790022075,393.07544790022075,0.00968090072274208,0.11406250111758709,4.0,2.2051743995398283,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.30883490107954,395.30883490107954,0.007541600614786148,0.09748779982328415,3.0,2.3578431997448206,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.70870280079544,397.70870280079544,0.006687100976705551,0.09920130111277103,1.0,2.9937350004911423,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.74213490076363,400.74213490076363,0.007007500156760216,0.09924080036580563,5.0,2.193247400224209,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.97532320022583,402.97532320022583,0.007418999448418617,0.09785629995167255,5.0,1.49156610108912,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.50880770012736,404.50880770012736,0.0015281997621059418,0.09810099937021732,2.0,9.364208800718188,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,413.9089263007045,0.00032299943268299103,0.09755090065300465,419.90865460038185,6.030918799340725,420.10875240154564,420.10875240154564,0.0859179999679327,0.19732180051505566,6.030924500897527,426.2087866012007,426.2087866012007,426.2087866012007,0.08802850171923637,0.19775890186429024,431.90858060121536,432.10866550169885,6.030859600752592,6.130941400304437,438.1085333004594,12.030799901112914,438.2418786007911,438.2418786007911,0.03094160184264183,0.13101990148425102,down,1.2877271994948387,439.59181990101933,3.82009893655777e-05,0.09813999943435192,445.5921132005751,445.5921132005751,445.5921132005751,0.009200600907206535,0.097961300984025,1.0,6.189990401268005,,,,,,,426.10864410176873,426.10864410176873,438.20851980149746,438.20851980149746,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.841952200979,451.841952200979,0.009908599779009819,0.11334170028567314,2.0,3.837975800037384,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.7084568012506,455.7084568012506,0.008202699944376945,0.09851229935884476,5.0,1.824506901204586,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.5752128008753,457.5752128008753,0.006607800722122192,0.09938790090382099,5.0,1.3950624987483025,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0084154009819,459.0084154009819,0.0076624006032943726,0.09769990108907223,6.0,3.324515899643302,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.3752324003726,462.3752324003726,0.008473901078104973,0.09739690087735653,4.0,1.9566690009087324,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.39188280142844,464.39188280142844,0.008331099525094032,0.11446299962699413,4.0,1.9071273002773523,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.32516870088875,466.32516870088875,0.001388799399137497,0.09787539951503277,1.0,2.731081899255514,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,469.0917467009276,0.00020089931786060333,0.09854470007121563,475.10841030068696,6.015186799690127,475.27489610016346,475.27489610016346,0.07834520004689693,0.1818682011216879,6.015148900449276,481.3921535015106,481.3921535015106,481.3921535015106,0.08320010080933571,0.19889560155570507,487.0917043015361,487.2917602006346,6.032081201672554,6.131929801777005,493.29163410142064,12.031791301444173,493.425037400797,493.425037400797,0.031958600506186485,0.13175410218536854,up,1.696323100477457,495.1750352010131,5.3899362683296204e-05,0.09791290014982224,,501.20868960022926,501.20868960022926,0.025909800082445145,0.13126049935817719,5.0,2.839604001492262,,,,,,,481.2750699017197,481.2750699017197,493.3916466012597,493.3916466012597,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.09206280112267,504.09206280112267,0.0074768997728824615,0.11470570042729378,5.0,1.7079015001654625,,,,,,,,,,,,,3874,Moral,2024-07-15_19h12.18.384,MoralCondition_v2,2022.2.5,29.911515783642187,
